company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,aoci,cashandequivalents,commitmentsandcontingencies,employeebenefitassets,goodwill,intangibleassets,longtermdebt,longterminvestments,netinventory,netppe,noncontrollinginterests,noncurrentdeferredtaxassets,noncurrentemployeebenefitliabilities,othercurrentassets,othercurrentliabilities,otherequity,othernoncurrentassets,othernoncurrentliabilities,shorttermdebt,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities
Carrier Global Corp,CARR,,1783180,2019.0,FY,,2019-12-31,2020-05-11 07:31:44+00:00,1701000000.0,2726000000.0,2088000000.0,-1253000000.0,952000000.0,0.0,490000000.0,9884000000.0,1083000000.0,82000000.0,1739000000.0,1332000000.0,1663000000.0,333000000.0,500000000.0,456000000.0,949000000.0,443000000.0,15355000000.0,1088000000.0,2964000000.0,237000000.0,22406000000.0,14102000000.0,5959000000.0,4469000000.0,14102000000.0,14435000000.0,7971000000.0,22406000000.0,14784000000.0,3502000000.0
Carrier Global Corp,CARR,,1783180,2020.0,Q1,,2020-03-31,2020-05-11 07:31:44+00:00,1776000000.0,2674000000.0,1972000000.0,-1736000000.0,768000000.0,0.0,473000000.0,9648000000.0,1014000000.0,11029000000.0,1664000000.0,1556000000.0,1638000000.0,329000000.0,454000000.0,456000000.0,970000000.0,485000000.0,4433000000.0,1142000000.0,3039000000.0,218000000.0,22001000000.0,2697000000.0,5968000000.0,4451000000.0,2697000000.0,3026000000.0,18975000000.0,22001000000.0,14395000000.0,14524000000.0
