company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accumulateddepreciation,aoci,capitalleaseobligations,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredtaxassets,currentdeferredtaxliabilities,goodwill,intangibleassets,longtermdebt,netinventory,netppe,noncurrentdeferredrevenue,noncurrentdeferredtaxassets,noncurrentdeferredtaxliabilities,noncurrentnotereceivables,othercurrentassets,othercurrentliabilities,othernoncurrentassets,othernoncurrentliabilities,prepaidexpenses,restrictedcash,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities
Dollar Tree Inc,DLTR,549300PMSTQITB1WHR43,935703,2009.0,FY,,2010-01-30,2011-03-17 16:02:21+00:00,219900000.0,,-2400000.0,,571600000.0,,900000.0,6200000.0,48600000.0,133300000.0,,250000000.0,679800000.0,714300000.0,14400000.0,35000000.0,,,,189900000.0,101500000.0,120200000.0,20200000.0,,1430700000.0,17500000.0,27800000.0,2289700000.0,1429200000.0,1305600000.0,475900000.0,1429200000.0,1429200000.0,860500000.0,2289700000.0,269800000.0,384600000.0
Dollar Tree Inc,DLTR,549300PMSTQITB1WHR43,935703,2009.0,Q3,,2009-10-31,2010-11-18 09:15:29+00:00,261400000.0,,,,342100000.0,,1324900000.0,,11500000.0,133300000.0,,250000000.0,846200000.0,705100000.0,15400000.0,34400000.0,,,32400000.0,178200000.0,87000000.0,121600000.0,,,,17500000.0,0.0,2180500000.0,1324900000.0,1220700000.0,468600000.0,1324900000.0,1324900000.0,855600000.0,2180500000.0,254700000.0,387000000.0
Dollar Tree Inc,DLTR,549300PMSTQITB1WHR43,935703,2009.0,Q2,,2009-08-01,2010-08-19 09:00:50+00:00,273800000.0,,,,358200000.0,,1310400000.0,,8800000.0,133300000.0,,250000000.0,741200000.0,698600000.0,16100000.0,47900000.0,,,67600000.0,141800000.0,88300000.0,116700000.0,,,,17500000.0,0.0,2135100000.0,1310400000.0,1167000000.0,441900000.0,1310400000.0,1310400000.0,824700000.0,2135100000.0,269500000.0,382800000.0
Dollar Tree Inc,DLTR,549300PMSTQITB1WHR43,935703,2010.0,FY,,2011-01-29,2012-03-22 08:54:25+00:00,261400000.0,,-400000.0,,311200000.0,,1200000.0,16300000.0,64400000.0,173100000.0,,250000000.0,803100000.0,741100000.0,15200000.0,38000000.0,,,,190500000.0,95000000.0,123500000.0,27900000.0,,1458200000.0,16500000.0,174800000.0,2380500000.0,1459000000.0,1333300000.0,532800000.0,1459000000.0,1459000000.0,921500000.0,2380500000.0,306100000.0,388700000.0
Dollar Tree Inc,DLTR,549300PMSTQITB1WHR43,935703,2010.0,Q3,,2010-10-30,2011-11-17 09:15:32+00:00,303200000.0,,,,309500000.0,,1412200000.0,,19500000.0,133300000.0,,250000000.0,934900000.0,741400000.0,14800000.0,40000000.0,,,39500000.0,227300000.0,81000000.0,118600000.0,,,,16500000.0,82500000.0,2362100000.0,1412200000.0,1366400000.0,566500000.0,1412200000.0,1412200000.0,949900000.0,2362100000.0,254300000.0,383400000.0
Dollar Tree Inc,DLTR,549300PMSTQITB1WHR43,935703,2010.0,Q2,,2010-07-31,2011-08-18 16:16:25+00:00,288600000.0,,,,429300000.0,,1381500000.0,,27800000.0,133300000.0,,250000000.0,751600000.0,724100000.0,15200000.0,52700000.0,,,29800000.0,159000000.0,85500000.0,118700000.0,,,,16500000.0,51000000.0,2257300000.0,1381500000.0,1261700000.0,491900000.0,1381500000.0,1381500000.0,875800000.0,2257300000.0,271500000.0,383900000.0
Dollar Tree Inc,DLTR,549300PMSTQITB1WHR43,935703,2010.0,Q1,,2010-05-01,2011-05-19 09:05:48+00:00,258600000.0,,,,338600000.0,,1293000000.0,,37700000.0,133300000.0,,250000000.0,707700000.0,719400000.0,15000000.0,43500000.0,,,47000000.0,154400000.0,101700000.0,116500000.0,,,,17500000.0,51500000.0,2142700000.0,1293000000.0,1144800000.0,468200000.0,1293000000.0,1293000000.0,849700000.0,2142700000.0,278500000.0,381500000.0
Dollar Tree Inc,DLTR,549300PMSTQITB1WHR43,935703,2011.0,FY,,2012-01-28,2013-03-15 08:45:57+00:00,286700000.0,,-600000.0,,288300000.0,,1100000.0,26200000.0,63300000.0,173100000.0,,250000000.0,867400000.0,825300000.0,15500000.0,16800000.0,,,,215500000.0,104000000.0,137500000.0,27500000.0,,1344100000.0,15500000.0,,2328600000.0,1344600000.0,1209400000.0,581000000.0,1344600000.0,1344600000.0,984000000.0,2328600000.0,293900000.0,403000000.0
Dollar Tree Inc,DLTR,549300PMSTQITB1WHR43,935703,2011.0,Q3,,2011-10-29,2012-11-15 09:17:08+00:00,351900000.0,,,,280200000.0,,1446900000.0,,10700000.0,173500000.0,,250000000.0,1005400000.0,816500000.0,15200000.0,15000000.0,,,46900000.0,209000000.0,93700000.0,132000000.0,,,,15500000.0,,2431200000.0,1446900000.0,1332500000.0,587100000.0,1446900000.0,1446900000.0,984300000.0,2431200000.0,282200000.0,397200000.0
Dollar Tree Inc,DLTR,549300PMSTQITB1WHR43,935703,2011.0,Q2,,2011-07-30,2012-08-16 16:05:16+00:00,302700000.0,,,,421600000.0,,1587700000.0,,8500000.0,175000000.0,,250000000.0,813900000.0,783100000.0,15500000.0,17800000.0,,,49000000.0,169100000.0,94700000.0,129900000.0,,,,15500000.0,123800000.0,2478900000.0,1587700000.0,1408300000.0,495800000.0,1587700000.0,1587700000.0,891200000.0,2478900000.0,287500000.0,395400000.0
Dollar Tree Inc,DLTR,549300PMSTQITB1WHR43,935703,2011.0,Q1,,2011-04-30,2012-05-17 09:15:22+00:00,276000000.0,,,,371300000.0,,1486700000.0,,41600000.0,175000000.0,,250000000.0,771200000.0,760200000.0,15400000.0,25100000.0,,,44000000.0,170600000.0,95500000.0,124500000.0,,,,16500000.0,139000000.0,2381300000.0,1486700000.0,1325500000.0,504700000.0,1486700000.0,1486700000.0,894600000.0,2381300000.0,295600000.0,389900000.0
Dollar Tree Inc,DLTR,549300PMSTQITB1WHR43,935703,2012.0,FY,,2013-02-02,2014-03-14 09:07:32+00:00,346500000.0,,-1500000.0,,399900000.0,0.0,2500000.0,22500000.0,79600000.0,173300000.0,,257000000.0,971700000.0,960700000.0,5600000.0,28300000.0,,,,235800000.0,116200000.0,145900000.0,79400000.0,,1666300000.0,14300000.0,,2752000000.0,1667300000.0,1473500000.0,676200000.0,1667300000.0,1667300000.0,1084700000.0,2752000000.0,317800000.0,408500000.0
