company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,amortizationexpense,cashincometaxespaid,cashinterestpaid,depreciationexpense,divestitures,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments,saleofplantpropertyandequipment
Dollar Tree Inc,DLTR,549300PMSTQITB1WHR43,935703,2008.0,FY,2008-02-03,2009-01-31,2011-03-17 16:02:21+00:00,0.0,,140400000.0,9700000.0,161700000.0,,0.0,-12700000.0,21600000.0,,22700000.0,-102000000.0,403100000.0,22700000.0,-102000000.0,403100000.0,323800000.0,229500000.0,229500000.0,24600000.0,2300000.0,,-63700000.0,-131700000.0,-1200000.0,0.0,93400000.0,
Dollar Tree Inc,DLTR,549300PMSTQITB1WHR43,935703,2009.0,Q4,2009-11-01,2010-01-30,,,,44100000.0,1600000.0,41300000.0,,,172800000.0,1800000.0,,-34300000.0,-94600000.0,358400000.0,-34300000.0,-94600000.0,358400000.0,229500000.0,135000000.0,135000000.0,9300000.0,100000.0,,-54600000.0,-51000000.0,-100000.0,-36100000.0,11000000.0,
Dollar Tree Inc,DLTR,549300PMSTQITB1WHR43,935703,2009.0,FY,2009-02-01,2010-01-30,2012-03-22 08:54:25+00:00,0.0,,183500000.0,7100000.0,157800000.0,,0.0,74200000.0,25900000.0,,-161300000.0,-212500000.0,581000000.0,-161300000.0,-212500000.0,581000000.0,207200000.0,320500000.0,320500000.0,28500000.0,3900000.0,,-65100000.0,-164800000.0,-400000.0,-190700000.0,17400000.0,
Dollar Tree Inc,DLTR,549300PMSTQITB1WHR43,935703,2009.0,Q3,2009-08-02,2009-10-31,,,,24400000.0,1700000.0,38600000.0,,,-35400000.0,9600000.0,,-58900000.0,-45800000.0,88600000.0,-58900000.0,-45800000.0,88600000.0,-16100000.0,68200000.0,68200000.0,17200000.0,800000.0,,-5100000.0,-45800000.0,,-69300000.0,5100000.0,
Dollar Tree Inc,DLTR,549300PMSTQITB1WHR43,935703,2009.0,Q3YTD,2009-02-01,2009-10-31,2010-11-18 09:15:29+00:00,,,139400000.0,5500000.0,116500000.0,,,-98600000.0,24100000.0,,-127000000.0,-117900000.0,222600000.0,-127000000.0,-117900000.0,222600000.0,-22300000.0,185500000.0,185500000.0,19200000.0,3800000.0,0.0,-10500000.0,-113800000.0,-300000.0,-154600000.0,6400000.0,
Dollar Tree Inc,DLTR,549300PMSTQITB1WHR43,935703,2009.0,Q2YTD,2009-02-01,2009-08-01,2010-08-19 09:00:50+00:00,,,115000000.0,3800000.0,77900000.0,,,-63200000.0,14500000.0,,-68100000.0,-72100000.0,134000000.0,-68100000.0,-72100000.0,134000000.0,-6200000.0,117300000.0,117300000.0,2000000.0,3000000.0,0.0,-5400000.0,-68000000.0,-300000.0,-85300000.0,1300000.0,
Dollar Tree Inc,DLTR,549300PMSTQITB1WHR43,935703,2010.0,Q4,2010-10-31,2011-01-29,,-49400000.0,,58800000.0,1600000.0,42100000.0,,-700000.0,120200000.0,1800000.0,,-153400000.0,-188100000.0,343900000.0,-153400000.0,-188100000.0,343900000.0,1700000.0,162500000.0,162500000.0,19100000.0,,200000.0,-111500000.0,-32200000.0,-14000000.0,-141200000.0,4800000.0,
Dollar Tree Inc,DLTR,549300PMSTQITB1WHR43,935703,2010.0,FY,2010-01-31,2011-01-29,2013-03-15 08:45:57+00:00,-49400000.0,,223700000.0,6500000.0,159700000.0,0.0,-700000.0,-97900000.0,20100000.0,0.0,-404300000.0,-374100000.0,518700000.0,-404300000.0,-374100000.0,518700000.0,-260400000.0,397300000.0,397300000.0,59600000.0,7800000.0,,-208700000.0,-178900000.0,-15100000.0,-417100000.0,62900000.0,
Dollar Tree Inc,DLTR,549300PMSTQITB1WHR43,935703,2010.0,Q3TTM,2009-11-01,2010-10-30,,,,209000000.0,6500000.0,158900000.0,,,-45300000.0,20100000.0,,-285200000.0,-280600000.0,533200000.0,-285200000.0,-280600000.0,533200000.0,-32600000.0,369800000.0,369800000.0,49800000.0,7900000.0,-200000.0,-151800000.0,-197700000.0,-1200000.0,-312000000.0,69100000.0,
Dollar Tree Inc,DLTR,549300PMSTQITB1WHR43,935703,2010.0,Q3,2010-08-01,2010-10-30,,,,48400000.0,1700000.0,38900000.0,,,-125300000.0,2300000.0,,-52600000.0,-88200000.0,21000000.0,-52600000.0,-88200000.0,21000000.0,-119800000.0,93200000.0,93200000.0,14200000.0,200000.0,,-31800000.0,-56600000.0,,-55100000.0,200000.0,
