company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,dilutedeps,impairmentexpense,incometaxexpense,netincome,netincomecontinuing,netincometocommon,operatingcostofrevenue,operatingrevenue,othercostofrevenue,otherincome,otheroperatingexpenses,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Dollar Tree Inc,DLTR,549300PMSTQITB1WHR43,935703,2011.0,FY,2011-01-30,2012-01-28,2014-03-14 09:07:32+00:00,2.03,2.03,2.01,,291200000.0,488300000.0,488300000.0,488300000.0,4252200000.0,6630500000.0,,300000.0,,1596200000.0,4252200000.0,2378300000.0,2900000.0,,1596200000.0,782100000.0,-2600000.0,779500000.0,6630500000.0,240600000.0,240600000.0,240600000.0
Dollar Tree Inc,DLTR,549300PMSTQITB1WHR43,935703,2011.0,Q3YTD,2011-01-30,2011-10-29,,1.25,1.25,1.25,,177600000.0,300400000.0,300400000.0,300400000.0,3041100000.0,4684900000.0,,100000.0,,1163700000.0,3041100000.0,1643800000.0,2200000.0,,1163700000.0,480100000.0,-2100000.0,478000000.0,4684900000.0,239600000.0,239600000.0,239600000.0
Dollar Tree Inc,DLTR,549300PMSTQITB1WHR43,935703,2011.0,Q3TTM,2010-10-31,2011-10-29,,1.93,1.93,1.93,,273200000.0,462900000.0,462900000.0,462900000.0,4118500000.0,6410200000.0,,500000.0,,1552900000.0,4118500000.0,2291700000.0,3200000.0,,1552900000.0,738800000.0,-2700000.0,736100000.0,6410200000.0,239600000.0,239600000.0,239600000.0
Dollar Tree Inc,DLTR,549300PMSTQITB1WHR43,935703,2011.0,Q3,2011-07-31,2011-10-29,2012-11-15 09:17:08+00:00,0.44,0.44,0.43,,59700000.0,104500000.0,104500000.0,104500000.0,1036000000.0,1596600000.0,,-100000.0,,395700000.0,1036000000.0,560600000.0,600000.0,,395700000.0,164900000.0,-700000.0,164200000.0,1596600000.0,239600000.0,239600000.0,239600000.0
Dollar Tree Inc,DLTR,549300PMSTQITB1WHR43,935703,2011.0,Q2YTD,2011-01-30,2011-07-30,,0.8,0.8,0.8,,117900000.0,195900000.0,195900000.0,195900000.0,2005100000.0,3088300000.0,,200000.0,,768000000.0,2005100000.0,1083200000.0,1600000.0,,768000000.0,315200000.0,-1400000.0,313800000.0,3088300000.0,244600000.0,244600000.0,244600000.0
Dollar Tree Inc,DLTR,549300PMSTQITB1WHR43,935703,2011.0,Q2TTM,2010-08-01,2011-07-30,,1.85,1.85,1.85,,265000000.0,451600000.0,451600000.0,451600000.0,4003100000.0,6240200000.0,,6000000.0,,1522300000.0,4003100000.0,2237100000.0,4200000.0,,1522300000.0,714800000.0,1800000.0,716600000.0,6240200000.0,244600000.0,244600000.0,244600000.0
Dollar Tree Inc,DLTR,549300PMSTQITB1WHR43,935703,2011.0,Q2,2011-05-01,2011-07-30,2012-08-16 16:05:16+00:00,0.39,0.39,0.39,,57400000.0,94900000.0,94900000.0,94900000.0,1000000000.0,1542400000.0,,-500000.0,,388900000.0,1000000000.0,542400000.0,700000.0,,388900000.0,153500000.0,-1200000.0,152300000.0,1542400000.0,244600000.0,244600000.0,244600000.0
Dollar Tree Inc,DLTR,549300PMSTQITB1WHR43,935703,2011.0,Q1TTM,2010-05-02,2011-04-30,,3.55,3.55,3.55,,254600000.0,434700000.0,434700000.0,434700000.0,3897500000.0,6075700000.0,,5300000.0,,1489100000.0,3897500000.0,2178200000.0,5100000.0,,1489100000.0,689100000.0,200000.0,689300000.0,6075700000.0,122600000.0,122600000.0,122600000.0
Dollar Tree Inc,DLTR,549300PMSTQITB1WHR43,935703,2011.0,Q1,2011-01-30,2011-04-30,2012-05-17 09:15:22+00:00,0.82,0.82,0.82,,60500000.0,101000000.0,101000000.0,101000000.0,1005100000.0,1545900000.0,,700000.0,,379100000.0,1005100000.0,540800000.0,900000.0,,379100000.0,161700000.0,-200000.0,161500000.0,1545900000.0,122600000.0,122600000.0,122600000.0
Dollar Tree Inc,DLTR,549300PMSTQITB1WHR43,935703,2012.0,Q4,2012-10-28,2013-02-02,,1.0,1.0,1.0,,134300000.0,228600000.0,228600000.0,228600000.0,1395000000.0,2245800000.0,,-200000.0,,487300000.0,1395000000.0,850800000.0,400000.0,,487300000.0,363500000.0,-600000.0,362900000.0,2245800000.0,229300000.0,229300000.0,229300000.0
Dollar Tree Inc,DLTR,549300PMSTQITB1WHR43,935703,2012.0,FY,2012-01-29,2013-02-02,2015-03-13 09:14:43+00:00,2.7,2.7,2.68,,359600000.0,619300000.0,619300000.0,619300000.0,4741800000.0,7394500000.0,,61600000.0,,1732600000.0,4741800000.0,2652700000.0,2800000.0,,1732600000.0,920100000.0,58800000.0,978900000.0,7394500000.0,229300000.0,229300000.0,229300000.0
Dollar Tree Inc,DLTR,549300PMSTQITB1WHR43,935703,2012.0,Q3YTD,2012-01-29,2012-10-27,,1.71,1.71,1.71,,225300000.0,390700000.0,390700000.0,390700000.0,3346800000.0,5148700000.0,,61800000.0,,1245300000.0,3346800000.0,1801900000.0,2400000.0,,1245300000.0,556600000.0,59400000.0,616000000.0,5148700000.0,228800000.0,228800000.0,228800000.0
Dollar Tree Inc,DLTR,549300PMSTQITB1WHR43,935703,2012.0,Q3TTM,2011-10-30,2012-10-27,,2.53,2.53,2.53,,338900000.0,578600000.0,578600000.0,578600000.0,4557900000.0,7094300000.0,,62000000.0,,1677800000.0,4557900000.0,2536400000.0,3100000.0,,1677800000.0,858600000.0,58900000.0,917500000.0,7094300000.0,228800000.0,228800000.0,228800000.0
Dollar Tree Inc,DLTR,549300PMSTQITB1WHR43,935703,2012.0,Q3,2012-07-29,2012-10-27,2013-11-21 09:16:11+00:00,0.68,0.68,0.68,,88700000.0,155400000.0,155400000.0,155400000.0,1120900000.0,1720500000.0,,60700000.0,,415400000.0,1120900000.0,599600000.0,800000.0,,415400000.0,184200000.0,59900000.0,244100000.0,1720500000.0,228800000.0,228800000.0,228800000.0
Dollar Tree Inc,DLTR,549300PMSTQITB1WHR43,935703,2012.0,Q2YTD,2012-01-29,2012-07-28,,1.02,1.02,1.02,,136600000.0,235300000.0,235300000.0,235300000.0,2225900000.0,3428200000.0,,1100000.0,,829900000.0,2225900000.0,1202300000.0,1600000.0,,829900000.0,372400000.0,-500000.0,371900000.0,3428200000.0,231300000.0,231300000.0,231300000.0
Dollar Tree Inc,DLTR,549300PMSTQITB1WHR43,935703,2012.0,Q2TTM,2011-07-31,2012-07-28,,2.28,2.28,2.28,,309900000.0,527700000.0,527700000.0,527700000.0,4473000000.0,6970400000.0,,1200000.0,,1658100000.0,4473000000.0,2497400000.0,2900000.0,,1658100000.0,839300000.0,-1700000.0,837600000.0,6970400000.0,231300000.0,231300000.0,231300000.0
Dollar Tree Inc,DLTR,549300PMSTQITB1WHR43,935703,2012.0,Q2,2012-04-29,2012-07-28,2013-08-22 09:16:02+00:00,0.52,0.52,0.51,,64100000.0,119200000.0,119200000.0,119200000.0,1105000000.0,1704600000.0,,0.0,,415200000.0,1105000000.0,599600000.0,1100000.0,,415200000.0,184400000.0,-1100000.0,183300000.0,1704600000.0,231300000.0,231300000.0,231300000.0
Dollar Tree Inc,DLTR,549300PMSTQITB1WHR43,935703,2012.0,Q1TTM,2011-05-01,2012-04-28,,2.17,2.17,2.17,,303200000.0,503400000.0,503400000.0,503400000.0,4368000000.0,6808200000.0,,700000.0,,1631800000.0,4368000000.0,2440200000.0,2500000.0,,1631800000.0,808400000.0,-1800000.0,806600000.0,6808200000.0,231500000.0,231500000.0,231500000.0
Dollar Tree Inc,DLTR,549300PMSTQITB1WHR43,935703,2012.0,Q1,2012-01-29,2012-04-28,2013-05-23 09:10:37+00:00,0.5,0.5,0.5,,72500000.0,116100000.0,116100000.0,116100000.0,1120900000.0,1723600000.0,,1100000.0,,414700000.0,1120900000.0,602700000.0,500000.0,,414700000.0,188000000.0,600000.0,188600000.0,1723600000.0,231500000.0,231500000.0,231500000.0
Dollar Tree Inc,DLTR,549300PMSTQITB1WHR43,935703,2013.0,FY,2013-02-03,2014-02-01,2016-03-28 17:05:51+00:00,2.74,2.74,2.72,,357600000.0,596700000.0,596700000.0,596700000.0,5050500000.0,7840300000.0,,-600000.0,,1819500000.0,5050500000.0,2789800000.0,15400000.0,,1819500000.0,970300000.0,-16000000.0,954300000.0,7840300000.0,218100000.0,218100000.0,218100000.0
Dollar Tree Inc,DLTR,549300PMSTQITB1WHR43,935703,2013.0,Q4,2013-11-03,2014-02-01,,0.98,0.98,0.98,,126000000.0,213100000.0,213100000.0,213100000.0,1409700000.0,2234900000.0,,-100000.0,,477100000.0,1409700000.0,825200000.0,8900000.0,,477100000.0,348100000.0,-9000000.0,339100000.0,2234900000.0,218100000.0,218100000.0,218100000.0
Dollar Tree Inc,DLTR,549300PMSTQITB1WHR43,935703,2013.0,Q3YTD,2013-02-03,2013-11-02,,1.77,1.77,1.77,,231600000.0,383600000.0,383600000.0,383600000.0,3640800000.0,5605400000.0,,-500000.0,,1342400000.0,3640800000.0,1964600000.0,6500000.0,,1342400000.0,622200000.0,-7000000.0,615200000.0,5605400000.0,,216200000.0,216200000.0
Dollar Tree Inc,DLTR,549300PMSTQITB1WHR43,935703,2013.0,Q3TTM,2012-10-28,2013-11-02,,2.83,2.83,2.83,,365900000.0,612200000.0,612200000.0,612200000.0,5035800000.0,7851200000.0,,-700000.0,,1829700000.0,5035800000.0,2815400000.0,6900000.0,,1829700000.0,985700000.0,-7600000.0,978100000.0,7851200000.0,,216200000.0,216200000.0
Dollar Tree Inc,DLTR,549300PMSTQITB1WHR43,935703,2013.0,Q3,2013-08-04,2013-11-02,2014-11-20 09:14:43+00:00,,0.58,0.58,,73400000.0,125400000.0,125400000.0,125400000.0,1224800000.0,1884700000.0,,-300000.0,,455600000.0,1224800000.0,659900000.0,5200000.0,,455600000.0,204300000.0,-5500000.0,198800000.0,1884700000.0,,216200000.0,216200000.0
Dollar Tree Inc,DLTR,549300PMSTQITB1WHR43,935703,2013.0,Q2YTD,2013-02-03,2013-08-03,,1.16,1.16,1.16,,158200000.0,258200000.0,258200000.0,258200000.0,2416000000.0,3720700000.0,,-200000.0,,886800000.0,2416000000.0,1304700000.0,1300000.0,,886800000.0,417900000.0,-1500000.0,416400000.0,3720700000.0,223400000.0,223400000.0,223400000.0
Dollar Tree Inc,DLTR,549300PMSTQITB1WHR43,935703,2013.0,Q2TTM,2012-07-29,2013-08-03,,2.87,2.87,2.87,,381200000.0,642200000.0,642200000.0,642200000.0,4931900000.0,7687000000.0,,60300000.0,,1789500000.0,4931900000.0,2755100000.0,2500000.0,,1789500000.0,965600000.0,57800000.0,1023400000.0,7687000000.0,223400000.0,223400000.0,223400000.0
Dollar Tree Inc,DLTR,549300PMSTQITB1WHR43,935703,2013.0,Q2,2013-05-05,2013-08-03,2014-08-21 07:45:53+00:00,0.56,0.56,0.56,,76100000.0,124700000.0,124700000.0,124700000.0,1206200000.0,1854900000.0,,200000.0,,447400000.0,1206200000.0,648700000.0,700000.0,,447400000.0,201300000.0,-500000.0,200800000.0,1854900000.0,223400000.0,223400000.0,223400000.0
Dollar Tree Inc,DLTR,549300PMSTQITB1WHR43,935703,2013.0,Q1TTM,2012-04-29,2013-05-04,,2.84,2.84,2.84,,369200000.0,636700000.0,636700000.0,636700000.0,4830700000.0,7536700000.0,,60100000.0,,1757300000.0,4830700000.0,2706000000.0,2900000.0,,1757300000.0,948700000.0,57200000.0,1005900000.0,7536700000.0,224200000.0,224200000.0,224200000.0
Dollar Tree Inc,DLTR,549300PMSTQITB1WHR43,935703,2013.0,Q1,2013-02-03,2013-05-04,2014-05-22 09:15:32+00:00,0.6,0.6,0.59,,82100000.0,133500000.0,133500000.0,133500000.0,1209800000.0,1865800000.0,,-400000.0,,439400000.0,1209800000.0,656000000.0,600000.0,,439400000.0,216600000.0,-1000000.0,215600000.0,1865800000.0,224200000.0,224200000.0,224200000.0
Dollar Tree Inc,DLTR,549300PMSTQITB1WHR43,935703,2014.0,FY,2014-02-02,2015-01-31,2017-03-28 16:33:05+00:00,2.91,2.91,2.9,,355000000.0,599200000.0,599200000.0,599200000.0,5568200000.0,8602200000.0,,-5900000.0,,1993800000.0,5568200000.0,3034000000.0,80100000.0,,1993800000.0,1040200000.0,-86000000.0,954200000.0,8602200000.0,206000000.0,206000000.0,206000000.0
Dollar Tree Inc,DLTR,549300PMSTQITB1WHR43,935703,2014.0,Q4,2014-11-02,2015-01-31,,1.0,1.0,1.0,,118100000.0,206400000.0,206400000.0,206400000.0,1557600000.0,2475600000.0,,-4800000.0,,534400000.0,1557600000.0,918000000.0,54300000.0,,534400000.0,383600000.0,-59100000.0,324500000.0,2475600000.0,206000000.0,206000000.0,206000000.0
Dollar Tree Inc,DLTR,549300PMSTQITB1WHR43,935703,2014.0,Q3,2014-08-03,2014-11-01,2015-11-24 09:15:33+00:00,0.65,0.65,0.64,,76300000.0,133000000.0,133000000.0,133000000.0,1369900000.0,2095200000.0,,-1100000.0,,505600000.0,1369900000.0,725300000.0,9300000.0,,505600000.0,219700000.0,-10400000.0,209300000.0,2095200000.0,205600000.0,205600000.0,205600000.0
Dollar Tree Inc,DLTR,549300PMSTQITB1WHR43,935703,2014.0,Q3YTD,2014-02-02,2014-11-01,,1.91,1.91,1.91,,236900000.0,392800000.0,392800000.0,392800000.0,4010600000.0,6126600000.0,,-1100000.0,,1459400000.0,4010600000.0,2116000000.0,25800000.0,,1459400000.0,656600000.0,-26900000.0,629700000.0,6126600000.0,205600000.0,205600000.0,205600000.0
Dollar Tree Inc,DLTR,549300PMSTQITB1WHR43,935703,2014.0,Q3TTM,2013-11-03,2014-11-01,,2.95,2.95,2.95,,362900000.0,605900000.0,605900000.0,605900000.0,5420300000.0,8361500000.0,,-1200000.0,,1936500000.0,5420300000.0,2941200000.0,34700000.0,,1936500000.0,1004700000.0,-35900000.0,968800000.0,8361500000.0,205600000.0,205600000.0,205600000.0
Dollar Tree Inc,DLTR,549300PMSTQITB1WHR43,935703,2014.0,Q2,2014-05-04,2014-08-02,2015-09-01 09:24:42+00:00,0.59,0.59,0.59,,75100000.0,121500000.0,121500000.0,121500000.0,1337000000.0,2031100000.0,,0.0,,489100000.0,1337000000.0,694100000.0,8400000.0,,489100000.0,205000000.0,-8400000.0,196600000.0,2031100000.0,205800000.0,205800000.0,205800000.0
Dollar Tree Inc,DLTR,549300PMSTQITB1WHR43,935703,2014.0,Q2YTD,2014-02-02,2014-08-02,,1.26,1.26,1.26,,160600000.0,259800000.0,259800000.0,259800000.0,2640700000.0,4031400000.0,,,,953800000.0,2640700000.0,1390700000.0,16500000.0,,953800000.0,436900000.0,-16500000.0,420400000.0,4031400000.0,205800000.0,205800000.0,205800000.0
Dollar Tree Inc,DLTR,549300PMSTQITB1WHR43,935703,2014.0,Q2TTM,2013-08-04,2014-08-02,,2.91,2.91,2.91,,360000000.0,598300000.0,598300000.0,598300000.0,5275200000.0,8151000000.0,,-400000.0,,1886500000.0,5275200000.0,2875800000.0,30600000.0,,1886500000.0,989300000.0,-31000000.0,958300000.0,8151000000.0,205800000.0,205800000.0,205800000.0
Dollar Tree Inc,DLTR,549300PMSTQITB1WHR43,935703,2014.0,Q1TTM,2013-05-05,2014-05-03,,2.91,2.91,2.91,,361000000.0,601500000.0,601500000.0,601500000.0,5144400000.0,7974800000.0,,-200000.0,,1844800000.0,5144400000.0,2830400000.0,22900000.0,,1844800000.0,985600000.0,-23100000.0,962500000.0,7974800000.0,206800000.0,206800000.0,206800000.0
Dollar Tree Inc,DLTR,549300PMSTQITB1WHR43,935703,2014.0,Q1,2014-02-02,2014-05-03,2015-05-21 09:14:49+00:00,0.67,0.67,0.67,,85500000.0,138300000.0,138300000.0,138300000.0,1303700000.0,2000300000.0,,0.0,,464700000.0,1303700000.0,696600000.0,8100000.0,,464700000.0,231900000.0,-8100000.0,223800000.0,2000300000.0,206800000.0,206800000.0,206800000.0
Dollar Tree Inc,DLTR,549300PMSTQITB1WHR43,935703,2015.0,FY,2015-02-01,2016-01-30,2018-03-16 09:18:52+00:00,1.27,1.27,1.26,0.0,165800000.0,282400000.0,282400000.0,282400000.0,10841700000.0,15498400000.0,,-2100000.0,,3607000000.0,10841700000.0,4656700000.0,599400000.0,,3607000000.0,1049700000.0,-601500000.0,448200000.0,15498400000.0,222500000.0,222500000.0,222500000.0
Dollar Tree Inc,DLTR,549300PMSTQITB1WHR43,935703,2015.0,Q4,2015-11-01,2016-01-30,,1.04,1.04,1.03,,123500000.0,229000000.0,229000000.0,229000000.0,3712700000.0,5365300000.0,,-2400000.0,,1182800000.0,3712700000.0,1652600000.0,114900000.0,,1182800000.0,469800000.0,-117300000.0,352500000.0,5365300000.0,222500000.0,222500000.0,222500000.0
Dollar Tree Inc,DLTR,549300PMSTQITB1WHR43,935703,2015.0,Q3,2015-08-02,2015-10-31,2016-12-06 07:41:24+00:00,0.35,0.35,0.35,,42800000.0,81900000.0,81900000.0,81900000.0,3545200000.0,4945200000.0,,-600000.0,,1176300000.0,3545200000.0,1400000000.0,98400000.0,,1176300000.0,223700000.0,-99000000.0,124700000.0,4945200000.0,234700000.0,234700000.0,234700000.0
Dollar Tree Inc,DLTR,549300PMSTQITB1WHR43,935703,2015.0,Q3YTD,2015-02-01,2015-10-31,,0.23,0.23,0.23,,42300000.0,53400000.0,53400000.0,53400000.0,7129000000.0,10133100000.0,,300000.0,,2424200000.0,7129000000.0,3004100000.0,484500000.0,,2424200000.0,579900000.0,-484200000.0,95700000.0,10133100000.0,234700000.0,234700000.0,234700000.0
Dollar Tree Inc,DLTR,549300PMSTQITB1WHR43,935703,2015.0,Q3TTM,2014-11-02,2015-10-31,,1.23,1.23,1.23,,160400000.0,259800000.0,259800000.0,259800000.0,8686600000.0,12608700000.0,,-4500000.0,,2958600000.0,8686600000.0,3922100000.0,538800000.0,,2958600000.0,963500000.0,-543300000.0,420200000.0,12608700000.0,234700000.0,234700000.0,234700000.0
Dollar Tree Inc,DLTR,549300PMSTQITB1WHR43,935703,2015.0,Q2,2015-05-03,2015-08-01,2016-09-02 08:35:19+00:00,-0.46,-0.46,-0.46,,-44200000.0,-98000000.0,-98000000.0,-98000000.0,2156000000.0,3011200000.0,,-1700000.0,,731800000.0,2156000000.0,855200000.0,263900000.0,,731800000.0,123400000.0,-265600000.0,-142200000.0,3011200000.0,214300000.0,214300000.0,214300000.0
Dollar Tree Inc,DLTR,549300PMSTQITB1WHR43,935703,2015.0,Q2YTD,2015-02-01,2015-08-01,,-0.12,-0.12,-0.12,,-500000.0,-28500000.0,-28500000.0,-28500000.0,3583800000.0,5187900000.0,,900000.0,,1247900000.0,3583800000.0,1604100000.0,386100000.0,,1247900000.0,356200000.0,-385200000.0,-29000000.0,5187900000.0,214300000.0,214300000.0,214300000.0
Dollar Tree Inc,DLTR,549300PMSTQITB1WHR43,935703,2015.0,Q2TTM,2014-08-03,2015-08-01,,1.53,1.53,1.52,,193900000.0,310900000.0,310900000.0,310900000.0,6511300000.0,9758700000.0,,-5000000.0,,2287900000.0,6511300000.0,3247400000.0,449700000.0,,2287900000.0,959500000.0,-454700000.0,504800000.0,9758700000.0,214300000.0,214300000.0,214300000.0
Dollar Tree Inc,DLTR,549300PMSTQITB1WHR43,935703,2015.0,Q1,2015-02-01,2015-05-02,2016-06-09 09:28:56+00:00,0.34,0.34,0.34,,43700000.0,69500000.0,69500000.0,69500000.0,1427800000.0,2176700000.0,,2600000.0,,516100000.0,1427800000.0,748900000.0,122200000.0,,516100000.0,232800000.0,-119600000.0,113200000.0,2176700000.0,206200000.0,206200000.0,206200000.0
Dollar Tree Inc,DLTR,549300PMSTQITB1WHR43,935703,2015.0,Q1TTM,2014-05-04,2015-05-02,,2.57,2.57,2.57,,313200000.0,530400000.0,530400000.0,530400000.0,5692300000.0,8778600000.0,,-3300000.0,,2045200000.0,5692300000.0,3086300000.0,194200000.0,,2045200000.0,1041100000.0,-197500000.0,843600000.0,8778600000.0,206200000.0,206200000.0,206200000.0
Dollar Tree Inc,DLTR,549300PMSTQITB1WHR43,935703,2016.0,FY,2016-01-31,2017-01-28,2019-03-27 17:26:05+00:00,3.8,3.8,3.78,0.0,433200000.0,896200000.0,896200000.0,896200000.0,14324500000.0,20719200000.0,,100000.0,,4689900000.0,14324500000.0,6394700000.0,375500000.0,,4689900000.0,1704800000.0,-375400000.0,1329400000.0,20719200000.0,235700000.0,235700000.0,235700000.0
Dollar Tree Inc,DLTR,549300PMSTQITB1WHR43,935703,2016.0,Q4,2016-10-30,2017-01-28,,1.36,1.36,1.36,,176000000.0,321700000.0,321700000.0,321700000.0,3828300000.0,5635500000.0,,,,1220700000.0,3828300000.0,1807200000.0,88800000.0,,1220700000.0,586500000.0,-88800000.0,497700000.0,5635500000.0,235700000.0,235700000.0,235700000.0
Dollar Tree Inc,DLTR,549300PMSTQITB1WHR43,935703,2016.0,Q3,2016-07-31,2016-10-29,2017-11-21 09:14:36+00:00,0.73,0.73,0.72,0.0,58600000.0,171600000.0,171600000.0,171600000.0,3481100000.0,5001600000.0,,-100000.0,,1178100000.0,3481100000.0,1520500000.0,112100000.0,,1178100000.0,342400000.0,-112200000.0,230200000.0,5001600000.0,235800000.0,235800000.0,235800000.0
Dollar Tree Inc,DLTR,549300PMSTQITB1WHR43,935703,2016.0,Q3YTD,2016-01-31,2016-10-29,,2.44,2.44,2.42,,257200000.0,574500000.0,574500000.0,574500000.0,10496200000.0,15083700000.0,,100000.0,,3469200000.0,10496200000.0,4587500000.0,286700000.0,,3469200000.0,1118300000.0,-286600000.0,831700000.0,15083700000.0,235800000.0,235800000.0,235800000.0
Dollar Tree Inc,DLTR,549300PMSTQITB1WHR43,935703,2016.0,Q3TTM,2015-11-01,2016-10-29,,3.48,3.48,3.45,,380700000.0,803500000.0,803500000.0,803500000.0,14208900000.0,20449000000.0,,-2300000.0,,4652000000.0,14208900000.0,6240100000.0,401600000.0,,4652000000.0,1588100000.0,-403900000.0,1184200000.0,20449000000.0,235800000.0,235800000.0,235800000.0
