company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accumulateddepreciation,aoci,assetretirementandlitigationobligation,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredtaxassets,currentdeferredtaxliabilities,goodwill,grossppe,longtermdebt,longterminvestments,netinventory,netppe,noncontrollinginterests,noncurrentdeferredtaxliabilities,othercurrentassets,othercurrentliabilities,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,othernoncurrentassets,othernoncurrentliabilities,othernoncurrentnonoperatingassets,othernoncurrentnonoperatingliabilities,othertaxespayable,prepaidexpenses,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,treasurystock
QEP Resources Inc,QEP,Q6JQDZPXKEDQKVK58165,1108827,2010.0,FY,,2010-12-31,2012-02-23 21:14:35+00:00,332200000.0,269900000.0,2711300000.0,194300000.0,148300000.0,0.0,0.0,399800000.0,,27800000.0,59600000.0,8601300000.0,1472300000.0,44500000.0,81800000.0,5890000000.0,52800000.0,1377700000.0,,158800000.0,,28100000.0,137000000.0,99600000.0,,,18900000.0,45200000.0,2420000000.0,58500000.0,257300000.0,6785300000.0,3017900000.0,654200000.0,624300000.0,3010300000.0,3063100000.0,3722200000.0,6785300000.0,241100000.0,3097900000.0,3800000.0
QEP Resources Inc,QEP,Q6JQDZPXKEDQKVK58165,1108827,2011.0,FY,,2011-12-31,2013-02-22 11:54:39+00:00,457300000.0,397400000.0,3651300000.0,207900000.0,163900000.0,0.0,0.0,433200000.0,,85400000.0,59500000.0,10100200000.0,1679400000.0,42200000.0,16200000.0,6448900000.0,50600000.0,1484700000.0,,30700000.0,,24400000.0,161100000.0,124800000.0,,,40000000.0,43700000.0,2673500000.0,,273700000.0,7442700000.0,3301500000.0,731000000.0,637800000.0,3301500000.0,3352100000.0,4090600000.0,7442700000.0,262800000.0,3452800000.0,-13100000.0
QEP Resources Inc,QEP,Q6JQDZPXKEDQKVK58165,1108827,2011.0,Q3,,2011-09-30,2011-10-27 20:02:48+00:00,455300000.0,355300000.0,3261300000.0,184400000.0,160200000.0,0.0,0.0,425700000.0,,20700000.0,59500000.0,9585500000.0,1582700000.0,44100000.0,103200000.0,6324200000.0,50900000.0,1535000000.0,,66500000.0,,6200000.0,149600000.0,103300000.0,,,40400000.0,35600000.0,2677200000.0,0.0,225400000.0,7296900000.0,3275700000.0,719500000.0,589100000.0,3275700000.0,3326600000.0,3970300000.0,7296900000.0,253200000.0,3381200000.0,-11600000.0
QEP Resources Inc,QEP,Q6JQDZPXKEDQKVK58165,1108827,2011.0,Q2,,2011-06-30,2011-07-29 11:55:33+00:00,430600000.0,340700000.0,3083700000.0,145700000.0,155700000.0,0.0,0.0,418500000.0,,2200000.0,59600000.0,9265600000.0,1572600000.0,44000000.0,97500000.0,6181900000.0,51600000.0,1470300000.0,,93800000.0,,24900000.0,133900000.0,109100000.0,,,31400000.0,33600000.0,2579400000.0,,183800000.0,7075000000.0,3132800000.0,655600000.0,582900000.0,3132800000.0,3184400000.0,3890600000.0,7075000000.0,237500000.0,3307700000.0,-10800000.0
QEP Resources Inc,QEP,Q6JQDZPXKEDQKVK58165,1108827,2012.0,FY,,2012-12-31,2014-02-25 16:37:21+00:00,643400000.0,387500000.0,4634100000.0,32800000.0,191400000.0,0.0,0.0,463900000.0,0.0,5000000.0,59500000.0,12933600000.0,3206900000.0,41200000.0,13100000.0,8299500000.0,47700000.0,1493500000.0,,42300000.0,,36900000.0,51000000.0,133600000.0,0.0,,41800000.0,68000000.0,2773000000.0,,188700000.0,9108500000.0,3273400000.0,657300000.0,769400000.0,3266000000.0,3313700000.0,5794800000.0,9108500000.0,151700000.0,5025400000.0,3700000.0
QEP Resources Inc,QEP,Q6JQDZPXKEDQKVK58165,1108827,2012.0,Q3,,2012-09-30,2012-10-30 16:47:25+00:00,464600000.0,274300000.0,4337400000.0,77400000.0,176600000.0,0.0,0.0,457600000.0,,41900000.0,59500000.0,12527300000.0,3180700000.0,41700000.0,108900000.0,8189900000.0,48000000.0,1505800000.0,,30200000.0,,23700000.0,85200000.0,139300000.0,,,56300000.0,49400000.0,2805600000.0,,187200000.0,8996100000.0,3329000000.0,619800000.0,616700000.0,3329000000.0,3377000000.0,5619100000.0,8996100000.0,186400000.0,5002400000.0,-11600000.0
QEP Resources Inc,QEP,Q6JQDZPXKEDQKVK58165,1108827,2012.0,Q2,,2012-06-30,2012-07-31 16:23:13+00:00,373800000.0,236900000.0,4107800000.0,118100000.0,172200000.0,146400000.0,0.0,452200000.0,,31000000.0,59500000.0,10731400000.0,1866600000.0,41900000.0,101600000.0,6623600000.0,49200000.0,1563100000.0,,2300000.0,,33000000.0,117000000.0,132200000.0,,,47200000.0,42500000.0,2820700000.0,,268200000.0,7637600000.0,3367000000.0,795600000.0,487300000.0,3367000000.0,3416200000.0,4221400000.0,7637600000.0,218400000.0,3734100000.0,-24000000.0
QEP Resources Inc,QEP,Q6JQDZPXKEDQKVK58165,1108827,2012.0,Q1,,2012-03-31,2012-04-26 15:41:10+00:00,380700000.0,303500000.0,3847600000.0,161900000.0,167700000.0,0.0,0.0,444400000.0,,57600000.0,59500000.0,10346700000.0,1673500000.0,42600000.0,97500000.0,6499100000.0,49700000.0,1554500000.0,,58600000.0,,8900000.0,156500000.0,130400000.0,,,43500000.0,40600000.0,2825100000.0,,333800000.0,7533100000.0,3408000000.0,775400000.0,549300000.0,3408000000.0,3457700000.0,4075400000.0,7533100000.0,258600000.0,3526100000.0,-23400000.0
QEP Resources Inc,QEP,Q6JQDZPXKEDQKVK58165,1108827,2013.0,FY,,2013-12-31,2015-02-25 16:25:54+00:00,361900000.0,330300000.0,4981100000.0,-26500000.0,163300000.0,11900000.0,0.0,500200000.0,27900000.0,8700000.0,,12573600000.0,2997500000.0,,13400000.0,7592500000.0,500200000.0,1364900000.0,,135800000.0,122000000.0,112500000.0,47600000.0,94500000.0,1217700000.0,238300000.0,54700000.0,45400000.0,2917800000.0,,200000.0,9408900000.0,3376600000.0,551100000.0,673600000.0,3376600000.0,3876800000.0,5532100000.0,9408900000.0,1265300000.0,4858500000.0,-14900000.0
QEP Resources Inc,QEP,Q6JQDZPXKEDQKVK58165,1108827,2013.0,Q3,,2013-09-30,2013-11-05 16:27:07+00:00,593600000.0,321900000.0,5162400000.0,-24000000.0,168400000.0,123000000.0,0.0,491100000.0,0.0,9500000.0,59500000.0,13764800000.0,2882300000.0,39000000.0,13100000.0,8602400000.0,498800000.0,1494700000.0,,11700000.0,,34600000.0,59000000.0,129000000.0,,,58000000.0,49400000.0,2973700000.0,,39400000.0,9306700000.0,3426100000.0,546800000.0,707400000.0,3426100000.0,3924900000.0,5381800000.0,9306700000.0,157500000.0,4674400000.0,-14700000.0
