company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accumulateddepreciation,aoci,assetretirementandlitigationobligation,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredtaxassets,currentdeferredtaxliabilities,goodwill,grossppe,longtermdebt,longterminvestments,netinventory,netppe,noncontrollinginterests,noncurrentdeferredtaxliabilities,othercurrentassets,othercurrentliabilities,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,othernoncurrentassets,othernoncurrentliabilities,othernoncurrentnonoperatingassets,othernoncurrentnonoperatingliabilities,othertaxespayable,prepaidexpenses,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,treasurystock
QEP Resources Inc,QEP,Q6JQDZPXKEDQKVK58165,1108827,2013.0,Q2,,2013-06-30,2013-07-31 16:30:53+00:00,496700000.0,489800000.0,5027900000.0,-5400000.0,179900000.0,139700000.0,0.0,482600000.0,6400000.0,0.0,59500000.0,13511800000.0,3405700000.0,40000000.0,3800000.0,8483900000.0,46500000.0,1603300000.0,,98000000.0,,38000000.0,70600000.0,123700000.0,,,50700000.0,49300000.0,2940000000.0,,104100000.0,9447100000.0,3404600000.0,793100000.0,683400000.0,3404600000.0,3451100000.0,5996000000.0,9447100000.0,170100000.0,5312600000.0,-12600000.0
QEP Resources Inc,QEP,Q6JQDZPXKEDQKVK58165,1108827,2013.0,Q1,,2013-03-31,2013-04-30 16:21:09+00:00,455500000.0,432300000.0,4850300000.0,13900000.0,197100000.0,0.0,0.0,473800000.0,18100000.0,0.0,59500000.0,13241000000.0,3367500000.0,41000000.0,7100000.0,8390700000.0,46800000.0,1496100000.0,,115200000.0,,34000000.0,59600000.0,144700000.0,,,46000000.0,50000000.0,2765200000.0,,85600000.0,9143900000.0,3241000000.0,593100000.0,650700000.0,3241000000.0,3287800000.0,5856100000.0,9143900000.0,160100000.0,5205400000.0,-11900000.0
QEP Resources Inc,QEP,Q6JQDZPXKEDQKVK58165,1108827,2014.0,FY,,2014-12-31,2016-02-24 16:25:43+00:00,575400000.0,441900000.0,6220800000.0,-24300000.0,193800000.0,1160100000.0,0.0,537100000.0,0.0,616600000.0,,13452000000.0,2218100000.0,,13700000.0,7231200000.0,,1362700000.0,339000000.0,54700000.0,,36400000.0,54100000.0,92100000.0,,,61700000.0,46800000.0,3587900000.0,0.0,,9286800000.0,4075300000.0,2001500000.0,1344800000.0,4075300000.0,4075300000.0,5211500000.0,9286800000.0,54100000.0,3866700000.0,-25400000.0
QEP Resources Inc,QEP,Q6JQDZPXKEDQKVK58165,1108827,2014.0,Q3,,2014-09-30,2014-11-05 16:31:17+00:00,691400000.0,599400000.0,4979100000.0,-23700000.0,162300000.0,0.0,0.0,529000000.0,0.0,2900000.0,,13191500000.0,3115500000.0,,16400000.0,8212400000.0,494700000.0,1500800000.0,,41300000.0,138300000.0,195700000.0,52100000.0,90500000.0,1174200000.0,402000000.0,73500000.0,50800000.0,3025400000.0,,32600000.0,10276200000.0,3505600000.0,837500000.0,1004800000.0,3505600000.0,4000300000.0,6275900000.0,10276200000.0,1226300000.0,5271100000.0,-25100000.0
QEP Resources Inc,QEP,Q6JQDZPXKEDQKVK58165,1108827,2014.0,Q2,,2014-06-30,2014-08-06 16:40:03+00:00,692600000.0,555700000.0,5148300000.0,-24600000.0,188500000.0,702300000.0,0.0,519800000.0,50700000.0,,,14244600000.0,3910800000.0,36700000.0,8600000.0,9096300000.0,495800000.0,1597600000.0,,115000000.0,,37100000.0,45800000.0,129600000.0,,,65700000.0,66700000.0,2857900000.0,,0.0,10562800000.0,3330100000.0,1384000000.0,910400000.0,3330100000.0,3825900000.0,6736900000.0,10562800000.0,82500000.0,5826500000.0,-23000000.0
QEP Resources Inc,QEP,Q6JQDZPXKEDQKVK58165,1108827,2014.0,Q1,,2014-03-31,2014-05-07 16:42:57+00:00,581000000.0,586500000.0,5595700000.0,-25500000.0,204300000.0,3900000.0,0.0,509900000.0,50400000.0,,,15377300000.0,3919200000.0,38500000.0,7800000.0,9781600000.0,498400000.0,1601700000.0,,150200000.0,,34200000.0,49100000.0,111000000.0,,,62300000.0,61800000.0,2953800000.0,,0.0,10579600000.0,3417300000.0,710400000.0,827700000.0,3417300000.0,3915700000.0,6663900000.0,10579600000.0,87600000.0,5836200000.0,-20900000.0
QEP Resources Inc,QEP,Q6JQDZPXKEDQKVK58165,1108827,2015.0,FY,,2015-12-31,2017-02-22 16:08:42+00:00,351700000.0,278200000.0,6957700000.0,-12400000.0,204900000.0,376100000.0,0.0,556600000.0,87300000.0,,,14342300000.0,2014700000.0,,13300000.0,7384600000.0,,1479800000.0,,30600000.0,,36400000.0,81800000.0,109300000.0,,,46100000.0,30100000.0,3418300000.0,176800000.0,146800000.0,8398200000.0,3947900000.0,931800000.0,641600000.0,3947900000.0,3947900000.0,4450300000.0,8398200000.0,81800000.0,3808700000.0,-14600000.0
QEP Resources Inc,QEP,Q6JQDZPXKEDQKVK58165,1108827,2015.0,Q3,,2015-09-30,2015-10-28 16:13:55+00:00,409200000.0,316200000.0,6736400000.0,-23100000.0,187700000.0,495800000.0,0.0,545900000.0,,47400000.0,,14084900000.0,2041800000.0,,12200000.0,7348500000.0,,1423200000.0,,12800000.0,,33700000.0,67100000.0,92700000.0,,,58800000.0,32400000.0,3459300000.0,176700000.0,183900000.0,8456100000.0,3972100000.0,1040500000.0,738600000.0,3972100000.0,3972100000.0,4484000000.0,8456100000.0,67100000.0,3745400000.0,-10000000.0
QEP Resources Inc,QEP,Q6JQDZPXKEDQKVK58165,1108827,2015.0,Q2,,2015-06-30,2015-08-03 16:34:00+00:00,463300000.0,330800000.0,6492800000.0,,184900000.0,445600000.0,0.0,,55700000.0,36900000.0,,13840200000.0,2218500000.0,,10400000.0,7347400000.0,,1381400000.0,,8400000.0,,36400000.0,41600000.0,4044000000.0,,,59300000.0,38000000.0,,,163600000.0,8433100000.0,,1044100000.0,604300000.0,,,8433100000.0,8433100000.0,41600000.0,7828800000.0,
QEP Resources Inc,QEP,Q6JQDZPXKEDQKVK58165,1108827,2015.0,Q1,,2015-03-31,2015-04-29 16:32:49+00:00,453500000.0,319400000.0,6430500000.0,-23600000.0,196300000.0,500400000.0,0.0,531900000.0,,94000000.0,,13727500000.0,2218300000.0,,7600000.0,7297000000.0,,1348900000.0,,15800000.0,,33700000.0,50500000.0,98100000.0,,,45900000.0,37800000.0,3522600000.0,,311700000.0,8524400000.0,4019900000.0,1176900000.0,642900000.0,4019900000.0,4019900000.0,4504500000.0,8524400000.0,50500000.0,3861600000.0,-11000000.0
QEP Resources Inc,QEP,Q6JQDZPXKEDQKVK58165,1108827,2016.0,FY,,2016-12-31,2018-02-28 16:10:28+00:00,269700000.0,155700000.0,8899500000.0,-16700000.0,225800000.0,443800000.0,0.0,1369000000.0,18600000.0,,,15438500000.0,2020900000.0,,10400000.0,6539000000.0,,825900000.0,200000.0,182100000.0,,32900000.0,66300000.0,155300000.0,,,30100000.0,11400000.0,2173300000.0,,0.0,7245400000.0,3502700000.0,640100000.0,514800000.0,3502700000.0,3502700000.0,3742700000.0,7245400000.0,66300000.0,3227900000.0,-22900000.0
QEP Resources Inc,QEP,Q6JQDZPXKEDQKVK58165,1108827,2016.0,Q3,,2016-09-30,2016-10-26 16:14:21+00:00,259300000.0,135600000.0,8704300000.0,-11500000.0,213100000.0,1032200000.0,0.0,1362200000.0,22500000.0,,,14674900000.0,2019300000.0,,10800000.0,5970600000.0,,899200000.0,,38800000.0,,32800000.0,95600000.0,137300000.0,,,40300000.0,7400000.0,2306600000.0,0.0,500000.0,7275200000.0,3635100000.0,1209000000.0,371200000.0,3635100000.0,3635100000.0,3640100000.0,7275200000.0,95600000.0,3268900000.0,-22200000.0
QEP Resources Inc,QEP,Q6JQDZPXKEDQKVK58165,1108827,2016.0,Q2,,2016-06-30,2016-07-27 16:18:16+00:00,213800000.0,132500000.0,8535700000.0,-11800000.0,207700000.0,1038300000.0,0.0,1355000000.0,170500000.0,,,14554300000.0,2017800000.0,,7200000.0,6018600000.0,,920200000.0,,46600000.0,,37900000.0,91800000.0,141100000.0,,,39700000.0,21400000.0,2357500000.0,176800000.0,1400000.0,7481700000.0,3680100000.0,1371300000.0,514800000.0,3680100000.0,3680100000.0,3801600000.0,7481700000.0,91800000.0,3286800000.0,-20600000.0
QEP Resources Inc,QEP,Q6JQDZPXKEDQKVK58165,1108827,2016.0,Q1,,2016-03-31,2016-04-27 16:20:39+00:00,204700000.0,115500000.0,8343000000.0,,207400000.0,616400000.0,0.0,,170100000.0,,,14478700000.0,2016200000.0,,7900000.0,6135700000.0,,1033300000.0,,0.0,,33700000.0,81700000.0,3569100000.0,,,41500000.0,20900000.0,,176700000.0,134400000.0,7282600000.0,,1065200000.0,456600000.0,,,7282600000.0,7282600000.0,81700000.0,6826000000.0,
QEP Resources Inc,QEP,Q6JQDZPXKEDQKVK58165,1108827,2017.0,FY,,2017-12-31,2019-02-20 16:13:32+00:00,360100000.0,140000000.0,3378600000.0,-11100000.0,104100000.0,0.0,0.0,1400600000.0,4900000.0,,,9245300000.0,2160800000.0,,,5866700000.0,,518000000.0,3600000.0,150400000.0,,26000000.0,45200000.0,245900000.0,1320900000.0,,31600000.0,10100000.0,2442600000.0,,3400000.0,7394800000.0,3797900000.0,162000000.0,568100000.0,3797900000.0,3797900000.0,3596900000.0,7394800000.0,1366100000.0,3028800000.0,-34200000.0
QEP Resources Inc,QEP,Q6JQDZPXKEDQKVK58165,1108827,2017.0,Q3,,2017-09-30,2017-10-25 16:07:25+00:00,388600000.0,120400000.0,6604200000.0,-14500000.0,189300000.0,782600000.0,0.0,1392900000.0,17900000.0,,,12896400000.0,1890600000.0,,6100000.0,6292200000.0,,895700000.0,3800000.0,13400000.0,,32800000.0,114200000.0,128100000.0,,,37400000.0,10200000.0,2292300000.0,134000000.0,,7347400000.0,3637500000.0,941000000.0,606200000.0,3637500000.0,3637500000.0,3709900000.0,7347400000.0,114200000.0,3103700000.0,-33200000.0
QEP Resources Inc,QEP,Q6JQDZPXKEDQKVK58165,1108827,2017.0,Q2,,2017-06-30,2017-07-26 16:16:52+00:00,305900000.0,165000000.0,9177300000.0,-14800000.0,225600000.0,178800000.0,0.0,1384500000.0,12900000.0,,,15914600000.0,1889000000.0,,8600000.0,6737300000.0,,894300000.0,48800000.0,13300000.0,,32900000.0,103900000.0,102500000.0,,,33000000.0,10200000.0,2295600000.0,134000000.0,,7265500000.0,3635000000.0,424300000.0,519100000.0,3635000000.0,3635000000.0,3630500000.0,7265500000.0,103900000.0,3111400000.0,-30300000.0
QEP Resources Inc,QEP,Q6JQDZPXKEDQKVK58165,1108827,2017.0,Q1,,2017-03-31,2017-04-26 16:09:55+00:00,296200000.0,136200000.0,9087000000.0,-14800000.0,227900000.0,338400000.0,0.0,1377500000.0,18600000.0,,,15714600000.0,2022400000.0,,6500000.0,6627600000.0,,872700000.0,,54500000.0,,32800000.0,94800000.0,114800000.0,,,30700000.0,12900000.0,2250200000.0,,,7235000000.0,3583000000.0,512600000.0,414200000.0,3583000000.0,3583000000.0,3652000000.0,7235000000.0,94800000.0,3237800000.0,-29900000.0
QEP Resources Inc,QEP,Q6JQDZPXKEDQKVK58165,1108827,2018.0,FY,,2018-12-31,2020-02-26 16:20:56+00:00,258100000.0,104300000.0,4940500000.0,-14300000.0,96900000.0,0.0,0.0,1434300000.0,75900000.0,,,10000000000.0,2507100000.0,,,5059500000.0,,269200000.0,200000.0,19700000.0,,32400000.0,85000000.0,159400000.0,692700000.0,,24100000.0,12700000.0,1376500000.0,,87500000.0,6117800000.0,2750900000.0,280600000.0,334300000.0,2750900000.0,2750900000.0,3366900000.0,6117800000.0,777700000.0,3032600000.0,-45600000.0
QEP Resources Inc,QEP,Q6JQDZPXKEDQKVK58165,1108827,2018.0,Q3,,2018-09-30,2018-11-07 16:37:34+00:00,335600000.0,191700000.0,6281700000.0,-9900000.0,155500000.0,0.0,0.0,1427000000.0,4100000.0,,,13159100000.0,2451100000.0,,,6877400000.0,,398800000.0,14200000.0,221000000.0,,33100000.0,58400000.0,146300000.0,0.0,0.0,40900000.0,11400000.0,2002000000.0,,,7157200000.0,3374900000.0,221400000.0,630600000.0,3374900000.0,3374900000.0,3782300000.0,7157200000.0,58400000.0,3151700000.0,-44200000.0
QEP Resources Inc,QEP,Q6JQDZPXKEDQKVK58165,1108827,2018.0,Q2,,2018-06-30,2018-07-25 16:10:29+00:00,388000000.0,175000000.0,7383300000.0,-10200000.0,154600000.0,0.0,0.0,1418100000.0,5300000.0,,,14285200000.0,2649400000.0,,,6901900000.0,,397700000.0,24000000.0,169700000.0,,32700000.0,61900000.0,147100000.0,211800000.0,52800000.0,36300000.0,9800000.0,1994700000.0,,,7389700000.0,3361400000.0,214100000.0,626700000.0,3361400000.0,3361400000.0,4028300000.0,7389700000.0,273700000.0,3401600000.0,-41200000.0
QEP Resources Inc,QEP,Q6JQDZPXKEDQKVK58165,1108827,2018.0,Q1,,2018-03-31,2018-04-25 16:14:20+00:00,400900000.0,130200000.0,6791400000.0,-10500000.0,200400000.0,0.0,0.0,1410400000.0,4700000.0,,,14171600000.0,2458100000.0,,2100000.0,7380200000.0,,504000000.0,3400000.0,146800000.0,,33400000.0,78600000.0,136400000.0,,,31900000.0,9400000.0,2336300000.0,,,7608600000.0,3696700000.0,149800000.0,613000000.0,3696700000.0,3696700000.0,3911900000.0,7608600000.0,78600000.0,3298900000.0,-39500000.0
QEP Resources Inc,QEP,Q6JQDZPXKEDQKVK58165,1108827,2019.0,FY,,2019-12-31,2020-07-29 16:20:49+00:00,227200000.0,108400000.0,5311500000.0,-12500000.0,94900000.0,166300000.0,0.0,1458900000.0,37400000.0,,,10353800000.0,2015600000.0,,,5042300000.0,,274500000.0,1500000.0,61000000.0,,31000000.0,110300000.0,94100000.0,,,18900000.0,11600000.0,1269600000.0,0.0,,5477800000.0,2660600000.0,325200000.0,338100000.0,2660600000.0,2660600000.0,2817200000.0,5477800000.0,110300000.0,2479100000.0,-55400000.0
QEP Resources Inc,QEP,Q6JQDZPXKEDQKVK58165,1108827,2019.0,Q3,,2019-09-30,2019-10-23 16:30:32+00:00,206200000.0,104300000.0,5211800000.0,-14300000.0,95500000.0,92400000.0,0.0,1454300000.0,75500000.0,,,10297200000.0,2029400000.0,,,5085400000.0,,208000000.0,69800000.0,26600000.0,,33000000.0,135100000.0,132500000.0,0.0,0.0,17700000.0,8100000.0,1384800000.0,51700000.0,,5570600000.0,2770000000.0,350100000.0,335200000.0,2770000000.0,2770000000.0,2800600000.0,5570600000.0,135100000.0,2465400000.0,-54800000.0
QEP Resources Inc,QEP,Q6JQDZPXKEDQKVK58165,1108827,2019.0,Q2,,2019-06-30,2019-08-07 07:15:46+00:00,227900000.0,93500000.0,5109300000.0,-14400000.0,94600000.0,97100000.0,0.0,1448700000.0,70800000.0,,,10212600000.0,2028100000.0,,,5103300000.0,,181400000.0,2900000.0,48500000.0,,32500000.0,129600000.0,134400000.0,0.0,0.0,15900000.0,7100000.0,1308600000.0,51700000.0,,5504300000.0,2689300000.0,271400000.0,376500000.0,2689300000.0,2689300000.0,2815000000.0,5504300000.0,129600000.0,2438500000.0,-53600000.0
QEP Resources Inc,QEP,Q6JQDZPXKEDQKVK58165,1108827,2019.0,Q1,,2019-03-31,2019-04-24 16:14:22+00:00,216000000.0,80200000.0,5055300000.0,-14500000.0,96200000.0,89900000.0,0.0,1442600000.0,68800000.0,,,10157700000.0,2026700000.0,,,5102400000.0,,151200000.0,200000.0,96600000.0,,33000000.0,121400000.0,140700000.0,0.0,0.0,22000000.0,7300000.0,1259800000.0,51700000.0,,5470200000.0,2636100000.0,246400000.0,419300000.0,2636100000.0,2636100000.0,2834100000.0,5470200000.0,121400000.0,2414800000.0,-51800000.0
QEP Resources Inc,QEP,Q6JQDZPXKEDQKVK58165,1108827,2020.0,Q2,,2020-06-30,2020-07-29 16:20:49+00:00,157000000.0,97900000.0,5548700000.0,-12100000.0,94900000.0,3400000.0,0.0,1465800000.0,165000000.0,,,10511800000.0,1589400000.0,,,4963100000.0,,416100000.0,169400000.0,30600000.0,,27900000.0,114600000.0,79200000.0,,,9200000.0,10700000.0,1447800000.0,274900000.0,,5524100000.0,2844900000.0,446400000.0,499600000.0,2844900000.0,2844900000.0,2679200000.0,5524100000.0,114600000.0,2179600000.0,-56600000.0
QEP Resources Inc,QEP,Q6JQDZPXKEDQKVK58165,1108827,2020.0,Q1,,2020-03-31,2020-04-29 16:27:00+00:00,243100000.0,81100000.0,5403100000.0,-12400000.0,93700000.0,70300000.0,0.0,1462400000.0,165400000.0,,,10476600000.0,1587400000.0,,,5073500000.0,,469600000.0,370600000.0,29200000.0,,31100000.0,125300000.0,76200000.0,,,7900000.0,9600000.0,1632200000.0,331600000.0,,5895800000.0,3026000000.0,697000000.0,642900000.0,3026000000.0,3026000000.0,2869800000.0,5895800000.0,125300000.0,2226900000.0,-56200000.0
