company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,depreciationexpense,dilutedeps,explorationexpense,impairmentexpense,incometaxexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,otheradjustmentstoconsolidatednetincome,othercostofrevenue,otherincome,otherspecialcharges,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
QEP Resources Inc,QEP,Q6JQDZPXKEDQKVK58165,1108827,2009.0,FY,2009-01-01,2009-12-31,2012-02-23 21:14:35+00:00,1.69,1.69,,559100000.0,1.67,25000000.0,20300000.0,117600000.0,296100000.0,215400000.0,80700000.0,293500000.0,2600000.0,668200000.0,2011200000.0,,62900000.0,-189600000.0,-1500000.0,,91700000.0,731100000.0,1280100000.0,70100000.0,7200000.0,694600000.0,585500000.0,-252500000.0,333000000.0,2011200000.0,173700000.0,174100000.0,176300000.0
QEP Resources Inc,QEP,Q6JQDZPXKEDQKVK58165,1108827,2010.0,FY,2010-01-01,2010-12-31,2013-02-22 11:54:39+00:00,1.86,1.86,,643400000.0,1.84,23000000.0,46100000.0,167000000.0,329100000.0,285900000.0,43200000.0,326200000.0,2900000.0,851700000.0,2300600000.0,,82500000.0,0.0,1400000.0,,107200000.0,934200000.0,1366400000.0,97700000.0,5300000.0,821100000.0,545300000.0,-92400000.0,452900000.0,2300600000.0,175400000.0,175300000.0,177300000.0
QEP Resources Inc,QEP,Q6JQDZPXKEDQKVK58165,1108827,2010.0,Q3,2010-07-01,2010-09-30,2011-10-27 20:02:48+00:00,0.4,0.4,0.02,170500000.0,0.4,2900000.0,12200000.0,44200000.0,71900000.0,71900000.0,0.0,71100000.0,800000.0,195900000.0,564600000.0,,19700000.0,,-10600000.0,,24700000.0,215600000.0,349000000.0,35900000.0,2700000.0,199700000.0,149300000.0,-33200000.0,116100000.0,564600000.0,177800000.0,175400000.0,177900000.0
QEP Resources Inc,QEP,Q6JQDZPXKEDQKVK58165,1108827,2010.0,Q2,2010-04-01,2010-06-30,2011-07-29 11:55:33+00:00,0.52,0.52,,151600000.0,0.51,2700000.0,9300000.0,40400000.0,91500000.0,69500000.0,22000000.0,90800000.0,700000.0,182100000.0,529600000.0,,19000000.0,,11600000.0,,25700000.0,201100000.0,328500000.0,20300000.0,2600000.0,200900000.0,127600000.0,-17700000.0,109900000.0,529600000.0,174600000.0,175100000.0,177600000.0
QEP Resources Inc,QEP,Q6JQDZPXKEDQKVK58165,1108827,2011.0,FY,2011-01-01,2011-12-31,2014-02-25 16:37:21+00:00,1.51,1.51,0.08,765600000.0,1.5,10500000.0,218200000.0,154400000.0,270400000.0,270400000.0,,267200000.0,3200000.0,1431800000.0,3159200000.0,,105400000.0,0.0,-1400000.0,,123200000.0,1537200000.0,1622000000.0,90700000.0,9600000.0,1116100000.0,505900000.0,-81100000.0,424800000.0,3159200000.0,177000000.0,176500000.0,178400000.0
QEP Resources Inc,QEP,Q6JQDZPXKEDQKVK58165,1108827,2011.0,Q4,2011-10-01,2011-12-31,,-0.01,-0.01,0.02,199200000.0,-0.01,3000000.0,201800000.0,-1600000.0,700000.0,700000.0,,-300000.0,1000000.0,371800000.0,853300000.0,,26900000.0,,,,34100000.0,398700000.0,454600000.0,23000000.0,5600000.0,438100000.0,16500000.0,-17400000.0,-900000.0,853300000.0,177000000.0,176500000.0,178400000.0
QEP Resources Inc,QEP,Q6JQDZPXKEDQKVK58165,1108827,2011.0,Q3,2011-07-01,2011-09-30,2012-10-30 16:47:25+00:00,0.58,0.58,0.02,189000000.0,0.57,2400000.0,5700000.0,59100000.0,102400000.0,102400000.0,,101500000.0,900000.0,444200000.0,879900000.0,,27700000.0,0.0,-1200000.0,,28700000.0,471900000.0,408000000.0,23500000.0,1600000.0,224600000.0,183400000.0,-21900000.0,161500000.0,879900000.0,175000000.0,176600000.0,178500000.0
QEP Resources Inc,QEP,Q6JQDZPXKEDQKVK58165,1108827,2011.0,Q3YTD,2011-01-01,2011-09-30,,1.52,1.52,0.06,566400000.0,1.5,7500000.0,16400000.0,156000000.0,269700000.0,269700000.0,,267500000.0,2200000.0,1060000000.0,2305900000.0,,78500000.0,,-1400000.0,,89100000.0,1138500000.0,1167400000.0,67700000.0,4000000.0,678000000.0,489400000.0,-63700000.0,425700000.0,2305900000.0,175000000.0,176600000.0,178500000.0
QEP Resources Inc,QEP,Q6JQDZPXKEDQKVK58165,1108827,2011.0,Q2YTD,2011-01-01,2011-06-30,,0.94,0.94,0.04,377400000.0,0.93,5100000.0,10700000.0,96900000.0,167300000.0,167300000.0,,166000000.0,1300000.0,615800000.0,1426000000.0,,50800000.0,,-200000.0,,60400000.0,666600000.0,759400000.0,44200000.0,2400000.0,453400000.0,306000000.0,-41800000.0,264200000.0,1426000000.0,178500000.0,176600000.0,178600000.0
QEP Resources Inc,QEP,Q6JQDZPXKEDQKVK58165,1108827,2011.0,Q2,2011-04-01,2011-06-30,2012-07-31 16:23:13+00:00,0.52,0.52,0.02,186600000.0,0.52,2300000.0,5300000.0,54200000.0,93500000.0,93500000.0,,92800000.0,700000.0,389400000.0,808100000.0,,27100000.0,0.0,-200000.0,,28700000.0,416500000.0,391600000.0,22100000.0,900000.0,222700000.0,168900000.0,-21200000.0,147700000.0,808100000.0,178500000.0,176600000.0,178600000.0
