company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,amortizationexpense,cashincometaxespaid,cashinterestpaid,depreciationexpense,divestitures,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,netincomediscontinued,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,paymentofdividends,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,repurchaseofpreferredequity,saleofplantpropertyandequipment
QEP Resources Inc,QEP,Q6JQDZPXKEDQKVK58165,1108827,2009.0,FY,2009-01-01,2009-12-31,2012-02-23 21:14:35+00:00,,1200000.0,-10000000.0,62200000.0,559100000.0,15700000.0,338300000.0,0.0,424500000.0,-8800000.0,-1146400000.0,1149400000.0,-8800000.0,-1146400000.0,1149400000.0,-5800000.0,296100000.0,215400000.0,80700000.0,35400000.0,0.0,,-5700000.0,-1196900000.0,-427600000.0,,,37800000.0
QEP Resources Inc,QEP,Q6JQDZPXKEDQKVK58165,1108827,2011.0,FY,2011-01-01,2011-12-31,2014-02-25 16:37:21+00:00,0.0,4100000.0,,,765600000.0,8200000.0,10400000.0,700000.0,1950300000.0,130300000.0,-1422900000.0,1292600000.0,130300000.0,-1422900000.0,1292600000.0,0.0,270400000.0,270400000.0,,242100000.0,11500000.0,,-19300000.0,-1431100000.0,-1812900000.0,0.0,,
QEP Resources Inc,QEP,Q6JQDZPXKEDQKVK58165,1108827,2011.0,Q4,2011-10-01,2011-12-31,,,1700000.0,7200000.0,-89800000.0,199200000.0,800000.0,-71000000.0,600000.0,1670300000.0,95000000.0,-431900000.0,336900000.0,95000000.0,-431900000.0,336900000.0,,700000.0,700000.0,,206300000.0,2800000.0,,-4800000.0,-432700000.0,-1573900000.0,,,
QEP Resources Inc,QEP,Q6JQDZPXKEDQKVK58165,1108827,2011.0,Q3YTD,2011-01-01,2011-09-30,2012-10-30 16:47:25+00:00,,2400000.0,-7200000.0,89800000.0,566400000.0,7400000.0,81400000.0,100000.0,280000000.0,35300000.0,-991000000.0,955700000.0,35300000.0,-991000000.0,955700000.0,0.0,269700000.0,269700000.0,,35800000.0,8700000.0,,-14500000.0,-998400000.0,-239000000.0,,,
QEP Resources Inc,QEP,Q6JQDZPXKEDQKVK58165,1108827,2011.0,Q3,2011-07-01,2011-09-30,,,900000.0,,25200000.0,189000000.0,5800000.0,21200000.0,100000.0,80000000.0,3700000.0,-330800000.0,327100000.0,3700000.0,-330800000.0,327100000.0,,102400000.0,102400000.0,,13600000.0,8800000.0,,-5100000.0,-336600000.0,-80500000.0,400000.0,,
QEP Resources Inc,QEP,Q6JQDZPXKEDQKVK58165,1108827,2011.0,Q2,2011-04-01,2011-06-30,,,700000.0,3600000.0,20400000.0,186600000.0,700000.0,40500000.0,,,-10600000.0,-318600000.0,329200000.0,-10600000.0,-318600000.0,329200000.0,,93500000.0,93500000.0,,7900000.0,-6400000.0,,-4600000.0,-319300000.0,,400000.0,,
QEP Resources Inc,QEP,Q6JQDZPXKEDQKVK58165,1108827,2011.0,Q2YTD,2011-01-01,2011-06-30,2012-07-31 16:23:13+00:00,,1500000.0,-7200000.0,64600000.0,377400000.0,1600000.0,60200000.0,,200000000.0,31600000.0,-660200000.0,628600000.0,31600000.0,-660200000.0,628600000.0,0.0,167300000.0,167300000.0,,22200000.0,-100000.0,,-9400000.0,-661800000.0,-158500000.0,-400000.0,,
QEP Resources Inc,QEP,Q6JQDZPXKEDQKVK58165,1108827,2011.0,Q1,2011-01-01,2011-03-31,2012-04-26 15:41:10+00:00,,800000.0,-10800000.0,44200000.0,190800000.0,900000.0,19700000.0,,200000000.0,42200000.0,-341600000.0,299400000.0,42200000.0,-341600000.0,299400000.0,0.0,73800000.0,73800000.0,,14300000.0,6300000.0,,-4800000.0,-342500000.0,-158500000.0,-800000.0,,
QEP Resources Inc,QEP,Q6JQDZPXKEDQKVK58165,1108827,2012.0,FY,2012-01-01,2012-12-31,2015-02-25 16:25:54+00:00,0.0,5300000.0,,,905300000.0,5200000.0,94900000.0,0.0,4189000000.0,1498500000.0,-2794500000.0,1296000000.0,1498500000.0,-2794500000.0,1296000000.0,0.0,128300000.0,128300000.0,,162200000.0,12500000.0,0.0,-20800000.0,-2799700000.0,-2680000000.0,-2200000.0,,
QEP Resources Inc,QEP,Q6JQDZPXKEDQKVK58165,1108827,2012.0,Q4,2012-10-01,2012-12-31,,,1600000.0,-28000000.0,-79800000.0,257000000.0,-100000.0,18400000.0,,1805500000.0,34800000.0,-358800000.0,324000000.0,34800000.0,-358800000.0,324000000.0,,-25800000.0,-25800000.0,,72800000.0,12400000.0,,-4800000.0,-358700000.0,-1780300000.0,2000000.0,,
QEP Resources Inc,QEP,Q6JQDZPXKEDQKVK58165,1108827,2012.0,Q3TTM,2011-10-01,2012-09-30,,,5400000.0,35200000.0,-10000000.0,847500000.0,6100000.0,5500000.0,600000.0,4053800000.0,1558700000.0,-2867600000.0,1308900000.0,1558700000.0,-2867600000.0,1308900000.0,,154800000.0,154800000.0,,295700000.0,2900000.0,,-20800000.0,-2873700000.0,-2473600000.0,-4200000.0,,
QEP Resources Inc,QEP,Q6JQDZPXKEDQKVK58165,1108827,2012.0,Q3,2012-07-01,2012-09-30,,,1300000.0,20000000.0,37100000.0,234600000.0,1700000.0,27600000.0,-3400000.0,1389000000.0,1329700000.0,-1753800000.0,277700000.0,1329700000.0,-1753800000.0,277700000.0,-146400000.0,-2100000.0,-2100000.0,,16300000.0,27500000.0,,-5800000.0,-1755500000.0,-83200000.0,5600000.0,,
QEP Resources Inc,QEP,Q6JQDZPXKEDQKVK58165,1108827,2012.0,Q3YTD,2012-01-01,2012-09-30,2013-11-05 16:27:07+00:00,,3700000.0,28000000.0,79800000.0,648300000.0,5300000.0,76500000.0,0.0,2383500000.0,1463700000.0,-2435700000.0,972000000.0,1463700000.0,-2435700000.0,972000000.0,0.0,154100000.0,154100000.0,,89400000.0,100000.0,,-16000000.0,-2441000000.0,-899700000.0,-4200000.0,,
QEP Resources Inc,QEP,Q6JQDZPXKEDQKVK58165,1108827,2012.0,Q2TTM,2011-07-01,2012-06-30,,,5000000.0,15200000.0,-21900000.0,801900000.0,10200000.0,-900000.0,4100000.0,2744800000.0,232700000.0,-1444600000.0,1358300000.0,232700000.0,-1444600000.0,1358300000.0,146400000.0,259300000.0,259300000.0,,293000000.0,-15800000.0,,-20100000.0,-1454800000.0,-2470900000.0,-9400000.0,,
QEP Resources Inc,QEP,Q6JQDZPXKEDQKVK58165,1108827,2012.0,Q2,2012-04-01,2012-06-30,,,1300000.0,10600000.0,3600000.0,214400000.0,300000.0,87300000.0,1000000.0,374500000.0,127900000.0,-347300000.0,365800000.0,127900000.0,-347300000.0,365800000.0,146400000.0,200000.0,200000.0,,62600000.0,-58600000.0,,-4900000.0,-347600000.0,-183600000.0,-500000.0,,
QEP Resources Inc,QEP,Q6JQDZPXKEDQKVK58165,1108827,2012.0,Q2YTD,2012-01-01,2012-06-30,2013-07-31 16:30:53+00:00,,2400000.0,8000000.0,42700000.0,413700000.0,3600000.0,48900000.0,3400000.0,994500000.0,134000000.0,-681900000.0,694300000.0,134000000.0,-681900000.0,694300000.0,146400000.0,156200000.0,156200000.0,,73100000.0,-27400000.0,,-10200000.0,-685500000.0,-816500000.0,-9800000.0,,
QEP Resources Inc,QEP,Q6JQDZPXKEDQKVK58165,1108827,2012.0,Q1TTM,2011-04-01,2012-03-31,,,4400000.0,8200000.0,-5100000.0,774100000.0,10600000.0,-47700000.0,3100000.0,2370300000.0,94200000.0,-1415900000.0,1321700000.0,94200000.0,-1415900000.0,1321700000.0,,352600000.0,352600000.0,,238300000.0,36400000.0,,-19800000.0,-1426500000.0,-2287300000.0,-8500000.0,,
QEP Resources Inc,QEP,Q6JQDZPXKEDQKVK58165,1108827,2012.0,Q1,2012-01-01,2012-03-31,2013-04-30 16:21:09+00:00,,1100000.0,-2600000.0,39100000.0,199300000.0,3300000.0,-38400000.0,2400000.0,620000000.0,6100000.0,-334600000.0,328500000.0,6100000.0,-334600000.0,328500000.0,0.0,156000000.0,156000000.0,,10500000.0,31200000.0,,-5300000.0,-337900000.0,-632900000.0,-9300000.0,,
