company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,impairmentexpense,incometaxexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,otherincome,otheroperatingexpenses,otherspecialcharges,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Westrock Co,WRK,,1732845,2019.0,Q3YTD,2018-10-01,2019-06-30,,2.16,2.16,1.37,2.14,13000000.0,187500000.0,555500000.0,555500000.0,,552100000.0,3400000.0,10967100000.0,13637400000.0,52600000.0,-1700000.0,-37300000.0,107100000.0,1585100000.0,10967100000.0,2670300000.0,4700000.0,-309000000.0,1666200000.0,1004100000.0,-261100000.0,743000000.0,13637400000.0,257800000.0,257300000.0,258600000.0
Westrock Co,WRK,,1732845,2019.0,Q3TTM,2018-07-01,2019-06-30,,3.25,3.25,1.79,3.21,15600000.0,282900000.0,835500000.0,835500000.0,,831700000.0,3800000.0,14271700000.0,17874000000.0,76800000.0,-1700000.0,-33800000.0,147400000.0,2047700000.0,14271700000.0,3602300000.0,4800000.0,-380700000.0,2175200000.0,1427100000.0,-308700000.0,1118400000.0,17874000000.0,257800000.0,257300000.0,258600000.0
Westrock Co,WRK,,1732845,2019.0,Q3,2019-04-01,2019-06-30,2019-08-02 16:33:50+00:00,0.98,0.98,0.455,0.98,,77600000.0,253800000.0,253800000.0,,252600000.0,1200000.0,3701100000.0,4690000000.0,22600000.0,-1700000.0,6500000.0,17900000.0,544800000.0,3701100000.0,988900000.0,3200000.0,-109400000.0,567500000.0,421400000.0,-90000000.0,331400000.0,4690000000.0,257800000.0,257300000.0,258600000.0
Westrock Co,WRK,,1732845,2019.0,Q2,2019-01-01,2019-03-31,2020-05-06 17:18:28+00:00,0.63,0.63,0.455,0.62,13000000.0,47200000.0,161900000.0,161900000.0,,160400000.0,1500000.0,3720400000.0,4620000000.0,15400000.0,,,34800000.0,546500000.0,3720400000.0,899600000.0,-400000.0,-112000000.0,594300000.0,305300000.0,-96200000.0,209100000.0,4620000000.0,254600000.0,256600000.0,259400000.0
Westrock Co,WRK,,1732845,2019.0,Q2YTD,2018-10-01,2019-03-31,,1.18,1.18,0.91,1.16,13000000.0,109900000.0,301700000.0,301700000.0,,299500000.0,2200000.0,7266000000.0,8947400000.0,30000000.0,,-43800000.0,89200000.0,1040300000.0,7266000000.0,1681400000.0,1500000.0,-199600000.0,1098700000.0,582700000.0,-171100000.0,411600000.0,8947400000.0,254600000.0,256600000.0,259400000.0
Westrock Co,WRK,,1732845,2019.0,Q2TTM,2018-04-01,2019-03-31,,3.32,3.32,1.77,3.26,17300000.0,289800000.0,853000000.0,853000000.0,,847300000.0,5700000.0,13841000000.0,17321500000.0,85200000.0,4200000.0,-37600000.0,146600000.0,1959200000.0,13841000000.0,3480500000.0,700000.0,-332500000.0,2089700000.0,1390800000.0,-248000000.0,1142800000.0,17321500000.0,254600000.0,256600000.0,259400000.0
Westrock Co,WRK,,1732845,2019.0,Q1,2018-10-01,2018-12-31,2020-01-31 15:23:17+00:00,0.55,0.55,0.455,0.54,,62700000.0,139800000.0,139800000.0,,139100000.0,700000.0,3545600000.0,4327400000.0,14600000.0,,-43800000.0,54400000.0,493800000.0,3545600000.0,781800000.0,1900000.0,-87600000.0,504400000.0,277400000.0,-74900000.0,202500000.0,4327400000.0,252900000.0,254800000.0,259500000.0
Westrock Co,WRK,,1732845,2019.0,Q1TTM,2018-01-01,2018-12-31,,3.56,3.56,1.75,3.5,4300000.0,261400000.0,915600000.0,915600000.0,,910100000.0,5500000.0,13348200000.0,16718500000.0,95500000.0,4200000.0,-34800000.0,143500000.0,1883700000.0,13348200000.0,3370300000.0,1000000.0,-286900000.0,2000900000.0,1369400000.0,-192400000.0,1177000000.0,16718500000.0,252900000.0,254800000.0,259500000.0
Westrock Co,WRK,,1732845,2020.0,Q2YTD,2019-10-01,2020-03-31,,1.11,1.11,0.93,1.1,,104300000.0,288400000.0,288400000.0,,286600000.0,1800000.0,7257200000.0,8871000000.0,48200000.0,900000.0,-6900000.0,46500000.0,1046200000.0,7257200000.0,1613800000.0,500000.0,-182100000.0,1086700000.0,527100000.0,-134400000.0,392700000.0,8871000000.0,259800000.0,259000000.0,260200000.0
Westrock Co,WRK,,1732845,2020.0,Q2TTM,2019-04-01,2020-03-31,,3.29,3.29,1.84,3.27,,271200000.0,854600000.0,854600000.0,,850000000.0,4600000.0,14531200000.0,18212600000.0,94800000.0,900000.0,-4300000.0,131000000.0,2121300000.0,14531200000.0,3681400000.0,4100000.0,-403700000.0,2248900000.0,1438800000.0,-313000000.0,1125800000.0,18212600000.0,259800000.0,259000000.0,260200000.0
Westrock Co,WRK,,1732845,2020.0,Q2,2020-01-01,2020-03-31,2020-05-06 17:18:28+00:00,0.57,0.57,0.465,0.57,,57800000.0,148900000.0,148900000.0,,148100000.0,800000.0,3642500000.0,4447300000.0,25200000.0,900000.0,-5600000.0,16400000.0,518700000.0,3642500000.0,804800000.0,500000.0,-92400000.0,530400000.0,274400000.0,-67700000.0,206700000.0,4447300000.0,259800000.0,259000000.0,260200000.0
Westrock Co,WRK,,1732845,2020.0,Q1TTM,2019-01-01,2019-12-31,,3.35,3.35,1.83,3.32,13000000.0,260600000.0,867600000.0,867600000.0,,862300000.0,5300000.0,14609100000.0,18385300000.0,85000000.0,,1300000.0,149400000.0,2149100000.0,14609100000.0,3776200000.0,3200000.0,-423300000.0,2312800000.0,1469700000.0,-341500000.0,1128200000.0,18385300000.0,256500000.0,258200000.0,259900000.0
Westrock Co,WRK,,1732845,2020.0,Q1,2019-10-01,2019-12-31,2020-01-31 15:23:17+00:00,0.54,0.54,0.465,0.53,,46500000.0,139500000.0,139500000.0,,138500000.0,1000000.0,3614700000.0,4423700000.0,23000000.0,,-1300000.0,30100000.0,527500000.0,3614700000.0,809000000.0,,-89700000.0,556300000.0,252700000.0,-66700000.0,186000000.0,4423700000.0,256500000.0,258200000.0,259900000.0
