company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,amortizationexpense,cashincometaxespaid,cashinterestpaid,depreciationexpense,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netchangeindeposits,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,othernetchangesincash,paymentofdividends,provisionforloanlosses,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments
Raymond James Financial Inc,RJF,RGUZHJ05YTITL6D76949,720005,2015.0,Q3TTM,2014-07-01,2015-06-30,,-43715000.0,372999000.0,105503000.0,67056000.0,-67407000.0,-57639000.0,74526000.0,370932000.0,746019000.0,-1463741000.0,521453000.0,746019000.0,-1463741000.0,521453000.0,-263676000.0,742778000.0,486329000.0,486329000.0,38311000.0,-36415000.0,,-99775000.0,31111000.0,-1687456000.0,-67710000.0,-274504000.0,-31523000.0,291425000.0
Raymond James Financial Inc,RJF,RGUZHJ05YTITL6D76949,720005,2015.0,Q3,2015-04-01,2015-06-30,,-21366000.0,102360000.0,27307000.0,17122000.0,-6789000.0,-119053000.0,6367000.0,-16702000.0,-366608000.0,331241000.0,84100000.0,-366608000.0,331241000.0,84100000.0,41944000.0,-261397000.0,126360000.0,126360000.0,83428000.0,-14525000.0,,-27710000.0,-2391000.0,207462000.0,-22022000.0,-36628000.0,-16013000.0,145801000.0
Raymond James Financial Inc,RJF,RGUZHJ05YTITL6D76949,720005,2015.0,Q2YTD,2014-10-01,2015-03-31,2016-05-06 16:53:27+00:00,-21278000.0,209571000.0,53080000.0,33929000.0,-49869000.0,122242000.0,34526000.0,317010000.0,1275903000.0,-1265646000.0,380686000.0,1275903000.0,-1265646000.0,380686000.0,341074000.0,1243089000.0,230813000.0,230813000.0,-7332000.0,7577000.0,,-49405000.0,22312000.0,-1312160000.0,-29643000.0,-262017000.0,-14877000.0,76157000.0
Raymond James Financial Inc,RJF,RGUZHJ05YTITL6D76949,720005,2015.0,Q2TTM,2014-04-01,2015-03-31,,-26171000.0,349362000.0,104420000.0,65648000.0,-69902000.0,153821000.0,68159000.0,888360000.0,1412924000.0,-2199941000.0,755180000.0,1412924000.0,-2199941000.0,755180000.0,-101739000.0,857209000.0,470348000.0,470348000.0,52147000.0,-16547000.0,,-94747000.0,39387000.0,-2407197000.0,-58472000.0,-269083000.0,-17092000.0,265728000.0
Raymond James Financial Inc,RJF,RGUZHJ05YTITL6D76949,720005,2015.0,Q2,2015-01-01,2015-03-31,,-14574000.0,142993000.0,26213000.0,17602000.0,-36453000.0,-37405000.0,17453000.0,317010000.0,286376000.0,-500208000.0,141037000.0,286376000.0,-500208000.0,141037000.0,-109248000.0,182994000.0,108776000.0,108776000.0,60593000.0,-1790000.0,,-25779000.0,6045000.0,-527380000.0,-16585000.0,-201343000.0,-2169000.0,43803000.0
Raymond James Financial Inc,RJF,RGUZHJ05YTITL6D76949,720005,2015.0,Q1,2014-10-01,2014-12-31,2016-02-08 15:43:22+00:00,-6704000.0,66578000.0,26867000.0,16327000.0,-13416000.0,159647000.0,17073000.0,0.0,989527000.0,-765438000.0,239649000.0,989527000.0,-765438000.0,239649000.0,450322000.0,1060095000.0,122037000.0,122037000.0,-67925000.0,9367000.0,,-23626000.0,16267000.0,-784780000.0,-13058000.0,-60674000.0,-12708000.0,32354000.0
Raymond James Financial Inc,RJF,RGUZHJ05YTITL6D76949,720005,2015.0,Q1TTM,2014-01-01,2014-12-31,,-22844000.0,307783000.0,103509000.0,63881000.0,-44131000.0,63757000.0,50706000.0,559684000.0,1517752000.0,-2356908000.0,730720000.0,1517752000.0,-2356908000.0,730720000.0,-152567000.0,1083581000.0,453667000.0,453667000.0,134843000.0,283000.0,,-91448000.0,37416000.0,-2599844000.0,-60516000.0,-68947000.0,-16107000.0,303406000.0
Raymond James Financial Inc,RJF,RGUZHJ05YTITL6D76949,720005,2016.0,FY,2015-10-01,2016-09-30,2018-11-20 20:31:57+00:00,-25010000.0,303793000.0,113517000.0,72383000.0,188000.0,-1361598000.0,43331000.0,792221000.0,2540479000.0,-2917903000.0,-573318000.0,2540479000.0,-2917903000.0,-573318000.0,-950554000.0,2342666000.0,540651000.0,540651000.0,157862000.0,7605000.0,,-113435000.0,42394000.0,-3100750000.0,-121733000.0,-369407000.0,-162502000.0,304580000.0
Raymond James Financial Inc,RJF,RGUZHJ05YTITL6D76949,720005,2016.0,Q4,2016-07-01,2016-09-30,,-6726000.0,93004000.0,27054000.0,18419000.0,14475000.0,-723499000.0,6481000.0,644421000.0,1052972000.0,-862167000.0,-532885000.0,1052972000.0,-862167000.0,-532885000.0,-327605000.0,530353000.0,178157000.0,178157000.0,-10608000.0,17276000.0,,-28438000.0,11372000.0,-947543000.0,-35215000.0,-116120000.0,-1001000.0,120591000.0
Raymond James Financial Inc,RJF,RGUZHJ05YTITL6D76949,720005,2016.0,Q3YTD,2015-10-01,2016-06-30,2017-08-08 16:50:32+00:00,-18284000.0,210789000.0,86463000.0,53964000.0,-14287000.0,-638099000.0,36850000.0,147800000.0,1487507000.0,-2055736000.0,-40433000.0,1487507000.0,-2055736000.0,-40433000.0,-622949000.0,1812313000.0,362494000.0,362494000.0,168470000.0,-9671000.0,,-84997000.0,31022000.0,-2153207000.0,-86518000.0,-253287000.0,-161501000.0,183989000.0
Raymond James Financial Inc,RJF,RGUZHJ05YTITL6D76949,720005,2016.0,Q3TTM,2015-07-01,2016-06-30,,-18184000.0,277786000.0,112266000.0,71228000.0,-7813000.0,-484547000.0,43921000.0,397791000.0,2308255000.0,-3297941000.0,393475000.0,2308255000.0,-3297941000.0,393475000.0,-604024000.0,2721578000.0,523899000.0,523899000.0,255701000.0,-26263000.0,,-111025000.0,45378000.0,-3417281000.0,-108964000.0,-498594000.0,-219153000.0,228304000.0
Raymond James Financial Inc,RJF,RGUZHJ05YTITL6D76949,720005,2016.0,Q3,2016-04-01,2016-06-30,,-14432000.0,86268000.0,30915000.0,18312000.0,-3737000.0,-116369000.0,5610000.0,122800000.0,954199000.0,-469257000.0,17066000.0,954199000.0,-469257000.0,17066000.0,498271000.0,1002737000.0,132593000.0,132593000.0,4895000.0,-9671000.0,,-28845000.0,-7933000.0,-510774000.0,-28338000.0,-136106000.0,-2326000.0,69855000.0
Raymond James Financial Inc,RJF,RGUZHJ05YTITL6D76949,720005,2016.0,Q2YTD,2015-10-01,2016-03-31,2017-05-10 16:47:00+00:00,-3852000.0,124521000.0,55548000.0,35652000.0,-10550000.0,-521730000.0,31240000.0,25000000.0,533308000.0,-1586479000.0,-57499000.0,533308000.0,-1586479000.0,-57499000.0,-1121220000.0,809576000.0,229901000.0,229901000.0,163575000.0,,,-56152000.0,38955000.0,-1642433000.0,-58180000.0,-117181000.0,-159175000.0,114134000.0
Raymond James Financial Inc,RJF,RGUZHJ05YTITL6D76949,720005,2016.0,Q2TTM,2015-04-01,2016-03-31,,-25118000.0,293878000.0,108658000.0,70038000.0,-10865000.0,-487231000.0,44678000.0,258289000.0,987448000.0,-2497443000.0,460509000.0,987448000.0,-2497443000.0,460509000.0,-1060351000.0,1457444000.0,517666000.0,517666000.0,334234000.0,-31117000.0,,-109890000.0,50920000.0,-2699045000.0,-102648000.0,-399116000.0,-232840000.0,304250000.0
Raymond James Financial Inc,RJF,RGUZHJ05YTITL6D76949,720005,2016.0,Q2,2016-01-01,2016-03-31,,-6439000.0,90604000.0,28848000.0,17743000.0,14174000.0,-527249000.0,16854000.0,,-88470000.0,-736834000.0,-305472000.0,-88470000.0,-736834000.0,-305472000.0,-1116602000.0,71848000.0,121837000.0,121837000.0,72269000.0,,,-29046000.0,16367000.0,-768367000.0,-25599000.0,-1090000.0,-147036000.0,57132000.0
Raymond James Financial Inc,RJF,RGUZHJ05YTITL6D76949,720005,2016.0,Q1,2015-10-01,2015-12-31,2017-02-08 11:12:54+00:00,2587000.0,33917000.0,26700000.0,17909000.0,-24724000.0,5519000.0,14386000.0,25000000.0,621778000.0,-849645000.0,247973000.0,621778000.0,-849645000.0,247973000.0,-4618000.0,737728000.0,108064000.0,108064000.0,91306000.0,,,-27106000.0,22588000.0,-874066000.0,-32581000.0,-116091000.0,-12139000.0,57002000.0
Raymond James Financial Inc,RJF,RGUZHJ05YTITL6D76949,720005,2016.0,Q1TTM,2015-01-01,2015-12-31,,-33253000.0,346267000.0,106023000.0,69897000.0,-61492000.0,2613000.0,45277000.0,575299000.0,1362294000.0,-2260817000.0,907018000.0,1362294000.0,-2260817000.0,907018000.0,-52997000.0,1568590000.0,504605000.0,504605000.0,322558000.0,-32907000.0,,-106623000.0,40598000.0,-2458058000.0,-93634000.0,-599369000.0,-87973000.0,290921000.0
Raymond James Financial Inc,RJF,RGUZHJ05YTITL6D76949,720005,2017.0,Q4,2017-07-01,2017-09-30,,-4532000.0,105415000.0,63070000.0,21851000.0,-6541000.0,-1469230000.0,5817000.0,609511000.0,1762746000.0,-704145000.0,-1453087000.0,1762746000.0,-704145000.0,-1453087000.0,-918027000.0,1421666000.0,194401000.0,194401000.0,-72446000.0,97790000.0,-517000000.0,-31678000.0,-123131000.0,-831180000.0,-37285000.0,-338539000.0,-1821000.0,164320000.0
Raymond James Financial Inc,RJF,RGUZHJ05YTITL6D76949,720005,2017.0,Q3YTD,2016-10-01,2017-06-30,2018-08-07 15:58:37+00:00,-23468000.0,243585000.0,92930000.0,62149000.0,6541000.0,889230000.0,51183000.0,508489000.0,2302254000.0,-2671855000.0,1328087000.0,2302254000.0,-2671855000.0,1328087000.0,965027000.0,2048334000.0,441599000.0,441599000.0,-200554000.0,825210000.0,,-95322000.0,159131000.0,-3155820000.0,-152715000.0,-1003461000.0,-32179000.0,636680000.0
Raymond James Financial Inc,RJF,RGUZHJ05YTITL6D76949,720005,2017.0,Q3TTM,2016-07-01,2017-06-30,,-30194000.0,336589000.0,119984000.0,80568000.0,21016000.0,165731000.0,57664000.0,1152910000.0,3355226000.0,-3534022000.0,795202000.0,3355226000.0,-3534022000.0,795202000.0,637422000.0,2578687000.0,619756000.0,619756000.0,-211162000.0,842486000.0,,-123760000.0,170503000.0,-4103363000.0,-187930000.0,-1119581000.0,-33180000.0,757271000.0
Raymond James Financial Inc,RJF,RGUZHJ05YTITL6D76949,720005,2017.0,Q3,2017-04-01,2017-06-30,,-4492000.0,98913000.0,15940000.0,21190000.0,12174000.0,59633000.0,7194000.0,358489000.0,461306000.0,-787163000.0,292836000.0,461306000.0,-787163000.0,292836000.0,-20847000.0,-66663000.0,185351000.0,185351000.0,16016000.0,848867000.0,,-32295000.0,15138000.0,-1088259000.0,-29663000.0,-651170000.0,-3116000.0,330759000.0
Raymond James Financial Inc,RJF,RGUZHJ05YTITL6D76949,720005,2017.0,Q2YTD,2016-10-01,2017-03-31,2018-05-08 19:30:19+00:00,-18976000.0,144672000.0,76990000.0,40959000.0,-5633000.0,829597000.0,43989000.0,150000000.0,1840948000.0,-1884692000.0,1035251000.0,1840948000.0,-1884692000.0,1035251000.0,985874000.0,2114997000.0,256248000.0,256248000.0,-216570000.0,-23657000.0,,-63027000.0,143993000.0,-2067561000.0,-123052000.0,-352291000.0,-29063000.0,305921000.0
Raymond James Financial Inc,RJF,RGUZHJ05YTITL6D76949,720005,2017.0,Q2TTM,2016-04-01,2017-03-31,,-40134000.0,323944000.0,134959000.0,77690000.0,5105000.0,-10271000.0,56080000.0,917221000.0,3848119000.0,-3216116000.0,519432000.0,3848119000.0,-3216116000.0,519432000.0,1156540000.0,3648087000.0,566998000.0,566998000.0,-222283000.0,-16052000.0,,-120310000.0,147432000.0,-3525878000.0,-186605000.0,-604517000.0,-32390000.0,496367000.0
Raymond James Financial Inc,RJF,RGUZHJ05YTITL6D76949,720005,2017.0,Q2,2017-01-01,2017-03-31,,-8791000.0,130962000.0,44548000.0,21018000.0,3881000.0,20997000.0,19846000.0,-158400000.0,666170000.0,-789952000.0,227952000.0,666170000.0,-789952000.0,227952000.0,108051000.0,1187754000.0,108545000.0,108545000.0,-24793000.0,2900000.0,,-31772000.0,110976000.0,-915950000.0,-44681000.0,-351153000.0,-3005000.0,170679000.0
Raymond James Financial Inc,RJF,RGUZHJ05YTITL6D76949,720005,2017.0,Q1,2016-10-01,2016-12-31,2018-02-08 17:15:27+00:00,-10185000.0,13710000.0,32442000.0,19941000.0,-9514000.0,808600000.0,24143000.0,308400000.0,1174778000.0,-1094740000.0,807299000.0,1174778000.0,-1094740000.0,807299000.0,877823000.0,927243000.0,147703000.0,147703000.0,-191777000.0,-26557000.0,,-31255000.0,33017000.0,-1151611000.0,-78371000.0,-1138000.0,-26058000.0,135242000.0
Raymond James Financial Inc,RJF,RGUZHJ05YTITL6D76949,720005,2017.0,Q1TTM,2016-01-01,2016-12-31,,-37782000.0,283586000.0,119259000.0,74415000.0,15398000.0,-558517000.0,53088000.0,1075621000.0,3093479000.0,-3162998000.0,-13992000.0,3093479000.0,-3162998000.0,-13992000.0,-68113000.0,2532181000.0,580290000.0,580290000.0,-125221000.0,-18952000.0,,-117584000.0,52823000.0,-3378295000.0,-167523000.0,-254454000.0,-176421000.0,382820000.0
Raymond James Financial Inc,RJF,RGUZHJ05YTITL6D76949,720005,2018.0,Q4,2018-07-01,2018-09-30,,18000000.0,39000000.0,74000000.0,27000000.0,47000000.0,360000000.0,9000000.0,-850000000.0,378000000.0,-978000000.0,660000000.0,378000000.0,-978000000.0,660000000.0,1246000000.0,463000000.0,263000000.0,263000000.0,-29000000.0,839000000.0,1139000000.0,-44000000.0,21000000.0,-1168000000.0,-38000000.0,-1000000.0,-38000000.0,228000000.0
Raymond James Financial Inc,RJF,RGUZHJ05YTITL6D76949,720005,2018.0,Q3YTD,2017-10-01,2018-06-30,2019-08-08 09:18:35+00:00,3000000.0,192000000.0,127000000.0,72000000.0,-47000000.0,-631000000.0,54000000.0,850000000.0,1042000000.0,-2498000000.0,224000000.0,1042000000.0,-2498000000.0,224000000.0,-1279000000.0,1747000000.0,594000000.0,594000000.0,152000000.0,-14000000.0,,-107000000.0,34000000.0,-2933000000.0,-96000000.0,-1464000000.0,-24000000.0,531000000.0
Raymond James Financial Inc,RJF,RGUZHJ05YTITL6D76949,720005,2018.0,Q3TTM,2017-07-01,2018-06-30,,-1532000.0,297415000.0,190070000.0,93851000.0,-53541000.0,-2100230000.0,59817000.0,1459511000.0,2804746000.0,-3202145000.0,-1229087000.0,2804746000.0,-3202145000.0,-1229087000.0,-2197027000.0,3168666000.0,788401000.0,788401000.0,79554000.0,83790000.0,-517000000.0,-138678000.0,-89131000.0,-3764180000.0,-133285000.0,-1802539000.0,-25821000.0,695320000.0
Raymond James Financial Inc,RJF,RGUZHJ05YTITL6D76949,720005,2018.0,Q3,2018-04-01,2018-06-30,,8000000.0,109000000.0,43000000.0,25000000.0,-17000000.0,-764000000.0,10000000.0,850000000.0,730000000.0,-683000000.0,-382000000.0,730000000.0,-683000000.0,-382000000.0,-352000000.0,767000000.0,232000000.0,232000000.0,97000000.0,-8000000.0,,-36000000.0,20000000.0,-863000000.0,-26000000.0,-852000000.0,-1000000.0,206000000.0
Raymond James Financial Inc,RJF,RGUZHJ05YTITL6D76949,720005,2018.0,Q2YTD,2017-10-01,2018-03-31,2019-05-09 16:28:31+00:00,-5000000.0,83000000.0,84000000.0,47000000.0,-30000000.0,133000000.0,44000000.0,,312000000.0,-1815000000.0,606000000.0,312000000.0,-1815000000.0,606000000.0,-927000000.0,980000000.0,362000000.0,362000000.0,55000000.0,-6000000.0,,-71000000.0,14000000.0,-2070000000.0,-70000000.0,-612000000.0,-23000000.0,325000000.0
Raymond James Financial Inc,RJF,RGUZHJ05YTITL6D76949,720005,2018.0,Q2TTM,2017-04-01,2018-03-31,,-14024000.0,287328000.0,163010000.0,90041000.0,-24367000.0,-1276597000.0,57011000.0,968000000.0,2536052000.0,-3306308000.0,-554251000.0,2536052000.0,-3306308000.0,-554251000.0,-1865874000.0,2335003000.0,741752000.0,741752000.0,-1430000.0,940657000.0,-517000000.0,-134973000.0,-93993000.0,-3989439000.0,-136948000.0,-1601709000.0,-27937000.0,820079000.0
Raymond James Financial Inc,RJF,RGUZHJ05YTITL6D76949,720005,2018.0,Q2,2018-01-01,2018-03-31,,-5000000.0,74000000.0,56000000.0,24000000.0,-23000000.0,-130000000.0,18000000.0,,-668000000.0,-741000000.0,184000000.0,-668000000.0,-741000000.0,184000000.0,-1248000000.0,-13000000.0,243000000.0,243000000.0,47000000.0,-300000000.0,,-39000000.0,5000000.0,-896000000.0,-34000000.0,-331000000.0,-3000000.0,189000000.0
Raymond James Financial Inc,RJF,RGUZHJ05YTITL6D76949,720005,2018.0,Q1,2017-10-01,2017-12-31,2019-02-08 11:20:52+00:00,0.0,9000000.0,28000000.0,23000000.0,-7000000.0,263000000.0,26000000.0,,980000000.0,-1074000000.0,422000000.0,980000000.0,-1074000000.0,422000000.0,321000000.0,993000000.0,119000000.0,119000000.0,8000000.0,294000000.0,,-32000000.0,9000000.0,-1174000000.0,-36000000.0,-281000000.0,-20000000.0,136000000.0
Raymond James Financial Inc,RJF,RGUZHJ05YTITL6D76949,720005,2018.0,Q1TTM,2017-01-01,2017-12-31,,-17815000.0,344290000.0,151558000.0,87059000.0,2514000.0,-1125600000.0,58857000.0,809600000.0,3870222000.0,-3355260000.0,-510299000.0,3870222000.0,-3355260000.0,-510299000.0,-509823000.0,3535757000.0,607297000.0,607297000.0,-73223000.0,1243557000.0,-517000000.0,-127745000.0,11983000.0,-4009389000.0,-147629000.0,-1621862000.0,-27942000.0,801758000.0
Raymond James Financial Inc,RJF,RGUZHJ05YTITL6D76949,720005,2019.0,FY,2018-10-01,2019-09-30,2019-11-26 16:37:08+00:00,14000000.0,390000000.0,283000000.0,112000000.0,-23000000.0,-698000000.0,65000000.0,1150000000.0,1373000000.0,-1897000000.0,577000000.0,1373000000.0,-1897000000.0,577000000.0,30000000.0,2339000000.0,1034000000.0,1034000000.0,56000000.0,-57000000.0,,-191000000.0,59000000.0,-2638000000.0,-138000000.0,-1155000000.0,-778000000.0,879000000.0
Raymond James Financial Inc,RJF,RGUZHJ05YTITL6D76949,720005,2019.0,Q4,2019-07-01,2019-09-30,,,95000000.0,75000000.0,31000000.0,-11000000.0,356000000.0,12000000.0,250000000.0,-137000000.0,-511000000.0,678000000.0,-137000000.0,-511000000.0,678000000.0,19000000.0,115000000.0,281000000.0,281000000.0,-4000000.0,-3000000.0,,-48000000.0,14000000.0,-688000000.0,-36000000.0,-301000000.0,-162000000.0,213000000.0
Raymond James Financial Inc,RJF,RGUZHJ05YTITL6D76949,720005,2019.0,Q3TTM,2018-07-01,2019-06-30,,32000000.0,334000000.0,282000000.0,108000000.0,35000000.0,-694000000.0,62000000.0,50000000.0,1888000000.0,-2364000000.0,559000000.0,1888000000.0,-2364000000.0,559000000.0,1257000000.0,2687000000.0,1016000000.0,1016000000.0,31000000.0,785000000.0,1139000000.0,-187000000.0,66000000.0,-3118000000.0,-140000000.0,-855000000.0,-654000000.0,894000000.0
Raymond James Financial Inc,RJF,RGUZHJ05YTITL6D76949,720005,2019.0,Q3,2019-04-01,2019-06-30,,7000000.0,107000000.0,61000000.0,28000000.0,19000000.0,-48000000.0,10000000.0,600000000.0,411000000.0,-476000000.0,-121000000.0,411000000.0,-476000000.0,-121000000.0,-167000000.0,548000000.0,243000000.0,243000000.0,-358000000.0,-53000000.0,,-48000000.0,7000000.0,-620000000.0,-43000000.0,-551000000.0,-95000000.0,187000000.0
Raymond James Financial Inc,RJF,RGUZHJ05YTITL6D76949,720005,2019.0,Q3YTD,2018-10-01,2019-06-30,2019-08-08 09:18:35+00:00,14000000.0,295000000.0,208000000.0,81000000.0,-12000000.0,-1054000000.0,53000000.0,900000000.0,1510000000.0,-1386000000.0,-101000000.0,1510000000.0,-1386000000.0,-101000000.0,11000000.0,2224000000.0,753000000.0,753000000.0,60000000.0,-54000000.0,,-143000000.0,45000000.0,-1950000000.0,-102000000.0,-854000000.0,-616000000.0,666000000.0
Raymond James Financial Inc,RJF,RGUZHJ05YTITL6D76949,720005,2019.0,Q2YTD,2018-10-01,2019-03-31,2020-05-08 14:09:49+00:00,7000000.0,188000000.0,147000000.0,53000000.0,-31000000.0,-1006000000.0,43000000.0,300000000.0,1099000000.0,-910000000.0,20000000.0,1099000000.0,-910000000.0,20000000.0,178000000.0,1676000000.0,510000000.0,510000000.0,418000000.0,-1000000.0,,-95000000.0,38000000.0,-1330000000.0,-59000000.0,-303000000.0,-521000000.0,479000000.0
Raymond James Financial Inc,RJF,RGUZHJ05YTITL6D76949,720005,2019.0,Q2TTM,2018-04-01,2019-03-31,,33000000.0,336000000.0,264000000.0,105000000.0,-1000000.0,-1410000000.0,62000000.0,300000000.0,2207000000.0,-2571000000.0,298000000.0,2207000000.0,-2571000000.0,298000000.0,1072000000.0,2906000000.0,1005000000.0,1005000000.0,486000000.0,830000000.0,1139000000.0,-175000000.0,79000000.0,-3361000000.0,-123000000.0,-1156000000.0,-560000000.0,913000000.0
Raymond James Financial Inc,RJF,RGUZHJ05YTITL6D76949,720005,2019.0,Q2,2019-01-01,2019-03-31,,4000000.0,178000000.0,85000000.0,27000000.0,24000000.0,-789000000.0,20000000.0,,-427000000.0,-377000000.0,-205000000.0,-427000000.0,-377000000.0,-205000000.0,-985000000.0,-55000000.0,261000000.0,261000000.0,286000000.0,-1000000.0,,-48000000.0,6000000.0,-544000000.0,-32000000.0,-302000000.0,-41000000.0,199000000.0
Raymond James Financial Inc,RJF,RGUZHJ05YTITL6D76949,720005,2019.0,Q1,2018-10-01,2018-12-31,2020-02-07 11:05:44+00:00,3000000.0,10000000.0,62000000.0,26000000.0,-55000000.0,-217000000.0,23000000.0,300000000.0,1526000000.0,-533000000.0,225000000.0,1526000000.0,-533000000.0,225000000.0,1163000000.0,1731000000.0,249000000.0,249000000.0,132000000.0,,,-47000000.0,32000000.0,-786000000.0,-27000000.0,-1000000.0,-480000000.0,280000000.0
Raymond James Financial Inc,RJF,RGUZHJ05YTITL6D76949,720005,2019.0,Q1TTM,2018-01-01,2018-12-31,,24000000.0,232000000.0,235000000.0,102000000.0,-48000000.0,-751000000.0,60000000.0,300000000.0,1966000000.0,-2935000000.0,687000000.0,1966000000.0,-2935000000.0,687000000.0,809000000.0,2948000000.0,987000000.0,987000000.0,247000000.0,531000000.0,1139000000.0,-166000000.0,78000000.0,-3713000000.0,-125000000.0,-1185000000.0,-522000000.0,903000000.0
Raymond James Financial Inc,RJF,RGUZHJ05YTITL6D76949,720005,2020.0,Q2TTM,2019-04-01,2020-03-31,,50000000.0,378000000.0,228000000.0,117000000.0,-74000000.0,2754000000.0,65000000.0,2195000000.0,8225000000.0,-3077000000.0,3500000000.0,8225000000.0,-3077000000.0,3500000000.0,8574000000.0,8405000000.0,961000000.0,961000000.0,-527000000.0,-57000000.0,,-199000000.0,145000000.0,-3787000000.0,-150000000.0,-1705000000.0,-479000000.0,860000000.0
Raymond James Financial Inc,RJF,RGUZHJ05YTITL6D76949,720005,2020.0,Q2,2020-01-01,2020-03-31,,35000000.0,167000000.0,53000000.0,28000000.0,-103000000.0,2193000000.0,18000000.0,489000000.0,7297000000.0,-1588000000.0,2397000000.0,7297000000.0,-1588000000.0,2397000000.0,8003000000.0,7048000000.0,437000000.0,437000000.0,-419000000.0,-1000000.0,,-52000000.0,123000000.0,-1782000000.0,-35000000.0,-2000000.0,-203000000.0,229000000.0
Raymond James Financial Inc,RJF,RGUZHJ05YTITL6D76949,720005,2020.0,Q2YTD,2019-10-01,2020-03-31,2020-05-08 14:09:49+00:00,43000000.0,176000000.0,92000000.0,58000000.0,-82000000.0,2446000000.0,43000000.0,1345000000.0,7951000000.0,-2090000000.0,2943000000.0,7951000000.0,-2090000000.0,2943000000.0,8722000000.0,7742000000.0,437000000.0,437000000.0,-165000000.0,-1000000.0,,-103000000.0,124000000.0,-2479000000.0,-71000000.0,-853000000.0,-222000000.0,460000000.0
Raymond James Financial Inc,RJF,RGUZHJ05YTITL6D76949,720005,2020.0,Q1TTM,2019-01-01,2019-12-31,,19000000.0,389000000.0,260000000.0,116000000.0,53000000.0,-228000000.0,67000000.0,1706000000.0,501000000.0,-1866000000.0,898000000.0,501000000.0,-1866000000.0,898000000.0,-414000000.0,1302000000.0,785000000.0,785000000.0,178000000.0,-57000000.0,,-195000000.0,28000000.0,-2549000000.0,-147000000.0,-2005000000.0,-317000000.0,830000000.0
Raymond James Financial Inc,RJF,RGUZHJ05YTITL6D76949,720005,2020.0,Q1,2019-10-01,2019-12-31,2020-02-07 11:05:44+00:00,8000000.0,9000000.0,39000000.0,30000000.0,21000000.0,253000000.0,25000000.0,856000000.0,654000000.0,-502000000.0,546000000.0,654000000.0,-502000000.0,546000000.0,719000000.0,694000000.0,,,254000000.0,,,-51000000.0,1000000.0,-697000000.0,-36000000.0,-851000000.0,-19000000.0,231000000.0
