company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,incometaxexpense,investmentbankingincome,investmentsecuritiesinterestincome,longtermdebtinterestexpense,marketingexpense,netincome,netincomecontinuing,netincometocommon,netincometononcontrollinginterest,netinterestincome,netoccupancyequipmentexpense,netrealizedcapitalgains,otherinterestexpense,otherinterestincome,othernoninterestincome,otheroperatingexpenses,otherservicechargeincome,otherspecialcharges,restructuringcharge,salariesandemployeebenefitsexpense,totalinterestexpense,totalinterestincome,totalnoninterestexpense,totalnoninterestincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Raymond James Financial Inc,RJF,RGUZHJ05YTITL6D76949,720005,2008.0,FY,2007-10-01,2008-09-30,2010-11-24 14:21:48+00:00,1.95,1.95,,1.93,151776000.0,336540000.0,724063000.0,392229000.0,95750000.0,230772000.0,230772000.0,235078000.0,-4306000.0,331834000.0,221191000.0,-1691000.0,,,,152099000.0,2146020000.0,54749000.0,,1906366000.0,392229000.0,724063000.0,2430155000.0,2480869000.0,382548000.0,2812703000.0,120600000.0,116110000.0,117140000.0
Raymond James Financial Inc,RJF,RGUZHJ05YTITL6D76949,720005,2009.0,FY,2008-10-01,2009-09-30,2011-11-23 16:41:06+00:00,1.25,1.25,,1.25,96024000.0,242922000.0,443584000.0,56953000.0,78627000.0,140377000.0,140377000.0,152750000.0,-12373000.0,386631000.0,225831000.0,48004000.0,,,,162252000.0,1868009000.0,169341000.0,,1673114000.0,56953000.0,443584000.0,2309165000.0,2158935000.0,236401000.0,2545566000.0,122200000.0,117188000.0,117288000.0
Raymond James Financial Inc,RJF,RGUZHJ05YTITL6D76949,720005,2009.0,Q3,2009-04-01,2009-06-30,2010-08-06 13:21:41+00:00,0.35,0.35,,0.35,29714000.0,52815000.0,98037000.0,7453000.0,18652000.0,46976000.0,46976000.0,42595000.0,4381000.0,90584000.0,52989000.0,13272000.0,,,,44540000.0,472799000.0,29790000.0,,406809000.0,7453000.0,98037000.0,552780000.0,538886000.0,76690000.0,629470000.0,121700000.0,117930000.0,117951000.0
Raymond James Financial Inc,RJF,RGUZHJ05YTITL6D76949,720005,2010.0,Q4,2010-07-01,2010-09-30,,0.54,0.54,,0.55,36288000.0,95720000.0,93465000.0,15362000.0,20840000.0,63188000.0,63188000.0,69065000.0,-5877000.0,78103000.0,57102000.0,13402000.0,,,,38538000.0,560661000.0,20543000.0,,511387000.0,15362000.0,93465000.0,648410000.0,669783000.0,99476000.0,747886000.0,124700000.0,119335000.0,119592000.0
Raymond James Financial Inc,RJF,RGUZHJ05YTITL6D76949,720005,2010.0,FY,2009-10-01,2010-09-30,2012-11-21 15:37:43+00:00,1.83,1.83,,1.83,133625000.0,338896000.0,370892000.0,62851000.0,80213000.0,222519000.0,222519000.0,228283000.0,-5764000.0,308041000.0,226902000.0,38256000.0,,,,179432000.0,2231472000.0,80413000.0,0.0,1993561000.0,62851000.0,370892000.0,2560521000.0,2608624000.0,356144000.0,2916665000.0,124700000.0,119335000.0,119592000.0
Raymond James Financial Inc,RJF,RGUZHJ05YTITL6D76949,720005,2010.0,Q3YTD,2009-10-01,2010-06-30,,1.29,1.29,,1.28,97337000.0,243176000.0,277427000.0,47489000.0,59373000.0,159331000.0,159331000.0,159218000.0,113000.0,229938000.0,169800000.0,24854000.0,,,,140894000.0,1670811000.0,59870000.0,,1482174000.0,47489000.0,277427000.0,1912111000.0,1938841000.0,256668000.0,2168779000.0,123900000.0,119622000.0,120019000.0
Raymond James Financial Inc,RJF,RGUZHJ05YTITL6D76949,720005,2010.0,Q3,2010-04-01,2010-06-30,2011-08-09 17:09:53+00:00,0.49,0.49,,0.48,36824000.0,86426000.0,92780000.0,16239000.0,18878000.0,58523000.0,58523000.0,60687000.0,-2164000.0,76541000.0,56674000.0,3047000.0,,,,45700000.0,581359000.0,17098000.0,,513676000.0,16239000.0,92780000.0,652026000.0,670832000.0,95347000.0,747373000.0,123900000.0,119622000.0,120019000.0
Raymond James Financial Inc,RJF,RGUZHJ05YTITL6D76949,720005,2010.0,Q2YTD,2009-10-01,2010-03-31,,0.8,0.8,,0.8,60513000.0,156750000.0,184647000.0,31250000.0,40495000.0,100808000.0,100808000.0,98531000.0,2277000.0,153397000.0,113126000.0,21807000.0,,,,95194000.0,1089452000.0,42772000.0,,968498000.0,31250000.0,184647000.0,1260085000.0,1268009000.0,161321000.0,1421406000.0,123600000.0,119288000.0,119580000.0
Raymond James Financial Inc,RJF,RGUZHJ05YTITL6D76949,720005,2010.0,Q2,2010-01-01,2010-03-31,2011-05-10 19:16:52+00:00,0.45,0.45,,0.45,34028000.0,87057000.0,93275000.0,15548000.0,20614000.0,60180000.0,60180000.0,55628000.0,4552000.0,77727000.0,58337000.0,10170000.0,,,,43924000.0,559485000.0,19937000.0,,497419000.0,15548000.0,93275000.0,640231000.0,656712000.0,94208000.0,734439000.0,123600000.0,119288000.0,119580000.0
Raymond James Financial Inc,RJF,RGUZHJ05YTITL6D76949,720005,2010.0,Q1,2009-10-01,2009-12-31,2011-02-08 17:05:26+00:00,0.35,0.35,,0.35,26485000.0,69693000.0,91372000.0,15702000.0,19881000.0,40628000.0,40628000.0,42903000.0,-2275000.0,75670000.0,54789000.0,11637000.0,,,,51270000.0,529967000.0,22835000.0,,471079000.0,15702000.0,91372000.0,619854000.0,611297000.0,67113000.0,686967000.0,122600000.0,118763000.0,118983000.0
