company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,customerandotherreceivables,goodwill,intangibleassets,longtermdebt,netpremisesandequipment,noncontrollinginterests,noninterestbearingdeposits,otherassets,otherlongtermliabilities,othershorttermpayables,restrictedcash,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalpreferredequity,tradingaccountsecurities,treasurystock
Raymond James Financial Inc,RJF,RGUZHJ05YTITL6D76949,720005,2012.0,Q1,,2011-12-31,2012-02-08 15:45:46+00:00,-10446000.0,1916954000.0,0.0,587782000.0,1676589000.0,71924000.0,,1379924000.0,173901000.0,326285000.0,7704896000.0,8781150000.0,128512000.0,652901000.0,3505193000.0,2171907000.0,5062379000.0,17891566000.0,2636669000.0,2636669000.0,2962954000.0,14928612000.0,17891566000.0,0.0,1765855000.0,-112574000.0
Raymond James Financial Inc,RJF,RGUZHJ05YTITL6D76949,720005,2013.0,FY,,2013-09-30,2014-11-25 15:25:33+00:00,10726000.0,2596616000.0,0.0,1137727000.0,2392420000.0,,361464000.0,1548885000.0,244416000.0,335413000.0,9295371000.0,11702580000.0,470997000.0,1372131000.0,4064827000.0,2635026000.0,6437463000.0,23186122000.0,3662924000.0,3662924000.0,3998337000.0,19187785000.0,23186122000.0,0.0,1823799000.0,-120555000.0
Raymond James Financial Inc,RJF,RGUZHJ05YTITL6D76949,720005,2013.0,Q3,,2013-06-30,2013-08-08 14:52:00+00:00,7039000.0,2585545000.0,0.0,1123661000.0,2530528000.0,,362677000.0,1603988000.0,251835000.0,330947000.0,9130384000.0,11065687000.0,369251000.0,1463708000.0,3451414000.0,2537252000.0,5771718000.0,22214191000.0,3544195000.0,3544195000.0,3875142000.0,18339049000.0,22214191000.0,0.0,1966505000.0,-123757000.0
Raymond James Financial Inc,RJF,RGUZHJ05YTITL6D76949,720005,2013.0,Q2,,2013-03-31,2013-05-09 14:34:29+00:00,14514000.0,2174149000.0,0.0,1105782000.0,2499159000.0,,364874000.0,1572667000.0,248849000.0,441128000.0,9074351000.0,11350398000.0,674122000.0,1356866000.0,3635430000.0,2472960000.0,6145255000.0,22735145000.0,3470756000.0,3470756000.0,3911884000.0,18823261000.0,22735145000.0,0.0,2462286000.0,-122500000.0
Raymond James Financial Inc,RJF,RGUZHJ05YTITL6D76949,720005,2013.0,Q1,,2012-12-31,2013-02-08 12:20:48+00:00,15899000.0,2187707000.0,0.0,1072997000.0,2478107000.0,,374510000.0,1538511000.0,235733000.0,429781000.0,8946665000.0,11098582000.0,633839000.0,1163761000.0,3421505000.0,2412561000.0,6183613000.0,22275971000.0,3379801000.0,3379801000.0,3809582000.0,18466389000.0,22275971000.0,0.0,2479827000.0,-121656000.0
Raymond James Financial Inc,RJF,RGUZHJ05YTITL6D76949,720005,2014.0,FY,,2014-09-30,2015-11-25 11:20:52+00:00,-1888000.0,2199063000.0,0.0,1240490000.0,2551732000.0,,354261000.0,1566417000.0,245401000.0,292020000.0,10028924000.0,13698946000.0,561737000.0,1577594000.0,2489264000.0,3023845000.0,5113847000.0,23325652000.0,4141236000.0,4141236000.0,4433256000.0,18892396000.0,23325652000.0,0.0,1786985000.0,-121211000.0
Raymond James Financial Inc,RJF,RGUZHJ05YTITL6D76949,720005,2014.0,Q3,,2014-06-30,2014-08-08 15:38:42+00:00,6918000.0,2845757000.0,0.0,1225554000.0,2412216000.0,,356035000.0,1688680000.0,244433000.0,298002000.0,10267838000.0,12883211000.0,566439000.0,1324835000.0,2298518000.0,2910165000.0,4909319000.0,23070289000.0,4015176000.0,4015176000.0,4313178000.0,18757111000.0,23070289000.0,0.0,2030119000.0,-127461000.0
Raymond James Financial Inc,RJF,RGUZHJ05YTITL6D76949,720005,2014.0,Q2,,2014-03-31,2014-05-09 15:21:47+00:00,-1234000.0,2641876000.0,0.0,1205405000.0,2406633000.0,,357846000.0,1678427000.0,244984000.0,320057000.0,10414804000.0,12409177000.0,489729000.0,1351908000.0,2555155000.0,2810190000.0,4725673000.0,22868902000.0,3888304000.0,3888304000.0,4208361000.0,18660541000.0,22868902000.0,0.0,2253231000.0,-126057000.0
Raymond James Financial Inc,RJF,RGUZHJ05YTITL6D76949,720005,2014.0,Q1,,2013-12-31,2014-02-07 16:19:13+00:00,5545000.0,2801952000.0,0.0,1173425000.0,2311623000.0,,359630000.0,1497100000.0,241109000.0,343512000.0,10005438000.0,11604807000.0,425991000.0,1183388000.0,2592164000.0,2728175000.0,4686990000.0,21924495000.0,3782076000.0,3782076000.0,4125588000.0,17798907000.0,21924495000.0,0.0,2013210000.0,-125069000.0
Raymond James Financial Inc,RJF,RGUZHJ05YTITL6D76949,720005,2015.0,FY,,2015-09-30,2016-11-22 16:18:21+00:00,-40503000.0,2601006000.0,0.0,1346270000.0,2674056000.0,,376962000.0,1616143000.0,255875000.0,264067000.0,11919881000.0,15918989000.0,677457000.0,1571772000.0,2905324000.0,3419719000.0,5870728000.0,26468032000.0,4522031000.0,4522031000.0,4786098000.0,21681934000.0,26468032000.0,0.0,1735820000.0,-203455000.0
Raymond James Financial Inc,RJF,RGUZHJ05YTITL6D76949,720005,2015.0,Q3,,2015-06-30,2015-08-07 14:47:56+00:00,-23292000.0,2582081000.0,0.0,1329056000.0,2632987000.0,,354647000.0,1596667000.0,249018000.0,273624000.0,11010616000.0,14818702000.0,593977000.0,1555229000.0,2513086000.0,3316400000.0,5280089000.0,24808416000.0,4472665000.0,4472665000.0,4746289000.0,20062127000.0,24808416000.0,0.0,1657895000.0,-149499000.0
Raymond James Financial Inc,RJF,RGUZHJ05YTITL6D76949,720005,2015.0,Q2,,2015-03-31,2015-05-08 14:41:03+00:00,-22795000.0,2540137000.0,0.0,1320464000.0,2383751000.0,,350673000.0,1584525000.0,242071000.0,276485000.0,11272013000.0,14952310000.0,794190000.0,1327039000.0,2560449000.0,3211083000.0,5303281000.0,24967935000.0,4375425000.0,4375425000.0,4651910000.0,20316025000.0,24967935000.0,0.0,1938544000.0,-133327000.0
Raymond James Financial Inc,RJF,RGUZHJ05YTITL6D76949,720005,2015.0,Q1,,2014-12-31,2015-02-06 16:26:46+00:00,-8352000.0,2649385000.0,0.0,1286963000.0,2451627000.0,,352474000.0,1580042000.0,242540000.0,287469000.0,11089019000.0,14452790000.0,583487000.0,1292329000.0,2359954000.0,3123498000.0,5115765000.0,24253246000.0,4270665000.0,4270665000.0,4558134000.0,19695112000.0,24253246000.0,0.0,1744476000.0,-131444000.0
Raymond James Financial Inc,RJF,RGUZHJ05YTITL6D76949,720005,2016.0,FY,,2016-09-30,2017-11-21 17:36:18+00:00,-55733000.0,1650452000.0,0.0,1500434000.0,3553503000.0,,503046000.0,2358348000.0,321457000.0,146431000.0,14262547000.0,18233984000.0,320103000.0,1454717000.0,4884487000.0,3834781000.0,8028285000.0,31486976000.0,4916545000.0,4916545000.0,5062976000.0,26424000000.0,31486976000.0,0.0,2340047000.0,-362937000.0
Raymond James Financial Inc,RJF,RGUZHJ05YTITL6D76949,720005,2016.0,Q3,,2016-06-30,2016-08-08 17:16:53+00:00,-55875000.0,1978057000.0,0.0,1477834000.0,2696347000.0,,384893000.0,1486025000.0,294994000.0,246671000.0,13732194000.0,17926038000.0,716065000.0,1351842000.0,3668989000.0,3689244000.0,6550766000.0,28843431000.0,4747459000.0,4747459000.0,4994130000.0,23849301000.0,28843431000.0,0.0,1894113000.0,-363744000.0
Raymond James Financial Inc,RJF,RGUZHJ05YTITL6D76949,720005,2016.0,Q2,,2016-03-31,2016-05-06 16:53:27+00:00,-50300000.0,1479786000.0,0.0,1454293000.0,2771664000.0,,376964000.0,1759792000.0,282285000.0,241949000.0,12729457000.0,17360792000.0,721573000.0,1237091000.0,3614811000.0,3592753000.0,6408694000.0,27753211000.0,4635290000.0,4635290000.0,4877239000.0,22875972000.0,27753211000.0,0.0,1866909000.0,-361456000.0
Raymond James Financial Inc,RJF,RGUZHJ05YTITL6D76949,720005,2016.0,Q1,,2015-12-31,2016-02-08 15:43:22+00:00,-50644000.0,2596388000.0,0.0,1416454000.0,2491076000.0,,374407000.0,1684872000.0,272103000.0,273829000.0,12657609000.0,16588138000.0,581998000.0,1262314000.0,3076683000.0,3495513000.0,5780811000.0,26907327000.0,4646814000.0,4646814000.0,4920643000.0,21986684000.0,26907327000.0,0.0,1508532000.0,-214509000.0
Raymond James Financial Inc,RJF,RGUZHJ05YTITL6D76949,720005,2017.0,FY,,2017-09-30,2018-11-20 20:31:57+00:00,-15199000.0,3669672000.0,0.0,1646939000.0,3640043000.0,,493183000.0,1932792000.0,437374000.0,111638000.0,17732362000.0,19441255000.0,221449000.0,1627041000.0,3476085000.0,4340054000.0,7676461000.0,34883456000.0,5581713000.0,5581713000.0,5693351000.0,29190105000.0,34883456000.0,0.0,3725844000.0,-390081000.0
Raymond James Financial Inc,RJF,RGUZHJ05YTITL6D76949,720005,2017.0,Q3,,2017-06-30,2017-08-08 16:50:32+00:00,-22010000.0,2615479000.0,0.0,1625108000.0,3538650000.0,,495116000.0,2245577000.0,421174000.0,111478000.0,16310881000.0,19813442000.0,618014000.0,1685234000.0,3393008000.0,4178883000.0,7072970000.0,33433426000.0,5389272000.0,5389272000.0,5500750000.0,27932676000.0,33433426000.0,0.0,3156557000.0,-392709000.0
Raymond James Financial Inc,RJF,RGUZHJ05YTITL6D76949,720005,2017.0,Q2,,2017-03-31,2017-05-10 16:47:00+00:00,-27434000.0,2636326000.0,0.0,1596850000.0,3578087000.0,,496222000.0,1743124000.0,409543000.0,120469000.0,16377544000.0,19137266000.0,757602000.0,1441149000.0,3829607000.0,4027927000.0,7281095000.0,32928731000.0,5207748000.0,5207748000.0,5328217000.0,27600514000.0,32928731000.0,0.0,2841680000.0,-389595000.0
Raymond James Financial Inc,RJF,RGUZHJ05YTITL6D76949,720005,2017.0,Q1,,2016-12-31,2017-02-08 11:12:54+00:00,-33140000.0,2528275000.0,0.0,1554812000.0,3447652000.0,,499195000.0,2109557000.0,382298000.0,123724000.0,15189790000.0,18843775000.0,559936000.0,1300368000.0,3867999000.0,3947074000.0,7305138000.0,31669390000.0,5080877000.0,5080877000.0,5204601000.0,26464789000.0,31669390000.0,0.0,2100196000.0,-387869000.0
Raymond James Financial Inc,RJF,RGUZHJ05YTITL6D76949,720005,2018.0,FY,,2018-09-30,2019-11-26 16:37:08+00:00,-27000000.0,3500000000.0,0.0,1810000000.0,4268000000.0,,639000000.0,1973000000.0,486000000.0,84000000.0,19942000000.0,21873000000.0,235000000.0,1648000000.0,2441000000.0,5032000000.0,7163000000.0,37413000000.0,6368000000.0,6368000000.0,6452000000.0,30961000000.0,37413000000.0,0.0,4206000000.0,-447000000.0
Raymond James Financial Inc,RJF,RGUZHJ05YTITL6D76949,720005,2018.0,Q3,,2018-06-30,2018-08-07 15:58:37+00:00,-26593000.0,3179751000.0,0.0,1782555000.0,3827873000.0,,641787000.0,1936144000.0,471603000.0,92688000.0,19478561000.0,21393248000.0,258881000.0,1870311000.0,2687365000.0,4814603000.0,6570161000.0,36364109000.0,6157363000.0,6157363000.0,6250051000.0,30114058000.0,36364109000.0,0.0,4162482000.0,-413202000.0
Raymond James Financial Inc,RJF,RGUZHJ05YTITL6D76949,720005,2018.0,Q2,,2018-03-31,2018-05-08 19:30:19+00:00,-22523000.0,3139938000.0,0.0,1749552000.0,3760327000.0,,646809000.0,1853320000.0,468347000.0,101235000.0,18711903000.0,20598267000.0,326211000.0,1502261000.0,3079483000.0,4626064000.0,7594954000.0,36030871000.0,5940987000.0,5940987000.0,6042222000.0,29988649000.0,36030871000.0,0.0,4337700000.0,-412106000.0
Raymond James Financial Inc,RJF,RGUZHJ05YTITL6D76949,720005,2018.0,Q1,,2017-12-31,2018-02-08 17:15:27+00:00,-20454000.0,3897529000.0,0.0,1706863000.0,3556340000.0,,651339000.0,1839282000.0,454115000.0,106207000.0,18725545000.0,20377489000.0,213024000.0,1376235000.0,3569414000.0,4420368000.0,8127858000.0,36084899000.0,5696748000.0,5696748000.0,5802955000.0,30281944000.0,36084899000.0,0.0,3578673000.0,-410029000.0
Raymond James Financial Inc,RJF,RGUZHJ05YTITL6D76949,720005,2019.0,FY,,2019-09-30,2020-05-08 14:09:49+00:00,-23000000.0,3957000000.0,0.0,1940000000.0,3654000000.0,,611000000.0,1873000000.0,527000000.0,62000000.0,22281000000.0,23337000000.0,296000000.0,1790000000.0,2014000000.0,5874000000.0,5947000000.0,38830000000.0,6581000000.0,6581000000.0,6643000000.0,32187000000.0,38830000000.0,0.0,4730000000.0,-1210000000.0
Raymond James Financial Inc,RJF,RGUZHJ05YTITL6D76949,720005,2019.0,Q3,,2019-06-30,2019-08-08 09:18:35+00:00,-14000000.0,3596000000.0,0.0,1917000000.0,3549000000.0,,635000000.0,1979000000.0,518000000.0,204000000.0,22166000000.0,23324000000.0,287000000.0,1808000000.0,2356000000.0,5659000000.0,5902000000.0,38870000000.0,6502000000.0,6502000000.0,6706000000.0,32164000000.0,38870000000.0,0.0,4784000000.0,-1060000000.0
Raymond James Financial Inc,RJF,RGUZHJ05YTITL6D76949,720005,2019.0,Q2,,2019-03-31,2019-05-09 16:28:31+00:00,-25000000.0,3831000000.0,0.0,1919000000.0,3682000000.0,,630000000.0,2260000000.0,498000000.0,205000000.0,21618000000.0,22677000000.0,321000000.0,1537000000.0,2288000000.0,5448000000.0,6028000000.0,38357000000.0,6366000000.0,6366000000.0,6571000000.0,31786000000.0,38357000000.0,0.0,4634000000.0,-976000000.0
Raymond James Financial Inc,RJF,RGUZHJ05YTITL6D76949,720005,2019.0,Q1,,2018-12-31,2019-02-08 11:20:52+00:00,-39000000.0,4322000000.0,0.0,1873000000.0,3788000000.0,,633000000.0,1880000000.0,490000000.0,82000000.0,21673000000.0,22186000000.0,279000000.0,1525000000.0,2782000000.0,5236000000.0,6962000000.0,38544000000.0,6143000000.0,6143000000.0,6225000000.0,32319000000.0,38544000000.0,0.0,4240000000.0,-927000000.0
Raymond James Financial Inc,RJF,RGUZHJ05YTITL6D76949,720005,2020.0,Q2,,2020-03-31,2020-05-08 14:09:49+00:00,-11000000.0,10648000000.0,0.0,1955000000.0,3473000000.0,,603000000.0,2072000000.0,543000000.0,36000000.0,30023000000.0,24960000000.0,24000000.0,1963000000.0,4045000000.0,6205000000.0,8893000000.0,49809000000.0,6798000000.0,6798000000.0,6834000000.0,42975000000.0,49809000000.0,0.0,5537000000.0,-1351000000.0
Raymond James Financial Inc,RJF,RGUZHJ05YTITL6D76949,720005,2020.0,Q1,,2019-12-31,2020-02-07 11:05:44+00:00,-5000000.0,4109000000.0,0.0,1924000000.0,3518000000.0,,609000000.0,1789000000.0,536000000.0,61000000.0,22975000000.0,24122000000.0,210000000.0,1852000000.0,2581000000.0,6086000000.0,6425000000.0,40154000000.0,6842000000.0,6842000000.0,6903000000.0,33251000000.0,40154000000.0,0.0,4679000000.0,-1163000000.0
