company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accruedinterestpayable,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,goodwill,intangibleassets,loansheldforsale,longtermdebt,netpremisesandequipment,noncontrollinginterests,noninterestbearingdeposits,otherassets,otherlongtermliabilities,othershorttermpayables,redeemablenoncontrollinginterest,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalpreferredequity,tradingaccountsecurities
Franklin Resources Inc,BEN,RIFQSET379FOGTEFKS80,38777,2008.0,FY,,2008-09-30,2009-11-24 15:26:03+00:00,66032000.0,6354000.0,2527552000.0,0.0,23278000.0,1438093000.0,579572000.0,404229000.0,255984000.0,554706000.0,77162000.0,570279000.0,1799755000.0,262841000.0,626543000.0,,7044732000.0,243315000.0,9176520000.0,7074364000.0,7074364000.0,7151526000.0,2024994000.0,9176520000.0,0.0,1872613000.0
Franklin Resources Inc,BEN,RIFQSET379FOGTEFKS80,38777,2009.0,FY,,2009-09-30,2010-11-16 15:18:35+00:00,28363000.0,103351000.0,3104451000.0,,22932000.0,1436626000.0,567974000.0,,57000000.0,535459000.0,2262000.0,664580000.0,1602564000.0,321782000.0,413665000.0,65126000.0,7505890000.0,283512000.0,9468463000.0,7632173000.0,7632173000.0,7634435000.0,1768902000.0,9468463000.0,0.0,2221389000.0
Franklin Resources Inc,BEN,RIFQSET379FOGTEFKS80,38777,2009.0,Q3,,2009-06-30,2009-08-07 11:42:10+00:00,,21136000.0,2370665000.0,0.0,23039000.0,1428914000.0,568607000.0,19047000.0,179315000.0,535265000.0,86729000.0,646607000.0,1161095000.0,458331000.0,526972000.0,,7299342000.0,1435000.0,9242906000.0,7343517000.0,7343517000.0,7430246000.0,1812660000.0,9242906000.0,0.0,3159313000.0
Franklin Resources Inc,BEN,RIFQSET379FOGTEFKS80,38777,2010.0,FY,,2010-09-30,2011-11-15 14:11:34+00:00,99197000.0,173716000.0,4123716000.0,,22401000.0,1444269000.0,562360000.0,,949903000.0,548956000.0,3452000.0,655748000.0,2121153000.0,345816000.0,575082000.0,19533000.0,7530877000.0,332363000.0,10708088000.0,7726994000.0,7726994000.0,7730446000.0,2958109000.0,10708088000.0,0.0,1907634000.0
Franklin Resources Inc,BEN,RIFQSET379FOGTEFKS80,38777,2010.0,Q3,,2010-06-30,2010-08-18 13:02:23+00:00,59952000.0,59258000.0,3990622000.0,,22539000.0,1438109000.0,561810000.0,8738000.0,949836000.0,538307000.0,3409000.0,669792000.0,1312419000.0,618354000.0,653174000.0,28795000.0,7344705000.0,0.0,10409814000.0,7426502000.0,7426502000.0,7429911000.0,2951108000.0,10409814000.0,0.0,2559809000.0
Franklin Resources Inc,BEN,RIFQSET379FOGTEFKS80,38777,2010.0,Q2,,2010-03-31,2010-05-06 13:41:34+00:00,41634000.0,143687000.0,3023620000.0,0.0,22739000.0,1445139000.0,567562000.0,10757000.0,66000000.0,534785000.0,3216000.0,709136000.0,1260998000.0,599508000.0,401768000.0,29074000.0,7217850000.0,285970000.0,9520582000.0,7384276000.0,7384276000.0,7387492000.0,2104016000.0,9520582000.0,0.0,2677721000.0
Franklin Resources Inc,BEN,RIFQSET379FOGTEFKS80,38777,2010.0,Q1,,2009-12-31,2010-02-08 13:48:06+00:00,128297000.0,125399000.0,2850308000.0,0.0,22821000.0,1439874000.0,567345000.0,13117000.0,66000000.0,530926000.0,2026000.0,689245000.0,1251298000.0,566968000.0,345572000.0,34313000.0,6986831000.0,256657000.0,9224129000.0,7135051000.0,7135051000.0,7137077000.0,2052739000.0,9224129000.0,0.0,2571261000.0
Franklin Resources Inc,BEN,RIFQSET379FOGTEFKS80,38777,2011.0,Q3,,2011-06-30,2011-08-02 08:42:25+00:00,105405000.0,230980000.0,4719989000.0,0.0,22043000.0,1481955000.0,611618000.0,,2029302000.0,563921000.0,76937000.0,689299000.0,3472622000.0,745661000.0,702041000.0,35161000.0,8433476000.0,80694000.0,13150999000.0,8686499000.0,8686499000.0,8763436000.0,4352402000.0,13150999000.0,0.0,2300894000.0
Franklin Resources Inc,BEN,RIFQSET379FOGTEFKS80,38777,2011.0,Q2,,2011-03-31,2011-05-03 14:39:04+00:00,42506000.0,205533000.0,4668443000.0,0.0,22184000.0,1467211000.0,613463000.0,,1836205000.0,561955000.0,5971000.0,785639000.0,3520420000.0,704373000.0,686208000.0,30468000.0,8185791000.0,322504000.0,12827382000.0,8413508000.0,8413508000.0,8419479000.0,4377435000.0,12827382000.0,0.0,1995890000.0
Franklin Resources Inc,BEN,RIFQSET379FOGTEFKS80,38777,2011.0,Q1,,2010-12-31,2011-02-08 14:52:24+00:00,209554000.0,186537000.0,4321030000.0,0.0,22329000.0,1447065000.0,560336000.0,,2123093000.0,566672000.0,2838000.0,677358000.0,3544445000.0,658295000.0,487149000.0,20957000.0,7920862000.0,82983000.0,12391955000.0,8129728000.0,8129728000.0,8132566000.0,4238432000.0,12391955000.0,0.0,1952407000.0
Franklin Resources Inc,BEN,RIFQSET379FOGTEFKS80,38777,2012.0,Q3,,2012-06-30,2012-07-30 08:38:18+00:00,39954000.0,-8546000.0,5385052000.0,0.0,21259000.0,1528295000.0,599193000.0,81876000.0,1625569000.0,585173000.0,557578000.0,925571000.0,3574708000.0,728701000.0,657059000.0,29712000.0,8736616000.0,320840000.0,13634313000.0,8749329000.0,8749329000.0,9306907000.0,4297694000.0,13634313000.0,0.0,1880016000.0
