company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,amortizationexpense,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,incometaxexpense,netincome,netincomecontinuing,netincometocommon,operatingcostofrevenue,operatingrevenue,otheradjustmentstoconsolidatednetincome,othergains,otherincome,otherspecialcharges,rdexpense,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Corning Inc,GLW,549300X2937PB0CJ7I56,24741,2007.0,FY,2007-01-01,2007-12-31,2010-02-10 16:04:52+00:00,10000000.0,1.37,1.37,0.1,1.34,121000000.0,2150000000.0,2150000000.0,2150000000.0,3111000000.0,5860000000.0,,,144000000.0,185000000.0,565000000.0,-4000000.0,912000000.0,3111000000.0,2749000000.0,82000000.0,1128000000.0,1668000000.0,1081000000.0,1190000000.0,2271000000.0,5860000000.0,1569300000.0,1569300000.0,1604500000.0
Corning Inc,GLW,549300X2937PB0CJ7I56,24741,2008.0,FY,2008-01-01,2008-12-31,2011-02-10 16:06:53+00:00,11000000.0,3.37,3.37,0.2,3.32,-2375000000.0,5257000000.0,5257000000.0,5257000000.0,3210000000.0,5948000000.0,,,-22000000.0,-340000000.0,627000000.0,19000000.0,901000000.0,3210000000.0,2738000000.0,59000000.0,1443000000.0,1218000000.0,1520000000.0,1362000000.0,2882000000.0,5948000000.0,1560000000.0,1560000000.0,1560000000.0
Corning Inc,GLW,549300X2937PB0CJ7I56,24741,2008.0,Q3,2008-07-01,2008-09-30,2009-11-02 16:01:17+00:00,2000000.0,0.49,0.49,0.05,0.49,-51000000.0,768000000.0,768000000.0,768000000.0,820000000.0,1555000000.0,,,-30000000.0,6000000.0,160000000.0,-2000000.0,220000000.0,820000000.0,735000000.0,15000000.0,413000000.0,386000000.0,349000000.0,368000000.0,717000000.0,1555000000.0,1567300000.0,1567300000.0,1567300000.0
Corning Inc,GLW,549300X2937PB0CJ7I56,24741,2008.0,Q2,2008-04-01,2008-06-30,2009-07-29 16:03:05+00:00,3000000.0,2.05,2.05,0.05,2.01,-2381000000.0,3211000000.0,3211000000.0,3211000000.0,840000000.0,1692000000.0,,,39000000.0,9000000.0,163000000.0,0.0,260000000.0,840000000.0,852000000.0,15000000.0,389000000.0,435000000.0,417000000.0,413000000.0,830000000.0,1692000000.0,1566300000.0,1566300000.0,1597500000.0
Corning Inc,GLW,549300X2937PB0CJ7I56,24741,2009.0,FY,2009-01-01,2009-12-31,2012-02-13 16:08:03+00:00,10000000.0,1.3,1.3,0.2,1.28,-74000000.0,2008000000.0,2008000000.0,2008000000.0,3302000000.0,5395000000.0,,,171000000.0,20000000.0,563000000.0,228000000.0,881000000.0,3302000000.0,2093000000.0,82000000.0,1454000000.0,1702000000.0,391000000.0,1543000000.0,1934000000.0,5395000000.0,1550000000.0,1550000000.0,1550000000.0
Corning Inc,GLW,549300X2937PB0CJ7I56,24741,2009.0,Q4,2009-10-01,2009-12-31,,2000000.0,0.49,0.49,0.05,0.47,-36000000.0,740000000.0,740000000.0,740000000.0,883000000.0,1532000000.0,,,64000000.0,5000000.0,145000000.0,53000000.0,244000000.0,883000000.0,649000000.0,24000000.0,464000000.0,449000000.0,200000000.0,504000000.0,704000000.0,1532000000.0,1550000000.0,1550000000.0,1550000000.0
Corning Inc,GLW,549300X2937PB0CJ7I56,24741,2009.0,Q3YTD,2009-01-01,2009-09-30,,8000000.0,0.81,0.81,0.15,0.81,-38000000.0,1268000000.0,1268000000.0,1268000000.0,2419000000.0,3863000000.0,,,107000000.0,15000000.0,418000000.0,175000000.0,637000000.0,2419000000.0,1444000000.0,58000000.0,990000000.0,1253000000.0,191000000.0,1039000000.0,1230000000.0,3863000000.0,1550000000.0,1550000000.0,1550000000.0
Corning Inc,GLW,549300X2937PB0CJ7I56,24741,2009.0,Q3,2009-07-01,2009-09-30,2010-11-01 16:02:29+00:00,3000000.0,0.41,0.41,0.05,0.41,32000000.0,643000000.0,643000000.0,643000000.0,880000000.0,1479000000.0,,,47000000.0,6000000.0,131000000.0,10000000.0,219000000.0,880000000.0,599000000.0,24000000.0,422000000.0,369000000.0,230000000.0,445000000.0,675000000.0,1479000000.0,1550000000.0,1550000000.0,1550000000.0
Corning Inc,GLW,549300X2937PB0CJ7I56,24741,2009.0,Q2YTD,2009-01-01,2009-06-30,,5000000.0,0.4,0.4,0.1,0.4,-70000000.0,625000000.0,625000000.0,625000000.0,1539000000.0,2384000000.0,,,60000000.0,9000000.0,287000000.0,165000000.0,418000000.0,1539000000.0,845000000.0,34000000.0,568000000.0,884000000.0,-39000000.0,594000000.0,555000000.0,2384000000.0,1550000000.0,1550000000.0,1550000000.0
Corning Inc,GLW,549300X2937PB0CJ7I56,24741,2009.0,Q2,2009-04-01,2009-06-30,2010-07-30 16:01:40+00:00,2000000.0,0.39,0.39,0.05,0.39,-4000000.0,611000000.0,611000000.0,611000000.0,820000000.0,1395000000.0,,,40000000.0,5000000.0,136000000.0,,211000000.0,820000000.0,575000000.0,20000000.0,366000000.0,354000000.0,221000000.0,386000000.0,607000000.0,1395000000.0,1550000000.0,1550000000.0,1550000000.0
Corning Inc,GLW,549300X2937PB0CJ7I56,24741,2009.0,Q1,2009-01-01,2009-03-31,2010-04-30 16:00:53+00:00,3000000.0,0.01,0.01,0.05,0.01,-66000000.0,14000000.0,14000000.0,14000000.0,719000000.0,989000000.0,,,20000000.0,4000000.0,151000000.0,165000000.0,207000000.0,719000000.0,270000000.0,14000000.0,202000000.0,530000000.0,-260000000.0,208000000.0,-52000000.0,989000000.0,1400000000.0,1400000000.0,1400000000.0
Corning Inc,GLW,549300X2937PB0CJ7I56,24741,2010.0,Q4,2010-10-01,2010-12-31,,2000000.0,0.67,0.67,0.05,0.65,145000000.0,1044000000.0,1044000000.0,1044000000.0,998000000.0,1765000000.0,,,54000000.0,-8000000.0,166000000.0,-326000000.0,284000000.0,998000000.0,767000000.0,28000000.0,514000000.0,118000000.0,649000000.0,540000000.0,1189000000.0,1765000000.0,1558000000.0,1558000000.0,1558000000.0
Corning Inc,GLW,549300X2937PB0CJ7I56,24741,2010.0,FY,2010-01-01,2010-12-31,2013-02-13 16:06:18+00:00,8000000.0,2.28,2.28,0.2,2.25,287000000.0,3558000000.0,3558000000.0,3558000000.0,3583000000.0,6632000000.0,,,184000000.0,-49000000.0,603000000.0,-329000000.0,1015000000.0,3583000000.0,3049000000.0,109000000.0,1969000000.0,1248000000.0,1801000000.0,2044000000.0,3845000000.0,6632000000.0,1558000000.0,1558000000.0,1558000000.0
Corning Inc,GLW,549300X2937PB0CJ7I56,24741,2010.0,Q3,2010-07-01,2010-09-30,2011-10-27 16:02:15+00:00,2000000.0,0.5,0.5,0.05,0.5,14000000.0,785000000.0,785000000.0,785000000.0,878000000.0,1602000000.0,,,2000000.0,6000000.0,148000000.0,-1000000.0,250000000.0,878000000.0,724000000.0,29000000.0,507000000.0,405000000.0,319000000.0,480000000.0,799000000.0,1602000000.0,1557000000.0,1557000000.0,1557000000.0
