company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredtaxassets,goodwill,intangibleassets,longtermdebt,longterminvestments,netinventory,netppe,noncontrollinginterests,noncurrentdeferredtaxassets,noncurrentemployeebenefitliabilities,othercurrentassets,othernoncurrentassets,othernoncurrentliabilities,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity,treasurystock
Corning Inc,GLW,549300X2937PB0CJ7I56,24741,2008.0,FY,,2008-12-31,2010-02-10 16:04:52+00:00,846000000.0,512000000.0,1128000000.0,-643000000.0,1873000000.0,0.0,13306000000.0,158000000.0,305000000.0,,1527000000.0,3056000000.0,798000000.0,8199000000.0,48000000.0,2932000000.0,784000000.0,335000000.0,145000000.0,1402000000.0,1940000000.0,78000000.0,943000000.0,19256000000.0,13443000000.0,4619000000.0,2052000000.0,13443000000.0,13491000000.0,5765000000.0,19256000000.0,6438000000.0,3713000000.0,,-1160000000.0
Corning Inc,GLW,549300X2937PB0CJ7I56,24741,2009.0,FY,,2009-12-31,2011-02-10 16:06:53+00:00,550000000.0,753000000.0,915000000.0,-401000000.0,2541000000.0,0.0,13515000000.0,235000000.0,676000000.0,,1930000000.0,3992000000.0,579000000.0,7995000000.0,52000000.0,2982000000.0,858000000.0,371000000.0,129000000.0,1373000000.0,3636000000.0,74000000.0,1042000000.0,21295000000.0,15543000000.0,5521000000.0,1539000000.0,15543000000.0,15595000000.0,5700000000.0,21295000000.0,7779000000.0,4161000000.0,,-1207000000.0
Corning Inc,GLW,549300X2937PB0CJ7I56,24741,2009.0,Q3,,2009-09-30,2009-11-02 16:01:17+00:00,470000000.0,835000000.0,975000000.0,-266000000.0,1962000000.0,0.0,13465000000.0,126000000.0,680000000.0,,1945000000.0,3818000000.0,618000000.0,8180000000.0,51000000.0,3075000000.0,768000000.0,338000000.0,147000000.0,1496000000.0,2974000000.0,75000000.0,968000000.0,20747000000.0,14967000000.0,4847000000.0,1520000000.0,14967000000.0,15018000000.0,5729000000.0,20747000000.0,7720000000.0,4209000000.0,,-1206000000.0
Corning Inc,GLW,549300X2937PB0CJ7I56,24741,2009.0,Q2,,2009-06-30,2009-07-29 16:03:05+00:00,502000000.0,790000000.0,949000000.0,-828000000.0,2234000000.0,0.0,13426000000.0,128000000.0,299000000.0,,1938000000.0,3168000000.0,647000000.0,7885000000.0,49000000.0,3080000000.0,766000000.0,388000000.0,144000000.0,1517000000.0,2409000000.0,80000000.0,841000000.0,19604000000.0,13803000000.0,5028000000.0,1531000000.0,13803000000.0,13852000000.0,5752000000.0,19604000000.0,6691000000.0,4221000000.0,,-1204000000.0
Corning Inc,GLW,549300X2937PB0CJ7I56,24741,2010.0,FY,,2010-12-31,2012-02-13 16:08:03+00:00,798000000.0,973000000.0,1131000000.0,43000000.0,4598000000.0,0.0,13678000000.0,431000000.0,716000000.0,,2262000000.0,4372000000.0,738000000.0,8943000000.0,51000000.0,2790000000.0,913000000.0,367000000.0,153000000.0,1246000000.0,6881000000.0,57000000.0,1752000000.0,25833000000.0,19375000000.0,8859000000.0,1986000000.0,19375000000.0,19426000000.0,6407000000.0,25833000000.0,8031000000.0,4421000000.0,,-1227000000.0
Corning Inc,GLW,549300X2937PB0CJ7I56,24741,2010.0,Q3,,2010-09-30,2010-11-01 16:02:29+00:00,720000000.0,854000000.0,949000000.0,81000000.0,3302000000.0,0.0,13645000000.0,455000000.0,668000000.0,,2390000000.0,5194000000.0,712000000.0,8526000000.0,51000000.0,2792000000.0,829000000.0,313000000.0,127000000.0,1290000000.0,5916000000.0,25000000.0,1727000000.0,24670000000.0,18416000000.0,7363000000.0,1694000000.0,18416000000.0,18467000000.0,6203000000.0,24670000000.0,8781000000.0,4509000000.0,,-1226000000.0
Corning Inc,GLW,549300X2937PB0CJ7I56,24741,2010.0,Q2,,2010-06-30,2010-07-30 16:01:40+00:00,519000000.0,938000000.0,914000000.0,-606000000.0,3214000000.0,,13614000000.0,366000000.0,669000000.0,,1927000000.0,4434000000.0,607000000.0,8047000000.0,50000000.0,2811000000.0,828000000.0,290000000.0,120000000.0,1287000000.0,5208000000.0,24000000.0,1045000000.0,22541000000.0,16992000000.0,6460000000.0,1457000000.0,16992000000.0,17042000000.0,5499000000.0,22541000000.0,8034000000.0,4042000000.0,,-1224000000.0
Corning Inc,GLW,549300X2937PB0CJ7I56,24741,2010.0,Q1,,2010-03-31,2010-04-30 16:00:53+00:00,459000000.0,860000000.0,796000000.0,-419000000.0,3075000000.0,0.0,13570000000.0,392000000.0,674000000.0,,1919000000.0,4296000000.0,604000000.0,7847000000.0,51000000.0,2733000000.0,866000000.0,323000000.0,125000000.0,1311000000.0,4374000000.0,23000000.0,798000000.0,21727000000.0,16302000000.0,6052000000.0,1278000000.0,16302000000.0,16353000000.0,5374000000.0,21727000000.0,7828000000.0,4096000000.0,,-1223000000.0
Corning Inc,GLW,549300X2937PB0CJ7I56,24741,2011.0,FY,,2011-12-31,2013-02-13 16:06:18+00:00,977000000.0,1082000000.0,1093000000.0,-89000000.0,4661000000.0,0.0,13859000000.0,448000000.0,926000000.0,,2364000000.0,4726000000.0,975000000.0,10671000000.0,51000000.0,2652000000.0,897000000.0,347000000.0,196000000.0,1361000000.0,9332000000.0,27000000.0,1164000000.0,27848000000.0,21078000000.0,8677000000.0,2097000000.0,21078000000.0,21129000000.0,6719000000.0,27848000000.0,8500000000.0,4622000000.0,,-2024000000.0
Corning Inc,GLW,549300X2937PB0CJ7I56,24741,2011.0,Q3,,2011-09-30,2011-10-27 16:02:15+00:00,938000000.0,1189000000.0,1044000000.0,93000000.0,4901000000.0,0.0,13832000000.0,356000000.0,881000000.0,,2282000000.0,4890000000.0,939000000.0,10266000000.0,51000000.0,2715000000.0,891000000.0,359000000.0,157000000.0,1300000000.0,8958000000.0,27000000.0,1520000000.0,28173000000.0,21640000000.0,9264000000.0,2009000000.0,21640000000.0,21691000000.0,6482000000.0,28173000000.0,8643000000.0,4473000000.0,,-1243000000.0
Corning Inc,GLW,549300X2937PB0CJ7I56,24741,2011.0,Q2,,2011-06-30,2011-07-29 16:11:55+00:00,1052000000.0,1252000000.0,1005000000.0,464000000.0,4609000000.0,0.0,13806000000.0,439000000.0,883000000.0,,2248000000.0,5029000000.0,917000000.0,9755000000.0,51000000.0,2679000000.0,886000000.0,364000000.0,150000000.0,1302000000.0,8227000000.0,26000000.0,1748000000.0,27825000000.0,21255000000.0,9329000000.0,2083000000.0,21255000000.0,21306000000.0,6519000000.0,27825000000.0,8741000000.0,4436000000.0,,-1242000000.0
Corning Inc,GLW,549300X2937PB0CJ7I56,24741,2011.0,Q1,,2011-03-31,2011-04-29 16:02:35+00:00,949000000.0,1107000000.0,919000000.0,223000000.0,4570000000.0,0.0,13771000000.0,433000000.0,885000000.0,,2245000000.0,4569000000.0,841000000.0,9235000000.0,51000000.0,2760000000.0,915000000.0,353000000.0,174000000.0,1251000000.0,7550000000.0,26000000.0,1733000000.0,26660000000.0,20304000000.0,9037000000.0,1894000000.0,20304000000.0,20355000000.0,6305000000.0,26660000000.0,8388000000.0,4411000000.0,,-1240000000.0
Corning Inc,GLW,549300X2937PB0CJ7I56,24741,2012.0,FY,,2012-12-31,2014-02-10 12:09:06+00:00,779000000.0,1302000000.0,1101000000.0,356000000.0,4988000000.0,0.0,13971000000.0,579000000.0,1496000000.0,,3382000000.0,4915000000.0,1051000000.0,10625000000.0,47000000.0,2343000000.0,930000000.0,619000000.0,301000000.0,1574000000.0,9932000000.0,76000000.0,1156000000.0,29375000000.0,21486000000.0,9695000000.0,1956000000.0,21486000000.0,21533000000.0,7842000000.0,29375000000.0,9055000000.0,5886000000.0,,-2773000000.0
