company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,amortizationexpense,depreciationexpense,divestitures,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,issuanceofpreferredequity,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,othernetchangesincash,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments,saleofplantpropertyandequipment
Corning Inc,GLW,549300X2937PB0CJ7I56,24741,2009.0,Q3YTD,2009-01-01,2009-09-30,2010-11-01 16:02:29+00:00,-410000000.0,8000000.0,586000000.0,,17000000.0,-255000000.0,18000000.0,349000000.0,,47000000.0,-1139000000.0,1164000000.0,47000000.0,-1139000000.0,1164000000.0,89000000.0,1268000000.0,1268000000.0,-443000000.0,8000000.0,,,-234000000.0,-876000000.0,-727000000.0,-94000000.0,,859000000.0,15000000.0
Corning Inc,GLW,549300X2937PB0CJ7I56,24741,2009.0,Q2TTM,2008-07-01,2009-06-30,,-15000000.0,11000000.0,724000000.0,,-110000000.0,-76000000.0,20000000.0,349000000.0,,-458000000.0,-1148000000.0,1775000000.0,-458000000.0,-1148000000.0,1775000000.0,59000000.0,1642000000.0,1642000000.0,-526000000.0,75000000.0,,,-311000000.0,-1076000000.0,-1548000000.0,-91000000.0,-500000000.0,1459000000.0,32000000.0
Corning Inc,GLW,549300X2937PB0CJ7I56,24741,2009.0,Q2,2009-04-01,2009-06-30,,,2000000.0,184000000.0,,48000000.0,-76000000.0,7000000.0,348000000.0,,277000000.0,-239000000.0,368000000.0,277000000.0,-239000000.0,368000000.0,454000000.0,611000000.0,611000000.0,-353000000.0,3000000.0,,,-78000000.0,-301000000.0,-215000000.0,-3000000.0,,274000000.0,3000000.0
Corning Inc,GLW,549300X2937PB0CJ7I56,24741,2009.0,Q2YTD,2009-01-01,2009-06-30,2010-07-30 16:01:40+00:00,,5000000.0,359000000.0,,-40000000.0,-330000000.0,12000000.0,349000000.0,,134000000.0,-365000000.0,632000000.0,134000000.0,-365000000.0,632000000.0,361000000.0,625000000.0,625000000.0,-27000000.0,4000000.0,0.0,,-156000000.0,-405000000.0,-491000000.0,-75000000.0,,516000000.0,15000000.0
Corning Inc,GLW,549300X2937PB0CJ7I56,24741,2009.0,Q1,2009-01-01,2009-03-31,2010-04-30 16:00:53+00:00,,3000000.0,175000000.0,,-88000000.0,-254000000.0,5000000.0,1000000.0,,-143000000.0,-126000000.0,264000000.0,-143000000.0,-126000000.0,264000000.0,-93000000.0,14000000.0,14000000.0,326000000.0,1000000.0,,,-78000000.0,-104000000.0,-276000000.0,-72000000.0,,242000000.0,12000000.0
Corning Inc,GLW,549300X2937PB0CJ7I56,24741,2010.0,Q4,2010-10-01,2010-12-31,,-63000000.0,2000000.0,222000000.0,,-61000000.0,93000000.0,,,,-175000000.0,-560000000.0,2092000000.0,-175000000.0,-560000000.0,2092000000.0,1296000000.0,1044000000.0,1044000000.0,731000000.0,16000000.0,1000000.0,,-78000000.0,-768000000.0,-473000000.0,-113000000.0,,743000000.0,
Corning Inc,GLW,549300X2937PB0CJ7I56,24741,2010.0,FY,2010-01-01,2010-12-31,2013-02-13 16:06:18+00:00,-63000000.0,8000000.0,846000000.0,,-7000000.0,-118000000.0,15000000.0,689000000.0,,-2000000.0,-1769000000.0,3835000000.0,-2000000.0,-1769000000.0,3835000000.0,2057000000.0,3558000000.0,3558000000.0,-459000000.0,55000000.0,7000000.0,,-313000000.0,-2768000000.0,-1007000000.0,-448000000.0,,2061000000.0,1000000.0
Corning Inc,GLW,549300X2937PB0CJ7I56,24741,2010.0,Q3TTM,2009-10-01,2010-09-30,,,8000000.0,820000000.0,,13000000.0,-111000000.0,17000000.0,689000000.0,,111000000.0,-1440000000.0,2656000000.0,111000000.0,-1440000000.0,2656000000.0,1340000000.0,3254000000.0,3254000000.0,-1315000000.0,55000000.0,6000000.0,,-313000000.0,-2496000000.0,-697000000.0,-337000000.0,,1740000000.0,7000000.0
Corning Inc,GLW,549300X2937PB0CJ7I56,24741,2010.0,Q3,2010-07-01,2010-09-30,,,2000000.0,212000000.0,,216000000.0,-129000000.0,,689000000.0,,346000000.0,-902000000.0,428000000.0,346000000.0,-902000000.0,428000000.0,88000000.0,785000000.0,785000000.0,-442000000.0,10000000.0,4000000.0,,-79000000.0,-1106000000.0,-225000000.0,-274000000.0,,424000000.0,1000000.0
Corning Inc,GLW,549300X2937PB0CJ7I56,24741,2010.0,Q3YTD,2010-01-01,2010-09-30,2011-10-27 16:02:15+00:00,,6000000.0,624000000.0,,54000000.0,-211000000.0,15000000.0,689000000.0,,173000000.0,-1209000000.0,1743000000.0,173000000.0,-1209000000.0,1743000000.0,761000000.0,2514000000.0,2514000000.0,-1190000000.0,39000000.0,6000000.0,,-235000000.0,-2000000000.0,-534000000.0,-335000000.0,,1318000000.0,1000000.0
Corning Inc,GLW,549300X2937PB0CJ7I56,24741,2010.0,Q2TTM,2009-07-01,2010-06-30,,-410000000.0,9000000.0,835000000.0,,-146000000.0,93000000.0,23000000.0,,,-322000000.0,-1312000000.0,2760000000.0,-322000000.0,-1312000000.0,2760000000.0,980000000.0,3112000000.0,3112000000.0,-1289000000.0,49000000.0,2000000.0,,-312000000.0,-1861000000.0,-708000000.0,-82000000.0,,1659000000.0,6000000.0
Corning Inc,GLW,549300X2937PB0CJ7I56,24741,2010.0,Q2,2010-04-01,2010-06-30,,,2000000.0,206000000.0,,-87000000.0,29000000.0,11000000.0,,,-62000000.0,-384000000.0,672000000.0,-62000000.0,-384000000.0,672000000.0,139000000.0,913000000.0,913000000.0,-478000000.0,8000000.0,,,-78000000.0,-670000000.0,-136000000.0,-3000000.0,,422000000.0,
Corning Inc,GLW,549300X2937PB0CJ7I56,24741,2010.0,Q2YTD,2010-01-01,2010-06-30,2011-07-29 16:11:55+00:00,,4000000.0,412000000.0,,-162000000.0,-82000000.0,15000000.0,,,-173000000.0,-307000000.0,1315000000.0,-173000000.0,-307000000.0,1315000000.0,673000000.0,1729000000.0,1729000000.0,-748000000.0,29000000.0,2000000.0,,-156000000.0,-894000000.0,-309000000.0,-61000000.0,,894000000.0,
Corning Inc,GLW,549300X2937PB0CJ7I56,24741,2010.0,Q1TTM,2009-04-01,2010-03-31,,-410000000.0,9000000.0,813000000.0,,-11000000.0,-12000000.0,19000000.0,348000000.0,,17000000.0,-1167000000.0,2456000000.0,17000000.0,-1167000000.0,2456000000.0,1295000000.0,2810000000.0,2810000000.0,-1164000000.0,44000000.0,2000000.0,,-312000000.0,-1492000000.0,-787000000.0,-82000000.0,,1511000000.0,9000000.0
Corning Inc,GLW,549300X2937PB0CJ7I56,24741,2010.0,Q1,2010-01-01,2010-03-31,2011-04-29 16:02:35+00:00,,2000000.0,206000000.0,,-75000000.0,-111000000.0,4000000.0,,,-111000000.0,77000000.0,643000000.0,-111000000.0,77000000.0,643000000.0,534000000.0,816000000.0,816000000.0,-270000000.0,21000000.0,2000000.0,,-78000000.0,-224000000.0,-173000000.0,-58000000.0,,472000000.0,
Corning Inc,GLW,549300X2937PB0CJ7I56,24741,2011.0,Q4,2011-10-01,2011-12-31,,-67000000.0,4000000.0,243000000.0,,-116000000.0,214000000.0,,86000000.0,,-805000000.0,-476000000.0,1157000000.0,-805000000.0,-476000000.0,1157000000.0,-240000000.0,503000000.0,503000000.0,193000000.0,8000000.0,-1000000.0,,-117000000.0,-389000000.0,-766000000.0,-2000000.0,-780000000.0,745000000.0,2000000.0
Corning Inc,GLW,549300X2937PB0CJ7I56,24741,2011.0,FY,2011-01-01,2011-12-31,2014-02-10 12:09:06+00:00,-215000000.0,15000000.0,942000000.0,,-90000000.0,-329000000.0,,120000000.0,,-980000000.0,-2056000000.0,3189000000.0,-980000000.0,-2056000000.0,3189000000.0,63000000.0,2817000000.0,2817000000.0,-256000000.0,90000000.0,,,-354000000.0,-2582000000.0,-2432000000.0,-56000000.0,-780000000.0,3171000000.0,2000000.0
Corning Inc,GLW,549300X2937PB0CJ7I56,24741,2011.0,Q3YTD,2011-01-01,2011-09-30,2012-10-25 16:03:44+00:00,-148000000.0,11000000.0,699000000.0,,26000000.0,-543000000.0,,34000000.0,,-175000000.0,-1580000000.0,2032000000.0,-175000000.0,-1580000000.0,2032000000.0,303000000.0,2314000000.0,2314000000.0,-449000000.0,82000000.0,1000000.0,,-237000000.0,-2193000000.0,-1666000000.0,-54000000.0,,2426000000.0,
Corning Inc,GLW,549300X2937PB0CJ7I56,24741,2011.0,Q3TTM,2010-10-01,2011-09-30,,-211000000.0,13000000.0,921000000.0,,-35000000.0,-450000000.0,,34000000.0,,-350000000.0,-2140000000.0,4124000000.0,-350000000.0,-2140000000.0,4124000000.0,1599000000.0,3358000000.0,3358000000.0,282000000.0,98000000.0,2000000.0,,-315000000.0,-2961000000.0,-2139000000.0,-167000000.0,,3169000000.0,
Corning Inc,GLW,549300X2937PB0CJ7I56,24741,2011.0,Q3,2011-07-01,2011-09-30,,,4000000.0,241000000.0,,-157000000.0,48000000.0,,34000000.0,,-46000000.0,-418000000.0,913000000.0,-46000000.0,-418000000.0,913000000.0,292000000.0,811000000.0,811000000.0,-191000000.0,9000000.0,-4000000.0,,-79000000.0,-348000000.0,-640000000.0,-10000000.0,,574000000.0,
Corning Inc,GLW,549300X2937PB0CJ7I56,24741,2011.0,Q2YTD,2011-01-01,2011-06-30,2012-07-27 16:02:15+00:00,-148000000.0,7000000.0,458000000.0,,183000000.0,-591000000.0,,,,-129000000.0,-1162000000.0,1119000000.0,-129000000.0,-1162000000.0,1119000000.0,11000000.0,1503000000.0,1503000000.0,-258000000.0,73000000.0,5000000.0,,-158000000.0,-1845000000.0,-1026000000.0,-44000000.0,,1852000000.0,
Corning Inc,GLW,549300X2937PB0CJ7I56,24741,2011.0,Q2TTM,2010-07-01,2011-06-30,,-211000000.0,11000000.0,892000000.0,,338000000.0,-627000000.0,,689000000.0,,42000000.0,-2624000000.0,3639000000.0,42000000.0,-2624000000.0,3639000000.0,1395000000.0,3332000000.0,3332000000.0,31000000.0,99000000.0,10000000.0,,-315000000.0,-3719000000.0,-1724000000.0,-431000000.0,,3019000000.0,1000000.0
Corning Inc,GLW,549300X2937PB0CJ7I56,24741,2011.0,Q2,2011-04-01,2011-06-30,,,4000000.0,232000000.0,,70000000.0,-142000000.0,,,,-72000000.0,-505000000.0,546000000.0,-72000000.0,-505000000.0,546000000.0,39000000.0,755000000.0,755000000.0,-303000000.0,9000000.0,2000000.0,,-79000000.0,-962000000.0,-494000000.0,-2000000.0,,949000000.0,
Corning Inc,GLW,549300X2937PB0CJ7I56,24741,2011.0,Q1,2011-01-01,2011-03-31,2012-04-27 16:03:08+00:00,-148000000.0,3000000.0,226000000.0,,113000000.0,-449000000.0,,,,-57000000.0,-657000000.0,573000000.0,-57000000.0,-657000000.0,573000000.0,-28000000.0,748000000.0,748000000.0,45000000.0,64000000.0,3000000.0,,-79000000.0,-883000000.0,-532000000.0,-42000000.0,,903000000.0,
Corning Inc,GLW,549300X2937PB0CJ7I56,24741,2011.0,Q1TTM,2010-04-01,2011-03-31,,-211000000.0,9000000.0,866000000.0,,181000000.0,-456000000.0,11000000.0,689000000.0,,52000000.0,-2503000000.0,3765000000.0,52000000.0,-2503000000.0,3765000000.0,1495000000.0,3490000000.0,3490000000.0,-144000000.0,98000000.0,8000000.0,,-314000000.0,-3427000000.0,-1366000000.0,-432000000.0,,2492000000.0,1000000.0
Corning Inc,GLW,549300X2937PB0CJ7I56,24741,2012.0,Q4,2012-10-01,2012-12-31,,-723000000.0,6000000.0,261000000.0,,12000000.0,-251000000.0,,334000000.0,,-209000000.0,-1007000000.0,1240000000.0,-209000000.0,-1007000000.0,1240000000.0,36000000.0,155000000.0,155000000.0,1069000000.0,12000000.0,2000000.0,,-133000000.0,-411000000.0,-526000000.0,-282000000.0,-140000000.0,651000000.0,
Corning Inc,GLW,549300X2937PB0CJ7I56,24741,2012.0,FY,2012-01-01,2012-12-31,2015-02-13 10:22:33+00:00,-834000000.0,19000000.0,978000000.0,,-136000000.0,-355000000.0,,1364000000.0,,-115000000.0,-2628000000.0,3206000000.0,-115000000.0,-2628000000.0,3206000000.0,327000000.0,1636000000.0,1636000000.0,928000000.0,20000000.0,8000000.0,,-472000000.0,-2270000000.0,-1801000000.0,-307000000.0,-720000000.0,2269000000.0,
Corning Inc,GLW,549300X2937PB0CJ7I56,24741,2012.0,Q3TTM,2011-10-01,2012-09-30,,-178000000.0,17000000.0,960000000.0,,-264000000.0,110000000.0,,1116000000.0,,-711000000.0,-2097000000.0,3123000000.0,-711000000.0,-2097000000.0,3123000000.0,51000000.0,1984000000.0,1984000000.0,52000000.0,16000000.0,5000000.0,,-456000000.0,-2248000000.0,-2041000000.0,-27000000.0,-1360000000.0,2363000000.0,2000000.0
Corning Inc,GLW,549300X2937PB0CJ7I56,24741,2012.0,Q3,2012-07-01,2012-09-30,,,4000000.0,244000000.0,,-42000000.0,7000000.0,,144000000.0,,-166000000.0,-482000000.0,634000000.0,-166000000.0,-482000000.0,634000000.0,-56000000.0,533000000.0,533000000.0,-154000000.0,7000000.0,2000000.0,,-112000000.0,-691000000.0,-422000000.0,-11000000.0,-194000000.0,629000000.0,
Corning Inc,GLW,549300X2937PB0CJ7I56,24741,2012.0,Q3YTD,2012-01-01,2012-09-30,2013-10-30 16:03:34+00:00,-111000000.0,13000000.0,717000000.0,,-148000000.0,-104000000.0,,1030000000.0,,94000000.0,-1621000000.0,1966000000.0,94000000.0,-1621000000.0,1966000000.0,291000000.0,1481000000.0,1481000000.0,-141000000.0,8000000.0,6000000.0,,-339000000.0,-1859000000.0,-1275000000.0,-25000000.0,-580000000.0,1618000000.0,
Corning Inc,GLW,549300X2937PB0CJ7I56,24741,2012.0,Q2TTM,2011-07-01,2012-06-30,,-178000000.0,17000000.0,957000000.0,,-379000000.0,151000000.0,,1006000000.0,,-591000000.0,-2033000000.0,3402000000.0,-591000000.0,-2033000000.0,3402000000.0,399000000.0,2262000000.0,2262000000.0,15000000.0,18000000.0,-1000000.0,,-423000000.0,-1905000000.0,-2259000000.0,-26000000.0,-1166000000.0,2308000000.0,2000000.0
Corning Inc,GLW,549300X2937PB0CJ7I56,24741,2012.0,Q2,2012-04-01,2012-06-30,,-111000000.0,4000000.0,238000000.0,,-185000000.0,87000000.0,,95000000.0,,-332000000.0,-535000000.0,570000000.0,-332000000.0,-535000000.0,570000000.0,-482000000.0,474000000.0,474000000.0,-233000000.0,3000000.0,9000000.0,,-113000000.0,-640000000.0,-441000000.0,-3000000.0,-314000000.0,648000000.0,
Corning Inc,GLW,549300X2937PB0CJ7I56,24741,2012.0,Q2YTD,2012-01-01,2012-06-30,2013-07-31 08:02:17+00:00,-111000000.0,9000000.0,473000000.0,,-106000000.0,-111000000.0,,886000000.0,,260000000.0,-1139000000.0,1332000000.0,260000000.0,-1139000000.0,1332000000.0,347000000.0,948000000.0,948000000.0,13000000.0,1000000.0,4000000.0,,-227000000.0,-1168000000.0,-853000000.0,-14000000.0,-386000000.0,989000000.0,
Corning Inc,GLW,549300X2937PB0CJ7I56,24741,2012.0,Q1TTM,2011-04-01,2012-03-31,,-67000000.0,17000000.0,951000000.0,,-124000000.0,-78000000.0,,911000000.0,,-331000000.0,-2003000000.0,3378000000.0,-331000000.0,-2003000000.0,3378000000.0,920000000.0,2543000000.0,2543000000.0,-55000000.0,24000000.0,-8000000.0,,-389000000.0,-2227000000.0,-2312000000.0,-25000000.0,-852000000.0,2609000000.0,2000000.0
Corning Inc,GLW,549300X2937PB0CJ7I56,24741,2012.0,Q1,2012-01-01,2012-03-31,2013-04-26 16:03:53+00:00,,5000000.0,235000000.0,,79000000.0,-198000000.0,,791000000.0,,592000000.0,-604000000.0,762000000.0,592000000.0,-604000000.0,762000000.0,829000000.0,474000000.0,474000000.0,246000000.0,-2000000.0,-5000000.0,,-114000000.0,-528000000.0,-412000000.0,-11000000.0,-72000000.0,341000000.0,
Corning Inc,GLW,549300X2937PB0CJ7I56,24741,2013.0,FY,2013-01-01,2013-12-31,2016-02-12 15:31:03+00:00,-594000000.0,31000000.0,971000000.0,,-4000000.0,-93000000.0,,524000000.0,,-2063000000.0,-1004000000.0,2787000000.0,-2063000000.0,-1004000000.0,2787000000.0,-284000000.0,1961000000.0,1961000000.0,-83000000.0,118000000.0,9000000.0,,-613000000.0,-1513000000.0,-1019000000.0,-576000000.0,-1516000000.0,2113000000.0,
Corning Inc,GLW,549300X2937PB0CJ7I56,24741,2013.0,Q4,2013-10-01,2013-12-31,,-509000000.0,8000000.0,241000000.0,,5000000.0,310000000.0,,442000000.0,,-716000000.0,-429000000.0,1284000000.0,-716000000.0,-429000000.0,1284000000.0,144000000.0,421000000.0,421000000.0,304000000.0,64000000.0,9000000.0,,-140000000.0,-223000000.0,-337000000.0,-7000000.0,-1075000000.0,631000000.0,
Corning Inc,GLW,549300X2937PB0CJ7I56,24741,2013.0,Q3TTM,2012-10-01,2013-09-30,,-808000000.0,29000000.0,991000000.0,,3000000.0,-654000000.0,,416000000.0,,-1556000000.0,-1582000000.0,2743000000.0,-1556000000.0,-1582000000.0,2743000000.0,-392000000.0,1695000000.0,1695000000.0,682000000.0,66000000.0,2000000.0,,-606000000.0,-1701000000.0,-1208000000.0,-851000000.0,-581000000.0,2133000000.0,
Corning Inc,GLW,549300X2937PB0CJ7I56,24741,2013.0,Q3,2013-07-01,2013-09-30,,-4000000.0,8000000.0,240000000.0,,62000000.0,-135000000.0,,82000000.0,,-354000000.0,-240000000.0,491000000.0,-354000000.0,-240000000.0,491000000.0,-41000000.0,408000000.0,408000000.0,-30000000.0,15000000.0,-5000000.0,,-184000000.0,-446000000.0,-244000000.0,-58000000.0,-209000000.0,459000000.0,
Corning Inc,GLW,549300X2937PB0CJ7I56,24741,2013.0,Q3YTD,2013-01-01,2013-09-30,2014-10-29 11:53:26+00:00,-85000000.0,23000000.0,730000000.0,,-9000000.0,-403000000.0,,82000000.0,,-1347000000.0,-575000000.0,1503000000.0,-1347000000.0,-575000000.0,1503000000.0,-428000000.0,1540000000.0,1540000000.0,-387000000.0,54000000.0,,,-473000000.0,-1290000000.0,-682000000.0,-569000000.0,-441000000.0,1482000000.0,
Corning Inc,GLW,549300X2937PB0CJ7I56,24741,2013.0,Q2TTM,2012-07-01,2013-06-30,,-804000000.0,25000000.0,995000000.0,,-101000000.0,-512000000.0,,478000000.0,,-1368000000.0,-1824000000.0,2886000000.0,-1368000000.0,-1824000000.0,2886000000.0,-407000000.0,1820000000.0,1820000000.0,558000000.0,58000000.0,9000000.0,,-534000000.0,-1946000000.0,-1386000000.0,-804000000.0,-566000000.0,2303000000.0,
Corning Inc,GLW,549300X2937PB0CJ7I56,24741,2013.0,Q2,2013-04-01,2013-06-30,,-81000000.0,8000000.0,242000000.0,,-8000000.0,-152000000.0,,,,-364000000.0,-213000000.0,389000000.0,-364000000.0,-213000000.0,389000000.0,-196000000.0,638000000.0,638000000.0,-347000000.0,27000000.0,4000000.0,,-156000000.0,-446000000.0,-244000000.0,-3000000.0,-232000000.0,554000000.0,
Corning Inc,GLW,549300X2937PB0CJ7I56,24741,2013.0,Q2YTD,2013-01-01,2013-06-30,2014-07-31 16:02:34+00:00,-81000000.0,15000000.0,490000000.0,,-71000000.0,-268000000.0,,,,-993000000.0,-335000000.0,1012000000.0,-993000000.0,-335000000.0,1012000000.0,-387000000.0,1132000000.0,1132000000.0,-357000000.0,39000000.0,5000000.0,,-289000000.0,-844000000.0,-438000000.0,-511000000.0,-232000000.0,1023000000.0,
Corning Inc,GLW,549300X2937PB0CJ7I56,24741,2013.0,Q1TTM,2012-04-01,2013-03-31,,-834000000.0,21000000.0,991000000.0,,-278000000.0,-273000000.0,,573000000.0,,-1336000000.0,-2146000000.0,3067000000.0,-1336000000.0,-2146000000.0,3067000000.0,-693000000.0,1656000000.0,1656000000.0,672000000.0,34000000.0,14000000.0,,-491000000.0,-2140000000.0,-1583000000.0,-804000000.0,-648000000.0,2397000000.0,
Corning Inc,GLW,549300X2937PB0CJ7I56,24741,2013.0,Q1,2013-01-01,2013-03-31,2014-04-28 16:52:21+00:00,,7000000.0,248000000.0,,-63000000.0,-116000000.0,,,,-629000000.0,-122000000.0,623000000.0,-629000000.0,-122000000.0,623000000.0,-191000000.0,494000000.0,494000000.0,-10000000.0,12000000.0,1000000.0,,-133000000.0,-398000000.0,-194000000.0,-508000000.0,,469000000.0,
Corning Inc,GLW,549300X2937PB0CJ7I56,24741,2014.0,FY,2014-01-01,2014-12-31,2017-02-06 16:27:25+00:00,-109000000.0,33000000.0,1167000000.0,66000000.0,-556000000.0,460000000.0,,30000000.0,400000000.0,-2586000000.0,-962000000.0,4709000000.0,-2586000000.0,-962000000.0,4709000000.0,605000000.0,2472000000.0,2472000000.0,577000000.0,116000000.0,27000000.0,,-591000000.0,-1398000000.0,-1076000000.0,-58000000.0,-2483000000.0,1528000000.0,
Corning Inc,GLW,549300X2937PB0CJ7I56,24741,2014.0,Q4,2014-10-01,2014-12-31,,,8000000.0,290000000.0,,-207000000.0,411000000.0,,-416000000.0,,-740000000.0,-209000000.0,1112000000.0,-740000000.0,-209000000.0,1112000000.0,-44000000.0,988000000.0,988000000.0,-585000000.0,18000000.0,7000000.0,,-152000000.0,-228000000.0,-336000000.0,-7000000.0,-183000000.0,348000000.0,
Corning Inc,GLW,549300X2937PB0CJ7I56,24741,2014.0,Q3YTD,2014-01-01,2014-09-30,2015-10-27 16:28:18+00:00,-109000000.0,25000000.0,877000000.0,66000000.0,-349000000.0,49000000.0,,446000000.0,400000000.0,-1846000000.0,-753000000.0,3597000000.0,-1846000000.0,-753000000.0,3597000000.0,649000000.0,1484000000.0,1484000000.0,1162000000.0,98000000.0,20000000.0,,-439000000.0,-1170000000.0,-740000000.0,-51000000.0,-2300000000.0,1180000000.0,
