company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,amortizationexpense,cashincometaxespaid,cashinterestpaid,depreciationexpense,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,repurchaseofpreferredequity,saleofinvestments
ServiceNow Inc,NOW,549300HJTQM36M0E1G39,1373715,2011.0,Q3,2011-07-01,2011-09-30,,,1561000.0,355000.0,,824000.0,234000.0,4787000.0,-21000.0,,1782000.0,-2517000.0,9684000.0,1782000.0,-2517000.0,9684000.0,9183000.0,121000.0,121000.0,2391000.0,1803000.0,,,-2517000.0,,,,
ServiceNow Inc,NOW,549300HJTQM36M0E1G39,1373715,2011.0,Q3YTD,2011-01-01,2011-09-30,2012-10-31 16:39:15+00:00,,3942000.0,1758000.0,4000.0,1794000.0,394000.0,21294000.0,,,2787000.0,-9043000.0,36441000.0,2787000.0,-9043000.0,36441000.0,30579000.0,5148000.0,5148000.0,4263000.0,2787000.0,150000.0,,-9193000.0,,,,
ServiceNow Inc,NOW,549300HJTQM36M0E1G39,1373715,2011.0,Q2YTD,2011-01-01,2011-06-30,2012-08-10 13:56:10+00:00,,2381000.0,1403000.0,4000.0,970000.0,160000.0,16507000.0,21000.0,,1005000.0,-6526000.0,26757000.0,1005000.0,-6526000.0,26757000.0,21396000.0,5027000.0,5027000.0,1872000.0,984000.0,150000.0,,-6676000.0,,,,
ServiceNow Inc,NOW,549300HJTQM36M0E1G39,1373715,2012.0,FY,2012-01-01,2012-12-31,2015-02-27 08:27:10+00:00,0.0,15047000.0,1524000.0,,13506000.0,-555000.0,31318000.0,191544000.0,50561000.0,241839000.0,-239149000.0,48766000.0,241839000.0,-239149000.0,48766000.0,50901000.0,-37348000.0,-37348000.0,26243000.0,1694000.0,45000.0,-240626000.0,-42066000.0,0.0,-1960000.0,,43498000.0
ServiceNow Inc,NOW,549300HJTQM36M0E1G39,1373715,2012.0,Q4,2012-10-01,2012-12-31,,,5783000.0,283000.0,-3000.0,4664000.0,,11630000.0,191544000.0,50561000.0,52246000.0,-66904000.0,16671000.0,52246000.0,-66904000.0,16671000.0,2013000.0,-9931000.0,-9931000.0,4525000.0,-187899000.0,140134000.0,-240626000.0,-9910000.0,,-1960000.0,,43498000.0
ServiceNow Inc,NOW,549300HJTQM36M0E1G39,1373715,2012.0,Q3YTD,2012-01-01,2012-09-30,2012-10-31 16:39:15+00:00,,9264000.0,1241000.0,3000.0,8842000.0,-555000.0,19688000.0,,,189593000.0,-172245000.0,32095000.0,189593000.0,-172245000.0,32095000.0,48888000.0,-27417000.0,-27417000.0,21718000.0,189593000.0,-140089000.0,,-32156000.0,,,,
ServiceNow Inc,NOW,549300HJTQM36M0E1G39,1373715,2012.0,Q3,2012-07-01,2012-09-30,,,3822000.0,170000.0,1000.0,3969000.0,95000.0,2738000.0,-18105000.0,,171455000.0,-129133000.0,9077000.0,171455000.0,-129133000.0,9077000.0,51494000.0,-13053000.0,-13053000.0,11601000.0,186436000.0,-140097000.0,23919000.0,-11930000.0,,1960000.0,1164000.0,-1025000.0
ServiceNow Inc,NOW,549300HJTQM36M0E1G39,1373715,2012.0,Q2YTD,2012-01-01,2012-06-30,2012-08-10 13:56:10+00:00,,5442000.0,1071000.0,2000.0,4873000.0,-650000.0,16950000.0,18105000.0,,18138000.0,-43112000.0,23018000.0,18138000.0,-43112000.0,23018000.0,-2606000.0,-14364000.0,-14364000.0,10117000.0,3157000.0,8000.0,-23919000.0,-20226000.0,,-1960000.0,-1164000.0,1025000.0
ServiceNow Inc,NOW,549300HJTQM36M0E1G39,1373715,2012.0,Q2,2012-04-01,2012-06-30,,,3099000.0,1071000.0,2000.0,2827000.0,-590000.0,2578000.0,257000.0,,-1789000.0,-19218000.0,6939000.0,-1789000.0,-19218000.0,6939000.0,-14658000.0,-8724000.0,-8724000.0,7159000.0,9000.0,,-8575000.0,-11668000.0,,-891000.0,-1164000.0,1025000.0
ServiceNow Inc,NOW,549300HJTQM36M0E1G39,1373715,2012.0,Q1,2012-01-01,2012-03-31,2013-05-08 14:12:34+00:00,,2343000.0,,,2046000.0,-60000.0,14372000.0,17848000.0,,19927000.0,-23894000.0,16079000.0,19927000.0,-23894000.0,16079000.0,12052000.0,-5640000.0,-5640000.0,2958000.0,3148000.0,8000.0,-15344000.0,-8558000.0,,-1069000.0,,0.0
ServiceNow Inc,NOW,549300HJTQM36M0E1G39,1373715,2013.0,FY,2013-01-01,2013-12-31,2015-02-27 08:27:10+00:00,-13330000.0,37620000.0,920000.0,,24152000.0,-207000.0,29759000.0,140484000.0,562941000.0,568570000.0,-402795000.0,81746000.0,568570000.0,-402795000.0,81746000.0,247314000.0,-73708000.0,-73708000.0,63923000.0,-134157000.0,-177000.0,-570679000.0,-55321000.0,-698000.0,0.0,,236712000.0
ServiceNow Inc,NOW,549300HJTQM36M0E1G39,1373715,2013.0,Q4,2013-10-01,2013-12-31,,,14354000.0,920000.0,,7836000.0,-1029000.0,17294000.0,92651000.0,562941000.0,519618000.0,-309647000.0,36267000.0,519618000.0,-309647000.0,36267000.0,245209000.0,-24232000.0,-24232000.0,21015000.0,-135974000.0,-3000.0,-337235000.0,-16262000.0,,,,43853000.0
ServiceNow Inc,NOW,549300HJTQM36M0E1G39,1373715,2013.0,Q3YTD,2013-01-01,2013-09-30,2014-11-05 13:11:01+00:00,-13330000.0,23266000.0,,,16316000.0,822000.0,12465000.0,47833000.0,,48952000.0,-93148000.0,45479000.0,48952000.0,-93148000.0,45479000.0,2105000.0,-49476000.0,-49476000.0,42908000.0,1817000.0,-174000.0,-233444000.0,-39059000.0,-698000.0,,,192859000.0
ServiceNow Inc,NOW,549300HJTQM36M0E1G39,1373715,2013.0,Q3TTM,2012-10-01,2013-09-30,,-13330000.0,29049000.0,283000.0,-3000.0,20980000.0,822000.0,24095000.0,239377000.0,50561000.0,101198000.0,-160052000.0,62150000.0,101198000.0,-160052000.0,62150000.0,4118000.0,-59407000.0,-59407000.0,47433000.0,-186082000.0,139960000.0,-474070000.0,-48969000.0,-698000.0,-1960000.0,,236357000.0
ServiceNow Inc,NOW,549300HJTQM36M0E1G39,1373715,2013.0,Q3,2013-07-01,2013-09-30,,-13330000.0,9036000.0,,,6613000.0,1628000.0,1179000.0,16003000.0,,15249000.0,-36736000.0,20720000.0,15249000.0,-36736000.0,20720000.0,861000.0,-14713000.0,-14713000.0,18605000.0,-754000.0,-11000.0,-48681000.0,-16824000.0,,,,42110000.0
ServiceNow Inc,NOW,549300HJTQM36M0E1G39,1373715,2013.0,Q2YTD,2013-01-01,2013-06-30,2014-08-07 13:15:17+00:00,,14230000.0,,,9703000.0,-806000.0,11286000.0,31830000.0,,33703000.0,-56412000.0,24759000.0,33703000.0,-56412000.0,24759000.0,1244000.0,-34763000.0,-34763000.0,24303000.0,2571000.0,-163000.0,-184763000.0,-22235000.0,-698000.0,,,150749000.0
ServiceNow Inc,NOW,549300HJTQM36M0E1G39,1373715,2013.0,Q2TTM,2012-07-01,2013-06-30,,,23835000.0,453000.0,-2000.0,18336000.0,-711000.0,25654000.0,205269000.0,50561000.0,257404000.0,-252449000.0,50507000.0,257404000.0,-252449000.0,50507000.0,54751000.0,-57747000.0,-57747000.0,40429000.0,1108000.0,-126000.0,-401470000.0,-44075000.0,-698000.0,,1164000.0,193222000.0
ServiceNow Inc,NOW,549300HJTQM36M0E1G39,1373715,2013.0,Q2,2013-04-01,2013-06-30,,,7769000.0,,,5339000.0,34000.0,3925000.0,10362000.0,,11082000.0,-45401000.0,9736000.0,11082000.0,-45401000.0,9736000.0,-24549000.0,-21405000.0,-21405000.0,14108000.0,720000.0,-163000.0,-128817000.0,-11820000.0,,,,95399000.0
ServiceNow Inc,NOW,549300HJTQM36M0E1G39,1373715,2013.0,Q1,2013-01-01,2013-03-31,2014-05-07 14:56:35+00:00,,6461000.0,,,4364000.0,-840000.0,7361000.0,21468000.0,,22621000.0,-11011000.0,15023000.0,22621000.0,-11011000.0,15023000.0,25793000.0,-13358000.0,-13358000.0,10195000.0,1851000.0,0.0,-55946000.0,-10415000.0,-698000.0,,,55350000.0
ServiceNow Inc,NOW,549300HJTQM36M0E1G39,1373715,2013.0,Q1TTM,2012-04-01,2013-03-31,,,19165000.0,1524000.0,,15824000.0,-1335000.0,24307000.0,195164000.0,50561000.0,244533000.0,-226266000.0,47710000.0,244533000.0,-226266000.0,47710000.0,64642000.0,-45066000.0,-45066000.0,33480000.0,397000.0,37000.0,-281228000.0,-43923000.0,-698000.0,-891000.0,,98848000.0
ServiceNow Inc,NOW,549300HJTQM36M0E1G39,1373715,2014.0,FY,2014-01-01,2014-12-31,2017-02-28 16:57:49+00:00,-99813000.0,88413000.0,12604000.0,,42059000.0,-6592000.0,35533000.0,69396000.0,,68735000.0,-316928000.0,140937000.0,68735000.0,-316928000.0,140937000.0,-113848000.0,-179387000.0,-179387000.0,154319000.0,-661000.0,-55000.0,-521393000.0,-54379000.0,0.0,,,358712000.0
