company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,dilutedeps,incometaxexpense,marketingexpense,netincome,netincomecontinuing,netincometocommon,operatingcostofrevenue,operatingrevenue,otheradjustmentstoconsolidatednetincome,otheradjustmentstonetincometocommon,otherincome,otherspecialcharges,rdexpense,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
ServiceNow Inc,NOW,549300HJTQM36M0E1G39,1373715,2011.0,Q3,2011-07-01,2011-09-30,2012-10-31 16:39:15+00:00,,,,169000.0,13980000.0,121000.0,121000.0,121000.0,11932000.0,34197000.0,,,-729000.0,,2757000.0,4509000.0,11932000.0,22265000.0,,21246000.0,1019000.0,-729000.0,290000.0,34197000.0,,20693359.0,32126535.0
ServiceNow Inc,NOW,549300HJTQM36M0E1G39,1373715,2011.0,Q2,2011-04-01,2011-06-30,2012-08-10 13:56:10+00:00,0.02,0.02,0.02,298000.0,12086000.0,2036000.0,2036000.0,2036000.0,9487000.0,29485000.0,,,65000.0,,2361000.0,3282000.0,9487000.0,19998000.0,,17729000.0,2269000.0,65000.0,2334000.0,29485000.0,101800000.0,19668851.0,29584225.0
ServiceNow Inc,NOW,549300HJTQM36M0E1G39,1373715,2012.0,FY,2012-01-01,2012-12-31,2015-02-27 08:27:10+00:00,-0.51,-0.51,-0.51,1368000.0,103837000.0,-37348000.0,-37348000.0,-37656000.0,104009000.0,243712000.0,,308000.0,1604000.0,,39333000.0,34117000.0,104009000.0,139703000.0,,177287000.0,-37584000.0,1604000.0,-35980000.0,243712000.0,73908631.0,73800000.0,73800000.0
ServiceNow Inc,NOW,549300HJTQM36M0E1G39,1373715,2012.0,Q4,2012-10-01,2012-12-31,,0.15,0.15,0.15,849000.0,29481000.0,-9931000.0,-9931000.0,-10085000.0,32308000.0,75162000.0,,154000.0,456000.0,,13235000.0,9676000.0,32308000.0,42854000.0,,52392000.0,-9538000.0,456000.0,-9082000.0,75162000.0,73908631.0,73800000.0,73800000.0
ServiceNow Inc,NOW,549300HJTQM36M0E1G39,1373715,2012.0,Q3,2012-07-01,2012-09-30,2013-11-04 15:29:03+00:00,-0.11,-0.11,-0.11,321000.0,28140000.0,-13053000.0,-13053000.0,-13053000.0,27574000.0,64345000.0,,,615000.0,,10783000.0,11195000.0,27574000.0,36771000.0,,50118000.0,-13347000.0,615000.0,-12732000.0,64345000.0,117698005.0,118700000.0,118700000.0
ServiceNow Inc,NOW,549300HJTQM36M0E1G39,1373715,2012.0,Q2,2012-04-01,2012-06-30,2012-08-10 13:56:10+00:00,-0.32,-0.32,-0.32,-352000.0,26909000.0,-8724000.0,-8724000.0,-8724000.0,22891000.0,56774000.0,,,41000.0,,9272000.0,6819000.0,22891000.0,33883000.0,,43000000.0,-9117000.0,41000.0,-9076000.0,56774000.0,27300000.0,27788547.0,27788547.0
ServiceNow Inc,NOW,549300HJTQM36M0E1G39,1373715,2012.0,Q1,2012-01-01,2012-03-31,2013-05-08 14:12:34+00:00,-0.23,-0.23,-0.23,550000.0,19307000.0,-5640000.0,-5640000.0,-5794000.0,21236000.0,47431000.0,,154000.0,492000.0,,6043000.0,6427000.0,21236000.0,26195000.0,,31777000.0,-5582000.0,492000.0,-5090000.0,47431000.0,25123582.0,25200000.0,25200000.0
ServiceNow Inc,NOW,549300HJTQM36M0E1G39,1373715,2013.0,FY,2013-01-01,2013-12-31,2015-02-27 08:27:10+00:00,-0.54,-0.54,-0.54,2511000.0,195190000.0,-73708000.0,-73708000.0,-73708000.0,155259000.0,424650000.0,,,-4930000.0,,78678000.0,61790000.0,155259000.0,269391000.0,,335658000.0,-66267000.0,-4930000.0,-71197000.0,424650000.0,135415809.0,136500000.0,136500000.0
ServiceNow Inc,NOW,549300HJTQM36M0E1G39,1373715,2013.0,Q4,2013-10-01,2013-12-31,,-0.17,-0.17,-0.17,545000.0,57337000.0,-24232000.0,-24232000.0,-24232000.0,45378000.0,125230000.0,,,-4326000.0,,23869000.0,18007000.0,45378000.0,79852000.0,,99213000.0,-19361000.0,-4326000.0,-23687000.0,125230000.0,135415809.0,136500000.0,136500000.0
ServiceNow Inc,NOW,549300HJTQM36M0E1G39,1373715,2013.0,Q3YTD,2013-01-01,2013-09-30,,-0.37,-0.37,-0.37,1966000.0,137853000.0,-49476000.0,-49476000.0,-49476000.0,109881000.0,299420000.0,,,-604000.0,,54809000.0,43783000.0,109881000.0,189539000.0,,236445000.0,-46906000.0,-604000.0,-47510000.0,299420000.0,137456531.0,133800000.0,133800000.0
ServiceNow Inc,NOW,549300HJTQM36M0E1G39,1373715,2013.0,Q3TTM,2012-10-01,2013-09-30,,-0.22,-0.22,-0.22,2815000.0,167334000.0,-59407000.0,-59407000.0,-59561000.0,142189000.0,374582000.0,,154000.0,-148000.0,,68044000.0,53459000.0,142189000.0,232393000.0,,288837000.0,-56444000.0,-148000.0,-56592000.0,374582000.0,137456531.0,133800000.0,133800000.0
ServiceNow Inc,NOW,549300HJTQM36M0E1G39,1373715,2013.0,Q3,2013-07-01,2013-09-30,2014-11-05 13:11:01+00:00,-0.11,-0.11,-0.11,663000.0,47336000.0,-14713000.0,-14713000.0,-14713000.0,41575000.0,111259000.0,,,600000.0,,20819000.0,16179000.0,41575000.0,69684000.0,,84334000.0,-14650000.0,600000.0,-14050000.0,111259000.0,137456531.0,133800000.0,133800000.0
ServiceNow Inc,NOW,549300HJTQM36M0E1G39,1373715,2013.0,Q2YTD,2013-01-01,2013-06-30,,-0.26,-0.26,-0.26,1303000.0,90517000.0,-34763000.0,-34763000.0,-34763000.0,68306000.0,188161000.0,,,-1204000.0,,33990000.0,27604000.0,68306000.0,119855000.0,,152111000.0,-32256000.0,-1204000.0,-33460000.0,188161000.0,134454085.0,133800000.0,133800000.0
ServiceNow Inc,NOW,549300HJTQM36M0E1G39,1373715,2013.0,Q2TTM,2012-07-01,2013-06-30,,-0.22,-0.22,-0.22,2473000.0,148138000.0,-57747000.0,-57747000.0,-57901000.0,128188000.0,327668000.0,,154000.0,-133000.0,,58008000.0,48475000.0,128188000.0,199480000.0,,254621000.0,-55141000.0,-133000.0,-55274000.0,327668000.0,134454085.0,133800000.0,133800000.0
ServiceNow Inc,NOW,549300HJTQM36M0E1G39,1373715,2013.0,Q2,2013-04-01,2013-06-30,2014-08-07 13:15:17+00:00,-0.16,-0.16,-0.16,739000.0,52291000.0,-21405000.0,-21405000.0,-21405000.0,35998000.0,102222000.0,,,-1323000.0,,17951000.0,15325000.0,35998000.0,66224000.0,,85567000.0,-19343000.0,-1323000.0,-20666000.0,102222000.0,134454085.0,133800000.0,133800000.0
ServiceNow Inc,NOW,549300HJTQM36M0E1G39,1373715,2013.0,Q1TTM,2012-04-01,2013-03-31,,-0.38,-0.38,-0.38,1382000.0,122756000.0,-45066000.0,-45066000.0,-45220000.0,115081000.0,282220000.0,,154000.0,1231000.0,,49329000.0,39969000.0,115081000.0,167139000.0,,212054000.0,-44915000.0,1231000.0,-43684000.0,282220000.0,129782029.0,133600000.0,133600000.0
ServiceNow Inc,NOW,549300HJTQM36M0E1G39,1373715,2013.0,Q1,2013-01-01,2013-03-31,2014-05-07 14:56:35+00:00,-0.1,-0.1,-0.1,564000.0,38226000.0,-13358000.0,-13358000.0,-13358000.0,32308000.0,85939000.0,,,119000.0,,16039000.0,12279000.0,32308000.0,53631000.0,,66544000.0,-12913000.0,119000.0,-12794000.0,85939000.0,129782029.0,133600000.0,133600000.0
ServiceNow Inc,NOW,549300HJTQM36M0E1G39,1373715,2014.0,FY,2014-01-01,2014-12-31,2017-02-28 16:57:49+00:00,-1.23,-1.23,-1.23,3847000.0,341119000.0,-179387000.0,-179387000.0,-179387000.0,248776000.0,682563000.0,,,5354000.0,0.0,148258000.0,96245000.0,248776000.0,433787000.0,29059000.0,585622000.0,-151835000.0,-23705000.0,-175540000.0,682563000.0,145355543.0,145800000.0,145800000.0
ServiceNow Inc,NOW,549300HJTQM36M0E1G39,1373715,2014.0,Q4,2014-10-01,2014-12-31,,-0.3,-0.3,-0.3,1417000.0,95764000.0,-44663000.0,-44663000.0,-44663000.0,70638000.0,198004000.0,,,22497000.0,,42026000.0,26260000.0,70638000.0,127366000.0,29059000.0,164050000.0,-36684000.0,-6562000.0,-43246000.0,198004000.0,145355543.0,145800000.0,145800000.0
ServiceNow Inc,NOW,549300HJTQM36M0E1G39,1373715,2014.0,Q3,2014-07-01,2014-09-30,2015-11-04 16:37:14+00:00,-0.28,-0.28,-0.28,602000.0,84002000.0,-41050000.0,-41050000.0,-41050000.0,66086000.0,178712000.0,,,-5949000.0,,39683000.0,23440000.0,66086000.0,112626000.0,,147125000.0,-34499000.0,-5949000.0,-40448000.0,178712000.0,146335519.0,146600000.0,146600000.0
