company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,aoci,capitalleaseobligations,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredrevenue,currentdeferredtaxassets,goodwill,intangibleassets,longtermdebt,longterminvestments,netppe,noncurrentdeferredrevenue,noncurrentdeferredtaxassets,othercurrentassets,othercurrentliabilities,othernoncurrentassets,othernoncurrentliabilities,prepaidexpenses,redeemablenoncontrollinginterest,restrictedcash,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity
ServiceNow Inc,NOW,549300HJTQM36M0E1G39,1373715,2011.0,FY,,2011-12-31,2013-03-08 15:20:11+00:00,9411000.0,44860000.0,25608000.0,899000.0,,68088000.0,0.0,9815000.0,91542000.0,1544000.0,,,,,20695000.0,16484000.0,,6087000.0,,5121000.0,2532000.0,9883000.0,68172000.0,45000.0,-68140000.0,,0.0,156323000.0,-57426000.0,130507000.0,126561000.0,-57426000.0,-57426000.0,145577000.0,156323000.0,5121000.0,19016000.0,0.0
ServiceNow Inc,NOW,549300HJTQM36M0E1G39,1373715,2012.0,FY,,2012-12-31,2014-02-28 08:26:33+00:00,9604000.0,78163000.0,48059000.0,-36000.0,,118989000.0,0.0,348929000.0,153964000.0,,0.0,596000.0,0.0,0.0,42342000.0,16397000.0,,14979000.0,,13087000.0,6685000.0,14256000.0,,,-105488000.0,,195702000.0,478114000.0,243405000.0,422089000.0,211627000.0,243405000.0,243405000.0,234709000.0,478114000.0,13683000.0,23082000.0,0.0
ServiceNow Inc,NOW,549300HJTQM36M0E1G39,1373715,2012.0,Q3,,2012-09-30,2012-10-31 16:39:15+00:00,5680000.0,55924000.0,32038000.0,326000.0,,116976000.0,,286499000.0,128970000.0,1544000.0,,,,,39086000.0,19409000.0,,12236000.0,,11241000.0,4839000.0,5675000.0,,37000.0,-95557000.0,,139485000.0,382204000.0,191268000.0,331877000.0,166688000.0,191268000.0,191268000.0,190936000.0,382204000.0,11241000.0,24248000.0,
ServiceNow Inc,NOW,549300HJTQM36M0E1G39,1373715,2012.0,Q2,,2012-06-30,2012-08-10 13:56:10+00:00,8550000.0,47334000.0,29658000.0,286000.0,,65482000.0,,39090000.0,113597000.0,1544000.0,,,,,35452000.0,20804000.0,174000.0,10219000.0,,12764000.0,2510000.0,4671000.0,68481000.0,37000.0,-82504000.0,,22795000.0,200472000.0,-43128000.0,152082000.0,151805000.0,-43128000.0,-43128000.0,175119000.0,200472000.0,12938000.0,23314000.0,
ServiceNow Inc,NOW,549300HJTQM36M0E1G39,1373715,2013.0,FY,,2013-12-31,2015-02-27 08:27:10+00:00,7405000.0,108339000.0,68130000.0,-476000.0,,366303000.0,0.0,573931000.0,252553000.0,,8724000.0,5796000.0,414777000.0,255356000.0,75560000.0,14169000.0,,31123000.0,,25291000.0,17183000.0,23733000.0,,,-179196000.0,,268251000.0,1168476000.0,394259000.0,797749000.0,328088000.0,394259000.0,394259000.0,774217000.0,1168476000.0,295167000.0,446129000.0,0.0
ServiceNow Inc,NOW,549300HJTQM36M0E1G39,1373715,2013.0,Q3,,2013-09-30,2013-11-04 15:29:03+00:00,7930000.0,84527000.0,49664000.0,-662000.0,,121094000.0,,443222000.0,210545000.0,,8526000.0,6189000.0,,132619000.0,68642000.0,15256000.0,,24835000.0,,20341000.0,7745000.0,12919000.0,,,-154964000.0,,99044000.0,578736000.0,287596000.0,342419000.0,268139000.0,287596000.0,287596000.0,291140000.0,578736000.0,167675000.0,23001000.0,
ServiceNow Inc,NOW,549300HJTQM36M0E1G39,1373715,2013.0,Q2,,2013-06-30,2013-08-07 14:33:28+00:00,10016000.0,92765000.0,46791000.0,-1832000.0,,120233000.0,,409978000.0,192365000.0,,,,,92342000.0,57253000.0,17675000.0,,21171000.0,,15929000.0,7591000.0,9093000.0,,,-140251000.0,,133547000.0,542333000.0,267895000.0,376809000.0,249172000.0,267895000.0,267895000.0,274438000.0,542333000.0,108271000.0,25266000.0,
ServiceNow Inc,NOW,549300HJTQM36M0E1G39,1373715,2013.0,Q1,,2013-03-31,2013-05-08 14:12:34+00:00,9770000.0,79844000.0,40432000.0,-1156000.0,,144782000.0,,383929000.0,178911000.0,660000.0,,,,,54284000.0,15854000.0,,17690000.0,,14433000.0,7059000.0,10176000.0,,,-118846000.0,,194084000.0,515953000.0,263927000.0,447236000.0,229113000.0,263927000.0,263927000.0,252026000.0,515953000.0,14433000.0,22913000.0,
ServiceNow Inc,NOW,549300HJTQM36M0E1G39,1373715,2014.0,FY,,2014-12-31,2015-11-04 16:37:14+00:00,17829000.0,159171000.0,79497000.0,-12113000.0,,252455000.0,,799371000.0,409671000.0,,55016000.0,54526000.0,443764000.0,266772000.0,104237000.0,12567000.0,,43232000.0,,37542000.0,33076000.0,35792000.0,,,-358583000.0,,416336000.0,1425079000.0,428675000.0,906986000.0,506997000.0,428675000.0,428675000.0,996404000.0,1425079000.0,413856000.0,489407000.0,
ServiceNow Inc,NOW,549300HJTQM36M0E1G39,1373715,2014.0,Q3,,2014-09-30,2014-11-05 13:11:01+00:00,11416000.0,111164000.0,69410000.0,-6322000.0,,235086000.0,,737657000.0,338451000.0,,58344000.0,58304000.0,436332000.0,238051000.0,96977000.0,12344000.0,,36376000.0,,31537000.0,19244000.0,27787000.0,,,-313920000.0,,410986000.0,1304612000.0,417415000.0,821399000.0,419277000.0,417415000.0,417415000.0,887197000.0,1304612000.0,386236000.0,467920000.0,
ServiceNow Inc,NOW,549300HJTQM36M0E1G39,1373715,2014.0,Q2,,2014-06-30,2014-08-07 13:15:17+00:00,22463000.0,109246000.0,64297000.0,600000.0,,329275000.0,,670387000.0,316287000.0,,8622000.0,5290000.0,429025000.0,279580000.0,96483000.0,12565000.0,,34105000.0,,27609000.0,19489000.0,23828000.0,,,-272870000.0,,348205000.0,1262243000.0,398117000.0,844659000.0,403047000.0,398117000.0,398117000.0,864126000.0,1262243000.0,321101000.0,461079000.0,
ServiceNow Inc,NOW,549300HJTQM36M0E1G39,1373715,2014.0,Q1,,2014-03-31,2014-05-07 14:56:35+00:00,22664000.0,107932000.0,48619000.0,-276000.0,,337920000.0,,626525000.0,294223000.0,,8689000.0,5771000.0,421840000.0,268635000.0,86200000.0,14249000.0,,32887000.0,,26341000.0,18924000.0,32044000.0,,,-222507000.0,,317842000.0,1224261000.0,403742000.0,828625000.0,365506000.0,403742000.0,403742000.0,820519000.0,1224261000.0,309436000.0,455013000.0,
ServiceNow Inc,NOW,549300HJTQM36M0E1G39,1373715,2015.0,FY,,2015-12-31,2017-02-28 16:57:49+00:00,37369000.0,203333000.0,101264000.0,-16882000.0,,412305000.0,0.0,1140705000.0,593003000.0,,55669000.0,43005000.0,474534000.0,422667000.0,144714000.0,10751000.0,,51976000.0,,55362000.0,23317000.0,29076000.0,,,-557009000.0,,388945000.0,1807052000.0,566814000.0,1085635000.0,731636000.0,566814000.0,566814000.0,1240238000.0,1807052000.0,576703000.0,508602000.0,0.0
ServiceNow Inc,NOW,549300HJTQM36M0E1G39,1373715,2015.0,Q3,,2015-09-30,2015-11-04 16:37:14+00:00,30654000.0,159768000.0,84681000.0,-15072000.0,,349073000.0,,1051637000.0,519486000.0,,55547000.0,44527000.0,466831000.0,400512000.0,132713000.0,8917000.0,,47583000.0,,47982000.0,35385000.0,45305000.0,,,-519631000.0,,379878000.0,1662888000.0,516934000.0,981607000.0,634821000.0,516934000.0,516934000.0,1145954000.0,1662888000.0,548568000.0,511133000.0,
ServiceNow Inc,NOW,549300HJTQM36M0E1G39,1373715,2015.0,Q2,,2015-06-30,2015-08-06 16:33:55+00:00,20966000.0,143206000.0,83085000.0,-12272000.0,,325354000.0,,953986000.0,487582000.0,,57412000.0,47432000.0,459011000.0,333284000.0,124902000.0,15112000.0,,44346000.0,,46207000.0,34442000.0,43998000.0,,,-478601000.0,,397170000.0,1563311000.0,463113000.0,954074000.0,591633000.0,463113000.0,463113000.0,1100198000.0,1563311000.0,484335000.0,508565000.0,
ServiceNow Inc,NOW,549300HJTQM36M0E1G39,1373715,2015.0,Q1,,2015-03-31,2015-05-06 18:07:12+00:00,18192000.0,142720000.0,72190000.0,-15678000.0,,307981000.0,,887264000.0,450544000.0,,54913000.0,49916000.0,451323000.0,253625000.0,115438000.0,12789000.0,,42344000.0,,35816000.0,33694000.0,53860000.0,,,-416676000.0,,437029000.0,1493642000.0,454910000.0,983934000.0,540926000.0,454910000.0,454910000.0,1038732000.0,1493642000.0,394270000.0,497806000.0,
