company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,amortizationexpense,cashincometaxespaid,cashinterestpaid,cashinterestreceived,depreciationexpense,divestitures,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,othernetchangesincash,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments,saleofplantpropertyandequipment
Perrigo Company PLC,PRGO,549300IFOQS6R1QLY196,1585364,2013.0,Q3YTD,2012-07-01,2013-03-30,2014-05-07 12:05:20+00:00,-607800000.0,,93500000.0,31200000.0,2500000.0,112800000.0,,-11000000.0,-59500000.0,8700000.0,45200000.0,-8100000.0,-662700000.0,380100000.0,-8100000.0,-662700000.0,380100000.0,-301700000.0,323500000.0,323500000.0,3300000.0,15400000.0,,,-24500000.0,0.0,-63500000.0,-40600000.0,-12300000.0,8600000.0,0.0
Perrigo Company PLC,PRGO,549300IFOQS6R1QLY196,1585364,2014.0,FY,2013-06-30,2014-06-28,2017-05-22 17:34:05+00:00,-1605800000.0,2000000.0,93200000.0,98400000.0,2400000.0,206100000.0,0.0,2900000.0,-28700000.0,9800000.0,3293600000.0,1028000000.0,-1644300000.0,633000000.0,1028000000.0,-1644300000.0,633000000.0,19600000.0,232800000.0,232800000.0,220800000.0,,51700000.0,,-46100000.0,0.0,-171600000.0,-2229300000.0,0.0,81400000.0,
Perrigo Company PLC,PRGO,549300IFOQS6R1QLY196,1585364,2014.0,Q4,2014-03-30,2014-06-28,,-7500000.0,2000000.0,9900000.0,43700000.0,300000.0,-31500000.0,,3400000.0,89700000.0,900000.0,,-46900000.0,1400000.0,232200000.0,-46900000.0,1400000.0,232200000.0,190100000.0,159400000.0,159400000.0,12600000.0,800000.0,45500000.0,,-14100000.0,15000000.0,-51600000.0,-42000000.0,7500000.0,,
Perrigo Company PLC,PRGO,549300IFOQS6R1QLY196,1585364,2014.0,Q3,2013-12-29,2014-03-29,,-70400000.0,,9400000.0,5600000.0,500000.0,127200000.0,,1500000.0,-376400000.0,2200000.0,,-47500000.0,-46200000.0,180500000.0,-47500000.0,-46200000.0,180500000.0,88300000.0,98700000.0,98700000.0,331000000.0,-500000.0,,,-14000000.0,-15000000.0,-42200000.0,-35000000.0,-200000.0,81400000.0,
Perrigo Company PLC,PRGO,549300IFOQS6R1QLY196,1585364,2014.0,Q3YTD,2013-06-30,2014-03-29,2015-04-29 12:09:04+00:00,-1598300000.0,,83300000.0,54700000.0,2100000.0,237600000.0,,-500000.0,-118400000.0,8900000.0,3293600000.0,1074900000.0,-1645700000.0,400800000.0,1074900000.0,-1645700000.0,400800000.0,-170500000.0,73400000.0,73400000.0,208200000.0,-800000.0,6200000.0,,-32000000.0,-15000000.0,-120000000.0,-2187300000.0,-7500000.0,81400000.0,
Perrigo Company PLC,PRGO,549300IFOQS6R1QLY196,1585364,2014.0,Q2,2013-09-29,2013-12-28,,-1527900000.0,,51800000.0,47400000.0,1400000.0,62700000.0,,-4600000.0,319000000.0,3200000.0,3292500000.0,1151200000.0,-1563700000.0,121600000.0,1151200000.0,-1563700000.0,121600000.0,-295500000.0,-136700000.0,-136700000.0,-123400000.0,-7500000.0,6200000.0,,-9500000.0,,-37400000.0,-2127500000.0,,,-4600000.0
Perrigo Company PLC,PRGO,549300IFOQS6R1QLY196,1585364,2014.0,Q2YTD,2013-06-30,2013-12-28,2015-02-05 12:42:46+00:00,-1527900000.0,,73900000.0,49100000.0,1600000.0,110400000.0,,-2000000.0,258000000.0,6700000.0,3293600000.0,1122400000.0,-1599500000.0,220300000.0,1122400000.0,-1599500000.0,220300000.0,-258800000.0,-25300000.0,-25300000.0,-122800000.0,-300000.0,6200000.0,,-18000000.0,0.0,-77800000.0,-2152300000.0,-7300000.0,,
Perrigo Company PLC,PRGO,549300IFOQS6R1QLY196,1585364,2014.0,Q1,2013-06-30,2013-09-28,2014-11-06 14:43:57+00:00,,,22100000.0,1700000.0,200000.0,47700000.0,0.0,2600000.0,-61000000.0,3500000.0,1100000.0,-28800000.0,-35800000.0,98700000.0,-28800000.0,-35800000.0,98700000.0,36700000.0,111400000.0,111400000.0,600000.0,7200000.0,,,-8500000.0,0.0,-40400000.0,-24800000.0,-7300000.0,,4600000.0
Perrigo Company PLC,PRGO,549300IFOQS6R1QLY196,1585364,2015.0,FY,2014-06-29,2015-06-27,2017-05-22 17:34:05+00:00,-2181800000.0,-200000.0,131000000.0,143200000.0,1100000.0,258700000.0,0.0,-89200000.0,308500000.0,1043500000.0,2504300000.0,1522400000.0,-2302300000.0,855200000.0,1522400000.0,-2302300000.0,855200000.0,-13900000.0,-136100000.0,-136100000.0,424300000.0,,346400000.0,,-64800000.0,-329900000.0,-137000000.0,-1924900000.0,-35700000.0,0.0,
Perrigo Company PLC,PRGO,549300IFOQS6R1QLY196,1585364,2015.0,Q4,2015-03-29,2015-06-27,,-2094800000.0,-200000.0,18000000.0,81100000.0,500000.0,-122800000.0,,2500000.0,335700000.0,2900000.0,,-955100000.0,-1811800000.0,119600000.0,-955100000.0,-1811800000.0,119600000.0,-2644800000.0,-64600000.0,-64600000.0,-28500000.0,-2500000.0,345600000.0,,-18300000.0,-5400000.0,-57200000.0,-944900000.0,7700000.0,,
