company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,accumulateddepreciation,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredtaxassets,currentdeferredtaxliabilities,currentemployeebenefitliabilities,goodwill,grossppe,intangibleassets,longtermdebt,longterminvestments,netinventory,netppe,noncontrollinginterests,noncurrentdeferredtaxassets,noncurrentdeferredtaxliabilities,othercurrentassets,othercurrentliabilities,otherequity,othernoncurrentassets,othernoncurrentliabilities,othernoncurrentnonoperatingassets,prepaidexpenses,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity
Perrigo Company PLC,PRGO,549300IFOQS6R1QLY196,1585364,2013.0,FY,,2013-06-29,2014-08-14 17:13:06+00:00,382000000.0,651900000.0,227400000.0,,77000000.0,779900000.0,,538500000.0,47100000.0,11800000.0,82100000.0,1174100000.0,,1157600000.0,1927800000.0,,703900000.0,681400000.0,1200000.0,20300000.0,127800000.0,,,,80600000.0,213200000.0,,54100000.0,1715900000.0,46200000.0,0.0,5350800000.0,2331400000.0,2236900000.0,749400000.0,2331400000.0,2332600000.0,3018200000.0,5350800000.0,2432600000.0,2268800000.0,0.0
Perrigo Company PLC,PRGO,549300IFOQS6R1QLY196,1585364,2014.0,FY,,2014-06-28,2016-02-25 12:54:09+00:00,364300000.0,935100000.0,435900000.0,,139600000.0,799500000.0,,6678200000.0,62800000.0,18500000.0,112300000.0,3543800000.0,,6787000000.0,3063100000.0,,631600000.0,779900000.0,800000.0,23600000.0,727900000.0,,,,167600000.0,293400000.0,,121900000.0,1875100000.0,143700000.0,,13852800000.0,8692900000.0,2550900000.0,1074700000.0,8692900000.0,8693700000.0,5159100000.0,13852800000.0,10522000000.0,4084400000.0,0.0
Perrigo Company PLC,PRGO,549300IFOQS6R1QLY196,1585364,2014.0,Q3,,2014-03-29,2014-05-07 12:05:20+00:00,325300000.0,793100000.0,372200000.0,666600000.0,130300000.0,609400000.0,,6670500000.0,140500000.0,10300000.0,103500000.0,3276100000.0,1407500000.0,7181400000.0,3125500000.0,60600000.0,693500000.0,740900000.0,600000.0,23800000.0,830400000.0,,,,155500000.0,275100000.0,,60200000.0,1757300000.0,141700000.0,7700000.0,13742700000.0,8558100000.0,2304400000.0,953000000.0,8558100000.0,8558700000.0,5184000000.0,13742700000.0,10697400000.0,4231000000.0,0.0
Perrigo Company PLC,PRGO,549300IFOQS6R1QLY196,1585364,2014.0,Q2,,2013-12-28,2014-02-06 11:34:17+00:00,306700000.0,769800000.0,350600000.0,648200000.0,114600000.0,521100000.0,,6662600000.0,140800000.0,4600000.0,158700000.0,3255600000.0,1366700000.0,7223300000.0,3159100000.0,69000000.0,702300000.0,718500000.0,700000.0,21300000.0,846200000.0,,,,139100000.0,244500000.0,,66500000.0,1723300000.0,141200000.0,85500000.0,13712800000.0,8500500000.0,2286000000.0,961800000.0,8500500000.0,8501200000.0,5211600000.0,13712800000.0,10708300000.0,4249800000.0,0.0
Perrigo Company PLC,PRGO,549300IFOQS6R1QLY196,1585364,2014.0,Q1,,2013-09-28,2013-11-04 10:32:56+00:00,,,,,-16510386.0,135.0,,131.0,,,,,,,,,,,,,,4707901.0,13324625.0,0.0,,16510386.0,8406012.0,20038.0,-190670.0,,,13134086.0,-16700925.0,4728074.0,13324625.0,-16700925.0,-16700925.0,29835011.0,13134086.0,8406012.0,16510386.0,
Perrigo Company PLC,PRGO,549300IFOQS6R1QLY196,1585364,2015.0,FY,,2015-06-27,2017-05-22 17:34:05+00:00,709300000.0,1209400000.0,616000000.0,,103500000.0,785600000.0,,8621900000.0,148200000.0,136000000.0,133900000.0,6984300000.0,,2742800000.0,5246900000.0,,935700000.0,932400000.0,200000.0,50100000.0,1514300000.0,,,,5653300000.0,382700000.0,,150100000.0,1973900000.0,153300000.0,,19591900000.0,10699300000.0,3229000000.0,1748500000.0,10699300000.0,10699500000.0,8892400000.0,19591900000.0,15430500000.0,7143900000.0,0.0
Perrigo Company PLC,PRGO,549300IFOQS6R1QLY196,1585364,2015.0,Q3,,2015-03-28,2015-04-29 12:09:04+00:00,323200000.0,881700000.0,512700000.0,,-19000000.0,3430400000.0,0.0,7704700000.0,69900000.0,4000000.0,85300000.0,3467300000.0,,6527800000.0,4367800000.0,,637000000.0,769200000.0,0.0,27700000.0,644600000.0,,,,260800000.0,300500000.0,,89200000.0,1900000000.0,359000000.0,21800000.0,16182800000.0,9585700000.0,5130000000.0,1284200000.0,9585700000.0,9585700000.0,6597100000.0,16182800000.0,10283600000.0,5312900000.0,0.0
Perrigo Company PLC,PRGO,549300IFOQS6R1QLY196,1585364,2015.0,Q2,,2014-12-27,2015-02-05 12:42:46+00:00,302700000.0,924700000.0,540400000.0,,7400000.0,3596100000.0,0.0,7695200000.0,66600000.0,33900000.0,85700000.0,3481300000.0,,6637200000.0,4439400000.0,,641800000.0,756800000.0,0.0,29400000.0,690000000.0,,,,191800000.0,291100000.0,,115000000.0,2012600000.0,362300000.0,20000000.0,16460700000.0,9715200000.0,5364200000.0,1325000000.0,9715200000.0,9715200000.0,6745500000.0,16460700000.0,10339700000.0,5420500000.0,0.0
Perrigo Company PLC,PRGO,549300IFOQS6R1QLY196,1585364,2015.0,Q1,,2014-09-27,2014-11-06 14:43:57+00:00,309000000.0,869400000.0,454400000.0,,74300000.0,891500000.0,0.0,6685200000.0,64600000.0,36000000.0,77000000.0,3503000000.0,,6671800000.0,3050800000.0,,656800000.0,761700000.0,0.0,28500000.0,708700000.0,,,,182000000.0,286900000.0,,130100000.0,1957200000.0,141500000.0,21600000.0,13781000000.0,8716700000.0,2634000000.0,1017900000.0,8716700000.0,8716700000.0,5064300000.0,13781000000.0,10385300000.0,4046400000.0,0.0
Perrigo Company PLC,PRGO,549300IFOQS6R1QLY196,1585364,2016.0,FY,,2016-12-31,2018-03-01 16:58:53+00:00,471700000.0,1176000000.0,643600000.0,,-81800000.0,622300000.0,0.0,8135000000.0,,32400000.0,115800000.0,4163900000.0,,3396800000.0,5224500000.0,,795000000.0,870100000.0,-500000.0,72100000.0,389900000.0,,,,2561900000.0,461800000.0,,212000000.0,-2095100000.0,572800000.0,,13870100000.0,5958100000.0,2805300000.0,1836300000.0,5958100000.0,5957600000.0,7912500000.0,13870100000.0,10194700000.0,6076200000.0,0.0
