company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredrevenue,currentdeferredtaxassets,currentdeferredtaxliabilities,currentemployeebenefitliabilities,goodwill,grossppe,intangibleassets,longtermdebt,netinventory,netppe,noncontrollinginterests,noncurrentdeferredrevenue,noncurrentdeferredtaxassets,noncurrentnotereceivables,notereceivable,othercurrentassets,othercurrentliabilities,othernoncurrentassets,othernoncurrentliabilities,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity
Cisco Systems Inc,CSCO,8E6NF1YAL0WT6CWXXV93,858877,2012.0,Q3,,2012-04-28,2012-05-23 06:33:57+00:00,903000000.0,3980000000.0,978000000.0,6461000000.0,0.0,39510000000.0,8568000000.0,2104000000.0,453000000.0,2626000000.0,17006000000.0,,2134000000.0,16286000000.0,1497000000.0,3634000000.0,21000000.0,5778000000.0,,3518000000.0,3709000000.0,1510000000.0,4491000000.0,3650000000.0,588000000.0,10869000000.0,83000000.0,41951000000.0,91154000000.0,51357000000.0,61212000000.0,17124000000.0,51357000000.0,51378000000.0,39776000000.0,91154000000.0,26308000000.0,22652000000.0,0.0
Cisco Systems Inc,CSCO,8E6NF1YAL0WT6CWXXV93,858877,2012.0,Q2,,2012-01-28,2012-02-21 07:44:58+00:00,791000000.0,3876000000.0,850000000.0,8561000000.0,0.0,38906000000.0,8534000000.0,2102000000.0,495000000.0,2561000000.0,16841000000.0,,2236000000.0,16299000000.0,1590000000.0,3711000000.0,19000000.0,5484000000.0,,3472000000.0,3547000000.0,1441000000.0,4612000000.0,3701000000.0,613000000.0,9490000000.0,605000000.0,38181000000.0,89259000000.0,49246000000.0,59298000000.0,17598000000.0,49246000000.0,49265000000.0,39994000000.0,89259000000.0,26250000000.0,22396000000.0,0.0
Cisco Systems Inc,CSCO,8E6NF1YAL0WT6CWXXV93,858877,2012.0,Q1,,2011-10-29,2011-11-22 07:01:49+00:00,908000000.0,4300000000.0,981000000.0,4747000000.0,0.0,38297000000.0,8444000000.0,2158000000.0,455000000.0,2557000000.0,16823000000.0,,2369000000.0,16264000000.0,1622000000.0,3753000000.0,26000000.0,5453000000.0,,3209000000.0,3300000000.0,1499000000.0,4508000000.0,3543000000.0,572000000.0,7910000000.0,589000000.0,39641000000.0,86964000000.0,47188000000.0,57267000000.0,17461000000.0,47188000000.0,47214000000.0,39750000000.0,86964000000.0,25944000000.0,22289000000.0,0.0
Cisco Systems Inc,CSCO,8E6NF1YAL0WT6CWXXV93,858877,2013.0,FY,,2013-07-27,2014-09-09 17:17:40+00:00,1029000000.0,5470000000.0,608000000.0,7925000000.0,0.0,42297000000.0,9262000000.0,2616000000.0,192000000.0,3182000000.0,21919000000.0,,3403000000.0,12928000000.0,1476000000.0,3322000000.0,8000000.0,5909000000.0,,3911000000.0,4037000000.0,1312000000.0,5048000000.0,3115000000.0,1230000000.0,16215000000.0,3283000000.0,42685000000.0,101191000000.0,59120000000.0,65521000000.0,21996000000.0,59120000000.0,59128000000.0,42063000000.0,101191000000.0,32348000000.0,20067000000.0,0.0
Cisco Systems Inc,CSCO,8E6NF1YAL0WT6CWXXV93,858877,2013.0,Q3,,2013-04-27,2013-05-20 21:48:30+00:00,957000000.0,4942000000.0,689000000.0,5122000000.0,0.0,40431000000.0,9055000000.0,2377000000.0,0.0,3010000000.0,21640000000.0,,3408000000.0,12956000000.0,1469000000.0,3330000000.0,10000000.0,5133000000.0,,3838000000.0,3878000000.0,1363000000.0,4749000000.0,3451000000.0,1134000000.0,15668000000.0,3292000000.0,42266000000.0,97084000000.0,56788000000.0,61417000000.0,21063000000.0,56788000000.0,56798000000.0,40286000000.0,97084000000.0,32337000000.0,19223000000.0,0.0
Cisco Systems Inc,CSCO,8E6NF1YAL0WT6CWXXV93,858877,2013.0,Q2,,2013-01-26,2013-02-19 06:49:29+00:00,890000000.0,4462000000.0,898000000.0,6847000000.0,0.0,39970000000.0,9108000000.0,2297000000.0,87000000.0,2921000000.0,21361000000.0,,3542000000.0,16254000000.0,1574000000.0,3403000000.0,10000000.0,5553000000.0,,3837000000.0,3894000000.0,2122000000.0,4907000000.0,3510000000.0,1096000000.0,14647000000.0,37000000.0,39529000000.0,96378000000.0,55515000000.0,60725000000.0,17950000000.0,55515000000.0,55525000000.0,40853000000.0,96378000000.0,32250000000.0,22903000000.0,0.0
Cisco Systems Inc,CSCO,8E6NF1YAL0WT6CWXXV93,858877,2013.0,Q1,,2012-10-27,2012-11-20 07:03:40+00:00,889000000.0,3942000000.0,833000000.0,4773000000.0,0.0,39290000000.0,8721000000.0,2253000000.0,200000000.0,2710000000.0,20443000000.0,,3449000000.0,16272000000.0,1709000000.0,3409000000.0,15000000.0,5479000000.0,,3695000000.0,3726000000.0,1277000000.0,4539000000.0,3740000000.0,1077000000.0,12563000000.0,55000000.0,40227000000.0,92643000000.0,52686000000.0,57907000000.0,17114000000.0,52686000000.0,52701000000.0,39942000000.0,92643000000.0,31327000000.0,22828000000.0,0.0
Cisco Systems Inc,CSCO,8E6NF1YAL0WT6CWXXV93,858877,2014.0,FY,,2014-07-26,2015-09-08 17:04:32+00:00,1032000000.0,5157000000.0,677000000.0,6726000000.0,0.0,41884000000.0,9478000000.0,2808000000.0,159000000.0,3181000000.0,24239000000.0,,3280000000.0,20337000000.0,1591000000.0,3252000000.0,7000000.0,6515000000.0,,3918000000.0,4153000000.0,1331000000.0,5451000000.0,3267000000.0,1748000000.0,14093000000.0,508000000.0,45348000000.0,105070000000.0,56654000000.0,67114000000.0,19809000000.0,56654000000.0,56661000000.0,48409000000.0,105070000000.0,34704000000.0,28600000000.0,0.0
Cisco Systems Inc,CSCO,8E6NF1YAL0WT6CWXXV93,858877,2014.0,Q3,,2014-04-26,2014-05-22 17:10:26+00:00,1051000000.0,4443000000.0,697000000.0,6241000000.0,0.0,41241000000.0,9198000000.0,2504000000.0,0.0,2813000000.0,24076000000.0,,3461000000.0,20384000000.0,1528000000.0,3310000000.0,9000000.0,5483000000.0,,3537000000.0,4071000000.0,1273000000.0,4945000000.0,3184000000.0,1678000000.0,13849000000.0,508000000.0,44228000000.0,101856000000.0,55787000000.0,64288000000.0,18515000000.0,55787000000.0,55796000000.0,46060000000.0,101856000000.0,34258000000.0,27545000000.0,0.0
Cisco Systems Inc,CSCO,8E6NF1YAL0WT6CWXXV93,858877,2014.0,Q2,,2014-01-25,2014-02-20 17:14:55+00:00,891000000.0,4378000000.0,703000000.0,5339000000.0,0.0,41438000000.0,9350000000.0,2419000000.0,0.0,2406000000.0,24086000000.0,,3693000000.0,12385000000.0,1548000000.0,3234000000.0,15000000.0,5377000000.0,,3628000000.0,4016000000.0,1263000000.0,5535000000.0,3097000000.0,1637000000.0,13928000000.0,4762000000.0,41726000000.0,98427000000.0,56069000000.0,60689000000.0,22944000000.0,56069000000.0,56084000000.0,42343000000.0,98427000000.0,34504000000.0,19399000000.0,0.0
Cisco Systems Inc,CSCO,8E6NF1YAL0WT6CWXXV93,858877,2014.0,Q1,,2013-10-26,2013-11-21 21:32:11+00:00,1025000000.0,5188000000.0,772000000.0,5254000000.0,0.0,42166000000.0,9212000000.0,2333000000.0,0.0,2771000000.0,23804000000.0,,3835000000.0,12947000000.0,1466000000.0,3273000000.0,12000000.0,5570000000.0,,3893000000.0,4132000000.0,1476000000.0,5441000000.0,3140000000.0,1587000000.0,15959000000.0,3279000000.0,42947000000.0,100741000000.0,58897000000.0,62796000000.0,21728000000.0,58897000000.0,58909000000.0,41832000000.0,100741000000.0,34672000000.0,20104000000.0,0.0
Cisco Systems Inc,CSCO,8E6NF1YAL0WT6CWXXV93,858877,2015.0,FY,,2015-07-25,2016-09-08 17:12:13+00:00,1104000000.0,5344000000.0,61000000.0,6877000000.0,0.0,43592000000.0,9824000000.0,,62000000.0,3049000000.0,24469000000.0,,2376000000.0,21457000000.0,1627000000.0,3332000000.0,9000000.0,7235000000.0,4454000000.0,3858000000.0,4491000000.0,1490000000.0,5476000000.0,1516000000.0,1562000000.0,16045000000.0,3897000000.0,53539000000.0,113373000000.0,59698000000.0,73368000000.0,23412000000.0,59698000000.0,59707000000.0,53666000000.0,113373000000.0,36673000000.0,30254000000.0,0.0
Cisco Systems Inc,CSCO,8E6NF1YAL0WT6CWXXV93,858877,2015.0,Q3,,2015-04-25,2015-05-20 17:05:53+00:00,1118000000.0,4889000000.0,187000000.0,3870000000.0,0.0,43133000000.0,9371000000.0,2539000000.0,80000000.0,2726000000.0,24398000000.0,,2626000000.0,16586000000.0,1760000000.0,3276000000.0,10000000.0,6104000000.0,,3506000000.0,4248000000.0,1476000000.0,5532000000.0,3075000000.0,1444000000.0,15503000000.0,4418000000.0,50549000000.0,106212000000.0,58823000000.0,69331000000.0,23245000000.0,58823000000.0,58833000000.0,47379000000.0,106212000000.0,33605000000.0,24134000000.0,0.0
Cisco Systems Inc,CSCO,8E6NF1YAL0WT6CWXXV93,858877,2015.0,Q2,,2015-01-24,2015-02-18 17:14:00+00:00,988000000.0,4541000000.0,186000000.0,4797000000.0,0.0,42685000000.0,9369000000.0,2654000000.0,0.0,2694000000.0,24382000000.0,,2755000000.0,19667000000.0,1890000000.0,3212000000.0,15000000.0,6085000000.0,,3549000000.0,4210000000.0,1565000000.0,6128000000.0,3142000000.0,1403000000.0,14847000000.0,855000000.0,48225000000.0,104922000000.0,57718000000.0,67882000000.0,20034000000.0,57718000000.0,57733000000.0,47189000000.0,104922000000.0,33828000000.0,27155000000.0,0.0
Cisco Systems Inc,CSCO,8E6NF1YAL0WT6CWXXV93,858877,2015.0,Q1,,2014-10-25,2014-11-20 17:02:59+00:00,1022000000.0,4375000000.0,451000000.0,4387000000.0,0.0,41984000000.0,9449000000.0,2689000000.0,94000000.0,2638000000.0,24364000000.0,,3066000000.0,19615000000.0,1676000000.0,3233000000.0,7000000.0,5799000000.0,,3691000000.0,4265000000.0,1284000000.0,5496000000.0,3228000000.0,1793000000.0,14273000000.0,1357000000.0,47720000000.0,103978000000.0,56708000000.0,66396000000.0,20056000000.0,56708000000.0,56715000000.0,47263000000.0,103978000000.0,34349000000.0,27207000000.0,0.0
Cisco Systems Inc,CSCO,8E6NF1YAL0WT6CWXXV93,858877,2016.0,FY,,2016-07-30,2017-09-07 17:18:41+00:00,1056000000.0,5847000000.0,-326000000.0,7631000000.0,0.0,44516000000.0,10155000000.0,,517000000.0,2951000000.0,26625000000.0,,2501000000.0,24483000000.0,1217000000.0,3506000000.0,-1000000.0,7242000000.0,4299000000.0,4158000000.0,4272000000.0,1627000000.0,6072000000.0,1844000000.0,1431000000.0,19396000000.0,4160000000.0,58125000000.0,121652000000.0,63586000000.0,78719000000.0,24911000000.0,63586000000.0,63585000000.0,58067000000.0,121652000000.0,39427000000.0,33156000000.0,0.0
Cisco Systems Inc,CSCO,8E6NF1YAL0WT6CWXXV93,858877,2016.0,Q3,,2016-04-30,2016-05-24 17:09:33+00:00,1007000000.0,4047000000.0,-227000000.0,8895000000.0,0.0,44137000000.0,9662000000.0,2723000000.0,152000000.0,2745000000.0,26762000000.0,,2744000000.0,24431000000.0,1343000000.0,3529000000.0,0.0,6501000000.0,,3900000000.0,4716000000.0,2230000000.0,6273000000.0,3148000000.0,1361000000.0,18448000000.0,4164000000.0,54617000000.0,118654000000.0,62358000000.0,78571000000.0,24003000000.0,62358000000.0,62358000000.0,56296000000.0,118654000000.0,36554000000.0,32293000000.0,0.0
Cisco Systems Inc,CSCO,8E6NF1YAL0WT6CWXXV93,858877,2016.0,Q2,,2016-01-23,2016-02-18 17:03:48+00:00,962000000.0,4302000000.0,-807000000.0,6314000000.0,0.0,43857000000.0,9796000000.0,2834000000.0,370000000.0,2667000000.0,24958000000.0,,2322000000.0,21591000000.0,1362000000.0,3386000000.0,7000000.0,6095000000.0,,3903000000.0,4514000000.0,1618000000.0,5996000000.0,3068000000.0,1279000000.0,17821000000.0,3008000000.0,54061000000.0,112642000000.0,60871000000.0,75005000000.0,22799000000.0,60871000000.0,60878000000.0,51764000000.0,112642000000.0,34251000000.0,28965000000.0,0.0
Cisco Systems Inc,CSCO,8E6NF1YAL0WT6CWXXV93,858877,2016.0,Q1,,2015-10-24,2015-11-19 17:10:47+00:00,1119000000.0,4712000000.0,-252000000.0,5758000000.0,0.0,43643000000.0,9821000000.0,2706000000.0,122000000.0,2611000000.0,24882000000.0,,2292000000.0,21594000000.0,1482000000.0,3346000000.0,8000000.0,6831000000.0,,4037000000.0,4506000000.0,1433000000.0,5400000000.0,3270000000.0,1263000000.0,16586000000.0,3027000000.0,53349000000.0,111773000000.0,59977000000.0,73946000000.0,22100000000.0,59977000000.0,59985000000.0,51788000000.0,111773000000.0,34481000000.0,29688000000.0,0.0
Cisco Systems Inc,CSCO,8E6NF1YAL0WT6CWXXV93,858877,2017.0,FY,,2017-07-29,2018-09-06 17:14:48+00:00,1385000000.0,5146000000.0,46000000.0,11708000000.0,0.0,45253000000.0,10821000000.0,,98000000.0,2895000000.0,29766000000.0,,2539000000.0,25725000000.0,1616000000.0,3322000000.0,0.0,8923000000.0,4239000000.0,4738000000.0,4856000000.0,1593000000.0,4392000000.0,1511000000.0,1450000000.0,20838000000.0,7992000000.0,58784000000.0,129818000000.0,66137000000.0,83703000000.0,27583000000.0,66137000000.0,66137000000.0,63681000000.0,129818000000.0,42793000000.0,36098000000.0,0.0
Cisco Systems Inc,CSCO,8E6NF1YAL0WT6CWXXV93,858877,2017.0,Q3,,2017-04-29,2017-05-23 17:26:46+00:00,1219000000.0,4635000000.0,-342000000.0,8116000000.0,0.0,45003000000.0,10344000000.0,,20000000.0,2825000000.0,29516000000.0,,2704000000.0,28222000000.0,1366000000.0,3395000000.0,0.0,8146000000.0,4351000000.0,4568000000.0,4639000000.0,1348000000.0,4062000000.0,1454000000.0,1482000000.0,20721000000.0,4248000000.0,59858000000.0,125950000000.0,65382000000.0,79962000000.0,22718000000.0,65382000000.0,65382000000.0,60568000000.0,125950000000.0,42593000000.0,37850000000.0,0.0
Cisco Systems Inc,CSCO,8E6NF1YAL0WT6CWXXV93,858877,2017.0,Q2,,2017-01-28,2017-02-21 17:04:23+00:00,957000000.0,4458000000.0,-801000000.0,10898000000.0,0.0,44585000000.0,10243000000.0,,57000000.0,2522000000.0,26822000000.0,,2117000000.0,30471000000.0,1264000000.0,3422000000.0,7000000.0,7868000000.0,4293000000.0,4664000000.0,4496000000.0,1329000000.0,4478000000.0,1538000000.0,1383000000.0,20027000000.0,4451000000.0,60947000000.0,126248000000.0,63811000000.0,83392000000.0,22708000000.0,63811000000.0,63818000000.0,62430000000.0,126248000000.0,39434000000.0,39722000000.0,0.0
Cisco Systems Inc,CSCO,8E6NF1YAL0WT6CWXXV93,858877,2017.0,Q1,,2016-10-29,2016-11-22 17:05:31+00:00,996000000.0,4805000000.0,-524000000.0,8583000000.0,0.0,44236000000.0,10215000000.0,,32000000.0,2619000000.0,26823000000.0,,2297000000.0,30634000000.0,1176000000.0,3499000000.0,7000000.0,7619000000.0,4057000000.0,4784000000.0,4541000000.0,1651000000.0,5200000000.0,1686000000.0,1404000000.0,19694000000.0,4155000000.0,62385000000.0,126287000000.0,63406000000.0,83141000000.0,23217000000.0,63406000000.0,63413000000.0,62874000000.0,126287000000.0,39647000000.0,39657000000.0,0.0
Cisco Systems Inc,CSCO,8E6NF1YAL0WT6CWXXV93,858877,2018.0,FY,,2018-07-28,2019-09-05 17:17:18+00:00,1904000000.0,5554000000.0,-849000000.0,8934000000.0,0.0,42820000000.0,11490000000.0,,1004000000.0,2986000000.0,31706000000.0,,2552000000.0,20331000000.0,1846000000.0,3006000000.0,0.0,16780000000.0,3219000000.0,4882000000.0,4949000000.0,2940000000.0,4413000000.0,1582000000.0,1434000000.0,1233000000.0,5238000000.0,37614000000.0,108784000000.0,43204000000.0,61837000000.0,27035000000.0,43204000000.0,43204000000.0,65580000000.0,108784000000.0,43941000000.0,38545000000.0,0.0
Cisco Systems Inc,CSCO,8E6NF1YAL0WT6CWXXV93,858877,2018.0,Q3,,2018-04-28,2018-05-22 17:08:00+00:00,1552000000.0,4274000000.0,-604000000.0,6719000000.0,0.0,43556000000.0,11301000000.0,,962000000.0,2966000000.0,31654000000.0,3082000000.0,2681000000.0,20336000000.0,1900000000.0,3082000000.0,,16728000000.0,3044000000.0,4915000000.0,4868000000.0,1668000000.0,4125000000.0,1491000000.0,1641000000.0,3709000000.0,7736000000.0,47712000000.0,114008000000.0,46661000000.0,67141000000.0,28642000000.0,46661000000.0,46661000000.0,67347000000.0,114008000000.0,43785000000.0,38705000000.0,0.0
Cisco Systems Inc,CSCO,8E6NF1YAL0WT6CWXXV93,858877,2018.0,Q2,,2018-01-27,2018-02-20 17:13:54+00:00,1060000000.0,3963000000.0,83000000.0,17624000000.0,0.0,44535000000.0,11102000000.0,,2204000000.0,2736000000.0,30391000000.0,3113000000.0,2474000000.0,25625000000.0,1896000000.0,3113000000.0,,16871000000.0,3097000000.0,4913000000.0,4925000000.0,1583000000.0,4521000000.0,1472000000.0,1668000000.0,7364000000.0,13741000000.0,56059000000.0,131510000000.0,51982000000.0,86050000000.0,35364000000.0,51982000000.0,51982000000.0,79528000000.0,131510000000.0,42347000000.0,44164000000.0,0.0
Cisco Systems Inc,CSCO,8E6NF1YAL0WT6CWXXV93,858877,2018.0,Q1,,2017-10-28,2017-11-21 17:15:56+00:00,1155000000.0,4206000000.0,31000000.0,11043000000.0,0.0,44872000000.0,10920000000.0,,86000000.0,2684000000.0,30233000000.0,3202000000.0,2677000000.0,25684000000.0,1693000000.0,3202000000.0,,8528000000.0,4006000000.0,4876000000.0,5038000000.0,1555000000.0,4200000000.0,1448000000.0,1476000000.0,20647000000.0,10239000000.0,60545000000.0,130522000000.0,65550000000.0,84080000000.0,29284000000.0,65550000000.0,65550000000.0,64972000000.0,130522000000.0,43240000000.0,35688000000.0,0.0
Cisco Systems Inc,CSCO,8E6NF1YAL0WT6CWXXV93,858877,2019.0,FY,,2019-07-27,2020-05-18 16:41:31+00:00,2059000000.0,5491000000.0,-792000000.0,11750000000.0,0.0,40266000000.0,10668000000.0,,1149000000.0,3221000000.0,33529000000.0,,2201000000.0,14475000000.0,1383000000.0,2789000000.0,,16726000000.0,4065000000.0,4958000000.0,5095000000.0,2373000000.0,4424000000.0,2496000000.0,1309000000.0,-5903000000.0,10191000000.0,21663000000.0,97793000000.0,33571000000.0,47755000000.0,31712000000.0,33571000000.0,33571000000.0,64222000000.0,97793000000.0,47249000000.0,32510000000.0,0.0
Cisco Systems Inc,CSCO,8E6NF1YAL0WT6CWXXV93,858877,2019.0,Q3,,2019-04-27,2019-05-21 17:15:37+00:00,2022000000.0,3800000000.0,-896000000.0,10251000000.0,0.0,40577000000.0,10117000000.0,,953000000.0,2872000000.0,33544000000.0,,2398000000.0,15921000000.0,1513000000.0,2834000000.0,,15377000000.0,4023000000.0,4862000000.0,5029000000.0,2331000000.0,4172000000.0,2315000000.0,1272000000.0,-2877000000.0,7777000000.0,24392000000.0,97287000000.0,36804000000.0,47311000000.0,27913000000.0,36804000000.0,36804000000.0,60483000000.0,97287000000.0,47142000000.0,32570000000.0,0.0
Cisco Systems Inc,CSCO,8E6NF1YAL0WT6CWXXV93,858877,2019.0,Q2,,2019-01-26,2019-02-19 17:08:28+00:00,1655000000.0,3745000000.0,-1110000000.0,9835000000.0,0.0,41361000000.0,9976000000.0,,1110000000.0,2599000000.0,33293000000.0,,2270000000.0,15893000000.0,1701000000.0,2931000000.0,,15045000000.0,4081000000.0,4565000000.0,5057000000.0,2231000000.0,4402000000.0,2205000000.0,1256000000.0,538000000.0,9737000000.0,30548000000.0,102462000000.0,40789000000.0,53117000000.0,29479000000.0,40789000000.0,40789000000.0,61673000000.0,102462000000.0,46414000000.0,32194000000.0,0.0
Cisco Systems Inc,CSCO,8E6NF1YAL0WT6CWXXV93,858877,2019.0,Q1,,2018-10-27,2018-11-20 17:09:21+00:00,1805000000.0,4536000000.0,-1218000000.0,8410000000.0,0.0,41897000000.0,9637000000.0,,1084000000.0,2622000000.0,33386000000.0,,2716000000.0,18323000000.0,1572000000.0,2956000000.0,,15393000000.0,3960000000.0,4644000000.0,4851000000.0,2134000000.0,4025000000.0,2081000000.0,1451000000.0,3169000000.0,7241000000.0,34183000000.0,105429000000.0,43848000000.0,55686000000.0,26414000000.0,43848000000.0,43848000000.0,61581000000.0,105429000000.0,46787000000.0,35167000000.0,0.0
