company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,amortizationexpense,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,incometaxexpense,marketingexpense,netincome,netincomecontinuing,netincometocommon,operatingcostofrevenue,operatingrevenue,otherincome,otheroperatingexpenses,rdexpense,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Cisco Systems Inc,CSCO,8E6NF1YAL0WT6CWXXV93,858877,2008.0,FY,2007-07-29,2008-07-26,2010-09-21 07:01:32+00:00,499000000.0,1.35,1.35,,1.31,2203000000.0,8690000000.0,8052000000.0,8052000000.0,8052000000.0,14194000000.0,39540000000.0,-11000000.0,,5328000000.0,,1387000000.0,14194000000.0,25346000000.0,319000000.0,1143000000.0,15904000000.0,9442000000.0,813000000.0,10255000000.0,39540000000.0,5964400000.0,5986000000.0,6163000000.0
Cisco Systems Inc,CSCO,8E6NF1YAL0WT6CWXXV93,858877,2009.0,FY,2008-07-27,2009-07-25,2010-09-21 07:01:32+00:00,533000000.0,1.05,1.05,,1.05,1559000000.0,8403000000.0,6134000000.0,6134000000.0,6134000000.0,13023000000.0,36117000000.0,-128000000.0,,5271000000.0,,1565000000.0,13023000000.0,23094000000.0,346000000.0,845000000.0,15772000000.0,7322000000.0,371000000.0,7693000000.0,36117000000.0,5841900000.0,5828000000.0,5857000000.0
Cisco Systems Inc,CSCO,8E6NF1YAL0WT6CWXXV93,858877,2009.0,Q4,2009-04-26,2009-07-25,,164000000.0,0.19,0.19,,0.19,452000000.0,2009000000.0,1081000000.0,1081000000.0,1081000000.0,3074000000.0,8535000000.0,17000000.0,,1340000000.0,,488000000.0,3074000000.0,5461000000.0,114000000.0,170000000.0,4001000000.0,1460000000.0,73000000.0,1533000000.0,8535000000.0,5841900000.0,5828000000.0,5857000000.0
Cisco Systems Inc,CSCO,8E6NF1YAL0WT6CWXXV93,858877,2009.0,Q3YTD,2008-07-27,2009-04-25,,369000000.0,0.86,0.86,,0.86,1107000000.0,6394000000.0,5053000000.0,5053000000.0,5053000000.0,9949000000.0,27582000000.0,-145000000.0,,3931000000.0,,1077000000.0,9949000000.0,17633000000.0,232000000.0,675000000.0,11771000000.0,5862000000.0,298000000.0,6160000000.0,27582000000.0,5860900000.0,5805000000.0,5818000000.0
Cisco Systems Inc,CSCO,8E6NF1YAL0WT6CWXXV93,858877,2009.0,Q3,2009-01-25,2009-04-25,2010-05-26 06:02:34+00:00,121000000.0,0.23,0.23,,0.23,339000000.0,1956000000.0,1348000000.0,1348000000.0,1348000000.0,2933000000.0,8162000000.0,-9000000.0,,1243000000.0,,302000000.0,2933000000.0,5229000000.0,105000000.0,194000000.0,3622000000.0,1607000000.0,80000000.0,1687000000.0,8162000000.0,5860900000.0,5805000000.0,5818000000.0
Cisco Systems Inc,CSCO,8E6NF1YAL0WT6CWXXV93,858877,2009.0,Q2YTD,2008-07-27,2009-01-24,,248000000.0,0.63,0.63,,0.63,768000000.0,4438000000.0,3705000000.0,3705000000.0,3705000000.0,7016000000.0,19420000000.0,-136000000.0,,2688000000.0,,775000000.0,7016000000.0,12404000000.0,127000000.0,481000000.0,8149000000.0,4255000000.0,218000000.0,4473000000.0,19420000000.0,5784600000.0,5848000000.0,5864000000.0
Cisco Systems Inc,CSCO,8E6NF1YAL0WT6CWXXV93,858877,2009.0,Q2,2008-10-26,2009-01-24,2010-02-17 06:06:50+00:00,136000000.0,0.26,0.26,,0.26,364000000.0,2155000000.0,1504000000.0,1504000000.0,1504000000.0,3366000000.0,9089000000.0,-64000000.0,,1279000000.0,,380000000.0,3366000000.0,5723000000.0,63000000.0,222000000.0,3950000000.0,1773000000.0,95000000.0,1868000000.0,9089000000.0,5784600000.0,5848000000.0,5864000000.0
Cisco Systems Inc,CSCO,8E6NF1YAL0WT6CWXXV93,858877,2009.0,Q1,2008-07-27,2008-10-25,2009-11-18 06:03:33+00:00,112000000.0,0.37,0.37,,0.37,404000000.0,2283000000.0,2201000000.0,2201000000.0,2201000000.0,3650000000.0,10331000000.0,-72000000.0,,1409000000.0,,395000000.0,3650000000.0,6681000000.0,64000000.0,259000000.0,4199000000.0,2482000000.0,123000000.0,2605000000.0,10331000000.0,5948600000.0,5881000000.0,5972000000.0
Cisco Systems Inc,CSCO,8E6NF1YAL0WT6CWXXV93,858877,2010.0,FY,2009-07-26,2010-07-31,2011-09-14 06:34:32+00:00,491000000.0,1.36,1.36,,1.33,1648000000.0,8782000000.0,7767000000.0,7767000000.0,7767000000.0,14397000000.0,40040000000.0,239000000.0,,5273000000.0,,1933000000.0,14397000000.0,25643000000.0,623000000.0,635000000.0,16479000000.0,9164000000.0,251000000.0,9415000000.0,40040000000.0,5711000000.0,5732000000.0,5848000000.0
Cisco Systems Inc,CSCO,8E6NF1YAL0WT6CWXXV93,858877,2010.0,Q4,2010-05-02,2010-07-31,,131000000.0,0.35,0.35,,0.34,483000000.0,2417000000.0,1935000000.0,1935000000.0,1935000000.0,4043000000.0,10836000000.0,108000000.0,,1391000000.0,,529000000.0,4043000000.0,6793000000.0,169000000.0,154000000.0,4468000000.0,2325000000.0,93000000.0,2418000000.0,10836000000.0,5711000000.0,5732000000.0,5848000000.0
Cisco Systems Inc,CSCO,8E6NF1YAL0WT6CWXXV93,858877,2010.0,Q3,2010-01-24,2010-05-01,2010-05-26 06:02:34+00:00,117000000.0,0.38,0.38,,0.37,211000000.0,2260000000.0,2192000000.0,2192000000.0,2192000000.0,3738000000.0,10368000000.0,82000000.0,,1411000000.0,,497000000.0,3738000000.0,6630000000.0,182000000.0,158000000.0,4285000000.0,2345000000.0,58000000.0,2403000000.0,10368000000.0,5768400000.0,5731000000.0,5869000000.0
Cisco Systems Inc,CSCO,8E6NF1YAL0WT6CWXXV93,858877,2010.0,Q3YTD,2009-07-26,2010-05-01,,360000000.0,1.01,1.01,,0.99,1165000000.0,6365000000.0,5832000000.0,5832000000.0,5832000000.0,10354000000.0,29204000000.0,131000000.0,,3882000000.0,,1404000000.0,10354000000.0,18850000000.0,454000000.0,481000000.0,12011000000.0,6839000000.0,158000000.0,6997000000.0,29204000000.0,5768400000.0,5731000000.0,5869000000.0
Cisco Systems Inc,CSCO,8E6NF1YAL0WT6CWXXV93,858877,2010.0,Q3TTM,2009-04-26,2010-05-01,,524000000.0,1.2,1.2,,1.18,1617000000.0,8374000000.0,6913000000.0,6913000000.0,6913000000.0,13428000000.0,37739000000.0,148000000.0,,5222000000.0,,1892000000.0,13428000000.0,24311000000.0,568000000.0,651000000.0,16012000000.0,8299000000.0,231000000.0,8530000000.0,37739000000.0,5768400000.0,5731000000.0,5869000000.0
