company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,incometaxexpense,marketingexpense,netincome,netincomecontinuing,netincometocommon,operatingcostofrevenue,operatingrevenue,otherincome,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Domino's Pizza Inc,DPZ,,1286681,2009.0,FY,2008-12-29,2010-01-03,2012-02-28 07:33:16+00:00,1.39,1.39,,1.38,55778000.0,,79744000.0,79744000.0,79744000.0,1017081000.0,1404057000.0,56275000.0,197467000.0,1017081000.0,386976000.0,110945000.0,683000.0,197467000.0,189509000.0,-53987000.0,135522000.0,1404057000.0,57400000.0,57400000.0,57800000.0
Domino's Pizza Inc,DPZ,,1286681,2010.0,Q4,2010-09-13,2011-01-02,,0.13,0.41,,0.4,13682000.0,,24173000.0,24173000.0,24173000.0,343864000.0,479970000.0,-766000.0,68718000.0,343864000.0,136106000.0,28866000.0,99000.0,68718000.0,67388000.0,-29533000.0,37855000.0,479970000.0,58467769.0,58467769.0,58467769.0
Domino's Pizza Inc,DPZ,,1286681,2010.0,FY,2010-01-04,2011-01-02,2013-02-28 07:34:27+00:00,1.5,1.5,,1.45,51028000.0,,87917000.0,87917000.0,87917000.0,1132305000.0,1570894000.0,7809000.0,210887000.0,1132305000.0,438589000.0,96810000.0,244000.0,210887000.0,227702000.0,-88757000.0,138945000.0,1570894000.0,58467769.0,58467769.0,58467769.0
Domino's Pizza Inc,DPZ,,1286681,2010.0,Q3,2010-06-21,2010-09-12,2011-10-18 07:36:59+00:00,0.56,0.28,,0.27,10608000.0,,16600000.0,16600000.0,16600000.0,253235000.0,347388000.0,938000.0,45929000.0,253235000.0,94153000.0,22021000.0,67000.0,45929000.0,48224000.0,-21016000.0,27208000.0,347388000.0,29600000.0,59300000.0,61500000.0
Domino's Pizza Inc,DPZ,,1286681,2010.0,Q3YTD,2010-01-04,2010-09-12,,1.37,1.09,,1.05,37346000.0,,63744000.0,63744000.0,63744000.0,788441000.0,1090924000.0,8575000.0,142169000.0,788441000.0,302483000.0,67944000.0,145000.0,142169000.0,160314000.0,-59224000.0,101090000.0,1090924000.0,29600000.0,59300000.0,61500000.0
Domino's Pizza Inc,DPZ,,1286681,2010.0,Q2,2010-03-29,2010-06-20,2011-07-26 07:33:25+00:00,0.39,0.39,,0.37,11695000.0,,22625000.0,22625000.0,22625000.0,262069000.0,362405000.0,1493000.0,45787000.0,262069000.0,100336000.0,21770000.0,48000.0,45787000.0,54549000.0,-20229000.0,34320000.0,362405000.0,58000000.0,58000000.0,61100000.0
Domino's Pizza Inc,DPZ,,1286681,2010.0,Q2YTD,2010-01-04,2010-06-20,,0.81,0.81,,0.78,26738000.0,,47144000.0,47144000.0,47144000.0,535206000.0,743536000.0,7637000.0,96240000.0,535206000.0,208330000.0,45923000.0,78000.0,96240000.0,112090000.0,-38208000.0,73882000.0,743536000.0,58000000.0,58000000.0,61100000.0
Domino's Pizza Inc,DPZ,,1286681,2010.0,Q1,2010-01-04,2010-03-28,2011-05-05 07:32:53+00:00,0.42,0.42,,0.41,15043000.0,,24519000.0,24519000.0,24519000.0,273137000.0,381131000.0,6144000.0,50453000.0,273137000.0,107994000.0,24153000.0,30000.0,50453000.0,57541000.0,-17979000.0,39562000.0,381131000.0,58400000.0,58400000.0,59800000.0
Domino's Pizza Inc,DPZ,,1286681,2011.0,Q4,2011-09-12,2012-01-01,,0.54,0.54,,0.52,17154000.0,,30911000.0,30911000.0,30911000.0,356891000.0,501748000.0,,68724000.0,356891000.0,144857000.0,28150000.0,82000.0,68724000.0,76133000.0,-28068000.0,48065000.0,501748000.0,58918038.0,58918038.0,58918038.0
Domino's Pizza Inc,DPZ,,1286681,2011.0,FY,2011-01-03,2012-01-01,2014-02-25 07:40:29+00:00,1.79,1.79,,1.71,62445000.0,,105361000.0,105361000.0,105361000.0,1181677000.0,1652193000.0,,211371000.0,1181677000.0,470516000.0,91635000.0,296000.0,211371000.0,259145000.0,-91339000.0,167806000.0,1652193000.0,58918038.0,58918038.0,58918038.0
