company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,accumulateddepreciation,aoci,assetretirementandlitigationobligation,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredtaxassets,currentemployeebenefitliabilities,dividendspayable,goodwill,grossppe,intangibleassets,longtermdebt,longterminvestments,netinventory,netppe,noncurrentdeferredtaxassets,noncurrentdeferredtaxliabilities,noncurrentnotereceivables,notereceivable,othercurrentliabilities,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,othernoncurrentassets,othernoncurrentliabilities,othernoncurrentnonoperatingassets,prepaidexpenses,restrictedcash,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity
Domino's Pizza Inc,DPZ,,1286681,2010.0,FY,,2011-01-02,2012-02-28 07:33:16+00:00,56602000.0,80410000.0,35342000.0,188431000.0,-2740000.0,17438000.0,47945000.0,0.0,46133000.0,16752000.0,27418000.0,,17356000.0,285815000.0,7788000.0,1451321000.0,1193000.0,26998000.0,97384000.0,8646000.0,0.0,2668000.0,1509000.0,49901000.0,,16028000.0,8490000.0,16603000.0,12274000.0,9760000.0,121664000.0,-1254044000.0,835000.0,460837000.0,-1210651000.0,305038000.0,186126000.0,-1210651000.0,-1210651000.0,1671488000.0,460837000.0,58415000.0,1485362000.0,0.0
Domino's Pizza Inc,DPZ,,1286681,2011.0,FY,,2012-01-01,2013-02-28 07:34:27+00:00,69714000.0,87200000.0,89091000.0,188610000.0,-2401000.0,,50292000.0,0.0,577000.0,16579000.0,21691000.0,,16649000.0,281010000.0,8176000.0,1450369000.0,1538000.0,30702000.0,92400000.0,4858000.0,5021000.0,5070000.0,945000.0,,,15775000.0,8958000.0,37717000.0,16051000.0,12232000.0,128893000.0,-1207915000.0,904000.0,480543000.0,-1209739000.0,326843000.0,197175000.0,-1209739000.0,-1209739000.0,1690282000.0,480543000.0,61300000.0,1493107000.0,0.0
Domino's Pizza Inc,DPZ,,1286681,2011.0,Q3,,2011-09-11,2011-10-18 07:36:59+00:00,54217000.0,81146000.0,67173000.0,187647000.0,-2523000.0,16392000.0,32080000.0,,582000.0,13354000.0,,,16666000.0,277234000.0,7413000.0,1450668000.0,,25734000.0,89587000.0,5037000.0,,,949000.0,48292000.0,,,14263000.0,21545000.0,16503000.0,18813000.0,116680000.0,-1219015000.0,894000.0,438225000.0,-1220956000.0,288756000.0,170576000.0,-1220956000.0,-1220956000.0,1659181000.0,438225000.0,59882000.0,1488605000.0,
Domino's Pizza Inc,DPZ,,1286681,2011.0,Q2,,2011-06-19,2011-07-26 07:33:25+00:00,58688000.0,84326000.0,66442000.0,190217000.0,-2623000.0,15529000.0,78639000.0,,32943000.0,14017000.0,,,16935000.0,282539000.0,8328000.0,1450919000.0,,28647000.0,92322000.0,5493000.0,,,1263000.0,46398000.0,,,13100000.0,19554000.0,10580000.0,21692000.0,111647000.0,-1201685000.0,824000.0,486989000.0,-1171365000.0,340231000.0,172352000.0,-1171365000.0,-1171365000.0,1658354000.0,486989000.0,54436000.0,1486002000.0,
Domino's Pizza Inc,DPZ,,1286681,2011.0,Q1,,2011-03-27,2011-05-05 07:32:53+00:00,63305000.0,83848000.0,64864000.0,188050000.0,-2654000.0,15129000.0,92584000.0,,61841000.0,11873000.0,,,16935000.0,282015000.0,7767000.0,1451932000.0,,29643000.0,93965000.0,5492000.0,,,1343000.0,42151000.0,,,12804000.0,17794000.0,11427000.0,7718000.0,112030000.0,-1226933000.0,,487429000.0,-1167746000.0,339039000.0,171149000.0,-1167746000.0,-1167746000.0,1656004000.0,487429000.0,54425000.0,1484855000.0,
Domino's Pizza Inc,DPZ,,1286681,2012.0,FY,,2012-12-30,2013-02-28 07:34:27+00:00,77414000.0,94103000.0,85832000.0,191713000.0,-2386000.0,,54813000.0,0.0,563000.0,15290000.0,21843000.0,,16598000.0,283158000.0,11387000.0,1536443000.0,2097000.0,31061000.0,91445000.0,3953000.0,7001000.0,3028000.0,1858000.0,5025000.0,,15035000.0,8635000.0,40778000.0,34787000.0,11210000.0,97932000.0,-1335364000.0,24349000.0,478197000.0,-1337187000.0,306267000.0,229498000.0,-1335523000.0,-1335523000.0,1813720000.0,478197000.0,80485000.0,1584222000.0,0.0
Domino's Pizza Inc,DPZ,,1286681,2012.0,Q3,,2012-09-09,2012-10-16 07:36:43+00:00,61875000.0,86762000.0,111832000.0,193582000.0,-2425000.0,,34550000.0,,1479000.0,13884000.0,,,16598000.0,280120000.0,10310000.0,1542522000.0,,26762000.0,86538000.0,4118000.0,7589000.0,,,,,,14596000.0,38221000.0,36665000.0,13598000.0,96571000.0,-1344585000.0,24444000.0,440952000.0,-1345531000.0,272127000.0,198151000.0,-1345531000.0,-1345531000.0,1786483000.0,440952000.0,82287000.0,1588332000.0,
Domino's Pizza Inc,DPZ,,1286681,2012.0,Q2,,2012-06-17,2012-07-24 07:37:42+00:00,59223000.0,85521000.0,67615000.0,195048000.0,-2403000.0,20357000.0,10750000.0,,568000.0,14753000.0,,,16598000.0,282830000.0,8873000.0,1548570000.0,,26585000.0,87782000.0,4318000.0,6719000.0,,,50220000.0,,,14537000.0,16487000.0,38009000.0,21677000.0,95216000.0,-1367275000.0,24538000.0,424619000.0,-1369110000.0,254502000.0,201596000.0,-1369110000.0,-1369110000.0,1793729000.0,424619000.0,82335000.0,1592133000.0,
Domino's Pizza Inc,DPZ,,1286681,2012.0,Q1,,2012-03-25,2012-05-01 07:35:01+00:00,62034000.0,80067000.0,51441000.0,191217000.0,-2313000.0,20376000.0,214730000.0,,579000.0,13334000.0,,186985000.0,16598000.0,280874000.0,8629000.0,1554651000.0,,26769000.0,89657000.0,4538000.0,6331000.0,,,44116000.0,,,15349000.0,16559000.0,38618000.0,15066000.0,77922000.0,-1363993000.0,24511000.0,601277000.0,-1365727000.0,427888000.0,369087000.0,-1365727000.0,-1365727000.0,1967004000.0,601277000.0,83732000.0,1597917000.0,
Domino's Pizza Inc,DPZ,,1286681,2013.0,FY,,2013-12-29,2015-02-24 07:42:32+00:00,83408000.0,105779000.0,47528000.0,199914000.0,-1984000.0,,14383000.0,0.0,1227000.0,10710000.0,23653000.0,11849000.0,16598000.0,297498000.0,14464000.0,1512299000.0,3269000.0,30321000.0,97584000.0,3167000.0,7827000.0,894000.0,1823000.0,49654000.0,0.0,14375000.0,9046000.0,40720000.0,28693000.0,18376000.0,170148000.0,-1289445000.0,24144000.0,525255000.0,-1290202000.0,351540000.0,254611000.0,-1290202000.0,-1290202000.0,1815457000.0,525255000.0,76131000.0,1560846000.0,0.0
Domino's Pizza Inc,DPZ,,1286681,2013.0,Q3,,2013-09-08,2013-10-15 07:42:48+00:00,63006000.0,92765000.0,126636000.0,199138000.0,-2267000.0,,32079000.0,,1145000.0,9462000.0,,11694000.0,16598000.0,288468000.0,13087000.0,1518383000.0,,30282000.0,89330000.0,3458000.0,6740000.0,,,,,,13121000.0,40100000.0,30520000.0,20466000.0,117356000.0,-1321053000.0,24140000.0,468524000.0,-1322175000.0,302410000.0,225476000.0,-1322175000.0,-1322175000.0,1790699000.0,468524000.0,76784000.0,1565223000.0,
Domino's Pizza Inc,DPZ,,1286681,2013.0,Q2,,2013-06-16,2013-07-23 07:35:11+00:00,63875000.0,93987000.0,128570000.0,196024000.0,-2393000.0,,40838000.0,,622000.0,10449000.0,,12214000.0,16598000.0,284575000.0,12505000.0,1524420000.0,,27996000.0,88551000.0,3562000.0,4291000.0,,,,,,13115000.0,40067000.0,31932000.0,21505000.0,107761000.0,-1327020000.0,24153000.0,468799000.0,-1328791000.0,302536000.0,228812000.0,-1328791000.0,-1328791000.0,1797590000.0,468799000.0,77712000.0,1568778000.0,
Domino's Pizza Inc,DPZ,,1286681,2013.0,Q1,,2013-03-24,2013-04-30 07:38:38+00:00,69087000.0,90156000.0,117741000.0,194317000.0,-2437000.0,,75081000.0,,563000.0,8117000.0,,12546000.0,16598000.0,284093000.0,11390000.0,1530411000.0,,29916000.0,89776000.0,3707000.0,4158000.0,,,,,,13173000.0,41773000.0,33354000.0,10628000.0,94659000.0,-1321498000.0,24211000.0,476555000.0,-1323372000.0,308557000.0,223585000.0,-1323372000.0,-1323372000.0,1799927000.0,476555000.0,78222000.0,1576342000.0,
Domino's Pizza Inc,DPZ,,1286681,2014.0,FY,,2014-12-28,2016-02-25 07:36:28+00:00,86552000.0,118395000.0,54459000.0,196174000.0,-2661000.0,,30855000.0,0.0,30117000.0,9857000.0,23618000.0,14351000.0,16297000.0,310220000.0,20562000.0,1500599000.0,4586000.0,37944000.0,114046000.0,2475000.0,5588000.0,,,72055000.0,5732000.0,14008000.0,10006000.0,44003000.0,,32569000.0,193009000.0,-1246921000.0,565000.0,596333000.0,-1219465000.0,428361000.0,265608000.0,-1219465000.0,-1219465000.0,1815798000.0,596333000.0,53926000.0,1550190000.0,0.0
