company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,amortizationexpense,depreciationexpense,divestitures,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,othernetchangesincash,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments,saleofplantpropertyandequipment
Domino's Pizza Inc,DPZ,,1286681,2009.0,FY,2008-12-29,2010-01-03,2012-02-28 07:33:16+00:00,9621000.0,24064000.0,,-567000.0,23864000.0,4376000.0,60995000.0,-70796000.0,-32891000.0,101274000.0,-70796000.0,-32891000.0,101274000.0,-2980000.0,79744000.0,79744000.0,-36019000.0,1141000.0,-13751000.0,,,,-22870000.0,-137308000.0,0.0,,3730000.0
Domino's Pizza Inc,DPZ,,1286681,2010.0,Q4,2010-09-13,2011-01-02,,4173000.0,7627000.0,,-126000.0,8362000.0,1150000.0,,-21836000.0,-16428000.0,46059000.0,-21836000.0,-16428000.0,46059000.0,8750000.0,24173000.0,24173000.0,1724000.0,6981000.0,-7897000.0,1081000.0,,,-9139000.0,-24583000.0,-5384000.0,,608000.0
Domino's Pizza Inc,DPZ,,1286681,2010.0,FY,2010-01-04,2011-01-02,2013-02-28 07:34:27+00:00,7837000.0,24052000.0,,-125000.0,4591000.0,4548000.0,2861000.0,-104267000.0,-18380000.0,128325000.0,-104267000.0,-18380000.0,128325000.0,5553000.0,87917000.0,87917000.0,3928000.0,10468000.0,4304000.0,,,,-25421000.0,-116760000.0,-5384000.0,,2737000.0
Domino's Pizza Inc,DPZ,,1286681,2010.0,Q3YTD,2010-01-04,2010-09-12,2011-10-18 07:36:59+00:00,3664000.0,16425000.0,,1000.0,-3771000.0,3398000.0,2861000.0,-82431000.0,-1952000.0,82266000.0,-82431000.0,-1952000.0,82266000.0,-3197000.0,63744000.0,63744000.0,2204000.0,3487000.0,12201000.0,-1081000.0,,,-16282000.0,-92177000.0,0.0,,2129000.0
Domino's Pizza Inc,DPZ,,1286681,2010.0,Q3,2010-06-21,2010-09-12,,0.0,0.0,,9000.0,0.0,1104000.0,,-16807000.0,-4532000.0,32626000.0,-16807000.0,-4532000.0,32626000.0,10215000.0,16600000.0,16600000.0,16026000.0,1298000.0,342000.0,-1081000.0,,,-5224000.0,-19209000.0,,,350000.0
Domino's Pizza Inc,DPZ,,1286681,2010.0,Q2YTD,2010-01-04,2010-06-20,2011-07-26 07:33:25+00:00,2614000.0,10994000.0,,-8000.0,-10319000.0,2294000.0,2861000.0,-65624000.0,2580000.0,49394000.0,-65624000.0,2580000.0,49640000.0,-13412000.0,47144000.0,47144000.0,-1039000.0,2189000.0,11859000.0,,,,-11058000.0,-72968000.0,0.0,,1779000.0
Domino's Pizza Inc,DPZ,,1286681,2010.0,Q2,2010-03-29,2010-06-20,,0.0,0.0,-1077000.0,25000.0,0.0,0.0,,,1120000.0,17261000.0,-17416000.0,1120000.0,17261000.0,990000.0,22625000.0,22625000.0,-5364000.0,0.0,6330000.0,,,,-5912000.0,0.0,,,1779000.0
Domino's Pizza Inc,DPZ,,1286681,2010.0,Q1,2010-01-04,2010-03-28,2011-05-05 07:32:53+00:00,2544000.0,5503000.0,1077000.0,-33000.0,2935000.0,1336000.0,2861000.0,-48034000.0,1460000.0,32379000.0,-48208000.0,1460000.0,32379000.0,-14402000.0,24519000.0,24519000.0,-3122000.0,1793000.0,5529000.0,,,,-5146000.0,-54024000.0,0.0,,
Domino's Pizza Inc,DPZ,,1286681,2011.0,Q4,2011-09-12,2012-01-01,,3647000.0,6964000.0,,-61000.0,38211000.0,-1000.0,,-28371000.0,-21323000.0,67967000.0,-28371000.0,-21323000.0,67967000.0,18212000.0,30911000.0,30911000.0,-11766000.0,11198000.0,-10938000.0,,,,-11249000.0,-3751000.0,-35817000.0,,864000.0
Domino's Pizza Inc,DPZ,,1286681,2011.0,FY,2011-01-03,2012-01-01,2014-02-25 07:40:29+00:00,6190000.0,24042000.0,,-300000.0,20123000.0,563000.0,,-123485000.0,-26941000.0,153073000.0,-123485000.0,-26941000.0,153073000.0,2347000.0,105361000.0,105361000.0,-2643000.0,45609000.0,-8623000.0,,,,-24349000.0,-4650000.0,-165007000.0,,6031000.0
Domino's Pizza Inc,DPZ,,1286681,2011.0,Q3YTD,2011-01-03,2011-09-11,2011-10-18 07:36:59+00:00,2543000.0,17078000.0,,-239000.0,-18088000.0,564000.0,0.0,-95114000.0,-5618000.0,85106000.0,-95114000.0,-5618000.0,85106000.0,-15865000.0,74450000.0,74450000.0,9123000.0,34411000.0,2315000.0,,,,-13100000.0,-899000.0,-129190000.0,,5167000.0
