company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredrevenue,currentdeferredtaxassets,currentemployeebenefitliabilities,dividendspayable,goodwill,intangibleassets,longtermdebt,longterminvestments,netinventory,netppe,noncontrollinginterests,noncurrentdeferredtaxassets,noncurrentemployeebenefitliabilities,noncurrentnotereceivables,notereceivable,othercurrentliabilities,othernoncurrentassets,othernoncurrentliabilities,prepaidexpenses,redeemablenoncontrollinginterest,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,treasurystock
Caterpillar Inc,CAT,WRJR7GS4GTRECRRTVX92,18230,2007.0,FY,,2007-12-31,2010-02-19 12:42:45+00:00,4723000000.0,8249000000.0,3178000000.0,-1808000000.0,1122000000.0,,2744000000.0,1442000000.0,,1126000000.0,225000000.0,1963000000.0,475000000.0,17829000000.0,598000000.0,7204000000.0,9997000000.0,113000000.0,1553000000.0,5059000000.0,14147000000.0,7503000000.0,951000000.0,1922000000.0,2003000000.0,1399000000.0,0.0,17398000000.0,10600000000.0,56132000000.0,8883000000.0,25477000000.0,22245000000.0,8883000000.0,8996000000.0,47136000000.0,56132000000.0,20658000000.0,24891000000.0,-9451000000.0
Caterpillar Inc,CAT,WRJR7GS4GTRECRRTVX92,18230,2008.0,FY,,2008-12-31,2011-02-22 17:15:14+00:00,4827000000.0,9397000000.0,3254000000.0,-5579000000.0,2736000000.0,0.0,3057000000.0,1898000000.0,1223000000.0,1242000000.0,253000000.0,2261000000.0,511000000.0,22834000000.0,94000000.0,8781000000.0,12524000000.0,103000000.0,3311000000.0,9975000000.0,15743000000.0,8731000000.0,1450000000.0,1453000000.0,2634000000.0,1017000000.0,524000000.0,19826000000.0,12701000000.0,67782000000.0,6087000000.0,31885000000.0,25625000000.0,6087000000.0,6190000000.0,61068000000.0,67782000000.0,23373000000.0,35443000000.0,-11217000000.0
Caterpillar Inc,CAT,WRJR7GS4GTRECRRTVX92,18230,2009.0,FY,,2009-12-31,2012-02-21 15:49:01+00:00,2993000000.0,5611000000.0,2641000000.0,-3764000000.0,4867000000.0,0.0,3439000000.0,1217000000.0,,797000000.0,262000000.0,2269000000.0,465000000.0,21847000000.0,105000000.0,6360000000.0,12386000000.0,83000000.0,2714000000.0,7420000000.0,13250000000.0,8301000000.0,1281000000.0,1632000000.0,2496000000.0,2078000000.0,477000000.0,19711000000.0,9784000000.0,60038000000.0,8740000000.0,27217000000.0,18975000000.0,8740000000.0,8823000000.0,50738000000.0,60038000000.0,20435000000.0,31763000000.0,-10646000000.0
Caterpillar Inc,CAT,WRJR7GS4GTRECRRTVX92,18230,2010.0,FY,,2010-12-31,2012-02-21 15:49:01+00:00,5856000000.0,8494000000.0,2880000000.0,-4051000000.0,3592000000.0,0.0,3888000000.0,1831000000.0,,1670000000.0,281000000.0,2614000000.0,805000000.0,20437000000.0,164000000.0,9587000000.0,12539000000.0,40000000.0,2493000000.0,7584000000.0,12057000000.0,8298000000.0,1521000000.0,1538000000.0,2654000000.0,1839000000.0,461000000.0,21384000000.0,7981000000.0,64020000000.0,10824000000.0,31810000000.0,22020000000.0,10824000000.0,10864000000.0,52695000000.0,64020000000.0,19671000000.0,30675000000.0,-10397000000.0
Caterpillar Inc,CAT,WRJR7GS4GTRECRRTVX92,18230,2010.0,Q3,,2010-09-30,2010-11-04 12:43:20+00:00,4970000000.0,7395000000.0,2633000000.0,-4412000000.0,2265000000.0,,3757000000.0,1470000000.0,1007000000.0,1471000000.0,,2634000000.0,824000000.0,20337000000.0,160000000.0,9006000000.0,12065000000.0,38000000.0,2909000000.0,8117000000.0,12922000000.0,7933000000.0,1363000000.0,1551000000.0,2678000000.0,971000000.0,457000000.0,20955000000.0,8271000000.0,61642000000.0,9837000000.0,28577000000.0,20178000000.0,9837000000.0,9875000000.0,51310000000.0,61642000000.0,21000000000.0,31132000000.0,-10463000000.0
Caterpillar Inc,CAT,WRJR7GS4GTRECRRTVX92,18230,2010.0,Q2,,2010-06-30,2010-08-26 12:49:59+00:00,3975000000.0,6348000000.0,3083000000.0,-4045000000.0,3597000000.0,,3636000000.0,1404000000.0,1041000000.0,1182000000.0,277000000.0,2292000000.0,485000000.0,20226000000.0,154000000.0,7339000000.0,11763000000.0,87000000.0,2464000000.0,6977000000.0,12735000000.0,8086000000.0,936000000.0,1524000000.0,2102000000.0,965000000.0,432000000.0,20133000000.0,8927000000.0,58793000000.0,9185000000.0,27376000000.0,19784000000.0,9185000000.0,9272000000.0,49089000000.0,58793000000.0,19654000000.0,29305000000.0,-10539000000.0
Caterpillar Inc,CAT,WRJR7GS4GTRECRRTVX92,18230,2010.0,Q1,,2010-03-31,2010-05-03 15:44:49+00:00,3431000000.0,6068000000.0,3216000000.0,-3886000000.0,3538000000.0,,3482000000.0,1367000000.0,1153000000.0,900000000.0,0.0,2284000000.0,488000000.0,21548000000.0,133000000.0,6990000000.0,12057000000.0,80000000.0,2558000000.0,7281000000.0,12879000000.0,8123000000.0,881000000.0,2025000000.0,2116000000.0,540000000.0,452000000.0,19941000000.0,8622000000.0,58836000000.0,8942000000.0,26412000000.0,18417000000.0,8942000000.0,9022000000.0,49362000000.0,58836000000.0,20367000000.0,30945000000.0,-10595000000.0
Caterpillar Inc,CAT,WRJR7GS4GTRECRRTVX92,18230,2011.0,FY,,2011-12-31,2013-02-19 12:26:30+00:00,8161000000.0,10285000000.0,3386000000.0,-6328000000.0,3057000000.0,0.0,4273000000.0,2691000000.0,,2410000000.0,298000000.0,7080000000.0,4368000000.0,24944000000.0,133000000.0,14544000000.0,14395000000.0,46000000.0,2157000000.0,10956000000.0,13078000000.0,7668000000.0,1967000000.0,2107000000.0,3583000000.0,2574000000.0,473000000.0,25219000000.0,9648000000.0,81446000000.0,12883000000.0,38128000000.0,28561000000.0,12883000000.0,12929000000.0,68044000000.0,81446000000.0,28923000000.0,39483000000.0,-10281000000.0
Caterpillar Inc,CAT,WRJR7GS4GTRECRRTVX92,18230,2011.0,Q3,,2011-09-30,2011-11-04 12:29:49+00:00,7524000000.0,9386000000.0,3186000000.0,-4019000000.0,3229000000.0,0.0,4229000000.0,2745000000.0,1122000000.0,2062000000.0,,7778000000.0,4529000000.0,26781000000.0,121000000.0,14412000000.0,13397000000.0,51000000.0,806000000.0,7494000000.0,12728000000.0,7920000000.0,2193000000.0,1544000000.0,3570000000.0,795000000.0,491000000.0,24251000000.0,7508000000.0,77767000000.0,14162000000.0,36864000000.0,25218000000.0,14162000000.0,14213000000.0,63063000000.0,77767000000.0,27506000000.0,37845000000.0,-10299000000.0
Caterpillar Inc,CAT,WRJR7GS4GTRECRRTVX92,18230,2011.0,Q2,,2011-06-30,2011-08-04 12:24:44+00:00,6858000000.0,8916000000.0,2850000000.0,-3544000000.0,10715000000.0,,4165000000.0,1823000000.0,979000000.0,1597000000.0,297000000.0,2610000000.0,775000000.0,25926000000.0,123000000.0,11359000000.0,12430000000.0,45000000.0,2387000000.0,7438000000.0,12964000000.0,8117000000.0,1629000000.0,1567000000.0,2841000000.0,669000000.0,460000000.0,23081000000.0,8456000000.0,73611000000.0,13391000000.0,40755000000.0,23510000000.0,13391000000.0,13436000000.0,59715000000.0,73611000000.0,20426000000.0,36205000000.0,-10311000000.0
Caterpillar Inc,CAT,WRJR7GS4GTRECRRTVX92,18230,2011.0,Q1,,2011-03-31,2011-05-09 16:51:12+00:00,5990000000.0,8830000000.0,2863000000.0,-3724000000.0,4869000000.0,,4044000000.0,1728000000.0,895000000.0,1250000000.0,,2608000000.0,794000000.0,19895000000.0,140000000.0,10676000000.0,12219000000.0,43000000.0,2412000000.0,7514000000.0,12060000000.0,8458000000.0,1625000000.0,1546000000.0,2700000000.0,880000000.0,459000000.0,22640000000.0,9691000000.0,66387000000.0,12629000000.0,34608000000.0,23147000000.0,12629000000.0,12672000000.0,53256000000.0,66387000000.0,19560000000.0,30109000000.0,-10331000000.0
Caterpillar Inc,CAT,WRJR7GS4GTRECRRTVX92,18230,2012.0,FY,,2012-12-31,2014-02-18 14:25:26+00:00,6753000000.0,9706000000.0,3667000000.0,-6433000000.0,5490000000.0,0.0,4481000000.0,2638000000.0,,1911000000.0,0.0,6942000000.0,4016000000.0,27752000000.0,272000000.0,15547000000.0,16461000000.0,50000000.0,2011000000.0,11085000000.0,15345000000.0,8860000000.0,2055000000.0,1785000000.0,3136000000.0,2535000000.0,0.0,29558000000.0,12391000000.0,88970000000.0,17532000000.0,42138000000.0,29415000000.0,17532000000.0,17582000000.0,71388000000.0,88970000000.0,30371000000.0,41973000000.0,-10074000000.0
Caterpillar Inc,CAT,WRJR7GS4GTRECRRTVX92,18230,2012.0,Q3,,2012-09-30,2012-11-02 12:09:57+00:00,7978000000.0,9814000000.0,3568000000.0,-5988000000.0,5689000000.0,0.0,4449000000.0,3035000000.0,1633000000.0,1764000000.0,0.0,7372000000.0,4166000000.0,26526000000.0,199000000.0,17550000000.0,15509000000.0,52000000.0,1873000000.0,10708000000.0,14578000000.0,8865000000.0,2075000000.0,2205000000.0,3625000000.0,1088000000.0,0.0,29541000000.0,13326000000.0,90541000000.0,17884000000.0,44639000000.0,31746000000.0,17884000000.0,17936000000.0,72605000000.0,90541000000.0,30393000000.0,40859000000.0,-10118000000.0
