company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,impairmentexpense,incometaxexpense,netincome,netincomecontinuing,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,otheradjustmentstoconsolidatednetincome,othercostofrevenue,othergains,otherincome,otheroperatingexpenses,otherspecialcharges,rdexpense,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Caterpillar Inc,CAT,WRJR7GS4GTRECRRTVX92,18230,2007.0,FY,2007-01-01,2007-12-31,2010-02-19 12:42:45+00:00,5.55,5.55,1.38,5.37,,1485000000.0,3578000000.0,3578000000.0,3541000000.0,37000000.0,32626000000.0,44958000000.0,,1132000000.0,73000000.0,357000000.0,,,1404000000.0,4875000000.0,33758000000.0,11200000000.0,288000000.0,6279000000.0,4921000000.0,69000000.0,4990000000.0,44958000000.0,638000000.0,638200000.0,659500000.0
Caterpillar Inc,CAT,WRJR7GS4GTRECRRTVX92,18230,2008.0,FY,2008-01-01,2008-12-31,2011-02-22 17:15:14+00:00,5.83,5.83,1.62,5.66,,953000000.0,3585000000.0,3585000000.0,3557000000.0,28000000.0,38415000000.0,51324000000.0,,,37000000.0,327000000.0,,1153000000.0,1728000000.0,5580000000.0,38415000000.0,12909000000.0,274000000.0,8461000000.0,4448000000.0,53000000.0,4501000000.0,51324000000.0,610100000.0,610500000.0,627900000.0
Caterpillar Inc,CAT,WRJR7GS4GTRECRRTVX92,18230,2008.0,Q3,2008-07-01,2008-09-30,2009-10-30 13:01:01+00:00,1.43,1.43,0.0,1.39,,395000000.0,868000000.0,876000000.0,868000000.0,,9704000000.0,12981000000.0,-8000000.0,291000000.0,11000000.0,146000000.0,,,437000000.0,1376000000.0,9995000000.0,2986000000.0,59000000.0,1813000000.0,1173000000.0,87000000.0,1260000000.0,12981000000.0,607000000.0,607000000.0,624800000.0
Caterpillar Inc,CAT,WRJR7GS4GTRECRRTVX92,18230,2009.0,FY,2009-01-01,2009-12-31,2011-02-22 17:15:14+00:00,1.45,1.45,1.68,1.43,,-270000000.0,827000000.0,827000000.0,895000000.0,-68000000.0,23886000000.0,32396000000.0,,1045000000.0,-12000000.0,381000000.0,,,1421000000.0,5467000000.0,24931000000.0,7465000000.0,389000000.0,6888000000.0,577000000.0,-8000000.0,569000000.0,32396000000.0,617200000.0,615200000.0,626000000.0
Caterpillar Inc,CAT,WRJR7GS4GTRECRRTVX92,18230,2009.0,Q4,2009-10-01,2009-12-31,,0.38,0.38,0.84,0.38,,-91000000.0,206000000.0,206000000.0,232000000.0,-26000000.0,5852000000.0,7898000000.0,,238000000.0,-13000000.0,88000000.0,,,355000000.0,1325000000.0,6090000000.0,1808000000.0,88000000.0,1680000000.0,128000000.0,,128000000.0,7898000000.0,617200000.0,615200000.0,626000000.0
Caterpillar Inc,CAT,WRJR7GS4GTRECRRTVX92,18230,2009.0,Q3YTD,2009-01-01,2009-09-30,,1.07,1.07,0.84,1.05,,-179000000.0,621000000.0,621000000.0,663000000.0,-42000000.0,18034000000.0,24498000000.0,,807000000.0,1000000.0,293000000.0,,,1066000000.0,4142000000.0,18841000000.0,5657000000.0,301000000.0,5208000000.0,449000000.0,-8000000.0,441000000.0,24498000000.0,621500000.0,622400000.0,635500000.0
Caterpillar Inc,CAT,WRJR7GS4GTRECRRTVX92,18230,2009.0,Q3,2009-07-01,2009-09-30,2010-11-04 12:43:20+00:00,0.65,0.65,,0.64,,-139000000.0,392000000.0,392000000.0,404000000.0,-12000000.0,5255000000.0,7298000000.0,,256000000.0,1000000.0,66000000.0,,,327000000.0,1183000000.0,5511000000.0,1787000000.0,91000000.0,1510000000.0,277000000.0,-25000000.0,252000000.0,7298000000.0,621500000.0,622400000.0,635500000.0
Caterpillar Inc,CAT,WRJR7GS4GTRECRRTVX92,18230,2009.0,Q2YTD,2009-01-01,2009-06-30,,0.42,0.42,0.84,0.41,,-40000000.0,229000000.0,229000000.0,259000000.0,-30000000.0,12779000000.0,17200000000.0,,551000000.0,,227000000.0,,,739000000.0,2959000000.0,13330000000.0,3870000000.0,210000000.0,3698000000.0,172000000.0,17000000.0,189000000.0,17200000000.0,608200000.0,611800000.0,619800000.0
Caterpillar Inc,CAT,WRJR7GS4GTRECRRTVX92,18230,2009.0,Q2,2009-04-01,2009-06-30,2010-08-26 12:49:59+00:00,0.61,0.61,0.84,0.6,,40000000.0,360000000.0,360000000.0,371000000.0,-11000000.0,5752000000.0,7975000000.0,,272000000.0,-1000000.0,163000000.0,,,351000000.0,1253000000.0,6024000000.0,1951000000.0,109000000.0,1604000000.0,347000000.0,54000000.0,401000000.0,7975000000.0,608200000.0,611800000.0,619800000.0
Caterpillar Inc,CAT,WRJR7GS4GTRECRRTVX92,18230,2009.0,Q1,2009-01-01,2009-03-31,2010-05-03 15:44:49+00:00,-0.19,-0.19,0.0,-0.19,,-80000000.0,-131000000.0,-131000000.0,-112000000.0,-19000000.0,7027000000.0,9225000000.0,,279000000.0,1000000.0,64000000.0,,,388000000.0,1706000000.0,7306000000.0,1919000000.0,101000000.0,2094000000.0,-175000000.0,-37000000.0,-212000000.0,9225000000.0,589500000.0,602100000.0,602100000.0
