company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,accumulateddepreciation,aoci,cashandequivalents,commonequity,currentdeferredrevenue,currentdeferredtaxliabilities,currentemployeebenefitliabilities,goodwill,grossppe,longtermdebt,netinventory,netppe,noncurrentdeferredtaxliabilities,noncurrentnotereceivables,othercurrentassets,othercurrentliabilities,othernoncurrentassets,othernoncurrentliabilities,othertaxespayable,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,treasurystock
Home Depot Inc,HD,QEKMOTMBBKA8I816DO57,354950,2008.0,FY,,2009-02-01,2010-03-25 16:38:52+00:00,4822000000.0,972000000.0,1644000000.0,10243000000.0,-77000000.0,519000000.0,6133000000.0,1165000000.0,289000000.0,1129000000.0,1134000000.0,36477000000.0,9667000000.0,10673000000.0,26234000000.0,369000000.0,36000000.0,1192000000.0,,398000000.0,2198000000.0,337000000.0,12093000000.0,1767000000.0,6000000.0,41164000000.0,17777000000.0,13362000000.0,11153000000.0,17777000000.0,17777000000.0,23387000000.0,41164000000.0,1568000000.0,12234000000.0,-372000000.0
Home Depot Inc,HD,QEKMOTMBBKA8I816DO57,354950,2009.0,FY,,2010-01-31,2011-03-24 16:21:02+00:00,4863000000.0,964000000.0,1589000000.0,11795000000.0,362000000.0,1421000000.0,6390000000.0,1158000000.0,108000000.0,1263000000.0,1171000000.0,37345000000.0,8662000000.0,10188000000.0,25550000000.0,319000000.0,33000000.0,1327000000.0,,223000000.0,2140000000.0,362000000.0,13226000000.0,1020000000.0,,40877000000.0,19393000000.0,13900000000.0,10363000000.0,19393000000.0,19393000000.0,21484000000.0,40877000000.0,1427000000.0,11121000000.0,-585000000.0
Home Depot Inc,HD,QEKMOTMBBKA8I816DO57,354950,2009.0,Q3,,2009-11-01,2009-12-03 16:12:13+00:00,5829000000.0,1188000000.0,1695000000.0,11416000000.0,274000000.0,2719000000.0,6311000000.0,1177000000.0,484000000.0,1069000000.0,1163000000.0,36997000000.0,8656000000.0,10817000000.0,25581000000.0,333000000.0,33000000.0,1169000000.0,,374000000.0,2226000000.0,432000000.0,13265000000.0,1769000000.0,6000000.0,43050000000.0,19380000000.0,15899000000.0,12455000000.0,19380000000.0,19380000000.0,23670000000.0,43050000000.0,1570000000.0,11215000000.0,-470000000.0
Home Depot Inc,HD,QEKMOTMBBKA8I816DO57,354950,2009.0,Q2,,2009-08-02,2009-09-03 16:24:54+00:00,6018000000.0,1225000000.0,1686000000.0,11028000000.0,319000000.0,3107000000.0,6264000000.0,1166000000.0,286000000.0,1159000000.0,1168000000.0,36879000000.0,9661000000.0,10797000000.0,25851000000.0,354000000.0,34000000.0,1428000000.0,,382000000.0,2251000000.0,479000000.0,12958000000.0,1769000000.0,6000000.0,43998000000.0,19169000000.0,16563000000.0,12563000000.0,19169000000.0,19169000000.0,24829000000.0,43998000000.0,1584000000.0,12266000000.0,-372000000.0
Home Depot Inc,HD,QEKMOTMBBKA8I816DO57,354950,2010.0,FY,,2011-01-30,2012-03-22 16:14:41+00:00,4717000000.0,1085000000.0,1515000000.0,13325000000.0,445000000.0,545000000.0,6642000000.0,1177000000.0,13000000.0,1290000000.0,1187000000.0,38385000000.0,8707000000.0,10625000000.0,25060000000.0,272000000.0,139000000.0,1224000000.0,,260000000.0,2135000000.0,368000000.0,14995000000.0,1042000000.0,,40125000000.0,18889000000.0,13479000000.0,10122000000.0,18889000000.0,18889000000.0,21236000000.0,40125000000.0,1586000000.0,11114000000.0,-3193000000.0
Home Depot Inc,HD,QEKMOTMBBKA8I816DO57,354950,2010.0,Q3,,2010-10-31,2010-12-02 16:05:55+00:00,5714000000.0,1295000000.0,1665000000.0,12992000000.0,375000000.0,1425000000.0,6541000000.0,1161000000.0,195000000.0,1168000000.0,1180000000.0,38042000000.0,8752000000.0,10993000000.0,25050000000.0,184000000.0,,1363000000.0,,435000000.0,2330000000.0,434000000.0,14793000000.0,1023000000.0,,41741000000.0,19115000000.0,15076000000.0,11360000000.0,19115000000.0,19115000000.0,22626000000.0,41741000000.0,1615000000.0,11266000000.0,-2594000000.0
Home Depot Inc,HD,QEKMOTMBBKA8I816DO57,354950,2010.0,Q2,,2010-08-01,2010-09-02 16:08:42+00:00,5919000000.0,1218000000.0,1663000000.0,12626000000.0,392000000.0,2395000000.0,6497000000.0,1150000000.0,269000000.0,1226000000.0,1187000000.0,37816000000.0,7727000000.0,10759000000.0,25190000000.0,196000000.0,,1385000000.0,,401000000.0,2428000000.0,490000000.0,14350000000.0,2022000000.0,,42535000000.0,19445000000.0,15757000000.0,12739000000.0,19445000000.0,19445000000.0,23090000000.0,42535000000.0,1588000000.0,10351000000.0,-1794000000.0
Home Depot Inc,HD,QEKMOTMBBKA8I816DO57,354950,2010.0,Q1,,2010-05-02,2010-06-03 16:22:40+00:00,7051000000.0,1342000000.0,1582000000.0,12249000000.0,506000000.0,2436000000.0,6407000000.0,1225000000.0,400000000.0,1154000000.0,1192000000.0,37653000000.0,7676000000.0,11479000000.0,25404000000.0,239000000.0,,1383000000.0,,377000000.0,2356000000.0,544000000.0,13552000000.0,2021000000.0,6000000.0,43619000000.0,19371000000.0,16646000000.0,13977000000.0,19371000000.0,19371000000.0,24248000000.0,43619000000.0,1569000000.0,10271000000.0,-1094000000.0
Home Depot Inc,HD,QEKMOTMBBKA8I816DO57,354950,2011.0,FY,,2012-01-29,2013-03-28 16:22:36+00:00,4856000000.0,1245000000.0,1557000000.0,14527000000.0,293000000.0,1987000000.0,7053000000.0,1147000000.0,23000000.0,1372000000.0,1120000000.0,38975000000.0,10758000000.0,10325000000.0,24448000000.0,340000000.0,135000000.0,963000000.0,,295000000.0,2146000000.0,391000000.0,17246000000.0,30000000.0,,40518000000.0,17898000000.0,14520000000.0,9376000000.0,17898000000.0,17898000000.0,22620000000.0,40518000000.0,1550000000.0,13244000000.0,-6694000000.0
Home Depot Inc,HD,QEKMOTMBBKA8I816DO57,354950,2011.0,Q3,,2011-10-30,2011-11-29 16:15:39+00:00,5669000000.0,1384000000.0,1709000000.0,14282000000.0,362000000.0,2234000000.0,6784000000.0,1153000000.0,318000000.0,1227000000.0,1072000000.0,38814000000.0,10739000000.0,10717000000.0,24532000000.0,200000000.0,,1143000000.0,,417000000.0,2205000000.0,466000000.0,16917000000.0,44000000.0,,41499000000.0,17769000000.0,15478000000.0,10586000000.0,17769000000.0,17769000000.0,23730000000.0,41499000000.0,1489000000.0,13144000000.0,-6294000000.0
Home Depot Inc,HD,QEKMOTMBBKA8I816DO57,354950,2011.0,Q2,,2011-07-31,2011-09-01 16:18:50+00:00,5890000000.0,1332000000.0,1758000000.0,14099000000.0,603000000.0,2551000000.0,6751000000.0,1178000000.0,306000000.0,1262000000.0,1177000000.0,38897000000.0,10731000000.0,10756000000.0,24798000000.0,230000000.0,,1218000000.0,,445000000.0,2136000000.0,509000000.0,16372000000.0,44000000.0,,42277000000.0,18233000000.0,15857000000.0,10947000000.0,18233000000.0,18233000000.0,24044000000.0,42277000000.0,1622000000.0,13097000000.0,-5493000000.0
Home Depot Inc,HD,QEKMOTMBBKA8I816DO57,354950,2011.0,Q1,,2011-05-01,2011-06-02 16:06:22+00:00,6543000000.0,1456000000.0,1501000000.0,13747000000.0,613000000.0,1806000000.0,6455000000.0,1248000000.0,398000000.0,1195000000.0,1209000000.0,38740000000.0,10720000000.0,11694000000.0,24993000000.0,237000000.0,,1205000000.0,,434000000.0,2184000000.0,530000000.0,15404000000.0,43000000.0,,42797000000.0,18198000000.0,16161000000.0,11458000000.0,18198000000.0,18198000000.0,24599000000.0,42797000000.0,1643000000.0,13141000000.0,-4274000000.0
Home Depot Inc,HD,QEKMOTMBBKA8I816DO57,354950,2012.0,FY,,2013-02-03,2014-03-27 16:14:17+00:00,5376000000.0,1395000000.0,1587000000.0,14422000000.0,397000000.0,2494000000.0,8036000000.0,1270000000.0,22000000.0,1414000000.0,1170000000.0,38491000000.0,9475000000.0,10710000000.0,24069000000.0,319000000.0,,773000000.0,,473000000.0,2051000000.0,472000000.0,20038000000.0,1321000000.0,,41084000000.0,17777000000.0,15372000000.0,11462000000.0,17777000000.0,17777000000.0,23307000000.0,41084000000.0,1643000000.0,11845000000.0,-10694000000.0
Home Depot Inc,HD,QEKMOTMBBKA8I816DO57,354950,2012.0,Q3,,2012-10-28,2012-11-21 16:06:49+00:00,6010000000.0,1645000000.0,1562000000.0,15668000000.0,411000000.0,2554000000.0,7748000000.0,1195000000.0,38000000.0,1311000000.0,1141000000.0,39792000000.0,10779000000.0,10960000000.0,24124000000.0,371000000.0,,796000000.0,,441000000.0,2107000000.0,516000000.0,19448000000.0,34000000.0,,41661000000.0,17738000000.0,15955000000.0,10666000000.0,17738000000.0,17738000000.0,23923000000.0,41661000000.0,1582000000.0,13257000000.0,-9869000000.0
Home Depot Inc,HD,QEKMOTMBBKA8I816DO57,354950,2012.0,Q2,,2012-07-29,2012-08-22 16:04:26+00:00,6137000000.0,1505000000.0,1552000000.0,15273000000.0,315000000.0,2810000000.0,7342000000.0,1256000000.0,313000000.0,1370000000.0,1157000000.0,39427000000.0,10771000000.0,10910000000.0,24154000000.0,298000000.0,,1006000000.0,,441000000.0,2046000000.0,572000000.0,18933000000.0,34000000.0,,41983000000.0,17634000000.0,16231000000.0,11234000000.0,17634000000.0,17634000000.0,24349000000.0,41983000000.0,1598000000.0,13115000000.0,-8956000000.0
Home Depot Inc,HD,QEKMOTMBBKA8I816DO57,354950,2012.0,Q1,,2012-04-29,2012-05-24 16:04:56+00:00,7135000000.0,1519000000.0,1454000000.0,14935000000.0,453000000.0,3191000000.0,7308000000.0,1219000000.0,450000000.0,1263000000.0,1139000000.0,39306000000.0,10792000000.0,11582000000.0,24371000000.0,322000000.0,,1060000000.0,,438000000.0,2112000000.0,545000000.0,17837000000.0,33000000.0,,43300000000.0,17975000000.0,17352000000.0,12099000000.0,17975000000.0,17975000000.0,25325000000.0,43300000000.0,1577000000.0,13226000000.0,-7623000000.0
