company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,depreciationexpense,dilutedeps,impairmentexpense,incometaxexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,operatingcostofrevenue,operatingrevenue,otherincome,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Home Depot Inc,HD,QEKMOTMBBKA8I816DO57,354950,2007.0,FY,2007-01-29,2008-02-03,2010-03-25 16:38:52+00:00,2.38,2.38,0.9,1702000000.0,2.37,,2410000000.0,4395000000.0,4210000000.0,185000000.0,4395000000.0,51352000000.0,77349000000.0,0.0,17053000000.0,51352000000.0,25997000000.0,696000000.0,74000000.0,18755000000.0,7242000000.0,-622000000.0,6620000000.0,77349000000.0,1846600000.0,1849000000.0,1856000000.0
Home Depot Inc,HD,QEKMOTMBBKA8I816DO57,354950,2008.0,FY,2008-02-04,2009-02-01,2011-03-24 16:21:02+00:00,1.34,1.34,0.9,1785000000.0,1.34,,1278000000.0,2260000000.0,2312000000.0,-52000000.0,2260000000.0,47298000000.0,71288000000.0,-163000000.0,17846000000.0,47298000000.0,23990000000.0,624000000.0,18000000.0,19631000000.0,4359000000.0,-769000000.0,3590000000.0,71288000000.0,1686600000.0,1682000000.0,1686000000.0
Home Depot Inc,HD,QEKMOTMBBKA8I816DO57,354950,2008.0,Q3,2008-08-04,2008-11-02,2009-12-03 16:12:13+00:00,0.45,0.45,0.225,446000000.0,0.45,,416000000.0,756000000.0,756000000.0,,756000000.0,11790000000.0,17784000000.0,,4225000000.0,11790000000.0,5994000000.0,157000000.0,6000000.0,4671000000.0,1323000000.0,-151000000.0,1172000000.0,17784000000.0,1680000000.0,1681000000.0,1687000000.0
Home Depot Inc,HD,QEKMOTMBBKA8I816DO57,354950,2008.0,Q2,2008-05-05,2008-08-03,2009-09-03 16:24:54+00:00,0.72,0.72,0.225,452000000.0,0.71,,683000000.0,1202000000.0,1202000000.0,,1202000000.0,14026000000.0,20990000000.0,,4470000000.0,14026000000.0,6964000000.0,161000000.0,4000000.0,4922000000.0,2042000000.0,-157000000.0,1885000000.0,20990000000.0,1669400000.0,1680000000.0,1685000000.0
Home Depot Inc,HD,QEKMOTMBBKA8I816DO57,354950,2009.0,Q4,2009-11-02,2010-01-31,,0.2,0.2,0.23,417000000.0,0.2,,105000000.0,342000000.0,301000000.0,41000000.0,342000000.0,9556000000.0,14569000000.0,-163000000.0,3869000000.0,9556000000.0,5013000000.0,161000000.0,3000000.0,4286000000.0,727000000.0,-321000000.0,406000000.0,14569000000.0,1684200000.0,1683000000.0,1692000000.0
Home Depot Inc,HD,QEKMOTMBBKA8I816DO57,354950,2009.0,FY,2009-02-02,2010-01-31,2012-03-22 16:14:41+00:00,1.58,1.58,0.9,1707000000.0,1.57,,1362000000.0,2661000000.0,2620000000.0,41000000.0,2661000000.0,43764000000.0,66176000000.0,-163000000.0,15902000000.0,43764000000.0,22412000000.0,676000000.0,18000000.0,17609000000.0,4803000000.0,-821000000.0,3982000000.0,66176000000.0,1684200000.0,1683000000.0,1692000000.0
Home Depot Inc,HD,QEKMOTMBBKA8I816DO57,354950,2009.0,Q3YTD,2009-02-02,2009-11-01,,1.38,1.38,0.68,1290000000.0,1.37,,1257000000.0,2319000000.0,2319000000.0,,2319000000.0,34208000000.0,51607000000.0,,12033000000.0,34208000000.0,17399000000.0,515000000.0,15000000.0,13323000000.0,4076000000.0,-500000000.0,3576000000.0,51607000000.0,1680500000.0,1682000000.0,1693000000.0
Home Depot Inc,HD,QEKMOTMBBKA8I816DO57,354950,2009.0,Q3,2009-08-03,2009-11-01,2010-12-02 16:05:55+00:00,0.41,0.41,0.225,428000000.0,0.41,,410000000.0,689000000.0,689000000.0,,689000000.0,10800000000.0,16361000000.0,,3870000000.0,10800000000.0,5561000000.0,168000000.0,4000000.0,4298000000.0,1263000000.0,-164000000.0,1099000000.0,16361000000.0,1680500000.0,1682000000.0,1693000000.0
Home Depot Inc,HD,QEKMOTMBBKA8I816DO57,354950,2009.0,Q2YTD,2009-02-02,2009-08-02,,0.97,0.97,0.45,862000000.0,0.96,,847000000.0,1630000000.0,1630000000.0,,1630000000.0,23408000000.0,35246000000.0,,8163000000.0,23408000000.0,11838000000.0,347000000.0,11000000.0,9025000000.0,2813000000.0,-336000000.0,2477000000.0,35246000000.0,1690900000.0,1683000000.0,1691000000.0
Home Depot Inc,HD,QEKMOTMBBKA8I816DO57,354950,2009.0,Q2,2009-05-04,2009-08-02,2010-09-02 16:08:42+00:00,0.66,0.66,0.225,434000000.0,0.66,,556000000.0,1116000000.0,1116000000.0,,1116000000.0,12683000000.0,19071000000.0,0.0,4121000000.0,12683000000.0,6388000000.0,167000000.0,6000000.0,4555000000.0,1833000000.0,-161000000.0,1672000000.0,19071000000.0,1690900000.0,1683000000.0,1691000000.0
Home Depot Inc,HD,QEKMOTMBBKA8I816DO57,354950,2009.0,Q1,2009-02-02,2009-05-03,2010-06-03 16:22:40+00:00,0.31,0.31,0.225,428000000.0,0.3,,291000000.0,514000000.0,514000000.0,,514000000.0,10725000000.0,16175000000.0,,4042000000.0,10725000000.0,5450000000.0,180000000.0,5000000.0,4470000000.0,980000000.0,-175000000.0,805000000.0,16175000000.0,1658100000.0,1683000000.0,1689000000.0
Home Depot Inc,HD,QEKMOTMBBKA8I816DO57,354950,2010.0,FY,2010-02-01,2011-01-30,2013-03-28 16:22:36+00:00,2.03,2.03,0.945,1616000000.0,2.01,,1935000000.0,3338000000.0,3338000000.0,,3338000000.0,44693000000.0,67997000000.0,-51000000.0,15849000000.0,44693000000.0,23304000000.0,530000000.0,15000000.0,17465000000.0,5839000000.0,-566000000.0,5273000000.0,67997000000.0,1644300000.0,1648000000.0,1658000000.0
Home Depot Inc,HD,QEKMOTMBBKA8I816DO57,354950,2010.0,Q4,2010-11-01,2011-01-30,,0.37,0.37,0.24,399000000.0,0.35,,363000000.0,587000000.0,587000000.0,,587000000.0,9883000000.0,15126000000.0,,3807000000.0,9883000000.0,5243000000.0,91000000.0,4000000.0,4206000000.0,1037000000.0,-87000000.0,950000000.0,15126000000.0,1644300000.0,1648000000.0,1658000000.0
Home Depot Inc,HD,QEKMOTMBBKA8I816DO57,354950,2010.0,Q3YTD,2010-02-01,2010-10-31,,1.66,1.66,0.71,1217000000.0,1.66,,1572000000.0,2751000000.0,2751000000.0,,2751000000.0,34810000000.0,52871000000.0,-51000000.0,12042000000.0,34810000000.0,18061000000.0,439000000.0,11000000.0,13259000000.0,4802000000.0,-479000000.0,4323000000.0,52871000000.0,1635300000.0,1637000000.0,1646000000.0
Home Depot Inc,HD,QEKMOTMBBKA8I816DO57,354950,2010.0,Q3TTM,2009-11-02,2010-10-31,,1.86,1.86,0.93,1634000000.0,1.86,,1677000000.0,3093000000.0,3052000000.0,41000000.0,3093000000.0,44366000000.0,67440000000.0,-214000000.0,15911000000.0,44366000000.0,23074000000.0,600000000.0,14000000.0,17545000000.0,5529000000.0,-800000000.0,4729000000.0,67440000000.0,1635300000.0,1637000000.0,1646000000.0
Home Depot Inc,HD,QEKMOTMBBKA8I816DO57,354950,2010.0,Q3,2010-08-02,2010-10-31,2011-11-29 16:15:39+00:00,0.51,0.51,0.23625,400000000.0,0.51,,472000000.0,834000000.0,834000000.0,,834000000.0,10913000000.0,16598000000.0,0.0,3837000000.0,10913000000.0,5685000000.0,146000000.0,4000000.0,4237000000.0,1448000000.0,-142000000.0,1306000000.0,16598000000.0,1635300000.0,1637000000.0,1646000000.0
Home Depot Inc,HD,QEKMOTMBBKA8I816DO57,354950,2010.0,Q2YTD,2010-02-01,2010-08-01,,1.15,1.15,0.47,817000000.0,1.15,,1100000000.0,1917000000.0,1917000000.0,,1917000000.0,23897000000.0,36273000000.0,-51000000.0,8205000000.0,23897000000.0,12376000000.0,293000000.0,7000000.0,9022000000.0,3354000000.0,-337000000.0,3017000000.0,36273000000.0,1655600000.0,1653000000.0,1663000000.0
Home Depot Inc,HD,QEKMOTMBBKA8I816DO57,354950,2010.0,Q2TTM,2009-08-03,2010-08-01,,1.76,1.76,0.92,1662000000.0,1.76,,1615000000.0,2948000000.0,2907000000.0,41000000.0,2948000000.0,44253000000.0,67203000000.0,-214000000.0,15944000000.0,44253000000.0,22950000000.0,622000000.0,14000000.0,17606000000.0,5344000000.0,-822000000.0,4522000000.0,67203000000.0,1655600000.0,1653000000.0,1663000000.0
Home Depot Inc,HD,QEKMOTMBBKA8I816DO57,354950,2010.0,Q2,2010-05-03,2010-08-01,2011-09-01 16:18:50+00:00,0.72,0.72,0.23625,406000000.0,0.72,,709000000.0,1192000000.0,1192000000.0,,1192000000.0,12828000000.0,19410000000.0,,4127000000.0,12828000000.0,6582000000.0,151000000.0,3000000.0,4533000000.0,2049000000.0,-148000000.0,1901000000.0,19410000000.0,1655600000.0,1653000000.0,1663000000.0
Home Depot Inc,HD,QEKMOTMBBKA8I816DO57,354950,2010.0,Q1TTM,2009-05-04,2010-05-02,,1.7,1.7,0.91,1690000000.0,1.7,,1462000000.0,2872000000.0,2831000000.0,41000000.0,2872000000.0,44108000000.0,66864000000.0,-214000000.0,15938000000.0,44108000000.0,22756000000.0,638000000.0,17000000.0,17628000000.0,5128000000.0,-835000000.0,4293000000.0,66864000000.0,1686000000.0,1677000000.0,1688000000.0
Home Depot Inc,HD,QEKMOTMBBKA8I816DO57,354950,2010.0,Q1,2010-02-01,2010-05-02,2011-06-02 16:06:22+00:00,0.43,0.43,0.23625,411000000.0,0.43,,391000000.0,725000000.0,725000000.0,,725000000.0,11069000000.0,16863000000.0,-51000000.0,4078000000.0,11069000000.0,5794000000.0,142000000.0,4000000.0,4489000000.0,1305000000.0,-189000000.0,1116000000.0,16863000000.0,1686000000.0,1677000000.0,1688000000.0
Home Depot Inc,HD,QEKMOTMBBKA8I816DO57,354950,2011.0,FY,2011-01-31,2012-01-29,2014-03-27 16:14:17+00:00,2.49,2.49,1.04,1573000000.0,2.47,,2185000000.0,3883000000.0,3883000000.0,,3883000000.0,46133000000.0,70395000000.0,0.0,16028000000.0,46133000000.0,24262000000.0,606000000.0,13000000.0,17601000000.0,6661000000.0,-593000000.0,6068000000.0,70395000000.0,1559400000.0,1562000000.0,1570000000.0
