company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,cashincometaxespaid,cashinterestpaid,depreciationexpense,divestitures,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromdiscontinuedfinancingactivities,netcashfromdiscontinuedinvestingactivities,netcashfromdiscontinuedoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,netincomediscontinued,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,othernetchangesincash,paymentofdividends,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments,saleofplantpropertyandequipment
Ingersoll-Rand PLC,IR,,1466258,2008.0,Q4,2008-10-01,2008-12-31,,-1900000.0,1058000000.0,81700000.0,119200000.0,-20400000.0,-27000000.0,-115900000.0,2000000.0,3026200000.0,-430000000.0,-95900000.0,410000000.0,,60000.0,-49000000.0,-430000000.0,-95840000.0,361000000.0,-191300000.0,-3286100000.0,-3232100000.0,-54000000.0,3638800000.0,-2992500000.0,11300000.0,540000.0,-57400000.0,-108800000.0,-410300000.0,2000000.0,7800000.0,16100000.0
Ingersoll-Rand PLC,IR,,1466258,2008.0,Q3YTD,2008-01-01,2008-09-30,2009-11-06 10:28:24+00:00,-7105400000.0,,,329800000.0,73300000.0,39300000.0,-1127400000.0,,5523100000.0,3190600000.0,-7211100000.0,13500000.0,0.0,0.0,-26100000.0,3190600000.0,-7211100000.0,-12600000.0,-3993800000.0,681300000.0,723700000.0,-42400000.0,87400000.0,18200000.0,-42500000.0,,-155500000.0,-196200000.0,-2193200000.0,-2000000.0,,59700000.0
Ingersoll-Rand PLC,IR,,1466258,2009.0,Q3TTM,2008-10-01,2009-09-30,,-1900000.0,1058000000.0,81700000.0,432700000.0,-20400000.0,-17500000.0,566400000.0,2000000.0,4224400000.0,-1588500000.0,-232900000.0,1925400000.0,,-140000.0,-84500000.0,-1588500000.0,-233040000.0,1840900000.0,2400000.0,-2957800000.0,-2858800000.0,-99000000.0,3785100000.0,-2050600000.0,11100000.0,540000.0,-195200000.0,-264700000.0,-3569600000.0,500000.0,7800000.0,35200000.0
Ingersoll-Rand PLC,IR,,1466258,2009.0,Q3,2009-07-01,2009-09-30,,,,,110300000.0,,5300000.0,191100000.0,,-5400000.0,-616700000.0,-38000000.0,595800000.0,,-100000.0,4700000.0,-616700000.0,-38100000.0,600500000.0,-49000000.0,222600000.0,234800000.0,-12200000.0,59600000.0,602300000.0,,,-22900000.0,-42200000.0,-1190700000.0,,,4200000.0
Ingersoll-Rand PLC,IR,,1466258,2009.0,Q2,2009-04-01,2009-06-30,,,,,100700000.0,,20600000.0,532300000.0,,1001100000.0,-511000000.0,-48700000.0,867600000.0,,-100000.0,-29100000.0,-511000000.0,-48800000.0,838500000.0,299300000.0,127500000.0,154000000.0,-26500000.0,80600000.0,339000000.0,-100000.0,,-57500000.0,-54800000.0,-1793600000.0,,,6200000.0
Ingersoll-Rand PLC,IR,,1466258,2009.0,Q1,2009-01-01,2009-03-31,2010-05-07 14:07:55+00:00,,,,102500000.0,,-16400000.0,-41100000.0,,202500000.0,-30800000.0,-50300000.0,52000000.0,,,-11100000.0,-30800000.0,-50300000.0,40900000.0,-56600000.0,-21800000.0,-15500000.0,-6300000.0,6100000.0,600000.0,-100000.0,,-57400000.0,-58900000.0,-175000000.0,-1500000.0,,8700000.0
Ingersoll-Rand PLC,IR,,1466258,2010.0,Q1,2010-01-01,2010-03-31,2011-04-28 11:52:41+00:00,-3300000.0,,,105100000.0,,3900000.0,-228100000.0,,92600000.0,-183200000.0,-37100000.0,-39400000.0,,1200000.0,-23000000.0,-183200000.0,-35900000.0,-62400000.0,-277600000.0,6000000.0,20200000.0,-14200000.0,63400000.0,10400000.0,,,-22500000.0,-33800000.0,-262100000.0,-1600000.0,,
Ingersoll-Rand PLC,IR,,1466258,2011.0,Q4,2011-10-01,2011-12-31,,-100000.0,189700000.0,231200000.0,56700000.0,63600000.0,-1000000.0,23000000.0,,27500000.0,-589500000.0,-25300000.0,17500000.0,-6600000.0,-66700000.0,428500000.0,-596100000.0,-92000000.0,446000000.0,-243100000.0,248100000.0,-27700000.0,275800000.0,-34500000.0,-3400000.0,,,-35800000.0,-88000000.0,4100000.0,-581900000.0,,-800000.0
Ingersoll-Rand PLC,IR,,1466258,2011.0,FY,2011-01-01,2011-12-31,2014-02-14 16:25:10+00:00,-1900000.0,189700000.0,231200000.0,358500000.0,400300000.0,-1500000.0,-401300000.0,,55100000.0,-1239800000.0,229800000.0,786300000.0,-6600000.0,-22300000.0,400500000.0,-1246400000.0,207500000.0,1186800000.0,146400000.0,369300000.0,143200000.0,226100000.0,685900000.0,133600000.0,,,-138600000.0,-217100000.0,-132400000.0,-1157500000.0,0.0,48500000.0
Ingersoll-Rand PLC,IR,,1466258,2011.0,Q3,2011-07-01,2011-09-30,,200000.0,,,96800000.0,336700000.0,-12400000.0,500000.0,,7100000.0,-554500000.0,302600000.0,416100000.0,,,-7800000.0,-554500000.0,302600000.0,408300000.0,144000000.0,93400000.0,103700000.0,-10300000.0,215100000.0,-3000000.0,,,-39700000.0,-48900000.0,700000.0,-519600000.0,,14600000.0
Ingersoll-Rand PLC,IR,,1466258,2011.0,Q2,2011-04-01,2011-06-30,,500000.0,,,106700000.0,,5200000.0,-77600000.0,,19800000.0,-96400000.0,-6500000.0,405900000.0,,44400000.0,-10900000.0,-96400000.0,37900000.0,395000000.0,341700000.0,99300000.0,129600000.0,-30300000.0,247200000.0,99500000.0,,,-40000000.0,-38700000.0,-119700000.0,-56000000.0,,31700000.0
Ingersoll-Rand PLC,IR,,1466258,2012.0,Q3TTM,2011-10-01,2012-09-30,,-100000.0,189700000.0,231200000.0,342100000.0,63600000.0,-8100000.0,-300600000.0,,93600000.0,-1426900000.0,-183400000.0,840400000.0,-6600000.0,-30700000.0,341100000.0,-1433500000.0,-214100000.0,1181500000.0,-474200000.0,1050300000.0,781200000.0,269100000.0,17700000.0,389600000.0,,,-181300000.0,-258900000.0,-772000000.0,-956800000.0,,12000000.0
Ingersoll-Rand PLC,IR,,1466258,2012.0,Q3,2012-07-01,2012-09-30,,,,,92300000.0,,9700000.0,-18000000.0,,64600000.0,-357100000.0,-56300000.0,443400000.0,,,-13500000.0,-357100000.0,-56300000.0,429900000.0,26200000.0,327100000.0,339400000.0,-12300000.0,29700000.0,28700000.0,,,-49100000.0,-57100000.0,-61400000.0,-339900000.0,,800000.0
Ingersoll-Rand PLC,IR,,1466258,2012.0,Q2TTM,2011-07-01,2012-06-30,,100000.0,189700000.0,231200000.0,346600000.0,400300000.0,-30200000.0,-282100000.0,,36100000.0,-1624300000.0,175500000.0,813100000.0,-6600000.0,-30700000.0,346800000.0,-1630900000.0,144800000.0,1159900000.0,-356400000.0,816600000.0,545500000.0,271100000.0,203100000.0,357900000.0,,,-171900000.0,-250700000.0,-709900000.0,-1136500000.0,,25800000.0
