company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,cashincometaxespaid,cashinterestpaid,depreciationexpense,divestitures,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromdiscontinuedfinancingactivities,netcashfromdiscontinuedinvestingactivities,netcashfromdiscontinuedoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,netincomediscontinued,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,othernetchangesincash,paymentofdividends,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments,saleofplantpropertyandequipment
Ingersoll-Rand PLC,IR,,1466258,2012.0,Q2,2012-04-01,2012-06-30,,,,,95100000.0,,-20800000.0,-86700000.0,,1100000.0,-438400000.0,-52100000.0,297300000.0,,36000000.0,-8100000.0,-438400000.0,-16100000.0,289200000.0,-186100000.0,372900000.0,365100000.0,7800000.0,-76200000.0,354600000.0,-3200000.0,,-49800000.0,-60900000.0,-709300000.0,-35000000.0,,12000000.0
Ingersoll-Rand PLC,IR,,1466258,2012.0,Q1TTM,2011-04-01,2012-03-31,,600000.0,189700000.0,231200000.0,358200000.0,400300000.0,-4200000.0,-273000000.0,,54800000.0,-1282300000.0,221100000.0,921700000.0,-6600000.0,-22300000.0,344000000.0,-1288900000.0,198800000.0,1265700000.0,171400000.0,543000000.0,310000000.0,233000000.0,526500000.0,102800000.0,3200000.0,,-162100000.0,-228500000.0,-120300000.0,-1157500000.0,,45500000.0
Ingersoll-Rand PLC,IR,,1466258,2013.0,Q3,2013-07-01,2013-09-30,,,,,82900000.0,300000.0,17700000.0,42600000.0,,-1253400000.0,-1564900000.0,-40700000.0,348000000.0,-2600000.0,20700000.0,105200000.0,-1567500000.0,-20000000.0,453200000.0,-1116600000.0,180800000.0,227500000.0,-46700000.0,-5000000.0,1319900000.0,,2500000.0,-58600000.0,-43900000.0,-1255200000.0,-317600000.0,,2900000.0
Ingersoll-Rand PLC,IR,,1466258,2013.0,Q2,2013-04-01,2013-06-30,,,,,83300000.0,4400000.0,-24500000.0,-34400000.0,,3105100000.0,1020400000.0,-60000000.0,330700000.0,-1800000.0,-3300000.0,106100000.0,1018600000.0,-63300000.0,436800000.0,1367600000.0,324700000.0,274500000.0,50200000.0,7300000.0,-1524400000.0,,-2500000.0,-61600000.0,-64500000.0,-21100000.0,-477600000.0,,100000.0
Ingersoll-Rand PLC,IR,,1466258,2013.0,Q1,2013-01-01,2013-03-31,2014-04-23 11:49:10+00:00,0.0,,,83700000.0,,-600000.0,-155000000.0,,2600000.0,30300000.0,-62900000.0,-17200000.0,-3700000.0,-4300000.0,9200000.0,26600000.0,-67200000.0,-8000000.0,-49200000.0,94600000.0,55400000.0,39200000.0,-1300000.0,90700000.0,,0.0,-62800000.0,-67100000.0,-200000.0,0.0,,4200000.0
Ingersoll-Rand PLC,IR,,1466258,2015.0,FY,2015-01-01,2015-12-31,2018-02-12 15:18:35+00:00,-961800000.0,408600000.0,172400000.0,364100000.0,0.0,-136300000.0,-305400000.0,,30300000.0,-527600000.0,-1192900000.0,923500000.0,,,-35100000.0,-527600000.0,-1192900000.0,888400000.0,-968400000.0,682800000.0,707100000.0,-24300000.0,157700000.0,61300000.0,,,-312600000.0,-249600000.0,-56500000.0,-250100000.0,,18500000.0
Ingersoll-Rand PLC,IR,,1466258,2015.0,Q1,2015-01-01,2015-03-31,2016-04-26 16:45:42+00:00,-941700000.0,,,87900000.0,,-109500000.0,-329700000.0,,346700000.0,256800000.0,-993400000.0,-115200000.0,,,-10000000.0,256800000.0,-993400000.0,-125200000.0,-971300000.0,55400000.0,62700000.0,-7300000.0,63900000.0,,,0.0,-73800000.0,-55700000.0,-16100000.0,0.0,,4000000.0
Ingersoll-Rand PLC,IR,,1466258,2016.0,FY,2016-01-01,2016-12-31,2019-02-12 14:34:27+00:00,-9200000.0,334300000.0,209300000.0,352200000.0,422500000.0,-57200000.0,-16800000.0,,0.0,-726900000.0,240100000.0,1433000000.0,,,88900000.0,-726900000.0,240100000.0,1521900000.0,977900000.0,1492700000.0,1459800000.0,32900000.0,-362200000.0,62900000.0,,,-362700000.0,-182700000.0,-177000000.0,-250100000.0,,9500000.0
Ingersoll-Rand PLC,IR,,1466258,2017.0,FY,2017-01-01,2017-12-31,2020-02-18 08:20:49+00:00,-157600000.0,286700000.0,210000000.0,353300000.0,,118400000.0,-191300000.0,,0.0,-1432500000.0,-374700000.0,1561600000.0,,,-38100000.0,-1432500000.0,-374700000.0,1523500000.0,-165300000.0,1312300000.0,1337700000.0,-25400000.0,61900000.0,76700000.0,2700000.0,,-452700000.0,-221300000.0,-39600000.0,-1016900000.0,,1500000.0
Ingersoll-Rand PLC,IR,,1466258,2018.0,FY,2018-01-01,2018-12-31,2020-02-18 08:20:49+00:00,-285200000.0,375400000.0,200600000.0,361500000.0,,-45600000.0,-319800000.0,,1147000000.0,-1378800000.0,-629400000.0,1474500000.0,,,-66700000.0,-1378800000.0,-629400000.0,1407800000.0,-646000000.0,1357500000.0,1379000000.0,-21500000.0,53800000.0,68900000.0,-700000.0,,-520900000.0,-365600000.0,-1173600000.0,-900200000.0,,22100000.0
Ingersoll-Rand PLC,IR,,1466258,2019.0,FY,2019-01-01,2019-12-31,2020-02-18 08:20:49+00:00,-1539700000.0,425300000.0,220900000.0,397400000.0,10000000.0,-9800000.0,-59600000.0,,1497900000.0,270500000.0,-1780000000.0,1956300000.0,,,-36800000.0,270500000.0,-1780000000.0,1919500000.0,400200000.0,1428500000.0,1387900000.0,40600000.0,230600000.0,101000000.0,,,-510100000.0,-254100000.0,-68200000.0,-750100000.0,,3800000.0
Ingersoll-Rand PLC,IR,,1466258,2019.0,Q1,2019-01-01,2019-03-31,2020-05-05 16:32:44+00:00,-22000000.0,,,70900000.0,,2900000.0,-266200000.0,,1521800000.0,1130500000.0,-69700000.0,12400000.0,-400000.0,-6700000.0,-65000000.0,1130100000.0,-76400000.0,-52600000.0,0.0,203700000.0,147300000.0,56400000.0,60400000.0,-3000000.0,1300000.0,-1004000000.0,-127700000.0,-49000000.0,-10600000.0,-250000000.0,,0.0
