company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,aoci,cashandequivalents,commonequity,currentdeferredtaxassets,currentdeferredtaxliabilities,currentemployeebenefitliabilities,goodwill,grossppe,intangibleassets,longtermdebt,netinventory,netppe,noncontrollinginterests,noncurrentdeferredtaxliabilities,noncurrentemployeebenefitliabilities,othercurrentassets,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,othernoncurrentassets,othernoncurrentliabilities,prepaidexpenses,redeemablenoncontrollinginterest,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,treasurystock
Ingersoll-Rand PLC,IR,,1466258,2008.0,FY,,2008-12-31,2010-02-26 16:43:53+00:00,1046500000.0,2512100000.0,1605700000.0,-450800000.0,550200000.0,2564800000.0,,,508800000.0,6620100000.0,,5214100000.0,2773700000.0,1615100000.0,1968500000.0,100700000.0,2184800000.0,1865500000.0,722300000.0,,,1722100000.0,1827000000.0,,,4547400000.0,2350400000.0,20924500000.0,6661400000.0,5399700000.0,5511400000.0,6661400000.0,6762100000.0,14162400000.0,20924500000.0,13556300000.0,8651000000.0,
Ingersoll-Rand PLC,IR,,1466258,2009.0,FY,,2009-12-31,2011-02-22 15:19:10+00:00,1065300000.0,2094200000.0,1520900000.0,-434300000.0,876700000.0,2668200000.0,,,489700000.0,6606000000.0,,5042800000.0,2904900000.0,1176100000.0,1888800000.0,103900000.0,1930300000.0,1954200000.0,635400000.0,87100000.0,30000000.0,1583900000.0,1698300000.0,,30000000.0,4837900000.0,1191700000.0,19991000000.0,7071800000.0,4869500000.0,4297600000.0,7071800000.0,7175700000.0,12785300000.0,19991000000.0,13232700000.0,8487700000.0,
Ingersoll-Rand PLC,IR,,1466258,2009.0,Q3,,2009-09-30,2009-11-06 10:28:24+00:00,1135600000.0,2130400000.0,1489400000.0,-310500000.0,743900000.0,2670500000.0,,,482600000.0,6676100000.0,,5090800000.0,3210000000.0,1303700000.0,1909900000.0,104400000.0,2116300000.0,1857500000.0,594200000.0,,,1684100000.0,1733400000.0,,,4721500000.0,922400000.0,20133100000.0,7081500000.0,4772200000.0,4030000000.0,7081500000.0,7185900000.0,12947200000.0,20133100000.0,13451000000.0,8917200000.0,
Ingersoll-Rand PLC,IR,,1466258,2009.0,Q2,,2009-06-30,2009-08-06 14:39:50+00:00,1092400000.0,2274000000.0,1557800000.0,-435600000.0,792900000.0,2643600000.0,,,452900000.0,6628600000.0,,5119900000.0,3454600000.0,1359300000.0,1924600000.0,101000000.0,2127000000.0,1884300000.0,647800000.0,,,1679000000.0,1752900000.0,,,4527900000.0,1267300000.0,20426100000.0,6735900000.0,5074000000.0,4370400000.0,6735900000.0,6836900000.0,13589200000.0,20426100000.0,13427500000.0,9218800000.0,
Ingersoll-Rand PLC,IR,,1466258,2010.0,FY,,2010-12-31,2012-02-21 09:32:50+00:00,1255900000.0,2224200000.0,1546900000.0,-325000000.0,1014300000.0,2899900000.0,255600000.0,,545300000.0,6150300000.0,,4479100000.0,2922300000.0,1288500000.0,1669000000.0,94800000.0,1675200000.0,1439100000.0,,1168200000.0,176200000.0,1405100000.0,1592600000.0,336600000.0,16700000.0,5389400000.0,761600000.0,19990900000.0,7964300000.0,6287400000.0,4285900000.0,7964300000.0,8059100000.0,11915100000.0,19990900000.0,12034500000.0,7629200000.0,
Ingersoll-Rand PLC,IR,,1466258,2010.0,Q3,,2010-09-30,2010-11-01 15:28:12+00:00,1401300000.0,2466500000.0,1632700000.0,-393700000.0,810700000.0,2767200000.0,,,536100000.0,6560500000.0,,4916100000.0,2922800000.0,1539000000.0,1786000000.0,99700000.0,1929500000.0,1705500000.0,666500000.0,32200000.0,29600000.0,1457800000.0,1645900000.0,,20000000.0,5200300000.0,738400000.0,20235300000.0,7573800000.0,5514900000.0,4338100000.0,7573800000.0,7673500000.0,12541800000.0,20235300000.0,12934400000.0,8203700000.0,
Ingersoll-Rand PLC,IR,,1466258,2010.0,Q2,,2010-06-30,2010-08-05 12:34:48+00:00,1421900000.0,2821500000.0,1969200000.0,-685700000.0,821600000.0,2746400000.0,,,482100000.0,6446700000.0,,4925600000.0,2909900000.0,1429500000.0,1783900000.0,104800000.0,1809400000.0,1923600000.0,678000000.0,31100000.0,29100000.0,1419400000.0,1657300000.0,,23400000.0,4990700000.0,975200000.0,20357300000.0,7051400000.0,5781700000.0,4877500000.0,7051400000.0,7156200000.0,13177700000.0,20357300000.0,12791700000.0,8300200000.0,
Ingersoll-Rand PLC,IR,,1466258,2010.0,Q1,,2010-03-31,2010-05-07 14:07:55+00:00,1193900000.0,2172900000.0,1566700000.0,-500800000.0,599100000.0,2701300000.0,,,438200000.0,6544000000.0,,4987300000.0,2923700000.0,1364000000.0,1855800000.0,106900000.0,1848000000.0,1924000000.0,684000000.0,,,1509600000.0,1663600000.0,,26700000.0,4816900000.0,1007600000.0,19716700000.0,7017400000.0,4820000000.0,4206400000.0,7017400000.0,7124300000.0,12565700000.0,19716700000.0,13040900000.0,8359300000.0,
Ingersoll-Rand PLC,IR,,1466258,2011.0,FY,,2011-12-31,2013-02-14 14:35:19+00:00,1224200000.0,2135600000.0,1610400000.0,-553600000.0,1160700000.0,1930100000.0,349900000.0,,527700000.0,6104000000.0,,4333600000.0,2879300000.0,1278300000.0,1639400000.0,88100000.0,1619100000.0,1709900000.0,378200000.0,,,1487900000.0,1494500000.0,,3300000.0,5547800000.0,763300000.0,18844100000.0,6924300000.0,5279200000.0,4125600000.0,6924300000.0,7012400000.0,11828400000.0,18844100000.0,11925500000.0,7702800000.0,
Ingersoll-Rand PLC,IR,,1466258,2011.0,Q1,,2011-03-31,2011-04-28 11:52:41+00:00,1382900000.0,2332600000.0,1573500000.0,-133900000.0,918100000.0,2953700000.0,,,439200000.0,6236200000.0,,4465100000.0,2888300000.0,1578300000.0,1661900000.0,97200000.0,1671100000.0,1425800000.0,612500000.0,914400000.0,159900000.0,1405400000.0,1573600000.0,,13400000.0,5288700000.0,791100000.0,20124500000.0,8108500000.0,6355900000.0,4346600000.0,8108500000.0,8205700000.0,11905400000.0,20124500000.0,12106700000.0,7558800000.0,
Ingersoll-Rand PLC,IR,,1466258,2012.0,FY,,2012-12-31,2014-02-14 16:25:10+00:00,1019400000.0,1870100000.0,1321800000.0,-521000000.0,708400000.0,1310100000.0,269500000.0,41800000.0,448200000.0,5492600000.0,,4050400000.0,2266500000.0,1144000000.0,1426100000.0,81500000.0,1576700000.0,1685200000.0,2024400000.0,,531800000.0,1519100000.0,1398500000.0,,,6358700000.0,962900000.0,18482100000.0,7147800000.0,5993900000.0,4325900000.0,7147800000.0,7229300000.0,11252800000.0,18482100000.0,11062100000.0,6926900000.0,
