company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredtaxassets,currentemployeebenefitliabilities,dividendspayable,goodwill,intangibleassets,longtermdebt,netinventory,netppe,noncurrentdeferredtaxliabilities,noncurrentemployeebenefitliabilities,othercurrentassets,othercurrentliabilities,otherequity,othernoncurrentassets,othernoncurrentliabilities,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,treasurystock
Kraft Foods Group Inc ,KRFT,549300T3NCFUYQVHX194,1545158,2011.0,FY,,2011-12-31,2013-03-21 12:07:06+00:00,1447000000.0,903000000.0,575000000.0,-125000000.0,,0.0,0.0,232000000.0,242000000.0,,11316000000.0,2630000000.0,27000000.0,1943000000.0,4278000000.0,1594000000.0,117000000.0,194000000.0,300000000.0,16713000000.0,43000000.0,641000000.0,,8000000.0,21539000000.0,16588000000.0,3272000000.0,2572000000.0,16588000000.0,16588000000.0,4951000000.0,21539000000.0,13989000000.0,2379000000.0,
Kraft Foods Group Inc ,KRFT,549300T3NCFUYQVHX194,1545158,2012.0,FY,,2012-12-29,2014-02-21 14:06:24+00:00,1556000000.0,1089000000.0,740000000.0,-460000000.0,1255000000.0,0.0,4240000000.0,420000000.0,430000000.0,296000000.0,11599000000.0,2228000000.0,9966000000.0,1928000000.0,4204000000.0,138000000.0,5492000000.0,131000000.0,584000000.0,,325000000.0,405000000.0,-206000000.0,,23179000000.0,3576000000.0,4823000000.0,3606000000.0,3572000000.0,3572000000.0,19607000000.0,23179000000.0,14152000000.0,16001000000.0,2000000.0
Kraft Foods Group Inc ,KRFT,549300T3NCFUYQVHX194,1545158,2012.0,Q3,,2012-09-30,2012-12-07 17:22:45+00:00,1510000000.0,1157000000.0,458000000.0,-460000000.0,244000000.0,0.0,,208000000.0,178000000.0,,11364000000.0,2632000000.0,9568000000.0,2090000000.0,4211000000.0,2047000000.0,105000000.0,206000000.0,417000000.0,7918000000.0,172000000.0,537000000.0,,6000000.0,22284000000.0,7458000000.0,3905000000.0,2569000000.0,7458000000.0,7458000000.0,14826000000.0,22284000000.0,14168000000.0,12257000000.0,
Kraft Foods Group Inc ,KRFT,549300T3NCFUYQVHX194,1545158,2013.0,FY,,2013-12-28,2015-02-19 12:07:12+00:00,1548000000.0,1048000000.0,685000000.0,-499000000.0,1686000000.0,0.0,4434000000.0,360000000.0,381000000.0,313000000.0,11505000000.0,2229000000.0,9976000000.0,1616000000.0,4115000000.0,662000000.0,3485000000.0,198000000.0,479000000.0,,391000000.0,428000000.0,1281000000.0,4000000.0,23148000000.0,5187000000.0,4908000000.0,3410000000.0,5187000000.0,5187000000.0,17961000000.0,23148000000.0,14125000000.0,14551000000.0,-29000000.0
Kraft Foods Group Inc ,KRFT,549300T3NCFUYQVHX194,1545158,2013.0,Q3,,2013-09-28,2013-10-31 13:24:14+00:00,1460000000.0,1106000000.0,583000000.0,-489000000.0,1231000000.0,0.0,4390000000.0,428000000.0,156000000.0,,11301000000.0,2632000000.0,9975000000.0,1881000000.0,4103000000.0,678000000.0,4286000000.0,189000000.0,696000000.0,,255000000.0,435000000.0,980000000.0,4000000.0,23126000000.0,4853000000.0,4835000000.0,2899000000.0,4853000000.0,4853000000.0,18273000000.0,23126000000.0,14188000000.0,15374000000.0,-28000000.0
Kraft Foods Group Inc ,KRFT,549300T3NCFUYQVHX194,1545158,2013.0,Q2,,2013-06-29,2013-08-02 12:21:15+00:00,1444000000.0,1223000000.0,621000000.0,-509000000.0,1164000000.0,0.0,4354000000.0,418000000.0,141000000.0,,11275000000.0,2631000000.0,9967000000.0,1898000000.0,4028000000.0,521000000.0,4556000000.0,116000000.0,1073000000.0,,311000000.0,438000000.0,481000000.0,3000000.0,23064000000.0,4300000000.0,4819000000.0,3282000000.0,4300000000.0,4300000000.0,18764000000.0,23064000000.0,14217000000.0,15482000000.0,-26000000.0
Kraft Foods Group Inc ,KRFT,549300T3NCFUYQVHX194,1545158,2013.0,Q1,,2013-03-30,2013-05-03 12:52:39+00:00,1463000000.0,1278000000.0,626000000.0,-477000000.0,1181000000.0,0.0,4291000000.0,403000000.0,97000000.0,,11319000000.0,2631000000.0,9966000000.0,1948000000.0,4026000000.0,296000000.0,5451000000.0,144000000.0,1178000000.0,,337000000.0,445000000.0,-48000000.0,3000000.0,23267000000.0,3742000000.0,4954000000.0,3367000000.0,3742000000.0,3742000000.0,19525000000.0,23267000000.0,14287000000.0,16158000000.0,-24000000.0
Kraft Foods Group Inc ,KRFT,549300T3NCFUYQVHX194,1545158,2014.0,FY,,2014-12-27,2015-04-28 16:09:13+00:00,1537000000.0,1080000000.0,511000000.0,-562000000.0,1293000000.0,0.0,4678000000.0,384000000.0,355000000.0,324000000.0,11404000000.0,2234000000.0,8627000000.0,1775000000.0,4192000000.0,340000000.0,4504000000.0,259000000.0,641000000.0,,326000000.0,338000000.0,1045000000.0,1405000000.0,22947000000.0,4365000000.0,4791000000.0,4773000000.0,4365000000.0,4365000000.0,18582000000.0,22947000000.0,13964000000.0,13809000000.0,-796000000.0
Kraft Foods Group Inc ,KRFT,549300T3NCFUYQVHX194,1545158,2014.0,Q3,,2014-09-27,2014-10-30 12:36:07+00:00,1561000000.0,1086000000.0,385000000.0,-561000000.0,935000000.0,0.0,4628000000.0,348000000.0,331000000.0,0.0,11454000000.0,2234000000.0,8615000000.0,2044000000.0,4169000000.0,656000000.0,3341000000.0,209000000.0,610000000.0,,324000000.0,315000000.0,2094000000.0,1404000000.0,22803000000.0,5585000000.0,4622000000.0,4291000000.0,5585000000.0,5585000000.0,17218000000.0,22803000000.0,14012000000.0,12927000000.0,-576000000.0
Kraft Foods Group Inc ,KRFT,549300T3NCFUYQVHX194,1545158,2014.0,Q2,,2014-06-28,2014-07-31 14:25:27+00:00,1606000000.0,1186000000.0,577000000.0,-483000000.0,1370000000.0,0.0,4587000000.0,339000000.0,339000000.0,313000000.0,11510000000.0,2235000000.0,8604000000.0,2024000000.0,4130000000.0,653000000.0,3453000000.0,192000000.0,557000000.0,,359000000.0,376000000.0,1648000000.0,1404000000.0,23345000000.0,5463000000.0,5111000000.0,4796000000.0,5463000000.0,5463000000.0,17882000000.0,23345000000.0,14104000000.0,13086000000.0,-289000000.0
