company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,incometaxexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,operatingcostofrevenue,operatingrevenue,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Kraft Foods Group Inc ,KRFT,549300T3NCFUYQVHX194,1545158,2010.0,FY,2010-01-01,2010-12-31,2013-03-21 12:07:06+00:00,5.97,5.98,,5.98,1112000000.0,3534000000.0,1890000000.0,1644000000.0,3534000000.0,11777000000.0,17797000000.0,-8000000.0,3063000000.0,11777000000.0,6020000000.0,6000000.0,43000000.0,3055000000.0,2965000000.0,37000000.0,3002000000.0,17797000000.0,591000000.0,591000000.0,591000000.0
Kraft Foods Group Inc ,KRFT,549300T3NCFUYQVHX194,1545158,2011.0,FY,2011-01-01,2011-12-31,2014-02-21 14:06:24+00:00,3.0,3.0,0.0,3.0,1101000000.0,1775000000.0,1775000000.0,,1775000000.0,12813000000.0,18576000000.0,-2000000.0,2937000000.0,12813000000.0,5763000000.0,7000000.0,55000000.0,2935000000.0,2828000000.0,48000000.0,2876000000.0,18576000000.0,591000000.0,591000000.0,591000000.0
Kraft Foods Group Inc ,KRFT,549300T3NCFUYQVHX194,1545158,2011.0,Q3,2011-07-01,2011-09-30,2012-12-07 17:22:45+00:00,0.7,0.7,,0.7,302000000.0,417000000.0,417000000.0,,417000000.0,3110000000.0,4474000000.0,-2000000.0,658000000.0,3110000000.0,1364000000.0,3000000.0,14000000.0,656000000.0,708000000.0,11000000.0,719000000.0,4474000000.0,592000000.0,595700000.0,595700000.0
Kraft Foods Group Inc ,KRFT,549300T3NCFUYQVHX194,1545158,2012.0,FY,2012-01-01,2012-12-29,2015-02-19 12:07:12+00:00,2.77,2.77,0.5,2.75,811000000.0,1642000000.0,1642000000.0,,1642000000.0,12499000000.0,18271000000.0,141000000.0,2961000000.0,12499000000.0,5772000000.0,258000000.0,41000000.0,3102000000.0,2670000000.0,-217000000.0,2453000000.0,18271000000.0,591000000.0,591000000.0,591000000.0
Kraft Foods Group Inc ,KRFT,549300T3NCFUYQVHX194,1545158,2012.0,Q4,2012-10-01,2012-12-29,,0.14,0.14,0.5,0.12,42000000.0,90000000.0,90000000.0,,90000000.0,3326000000.0,4444000000.0,39000000.0,818000000.0,3326000000.0,1118000000.0,129000000.0,,857000000.0,261000000.0,-129000000.0,132000000.0,4444000000.0,591000000.0,591000000.0,591000000.0
Kraft Foods Group Inc ,KRFT,549300T3NCFUYQVHX194,1545158,2012.0,Q3YTD,2012-01-01,2012-09-30,,2.63,2.63,,2.63,769000000.0,1552000000.0,1552000000.0,,1552000000.0,9173000000.0,13827000000.0,102000000.0,2143000000.0,9173000000.0,4654000000.0,129000000.0,41000000.0,2245000000.0,2409000000.0,-88000000.0,2321000000.0,13827000000.0,591000000.0,591000000.0,591000000.0
Kraft Foods Group Inc ,KRFT,549300T3NCFUYQVHX194,1545158,2012.0,Q3,2012-07-01,2012-09-30,2013-10-31 13:24:14+00:00,0.79,0.79,0.0,0.79,198000000.0,466000000.0,466000000.0,,466000000.0,3019000000.0,4588000000.0,26000000.0,786000000.0,3019000000.0,1569000000.0,106000000.0,13000000.0,812000000.0,757000000.0,-93000000.0,664000000.0,4588000000.0,591000000.0,591000000.0,591000000.0
Kraft Foods Group Inc ,KRFT,549300T3NCFUYQVHX194,1545158,2012.0,Q2YTD,2012-01-01,2012-06-30,,1.84,1.84,,1.84,571000000.0,1086000000.0,1086000000.0,,1086000000.0,6154000000.0,9239000000.0,76000000.0,1357000000.0,6154000000.0,3085000000.0,23000000.0,28000000.0,1433000000.0,1652000000.0,5000000.0,1657000000.0,9239000000.0,591000000.0,591000000.0,591000000.0
Kraft Foods Group Inc ,KRFT,549300T3NCFUYQVHX194,1545158,2012.0,Q2,2012-04-01,2012-06-30,2013-08-02 12:21:15+00:00,1.02,1.02,,1.02,303000000.0,603000000.0,603000000.0,,603000000.0,3150000000.0,4786000000.0,38000000.0,687000000.0,3150000000.0,1636000000.0,21000000.0,16000000.0,725000000.0,911000000.0,-5000000.0,906000000.0,4786000000.0,591000000.0,591000000.0,591000000.0
Kraft Foods Group Inc ,KRFT,549300T3NCFUYQVHX194,1545158,2012.0,Q1,2012-01-01,2012-03-31,2013-05-03 12:52:39+00:00,0.82,0.82,,0.82,268000000.0,483000000.0,483000000.0,,483000000.0,3004000000.0,4453000000.0,38000000.0,670000000.0,3004000000.0,1449000000.0,2000000.0,12000000.0,708000000.0,741000000.0,10000000.0,751000000.0,4453000000.0,591000000.0,591000000.0,591000000.0
Kraft Foods Group Inc ,KRFT,549300T3NCFUYQVHX194,1545158,2013.0,Q4,2013-09-29,2013-12-28,,1.55,1.55,1.05,1.54,460000000.0,930000000.0,930000000.0,,930000000.0,2664000000.0,4595000000.0,9000000.0,408000000.0,2664000000.0,1931000000.0,124000000.0,,417000000.0,1514000000.0,-124000000.0,1390000000.0,4595000000.0,594000000.0,594000000.0,594000000.0
Kraft Foods Group Inc ,KRFT,549300T3NCFUYQVHX194,1545158,2013.0,FY,2012-12-30,2013-12-28,2015-02-19 12:07:12+00:00,4.55,4.55,2.05,4.51,1375000000.0,2715000000.0,2715000000.0,,2715000000.0,11395000000.0,18218000000.0,108000000.0,2124000000.0,11395000000.0,6823000000.0,501000000.0,0.0,2232000000.0,4591000000.0,-501000000.0,4090000000.0,18218000000.0,594000000.0,594000000.0,594000000.0
Kraft Foods Group Inc ,KRFT,549300T3NCFUYQVHX194,1545158,2013.0,Q3YTD,2012-12-30,2013-09-28,,3.0,3.0,1.0,2.97,915000000.0,1785000000.0,1785000000.0,,1785000000.0,8731000000.0,13623000000.0,99000000.0,1716000000.0,8731000000.0,4892000000.0,377000000.0,,1815000000.0,3077000000.0,-377000000.0,2700000000.0,13623000000.0,595000000.0,595000000.0,595000000.0
Kraft Foods Group Inc ,KRFT,549300T3NCFUYQVHX194,1545158,2013.0,Q3TTM,2012-10-01,2013-09-28,,3.14,3.14,1.5,3.09,957000000.0,1875000000.0,1875000000.0,,1875000000.0,12057000000.0,18067000000.0,138000000.0,2534000000.0,12057000000.0,6010000000.0,506000000.0,,2672000000.0,3338000000.0,-506000000.0,2832000000.0,18067000000.0,595000000.0,595000000.0,595000000.0
Kraft Foods Group Inc ,KRFT,549300T3NCFUYQVHX194,1545158,2013.0,Q3,2013-06-30,2013-09-28,2014-10-30 12:36:07+00:00,0.84,0.84,0.0,0.83,246000000.0,500000000.0,500000000.0,,500000000.0,2908000000.0,4394000000.0,15000000.0,601000000.0,2908000000.0,1486000000.0,124000000.0,,616000000.0,870000000.0,-124000000.0,746000000.0,4394000000.0,595000000.0,595000000.0,595000000.0
Kraft Foods Group Inc ,KRFT,549300T3NCFUYQVHX194,1545158,2013.0,Q2YTD,2012-12-30,2013-06-29,,2.16,2.16,1.0,2.14,669000000.0,1285000000.0,1285000000.0,,1285000000.0,5823000000.0,9229000000.0,84000000.0,1115000000.0,5823000000.0,3406000000.0,253000000.0,,1199000000.0,2207000000.0,-253000000.0,1954000000.0,9229000000.0,594000000.0,594000000.0,594000000.0
Kraft Foods Group Inc ,KRFT,549300T3NCFUYQVHX194,1545158,2013.0,Q2TTM,2012-07-01,2013-06-29,,3.09,3.09,1.5,3.05,909000000.0,1841000000.0,1841000000.0,,1841000000.0,12168000000.0,18261000000.0,149000000.0,2719000000.0,12168000000.0,6093000000.0,488000000.0,13000000.0,2868000000.0,3225000000.0,-475000000.0,2750000000.0,18261000000.0,594000000.0,594000000.0,594000000.0
