company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,incometaxexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,operatingcostofrevenue,operatingrevenue,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Kraft Foods Group Inc ,KRFT,549300T3NCFUYQVHX194,1545158,2013.0,Q2,2013-03-31,2013-06-29,2014-07-31 14:25:27+00:00,1.39,1.39,0.5,1.38,439000000.0,829000000.0,829000000.0,,829000000.0,2780000000.0,4716000000.0,22000000.0,516000000.0,2780000000.0,1936000000.0,130000000.0,,538000000.0,1398000000.0,-130000000.0,1268000000.0,4716000000.0,594000000.0,594000000.0,594000000.0
Kraft Foods Group Inc ,KRFT,549300T3NCFUYQVHX194,1545158,2013.0,Q1TTM,2012-04-01,2013-03-30,,2.72,2.72,1.0,2.69,773000000.0,1615000000.0,1615000000.0,,1615000000.0,12538000000.0,18331000000.0,165000000.0,2890000000.0,12538000000.0,5793000000.0,379000000.0,29000000.0,3055000000.0,2738000000.0,-350000000.0,2388000000.0,18331000000.0,592000000.0,592000000.0,592000000.0
Kraft Foods Group Inc ,KRFT,549300T3NCFUYQVHX194,1545158,2013.0,Q1,2012-12-30,2013-03-30,2014-05-02 14:04:12+00:00,0.77,0.77,0.5,0.76,230000000.0,456000000.0,456000000.0,,456000000.0,3043000000.0,4513000000.0,62000000.0,599000000.0,3043000000.0,1470000000.0,123000000.0,,661000000.0,809000000.0,-123000000.0,686000000.0,4513000000.0,592000000.0,592000000.0,592000000.0
Kraft Foods Group Inc ,KRFT,549300T3NCFUYQVHX194,1545158,2014.0,Q4,2014-09-28,2014-12-27,,-0.67,-0.67,1.1,-0.65,-332000000.0,-398000000.0,-398000000.0,,-398000000.0,4224000000.0,4696000000.0,1000000.0,1085000000.0,4224000000.0,472000000.0,116000000.0,,1086000000.0,-614000000.0,-116000000.0,-730000000.0,4696000000.0,593000000.0,593000000.0,593000000.0
Kraft Foods Group Inc ,KRFT,549300T3NCFUYQVHX194,1545158,2014.0,FY,2013-12-29,2014-12-27,2015-02-19 12:07:12+00:00,1.75,1.75,2.15,1.74,363000000.0,1043000000.0,1043000000.0,,1043000000.0,13360000000.0,18205000000.0,-1000000.0,2956000000.0,13360000000.0,4845000000.0,484000000.0,0.0,2955000000.0,1890000000.0,-484000000.0,1406000000.0,18205000000.0,593000000.0,593000000.0,593000000.0
Kraft Foods Group Inc ,KRFT,549300T3NCFUYQVHX194,1545158,2014.0,Q3YTD,2013-12-29,2014-09-27,,2.42,2.42,1.05,2.39,695000000.0,1441000000.0,1441000000.0,,1441000000.0,9136000000.0,13509000000.0,-2000000.0,1871000000.0,9136000000.0,4373000000.0,368000000.0,,1869000000.0,2504000000.0,-368000000.0,2136000000.0,13509000000.0,593000000.0,593000000.0,593000000.0
Kraft Foods Group Inc ,KRFT,549300T3NCFUYQVHX194,1545158,2014.0,Q3TTM,2013-09-29,2014-09-27,,3.97,3.97,2.1,3.93,1155000000.0,2371000000.0,2371000000.0,,2371000000.0,11800000000.0,18104000000.0,7000000.0,2279000000.0,11800000000.0,6304000000.0,492000000.0,,2286000000.0,4018000000.0,-492000000.0,3526000000.0,18104000000.0,593000000.0,593000000.0,593000000.0
Kraft Foods Group Inc ,KRFT,549300T3NCFUYQVHX194,1545158,2014.0,Q3,2014-06-29,2014-09-27,2014-10-30 12:36:07+00:00,0.75,0.75,0.0,0.74,161000000.0,446000000.0,446000000.0,,446000000.0,3108000000.0,4400000000.0,0.0,566000000.0,3108000000.0,1292000000.0,119000000.0,,566000000.0,726000000.0,-119000000.0,607000000.0,4400000000.0,593000000.0,593000000.0,593000000.0
Kraft Foods Group Inc ,KRFT,549300T3NCFUYQVHX194,1545158,2014.0,Q2YTD,2013-12-29,2014-06-28,,1.67,1.67,1.05,1.65,534000000.0,995000000.0,995000000.0,,995000000.0,6028000000.0,9109000000.0,-2000000.0,1305000000.0,6028000000.0,3081000000.0,249000000.0,,1303000000.0,1778000000.0,-249000000.0,1529000000.0,9109000000.0,595000000.0,595000000.0,595000000.0
Kraft Foods Group Inc ,KRFT,549300T3NCFUYQVHX194,1545158,2014.0,Q2TTM,2013-06-30,2014-06-28,,4.06,4.06,2.1,4.02,1240000000.0,2425000000.0,2425000000.0,,2425000000.0,11600000000.0,18098000000.0,22000000.0,2314000000.0,11600000000.0,6498000000.0,497000000.0,,2336000000.0,4162000000.0,-497000000.0,3665000000.0,18098000000.0,595000000.0,595000000.0,595000000.0
Kraft Foods Group Inc ,KRFT,549300T3NCFUYQVHX194,1545158,2014.0,Q2,2014-03-30,2014-06-28,2014-07-31 14:25:27+00:00,0.81,0.81,0.525,0.8,259000000.0,482000000.0,482000000.0,,482000000.0,3226000000.0,4747000000.0,0.0,647000000.0,3226000000.0,1521000000.0,133000000.0,,647000000.0,874000000.0,-133000000.0,741000000.0,4747000000.0,595000000.0,595000000.0,595000000.0
Kraft Foods Group Inc ,KRFT,549300T3NCFUYQVHX194,1545158,2014.0,Q1TTM,2013-03-31,2014-03-29,,4.64,4.64,2.07,4.6,1420000000.0,2772000000.0,2772000000.0,,2772000000.0,11154000000.0,18067000000.0,44000000.0,2183000000.0,11154000000.0,6913000000.0,494000000.0,,2227000000.0,4686000000.0,-494000000.0,4192000000.0,18067000000.0,596000000.0,596000000.0,596000000.0
Kraft Foods Group Inc ,KRFT,549300T3NCFUYQVHX194,1545158,2014.0,Q1,2013-12-29,2014-03-29,2015-04-28 16:09:13+00:00,0.86,0.86,0.525,0.85,275000000.0,513000000.0,513000000.0,,513000000.0,2802000000.0,4362000000.0,-2000000.0,658000000.0,2802000000.0,1560000000.0,116000000.0,,656000000.0,904000000.0,-116000000.0,788000000.0,4362000000.0,596000000.0,596000000.0,596000000.0
Kraft Foods Group Inc ,KRFT,549300T3NCFUYQVHX194,1545158,2015.0,Q1TTM,2014-03-30,2015-03-28,,1.62,1.62,2.18,1.61,292000000.0,959000000.0,959000000.0,,959000000.0,13577000000.0,18195000000.0,1000000.0,2891000000.0,13577000000.0,4618000000.0,475000000.0,,2892000000.0,1726000000.0,-475000000.0,1251000000.0,18195000000.0,588000000.0,588000000.0,588000000.0
Kraft Foods Group Inc ,KRFT,549300T3NCFUYQVHX194,1545158,2015.0,Q1,2014-12-28,2015-03-28,2015-04-28 16:09:13+00:00,0.73,0.73,0.55,0.72,204000000.0,429000000.0,429000000.0,,429000000.0,3019000000.0,4352000000.0,0.0,593000000.0,3019000000.0,1333000000.0,107000000.0,,593000000.0,740000000.0,-107000000.0,633000000.0,4352000000.0,588000000.0,588000000.0,588000000.0
