company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,incometaxexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,othercostofrevenue,otherincome,otherspecialcharges,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Halliburton Co,HAL,ENYF8GB5SMQZ25S06U51,45012,2007.0,FY,2007-01-01,2007-12-31,2010-02-17 13:01:33+00:00,3.79,3.79,,3.65,907000000.0,3536000000.0,2540000000.0,996000000.0,3486000000.0,50000000.0,11525000000.0,15264000000.0,,-7000000.0,-52000000.0,,293000000.0,11525000000.0,3739000000.0,168000000.0,124000000.0,241000000.0,3498000000.0,-51000000.0,3447000000.0,15264000000.0,919800000.0,919000000.0,955000000.0
Halliburton Co,HAL,ENYF8GB5SMQZ25S06U51,45012,2008.0,FY,2008-01-01,2008-12-31,2011-02-17 10:33:34+00:00,2.52,2.52,,2.45,1211000000.0,2215000000.0,2638000000.0,-423000000.0,2224000000.0,-9000000.0,14049000000.0,18279000000.0,,-33000000.0,-62000000.0,,282000000.0,14049000000.0,4230000000.0,128000000.0,,220000000.0,4010000000.0,-161000000.0,3849000000.0,18279000000.0,882500000.0,883000000.0,909000000.0
Halliburton Co,HAL,ENYF8GB5SMQZ25S06U51,45012,2008.0,Q3,2008-07-01,2008-09-30,2009-10-23 12:43:20+00:00,0.76,0.76,0.09,0.74,343000000.0,675000000.0,675000000.0,0.0,672000000.0,3000000.0,3725000000.0,4853000000.0,,-4000000.0,-1000000.0,,78000000.0,3725000000.0,1128000000.0,35000000.0,6000000.0,77000000.0,1051000000.0,-33000000.0,1018000000.0,4853000000.0,884200000.0,882000000.0,908000000.0
Halliburton Co,HAL,ENYF8GB5SMQZ25S06U51,45012,2008.0,Q2,2008-04-01,2008-06-30,2009-07-30 11:17:55+00:00,0.58,0.58,0.09,0.55,288000000.0,510000000.0,626000000.0,-116000000.0,504000000.0,6000000.0,3492000000.0,4487000000.0,,-2000000.0,-25000000.0,,71000000.0,3492000000.0,995000000.0,42000000.0,9000000.0,46000000.0,949000000.0,-35000000.0,914000000.0,4487000000.0,869000000.0,875000000.0,918000000.0
Halliburton Co,HAL,ENYF8GB5SMQZ25S06U51,45012,2009.0,Q4,2009-10-01,2009-12-31,,0.27,0.27,-0.27,0.27,98000000.0,244000000.0,248000000.0,-4000000.0,243000000.0,1000000.0,3199000000.0,3686000000.0,,-4000000.0,-1000000.0,,58000000.0,3199000000.0,487000000.0,-212000000.0,-290000000.0,57000000.0,428000000.0,-82000000.0,346000000.0,3686000000.0,901600000.0,900000000.0,902000000.0
Halliburton Co,HAL,ENYF8GB5SMQZ25S06U51,45012,2009.0,FY,2009-01-01,2009-12-31,2012-02-16 14:27:13+00:00,1.27,1.27,,1.27,518000000.0,1155000000.0,1164000000.0,-9000000.0,1145000000.0,10000000.0,12474000000.0,14675000000.0,,-27000000.0,,,207000000.0,12474000000.0,2201000000.0,,-285000000.0,207000000.0,1994000000.0,-312000000.0,1682000000.0,14675000000.0,901600000.0,900000000.0,902000000.0
Halliburton Co,HAL,ENYF8GB5SMQZ25S06U51,45012,2009.0,Q3YTD,2009-01-01,2009-09-30,,1.0,1.0,0.27,1.0,420000000.0,911000000.0,916000000.0,-5000000.0,902000000.0,9000000.0,9275000000.0,10989000000.0,,-23000000.0,1000000.0,,149000000.0,9275000000.0,1714000000.0,212000000.0,5000000.0,150000000.0,1566000000.0,-230000000.0,1336000000.0,10989000000.0,903400000.0,902000000.0,904000000.0
Halliburton Co,HAL,ENYF8GB5SMQZ25S06U51,45012,2009.0,Q3,2009-07-01,2009-09-30,2010-10-22 11:24:23+00:00,0.29,0.29,0.09,0.29,124000000.0,266000000.0,269000000.0,-3000000.0,262000000.0,4000000.0,3065000000.0,3588000000.0,,-4000000.0,,,49000000.0,3065000000.0,523000000.0,77000000.0,,49000000.0,474000000.0,-81000000.0,393000000.0,3588000000.0,903400000.0,902000000.0,904000000.0
Halliburton Co,HAL,ENYF8GB5SMQZ25S06U51,45012,2009.0,Q2,2009-04-01,2009-06-30,2009-07-30 11:17:55+00:00,0.29,0.29,0.09,0.29,117000000.0,265000000.0,266000000.0,-1000000.0,262000000.0,3000000.0,2971000000.0,3494000000.0,,-14000000.0,1000000.0,,48000000.0,2971000000.0,523000000.0,82000000.0,3000000.0,49000000.0,476000000.0,-93000000.0,383000000.0,3494000000.0,903400000.0,898000000.0,900000000.0
Halliburton Co,HAL,ENYF8GB5SMQZ25S06U51,45012,2009.0,Q2YTD,2009-01-01,2009-06-30,,0.71,0.71,0.18,0.71,296000000.0,645000000.0,647000000.0,-2000000.0,640000000.0,5000000.0,6210000000.0,7401000000.0,,-19000000.0,1000000.0,,100000000.0,6210000000.0,1191000000.0,135000000.0,5000000.0,101000000.0,1092000000.0,-149000000.0,943000000.0,7401000000.0,903400000.0,898000000.0,900000000.0
