company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,accumulateddepreciation,aoci,cashandequivalents,commonequity,currentdeferredrevenue,currentdeferredtaxassets,currentdeferredtaxliabilities,currentemployeebenefitliabilities,goodwill,longtermdebt,longterminvestments,netinventory,netppe,noncontrollinginterests,noncurrentdeferredtaxassets,noncurrentemployeebenefitliabilities,othercurrentassets,othercurrentliabilities,othercurrentnonoperatingassets,othernoncurrentassets,othernoncurrentliabilities,prepaidexpenses,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,treasurystock
Halliburton Co,HAL,ENYF8GB5SMQZ25S06U51,45012,2011.0,Q2,,2011-06-30,2011-07-21 13:09:19+00:00,1554000000.0,4448000000.0,,,-237000000.0,1438000000.0,3040000000.0,260000000.0,258000000.0,,706000000.0,1369000000.0,3824000000.0,,2235000000.0,7626000000.0,16000000.0,,483000000.0,710000000.0,646000000.0,,1421000000.0,825000000.0,,13456000000.0,,451000000.0,19956000000.0,11642000000.0,9540000000.0,3166000000.0,11642000000.0,11658000000.0,8298000000.0,19956000000.0,2790000000.0,5132000000.0,-4617000000.0
Halliburton Co,HAL,ENYF8GB5SMQZ25S06U51,45012,2011.0,Q1,,2011-03-31,2011-04-22 14:40:42+00:00,1372000000.0,4132000000.0,,,-238000000.0,1030000000.0,3063000000.0,280000000.0,240000000.0,,637000000.0,1323000000.0,3824000000.0,,2099000000.0,7248000000.0,16000000.0,,479000000.0,675000000.0,630000000.0,,1391000000.0,828000000.0,,12800000000.0,,852000000.0,18990000000.0,10924000000.0,9028000000.0,2919000000.0,10924000000.0,10940000000.0,8050000000.0,18990000000.0,2714000000.0,5131000000.0,-4701000000.0
Halliburton Co,HAL,ENYF8GB5SMQZ25S06U51,45012,2012.0,FY,,2012-12-31,2014-02-07 11:18:05+00:00,2041000000.0,5787000000.0,0.0,,-309000000.0,2484000000.0,3168000000.0,307000000.0,351000000.0,,930000000.0,2135000000.0,4820000000.0,,3186000000.0,10257000000.0,25000000.0,,607000000.0,670000000.0,1474000000.0,,1932000000.0,1441000000.0,608000000.0,17182000000.0,,,27410000000.0,15765000000.0,13086000000.0,4752000000.0,15765000000.0,15790000000.0,11620000000.0,27410000000.0,4067000000.0,6868000000.0,-4276000000.0
Halliburton Co,HAL,ENYF8GB5SMQZ25S06U51,45012,2012.0,Q3,,2012-09-30,2012-10-23 13:46:05+00:00,2136000000.0,5870000000.0,,,-262000000.0,2032000000.0,3137000000.0,,,,827000000.0,2075000000.0,4820000000.0,,3539000000.0,9678000000.0,23000000.0,,524000000.0,1325000000.0,1635000000.0,,1793000000.0,1179000000.0,,16596000000.0,,,26312000000.0,15168000000.0,12766000000.0,4598000000.0,15168000000.0,15191000000.0,11121000000.0,26312000000.0,3868000000.0,6523000000.0,-4303000000.0
Halliburton Co,HAL,ENYF8GB5SMQZ25S06U51,45012,2012.0,Q2,,2012-06-30,2012-07-27 10:58:51+00:00,2113000000.0,5674000000.0,,,-261000000.0,2172000000.0,3107000000.0,,,,789000000.0,1986000000.0,4820000000.0,,3297000000.0,9363000000.0,21000000.0,,512000000.0,1391000000.0,1538000000.0,,1688000000.0,1238000000.0,,16077000000.0,,,25571000000.0,14540000000.0,12534000000.0,4440000000.0,14540000000.0,14561000000.0,11010000000.0,25571000000.0,3674000000.0,6570000000.0,-4383000000.0
Halliburton Co,HAL,ENYF8GB5SMQZ25S06U51,45012,2012.0,Q1,,2012-03-31,2012-04-24 12:56:07+00:00,1941000000.0,5336000000.0,,,-266000000.0,2655000000.0,3161000000.0,318000000.0,317000000.0,,693000000.0,1966000000.0,4820000000.0,,2916000000.0,8897000000.0,20000000.0,,509000000.0,794000000.0,1358000000.0,,1787000000.0,1165000000.0,,15424000000.0,,,24668000000.0,13844000000.0,12018000000.0,4310000000.0,13844000000.0,13864000000.0,10804000000.0,24668000000.0,3753000000.0,6494000000.0,-4475000000.0
Halliburton Co,HAL,ENYF8GB5SMQZ25S06U51,45012,2013.0,FY,,2013-12-31,2015-02-24 10:16:16+00:00,2365000000.0,6181000000.0,278000000.0,,-307000000.0,2356000000.0,3095000000.0,350000000.0,388000000.0,357000000.0,1029000000.0,2168000000.0,7816000000.0,,3305000000.0,11322000000.0,34000000.0,,584000000.0,737000000.0,647000000.0,,2029000000.0,2182000000.0,737000000.0,18842000000.0,,,29223000000.0,13581000000.0,13704000000.0,5026000000.0,13581000000.0,13615000000.0,15608000000.0,29223000000.0,4197000000.0,10582000000.0,-8049000000.0
Halliburton Co,HAL,ENYF8GB5SMQZ25S06U51,45012,2013.0,Q3,,2013-09-30,2013-10-25 10:46:06+00:00,2278000000.0,6626000000.0,,,-300000000.0,1491000000.0,3082000000.0,,,,928000000.0,2125000000.0,7816000000.0,,3399000000.0,10949000000.0,30000000.0,,575000000.0,1374000000.0,1556000000.0,,1984000000.0,1977000000.0,,18177000000.0,,,27948000000.0,12788000000.0,12890000000.0,4762000000.0,12788000000.0,12818000000.0,15130000000.0,27948000000.0,4109000000.0,10368000000.0,-8171000000.0
Halliburton Co,HAL,ENYF8GB5SMQZ25S06U51,45012,2013.0,Q2,,2013-06-30,2013-07-26 11:54:34+00:00,2251000000.0,6359000000.0,,,-302000000.0,1412000000.0,3048000000.0,,,,867000000.0,2116000000.0,4820000000.0,,3341000000.0,10753000000.0,28000000.0,,565000000.0,1509000000.0,1659000000.0,,1928000000.0,1891000000.0,,17577000000.0,,,27418000000.0,15337000000.0,12621000000.0,4777000000.0,15337000000.0,15365000000.0,12053000000.0,27418000000.0,4044000000.0,7276000000.0,-4986000000.0
Halliburton Co,HAL,ENYF8GB5SMQZ25S06U51,45012,2013.0,Q1,,2013-03-31,2013-04-26 11:05:17+00:00,2197000000.0,6210000000.0,,,-303000000.0,2029000000.0,3166000000.0,,,,771000000.0,2119000000.0,4820000000.0,,3257000000.0,10509000000.0,27000000.0,,566000000.0,1656000000.0,1698000000.0,,1904000000.0,1895000000.0,,17048000000.0,,,27684000000.0,15710000000.0,13152000000.0,4666000000.0,15710000000.0,15737000000.0,11947000000.0,27684000000.0,4023000000.0,7281000000.0,-4201000000.0
Halliburton Co,HAL,ENYF8GB5SMQZ25S06U51,45012,2014.0,FY,,2014-12-31,2015-10-23 11:03:30+00:00,2814000000.0,7564000000.0,367000000.0,,-399000000.0,2291000000.0,2988000000.0,,,,1033000000.0,2330000000.0,7840000000.0,,3571000000.0,12475000000.0,31000000.0,,691000000.0,1642000000.0,1669000000.0,0.0,2367000000.0,1528000000.0,,21809000000.0,0.0,,32240000000.0,16267000000.0,15068000000.0,5883000000.0,16267000000.0,16298000000.0,15942000000.0,32240000000.0,4697000000.0,10059000000.0,-8131000000.0
Halliburton Co,HAL,ENYF8GB5SMQZ25S06U51,45012,2014.0,Q3,,2014-09-30,2014-10-24 10:57:35+00:00,3005000000.0,7555000000.0,395000000.0,,-307000000.0,2029000000.0,2978000000.0,,,,986000000.0,2312000000.0,7816000000.0,,3650000000.0,12050000000.0,27000000.0,,580000000.0,1613000000.0,1503000000.0,,2374000000.0,1780000000.0,,21060000000.0,,,31583000000.0,15491000000.0,14847000000.0,5889000000.0,15491000000.0,15518000000.0,16065000000.0,31583000000.0,4686000000.0,10176000000.0,-8240000000.0
Halliburton Co,HAL,ENYF8GB5SMQZ25S06U51,45012,2014.0,Q2,,2014-06-30,2014-07-25 11:01:14+00:00,2727000000.0,6781000000.0,278000000.0,,-303000000.0,2360000000.0,2923000000.0,,,,940000000.0,2267000000.0,7816000000.0,,3529000000.0,11677000000.0,25000000.0,,583000000.0,1495000000.0,1424000000.0,,2375000000.0,2129000000.0,,19984000000.0,,,30484000000.0,14562000000.0,14165000000.0,5369000000.0,14562000000.0,14587000000.0,15897000000.0,30484000000.0,4642000000.0,10528000000.0,-8042000000.0
Halliburton Co,HAL,ENYF8GB5SMQZ25S06U51,45012,2014.0,Q1,,2014-03-31,2014-04-25 10:41:24+00:00,2525000000.0,6314000000.0,278000000.0,,-303000000.0,2123000000.0,3090000000.0,,,,823000000.0,2193000000.0,7816000000.0,,3415000000.0,11463000000.0,27000000.0,,570000000.0,1634000000.0,1306000000.0,,2114000000.0,2186000000.0,,19337000000.0,,,29256000000.0,13725000000.0,13486000000.0,4932000000.0,13725000000.0,13752000000.0,15504000000.0,29256000000.0,4307000000.0,10572000000.0,-8399000000.0
Halliburton Co,HAL,ENYF8GB5SMQZ25S06U51,45012,2015.0,FY,,2015-12-31,2017-02-07 12:18:53+00:00,2019000000.0,5317000000.0,400000000.0,,-363000000.0,10077000000.0,2951000000.0,298000000.0,527000000.0,293000000.0,862000000.0,2385000000.0,14687000000.0,,2993000000.0,12117000000.0,33000000.0,552000000.0,479000000.0,1156000000.0,806000000.0,,1818000000.0,944000000.0,,20524000000.0,659000000.0,,36942000000.0,15462000000.0,20070000000.0,5337000000.0,15462000000.0,15495000000.0,21447000000.0,36942000000.0,4755000000.0,16110000000.0,-7650000000.0
Halliburton Co,HAL,ENYF8GB5SMQZ25S06U51,45012,2015.0,Q3,,2015-09-30,2015-10-23 11:03:30+00:00,2193000000.0,5791000000.0,400000000.0,,-451000000.0,2249000000.0,2920000000.0,,,,871000000.0,2124000000.0,7243000000.0,,2692000000.0,11018000000.0,32000000.0,,576000000.0,2105000000.0,1591000000.0,2082000000.0,2187000000.0,1246000000.0,,20706000000.0,648000000.0,,30248000000.0,15448000000.0,14919000000.0,5703000000.0,15448000000.0,15480000000.0,14768000000.0,30248000000.0,4311000000.0,9065000000.0,-7727000000.0
Halliburton Co,HAL,ENYF8GB5SMQZ25S06U51,45012,2015.0,Q2,,2015-06-30,2015-07-24 11:06:35+00:00,2181000000.0,5633000000.0,367000000.0,,-298000000.0,2760000000.0,2853000000.0,,,,809000000.0,1983000000.0,7838000000.0,,2831000000.0,11153000000.0,30000000.0,,595000000.0,1896000000.0,1648000000.0,2104000000.0,2246000000.0,1453000000.0,,20914000000.0,,,30606000000.0,15685000000.0,15224000000.0,5005000000.0,15685000000.0,15715000000.0,14891000000.0,30606000000.0,4229000000.0,9886000000.0,-7784000000.0
Halliburton Co,HAL,ENYF8GB5SMQZ25S06U51,45012,2015.0,Q1,,2015-03-31,2015-04-23 17:04:23+00:00,2424000000.0,6419000000.0,367000000.0,,-402000000.0,2294000000.0,2987000000.0,,,,774000000.0,2332000000.0,7841000000.0,,3467000000.0,12299000000.0,32000000.0,,643000000.0,1645000000.0,1453000000.0,,2131000000.0,1462000000.0,,21013000000.0,,,30587000000.0,15591000000.0,13825000000.0,5018000000.0,15591000000.0,15623000000.0,14964000000.0,30587000000.0,4463000000.0,9946000000.0,-8007000000.0
Halliburton Co,HAL,ENYF8GB5SMQZ25S06U51,45012,2016.0,FY,,2016-12-31,2018-02-09 09:50:46+00:00,1764000000.0,3922000000.0,369000000.0,,-454000000.0,4009000000.0,2875000000.0,261000000.0,585000000.0,218000000.0,544000000.0,2414000000.0,12214000000.0,,2275000000.0,8532000000.0,39000000.0,1960000000.0,574000000.0,886000000.0,697000000.0,,2417000000.0,741000000.0,,14141000000.0,170000000.0,,27000000000.0,9409000000.0,11677000000.0,4023000000.0,9409000000.0,9448000000.0,17552000000.0,27000000000.0,6791000000.0,13529000000.0,-7153000000.0
Halliburton Co,HAL,ENYF8GB5SMQZ25S06U51,45012,2016.0,Q3,,2016-09-30,2016-10-28 10:40:52+00:00,1543000000.0,4360000000.0,369000000.0,,-360000000.0,3289000000.0,2859000000.0,,703000000.0,,535000000.0,2383000000.0,12163000000.0,,2475000000.0,8741000000.0,44000000.0,1944000000.0,449000000.0,933000000.0,1032000000.0,,1927000000.0,786000000.0,,14445000000.0,152000000.0,,26755000000.0,9682000000.0,11760000000.0,3631000000.0,9682000000.0,9726000000.0,17029000000.0,26755000000.0,6254000000.0,13398000000.0,-7262000000.0
Halliburton Co,HAL,ENYF8GB5SMQZ25S06U51,45012,2016.0,Q2,,2016-06-30,2016-08-01 09:46:33+00:00,1490000000.0,4725000000.0,367000000.0,,-361000000.0,3108000000.0,2928000000.0,,1099000000.0,,549000000.0,2383000000.0,12158000000.0,,2650000000.0,8961000000.0,43000000.0,1856000000.0,449000000.0,998000000.0,1309000000.0,,1957000000.0,875000000.0,,14595000000.0,763000000.0,,27737000000.0,9734000000.0,12580000000.0,4478000000.0,9734000000.0,9777000000.0,17960000000.0,27737000000.0,6196000000.0,13482000000.0,-7428000000.0
Halliburton Co,HAL,ENYF8GB5SMQZ25S06U51,45012,2016.0,Q1,,2016-03-31,2016-05-06 11:57:49+00:00,1844000000.0,4983000000.0,400000000.0,,-364000000.0,9593000000.0,2955000000.0,,,,609000000.0,2383000000.0,12207000000.0,,2893000000.0,9252000000.0,45000000.0,,447000000.0,438000000.0,1373000000.0,,3192000000.0,806000000.0,1198000000.0,17958000000.0,3186000000.0,,33932000000.0,13015000000.0,19105000000.0,7412000000.0,13015000000.0,13060000000.0,20872000000.0,33932000000.0,5575000000.0,13460000000.0,-7534000000.0
Halliburton Co,HAL,ENYF8GB5SMQZ25S06U51,45012,2017.0,FY,,2017-12-31,2019-02-13 15:07:24+00:00,2554000000.0,5036000000.0,,,-469000000.0,2337000000.0,2880000000.0,,,231000000.0,746000000.0,2693000000.0,10430000000.0,,2396000000.0,8521000000.0,27000000.0,1230000000.0,609000000.0,1008000000.0,819000000.0,,1864000000.0,835000000.0,,12668000000.0,512000000.0,,25085000000.0,8322000000.0,10777000000.0,4862000000.0,8322000000.0,8349000000.0,16736000000.0,25085000000.0,5787000000.0,11874000000.0,-6757000000.0
Halliburton Co,HAL,ENYF8GB5SMQZ25S06U51,45012,2017.0,Q3,,2017-09-30,2017-10-27 09:29:03+00:00,2416000000.0,4852000000.0,,,-448000000.0,1898000000.0,2842000000.0,,53000000.0,,706000000.0,2685000000.0,10423000000.0,,2444000000.0,8432000000.0,29000000.0,2191000000.0,571000000.0,897000000.0,964000000.0,,2338000000.0,949000000.0,,13649000000.0,515000000.0,,25790000000.0,9217000000.0,10144000000.0,4601000000.0,9217000000.0,9246000000.0,16544000000.0,25790000000.0,7214000000.0,11943000000.0,-6826000000.0
Halliburton Co,HAL,ENYF8GB5SMQZ25S06U51,45012,2017.0,Q2,,2017-06-30,2017-07-28 10:05:26+00:00,2166000000.0,4385000000.0,,,-450000000.0,2139000000.0,2804000000.0,,557000000.0,,583000000.0,2407000000.0,10816000000.0,,2283000000.0,8374000000.0,36000000.0,2232000000.0,550000000.0,896000000.0,983000000.0,,2052000000.0,938000000.0,,13441000000.0,336000000.0,,25325000000.0,8917000000.0,10260000000.0,4068000000.0,8917000000.0,8953000000.0,16372000000.0,25325000000.0,6691000000.0,12304000000.0,-6878000000.0
Halliburton Co,HAL,ENYF8GB5SMQZ25S06U51,45012,2017.0,Q1,,2017-03-31,2017-04-28 09:28:52+00:00,2006000000.0,4008000000.0,,,-452000000.0,2107000000.0,2896000000.0,,555000000.0,,544000000.0,2419000000.0,10812000000.0,,2295000000.0,8415000000.0,38000000.0,2141000000.0,539000000.0,863000000.0,1195000000.0,,2082000000.0,703000000.0,,13569000000.0,97000000.0,,24885000000.0,8951000000.0,9828000000.0,3842000000.0,8951000000.0,8989000000.0,15896000000.0,24885000000.0,6642000000.0,12054000000.0,-7062000000.0
Halliburton Co,HAL,ENYF8GB5SMQZ25S06U51,45012,2018.0,FY,,2018-12-31,2020-02-11 16:57:53+00:00,3018000000.0,5234000000.0,,,-355000000.0,2008000000.0,2882000000.0,,,248000000.0,714000000.0,2825000000.0,10312000000.0,,3028000000.0,8873000000.0,22000000.0,1384000000.0,483000000.0,881000000.0,822000000.0,,1749000000.0,841000000.0,,13739000000.0,,,25982000000.0,9522000000.0,11151000000.0,4802000000.0,9522000000.0,9544000000.0,16438000000.0,25982000000.0,5958000000.0,11636000000.0,-6744000000.0
Halliburton Co,HAL,ENYF8GB5SMQZ25S06U51,45012,2018.0,Q3,,2018-09-30,2018-10-26 10:02:02+00:00,3142000000.0,5526000000.0,,,-463000000.0,2057000000.0,2842000000.0,,,,722000000.0,2800000000.0,10424000000.0,,2887000000.0,8821000000.0,19000000.0,1128000000.0,594000000.0,966000000.0,1054000000.0,,1566000000.0,763000000.0,,13216000000.0,35000000.0,,25751000000.0,8998000000.0,11436000000.0,4953000000.0,8998000000.0,9017000000.0,16734000000.0,25751000000.0,5494000000.0,11781000000.0,-6597000000.0
Halliburton Co,HAL,ENYF8GB5SMQZ25S06U51,45012,2018.0,Q2,,2018-06-30,2018-07-27 11:05:30+00:00,3029000000.0,5403000000.0,,,-470000000.0,2058000000.0,2797000000.0,,,,635000000.0,2824000000.0,10427000000.0,,2637000000.0,8825000000.0,20000000.0,1117000000.0,585000000.0,924000000.0,999000000.0,,1563000000.0,803000000.0,,12939000000.0,444000000.0,414000000.0,25765000000.0,8823000000.0,11436000000.0,5107000000.0,8823000000.0,8843000000.0,16922000000.0,25765000000.0,5504000000.0,11815000000.0,-6443000000.0
Halliburton Co,HAL,ENYF8GB5SMQZ25S06U51,45012,2018.0,Q1,,2018-03-31,2018-04-27 10:44:17+00:00,2830000000.0,5255000000.0,,,-471000000.0,2332000000.0,2894000000.0,,,,647000000.0,2707000000.0,10428000000.0,,2458000000.0,8596000000.0,26000000.0,1227000000.0,588000000.0,990000000.0,1026000000.0,,1626000000.0,815000000.0,,12586000000.0,466000000.0,,25191000000.0,8365000000.0,11035000000.0,4969000000.0,8365000000.0,8391000000.0,16800000000.0,25191000000.0,5560000000.0,11831000000.0,-6644000000.0
Halliburton Co,HAL,ENYF8GB5SMQZ25S06U51,45012,2019.0,FY,,2019-12-31,2020-04-24 10:36:08+00:00,2432000000.0,4577000000.0,,12630000000.0,-362000000.0,2268000000.0,2812000000.0,,,,604000000.0,2812000000.0,10316000000.0,,3139000000.0,7310000000.0,13000000.0,1683000000.0,525000000.0,1228000000.0,1831000000.0,,2360000000.0,1633000000.0,,11989000000.0,11000000.0,,25377000000.0,8012000000.0,11212000000.0,4878000000.0,8012000000.0,8025000000.0,17352000000.0,25377000000.0,6855000000.0,12474000000.0,-6427000000.0
Halliburton Co,HAL,ENYF8GB5SMQZ25S06U51,45012,2019.0,Q3,,2019-09-30,2019-10-25 10:39:26+00:00,2733000000.0,5290000000.0,,,-353000000.0,1571000000.0,2778000000.0,,,,657000000.0,2832000000.0,10313000000.0,,3380000000.0,8721000000.0,17000000.0,1344000000.0,476000000.0,979000000.0,1302000000.0,,2672000000.0,1546000000.0,,13800000000.0,,,26789000000.0,9745000000.0,11220000000.0,4692000000.0,9745000000.0,9762000000.0,17027000000.0,26789000000.0,6848000000.0,12335000000.0,-6480000000.0
Halliburton Co,HAL,ENYF8GB5SMQZ25S06U51,45012,2019.0,Q2,,2019-06-30,2019-07-26 10:05:46+00:00,3017000000.0,5700000000.0,,,-352000000.0,1176000000.0,2728000000.0,,,,650000000.0,2825000000.0,10307000000.0,,3347000000.0,8778000000.0,16000000.0,1408000000.0,469000000.0,997000000.0,1288000000.0,,2649000000.0,1625000000.0,,13652000000.0,,,26880000000.0,9508000000.0,11220000000.0,4955000000.0,9508000000.0,9524000000.0,17356000000.0,26880000000.0,6882000000.0,12401000000.0,-6520000000.0
Halliburton Co,HAL,ENYF8GB5SMQZ25S06U51,45012,2019.0,Q1,,2019-03-31,2019-04-26 09:58:52+00:00,3080000000.0,5622000000.0,,,-354000000.0,1380000000.0,2895000000.0,,,,683000000.0,2824000000.0,10307000000.0,,3264000000.0,8853000000.0,20000000.0,1348000000.0,454000000.0,922000000.0,1284000000.0,,2776000000.0,1556000000.0,,13734000000.0,,,26989000000.0,9605000000.0,11188000000.0,5047000000.0,9605000000.0,9625000000.0,17364000000.0,26989000000.0,6948000000.0,12317000000.0,-6670000000.0
Halliburton Co,HAL,ENYF8GB5SMQZ25S06U51,45012,2020.0,Q1,,2020-03-31,2020-04-24 10:36:08+00:00,2640000000.0,4850000000.0,,12978000000.0,-351000000.0,1385000000.0,2779000000.0,,,,547000000.0,2812000000.0,9633000000.0,,3220000000.0,6223000000.0,13000000.0,1595000000.0,477000000.0,1200000000.0,1673000000.0,,2337000000.0,1616000000.0,,10814000000.0,193000000.0,,23622000000.0,6830000000.0,10655000000.0,5053000000.0,6830000000.0,6843000000.0,16779000000.0,23622000000.0,6744000000.0,11726000000.0,-6412000000.0
