company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,allowanceforloanandleaselosses,aoci,cashandequivalents,commonequity,fedfundspurchased,goodwill,intangibleassets,interestbearingdeposits,loansandleases,loansheldforsale,longtermdebt,netloansandleases,netpremisesandequipment,noncontrollinginterests,noninterestbearingdeposits,otherassets,otherlongtermliabilities,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalpreferredequity,tradingaccountsecurities,treasurystock
KeyCorp,KEY,RKPI3RZGV1V1FJTH5T61,91576,2008.0,FY,,2008-12-31,2010-03-01 08:44:38+00:00,1629000000.0,65000000.0,1245000000.0,3224000000.0,1557000000.0,1113000000.0,116000000.0,53775000000.0,72835000000.0,626000000.0,14995000000.0,71206000000.0,1830000000.0,201000000.0,11352000000.0,16948000000.0,2662000000.0,6727000000.0,9509000000.0,104531000000.0,7408000000.0,10480000000.0,10681000000.0,93850000000.0,104531000000.0,3072000000.0,11447000000.0,-2608000000.0
KeyCorp,KEY,RKPI3RZGV1V1FJTH5T61,91576,2008.0,Q3,,2008-09-30,2009-11-06 16:23:27+00:00,1390000000.0,153000000.0,1927000000.0,3136000000.0,1799000000.0,1577000000.0,123000000.0,53556000000.0,72994000000.0,1252000000.0,15597000000.0,71604000000.0,1831000000.0,207000000.0,11011000000.0,12352000000.0,4536000000.0,7320000000.0,5933000000.0,101290000000.0,7993000000.0,8651000000.0,8858000000.0,92432000000.0,101290000000.0,658000000.0,10624000000.0,-2616000000.0
KeyCorp,KEY,RKPI3RZGV1V1FJTH5T61,91576,2009.0,FY,,2009-12-31,2011-02-24 12:06:18+00:00,2534000000.0,-3000000.0,471000000.0,4767000000.0,1742000000.0,917000000.0,50000000.0,51156000000.0,58770000000.0,443000000.0,11558000000.0,56236000000.0,1596000000.0,270000000.0,14415000000.0,14606000000.0,2131000000.0,5158000000.0,1352000000.0,93287000000.0,7942000000.0,10663000000.0,10933000000.0,82354000000.0,93287000000.0,2721000000.0,18968000000.0,-1980000000.0
KeyCorp,KEY,RKPI3RZGV1V1FJTH5T61,91576,2009.0,Q2,,2009-06-30,2010-08-06 16:11:27+00:00,2339000000.0,0.0,706000000.0,4244000000.0,1530000000.0,917000000.0,104000000.0,54907000000.0,67167000000.0,761000000.0,13462000000.0,64828000000.0,1700000000.0,209000000.0,12873000000.0,14810000000.0,1722000000.0,5878000000.0,2238000000.0,97792000000.0,8138000000.0,10851000000.0,11060000000.0,86732000000.0,97792000000.0,2713000000.0,13966000000.0,-1984000000.0
KeyCorp,KEY,RKPI3RZGV1V1FJTH5T61,91576,2009.0,Q1,,2009-03-31,2010-05-06 15:14:14+00:00,2016000000.0,97000000.0,624000000.0,3135000000.0,1565000000.0,917000000.0,110000000.0,54236000000.0,70003000000.0,671000000.0,14978000000.0,67987000000.0,1736000000.0,206000000.0,11641000000.0,14415000000.0,2028000000.0,6160000000.0,3212000000.0,97834000000.0,6892000000.0,9968000000.0,10174000000.0,87660000000.0,97834000000.0,3076000000.0,11374000000.0,-2500000000.0
KeyCorp,KEY,RKPI3RZGV1V1FJTH5T61,91576,2010.0,FY,,2010-12-31,2012-02-27 16:23:29+00:00,1604000000.0,-17000000.0,278000000.0,4744000000.0,2045000000.0,917000000.0,21000000.0,43957000000.0,50107000000.0,467000000.0,10592000000.0,48503000000.0,1417000000.0,257000000.0,16653000000.0,16299000000.0,4929000000.0,5557000000.0,2293000000.0,91843000000.0,8380000000.0,11117000000.0,11374000000.0,80469000000.0,91843000000.0,2737000000.0,23941000000.0,-1904000000.0
KeyCorp,KEY,RKPI3RZGV1V1FJTH5T61,91576,2010.0,Q3,,2010-09-30,2011-11-03 14:28:34+00:00,1957000000.0,285000000.0,823000000.0,4743000000.0,2793000000.0,917000000.0,39000000.0,45143000000.0,51354000000.0,637000000.0,11443000000.0,49397000000.0,1451000000.0,254000000.0,16275000000.0,17107000000.0,4986000000.0,5287000000.0,2015000000.0,94043000000.0,8401000000.0,11134000000.0,11388000000.0,82655000000.0,94043000000.0,2733000000.0,23672000000.0,-1914000000.0
KeyCorp,KEY,RKPI3RZGV1V1FJTH5T61,91576,2010.0,Q2,,2010-06-30,2011-08-04 06:32:44+00:00,2219000000.0,153000000.0,591000000.0,4734000000.0,2836000000.0,917000000.0,42000000.0,47149000000.0,53334000000.0,699000000.0,10451000000.0,51115000000.0,1461000000.0,252000000.0,15226000000.0,17383000000.0,5293000000.0,5118000000.0,2140000000.0,94167000000.0,8091000000.0,10820000000.0,11072000000.0,83095000000.0,94167000000.0,2729000000.0,21959000000.0,-1914000000.0
KeyCorp,KEY,RKPI3RZGV1V1FJTH5T61,91576,2010.0,Q1,,2010-03-31,2011-05-05 09:09:32+00:00,2425000000.0,19000000.0,619000000.0,4757000000.0,1927000000.0,917000000.0,46000000.0,49785000000.0,55913000000.0,556000000.0,11177000000.0,53488000000.0,1524000000.0,281000000.0,15364000000.0,19481000000.0,4579000000.0,5098000000.0,1549000000.0,95303000000.0,7916000000.0,10641000000.0,10922000000.0,84381000000.0,95303000000.0,2725000000.0,18672000000.0,-1958000000.0
KeyCorp,KEY,RKPI3RZGV1V1FJTH5T61,91576,2011.0,FY,,2011-12-31,2013-02-26 16:36:58+00:00,1004000000.0,-28000000.0,694000000.0,5211000000.0,1711000000.0,917000000.0,17000000.0,40858000000.0,49575000000.0,728000000.0,9520000000.0,48571000000.0,1294000000.0,17000000.0,21098000000.0,16875000000.0,4313000000.0,6246000000.0,1363000000.0,88785000000.0,9614000000.0,9905000000.0,9922000000.0,78863000000.0,88785000000.0,291000000.0,19689000000.0,-1815000000.0
