company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,cashincometaxespaid,cashinterestpaid,depreciationexpense,divestitures,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,issuanceofpreferredequity,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netchangeindeposits,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,paymentofdividends,provisionforloanlosses,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,repurchaseofpreferredequity,saleofinvestments,saleofplantpropertyandequipment
KeyCorp,KEY,RKPI3RZGV1V1FJTH5T61,91576,2007.0,FY,2007-01-01,2007-12-31,2010-03-01 08:44:38+00:00,342000000.0,2688000000.0,420000000.0,,-1795000000.0,112000000.0,5608000000.0,,5015000000.0,-5432000000.0,-44000000.0,5015000000.0,-5432000000.0,-44000000.0,-461000000.0,4030000000.0,951000000.0,951000000.0,-185000000.0,13000000.0,-570000000.0,565000000.0,-5523000000.0,-5957000000.0,-3583000000.0,-595000000.0,,6039000000.0,9000000.0
KeyCorp,KEY,RKPI3RZGV1V1FJTH5T61,91576,2008.0,FY,2008-01-01,2008-12-31,2011-02-24 12:06:18+00:00,2152000000.0,1989000000.0,429000000.0,,-1401000000.0,4194000000.0,6465000000.0,,6167000000.0,-6165000000.0,-560000000.0,6167000000.0,-6165000000.0,-560000000.0,-558000000.0,382000000.0,-1460000000.0,-1460000000.0,322000000.0,-2000000.0,-445000000.0,1550000000.0,-6930000000.0,-2560000000.0,-4427000000.0,,,3317000000.0,8000000.0
KeyCorp,KEY,RKPI3RZGV1V1FJTH5T61,91576,2008.0,Q4,2008-10-01,2008-12-31,,1823000000.0,442000000.0,749000000.0,,-565000000.0,2500000000.0,1508000000.0,,4710000000.0,-4450000000.0,-942000000.0,4710000000.0,-4450000000.0,-942000000.0,-682000000.0,555000000.0,-2393000000.0,-2393000000.0,692000000.0,,-42000000.0,575000000.0,-5097000000.0,58000000.0,189000000.0,,,589000000.0,
KeyCorp,KEY,RKPI3RZGV1V1FJTH5T61,91576,2008.0,Q3,2008-07-01,2008-09-30,,329000000.0,403000000.0,-537000000.0,,-555000000.0,87000000.0,1057000000.0,,173000000.0,-730000000.0,583000000.0,173000000.0,-730000000.0,583000000.0,26000000.0,336000000.0,1841000000.0,1841000000.0,-330000000.0,-1000000.0,-105000000.0,164000000.0,-313000000.0,-971000000.0,-1201000000.0,,,547000000.0,7000000.0
KeyCorp,KEY,RKPI3RZGV1V1FJTH5T61,91576,2008.0,Q3YTD,2008-01-01,2008-09-30,2009-11-06 16:23:27+00:00,329000000.0,1547000000.0,-320000000.0,,-836000000.0,1694000000.0,4957000000.0,,1457000000.0,-1715000000.0,382000000.0,1457000000.0,-1715000000.0,382000000.0,124000000.0,-173000000.0,933000000.0,933000000.0,-370000000.0,-2000000.0,-403000000.0,975000000.0,-1833000000.0,-2618000000.0,-4616000000.0,,,2728000000.0,8000000.0
KeyCorp,KEY,RKPI3RZGV1V1FJTH5T61,91576,2008.0,Q2YTD,2008-01-01,2008-06-30,2009-08-10 11:51:12+00:00,,1144000000.0,217000000.0,,-281000000.0,1607000000.0,3900000000.0,,1284000000.0,-985000000.0,-201000000.0,1284000000.0,-985000000.0,-201000000.0,98000000.0,-509000000.0,-908000000.0,-908000000.0,-40000000.0,-1000000.0,-298000000.0,811000000.0,-1520000000.0,-1647000000.0,-3415000000.0,,,2181000000.0,1000000.0
KeyCorp,KEY,RKPI3RZGV1V1FJTH5T61,91576,2009.0,FY,2009-01-01,2009-12-31,2012-02-27 16:23:29+00:00,-121000000.0,1489000000.0,389000000.0,,483000000.0,986000000.0,763000000.0,,-9703000000.0,6609000000.0,2320000000.0,-9703000000.0,6609000000.0,2320000000.0,-774000000.0,444000000.0,-1311000000.0,-1311000000.0,-524000000.0,-5000000.0,-213000000.0,3283000000.0,-15684000000.0,-229000000.0,-11678000000.0,,,11440000000.0,11082000000.0
KeyCorp,KEY,RKPI3RZGV1V1FJTH5T61,91576,2009.0,Q4,2009-10-01,2009-12-31,,-121000000.0,1489000000.0,389000000.0,,483000000.0,986000000.0,763000000.0,,-9703000000.0,6609000000.0,2320000000.0,-9703000000.0,6609000000.0,2320000000.0,-774000000.0,444000000.0,-1311000000.0,-1311000000.0,-524000000.0,-5000000.0,-213000000.0,3283000000.0,-15684000000.0,-229000000.0,-11678000000.0,,,11440000000.0,11082000000.0
KeyCorp,KEY,RKPI3RZGV1V1FJTH5T61,91576,2009.0,Q3TTM,2008-10-01,2009-09-30,,1823000000.0,442000000.0,749000000.0,,-565000000.0,2500000000.0,1508000000.0,,4710000000.0,-4450000000.0,-942000000.0,4710000000.0,-4450000000.0,-942000000.0,-682000000.0,555000000.0,-2393000000.0,-2393000000.0,692000000.0,,-42000000.0,575000000.0,-5097000000.0,58000000.0,189000000.0,,,589000000.0,
KeyCorp,KEY,RKPI3RZGV1V1FJTH5T61,91576,2009.0,Q3,2009-07-01,2009-09-30,,109000000.0,-799000000.0,-201000000.0,,168000000.0,-987000000.0,-455000000.0,,4157000000.0,-2744000000.0,-874000000.0,4157000000.0,-2744000000.0,-874000000.0,539000000.0,-2653000000.0,721000000.0,721000000.0,135000000.0,5000000.0,122000000.0,-1697000000.0,8119000000.0,73000000.0,8125000000.0,,,-6353000000.0,-4583000000.0
