company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,depreciationexpense,dilutedeps,impairmentexpense,incometaxexpense,netincome,netincomecontinuing,netincometocommon,operatingcostofrevenue,operatingrevenue,othercostofrevenue,otherincome,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Genuine Parts Co,GPC,,40987,2007.0,FY,2007-01-01,2007-12-31,2010-02-26 11:40:00+00:00,2.99,2.99,1.46,87702000.0,2.98,,310406000.0,506339000.0,506339000.0,506339000.0,7625972000.0,10843195000.0,13514000.0,10220000.0,,2278155000.0,7639486000.0,3203709000.0,31327000.0,2365857000.0,837852000.0,-21107000.0,816745000.0,10843195000.0,169300000.0,169129000.0,170135000.0
Genuine Parts Co,GPC,,40987,2008.0,FY,2008-01-01,2008-12-31,2011-02-25 08:35:16+00:00,2.93,2.93,1.56,88698000.0,2.92,,293051000.0,475417000.0,475417000.0,475417000.0,7742773000.0,11015263000.0,23883000.0,109000.0,,2359829000.0,7766656000.0,3248607000.0,31721000.0,2448527000.0,800080000.0,-31612000.0,768468000.0,11015263000.0,162300000.0,162351000.0,162986000.0
Genuine Parts Co,GPC,,40987,2008.0,Q3,2008-07-01,2008-09-30,2009-11-05 12:42:49+00:00,0.81,0.81,0.39,21768000.0,0.81,,79825000.0,131017000.0,131017000.0,131017000.0,2033110000.0,2882115000.0,,,,616395000.0,2033110000.0,849005000.0,,638163000.0,210842000.0,,210842000.0,2882115000.0,161700000.0,161603000.0,162276000.0
Genuine Parts Co,GPC,,40987,2008.0,Q2,2008-04-01,2008-06-30,2009-08-06 14:35:25+00:00,,0.81,0.39,22017000.0,0.81,,82638000.0,133073000.0,133073000.0,133073000.0,2021272000.0,2873485000.0,,,,614485000.0,2021272000.0,852213000.0,,636502000.0,215711000.0,,215711000.0,2873485000.0,,163411000.0,164127000.0
Genuine Parts Co,GPC,,40987,2009.0,Q4,2009-10-01,2009-12-31,,0.63,0.63,0.4,22917000.0,0.62,,63574000.0,99167000.0,99167000.0,99167000.0,1703754000.0,2471214000.0,28463000.0,1097000.0,,526551000.0,1732217000.0,738997000.0,27885000.0,549468000.0,189529000.0,-26788000.0,162741000.0,2471214000.0,159200000.0,159410000.0,159707000.0
Genuine Parts Co,GPC,,40987,2009.0,FY,2009-01-01,2009-12-31,2012-02-27 07:08:17+00:00,2.51,2.51,1.6,90411000.0,2.5,,244590000.0,399575000.0,399575000.0,399575000.0,7047750000.0,10057512000.0,28463000.0,1097000.0,,2219935000.0,7076213000.0,2981299000.0,27885000.0,2310346000.0,670953000.0,-26788000.0,644165000.0,10057512000.0,159200000.0,159410000.0,159707000.0
Genuine Parts Co,GPC,,40987,2009.0,Q3YTD,2009-01-01,2009-09-30,,1.88,1.88,1.2,67494000.0,1.88,,181016000.0,300408000.0,300408000.0,300408000.0,5343996000.0,7586298000.0,,,,1693384000.0,5343996000.0,2242302000.0,,1760878000.0,481424000.0,,481424000.0,7586298000.0,160700000.0,159541000.0,159876000.0
Genuine Parts Co,GPC,,40987,2009.0,Q3,2009-07-01,2009-09-30,2010-11-04 10:07:18+00:00,0.67,0.67,0.4,22562000.0,0.67,,63067000.0,107639000.0,107639000.0,107639000.0,1841511000.0,2606757000.0,,,,571978000.0,1841511000.0,765246000.0,,594540000.0,170706000.0,,170706000.0,2606757000.0,160700000.0,159541000.0,159876000.0
Genuine Parts Co,GPC,,40987,2009.0,Q2YTD,2009-01-01,2009-06-30,,1.21,1.21,0.8,44932000.0,1.21,,117949000.0,192769000.0,192769000.0,192769000.0,3502485000.0,4979541000.0,,,,1121406000.0,3502485000.0,1477056000.0,,1166338000.0,310718000.0,,310718000.0,4979541000.0,159400000.0,159513000.0,159766000.0
Genuine Parts Co,GPC,,40987,2009.0,Q2,2009-04-01,2009-06-30,2010-08-05 11:45:15+00:00,0.65,0.65,0.4,22411000.0,0.65,,62440000.0,103610000.0,103610000.0,103610000.0,1790190000.0,2535045000.0,,,,556394000.0,1790190000.0,744855000.0,,578805000.0,166050000.0,,166050000.0,2535045000.0,159400000.0,159513000.0,159766000.0
Genuine Parts Co,GPC,,40987,2009.0,Q1,2009-01-01,2009-03-31,2010-05-06 10:03:10+00:00,0.56,0.56,0.4,22521000.0,0.56,,55509000.0,89159000.0,89159000.0,89159000.0,1712295000.0,2444496000.0,,,,565012000.0,1712295000.0,732201000.0,,587533000.0,144668000.0,,144668000.0,2444496000.0,159200000.0,159444000.0,159663000.0
Genuine Parts Co,GPC,,40987,2010.0,Q4,2010-10-01,2010-12-31,,1.59,0.75,0.41,21910000.0,0.76,,67736000.0,118650000.0,118650000.0,118650000.0,1990600000.0,2807728000.0,10597000.0,3496000.0,,573670000.0,2001197000.0,806531000.0,28061000.0,595580000.0,210951000.0,-24565000.0,186386000.0,2807728000.0,158000000.0,158032000.0,158461000.0
Genuine Parts Co,GPC,,40987,2010.0,FY,2010-01-01,2010-12-31,2013-02-26 15:16:25+00:00,3.01,3.01,1.64,89332000.0,3.0,,286272000.0,475511000.0,475511000.0,475511000.0,7954645000.0,11207589000.0,10597000.0,3496000.0,,2366667000.0,7965242000.0,3242347000.0,28061000.0,2455999000.0,786348000.0,-24565000.0,761783000.0,11207589000.0,158000000.0,158032000.0,158461000.0
Genuine Parts Co,GPC,,40987,2010.0,Q3YTD,2010-01-01,2010-09-30,,1.42,2.26,1.23,67422000.0,2.24,,218536000.0,356861000.0,356861000.0,356861000.0,5964045000.0,8399861000.0,,,,1792997000.0,5964045000.0,2435816000.0,,1860419000.0,575397000.0,,575397000.0,8399861000.0,,157573000.0,157980000.0
Genuine Parts Co,GPC,,40987,2010.0,Q3TTM,2009-10-01,2010-09-30,,2.05,2.89,1.63,90339000.0,2.86,,282110000.0,456028000.0,456028000.0,456028000.0,7667799000.0,10871075000.0,28463000.0,1097000.0,,2319548000.0,7696262000.0,3174813000.0,27885000.0,2409887000.0,764926000.0,-26788000.0,738138000.0,10871075000.0,,157573000.0,157980000.0
Genuine Parts Co,GPC,,40987,2010.0,Q3,2010-07-01,2010-09-30,2011-11-07 10:45:56+00:00,,0.84,0.41,22093000.0,0.83,,80704000.0,131785000.0,131785000.0,131785000.0,2097529000.0,2950560000.0,,,,618449000.0,2097529000.0,853031000.0,,640542000.0,212489000.0,,212489000.0,2950560000.0,,157573000.0,157980000.0
Genuine Parts Co,GPC,,40987,2010.0,Q2YTD,2010-01-01,2010-06-30,,1.42,1.42,0.82,45329000.0,1.41,,137832000.0,225076000.0,225076000.0,225076000.0,3866516000.0,5449301000.0,,,,1174548000.0,3866516000.0,1582785000.0,,1219877000.0,362908000.0,,362908000.0,5449301000.0,157600000.0,158260000.0,158662000.0
Genuine Parts Co,GPC,,40987,2010.0,Q2TTM,2009-07-01,2010-06-30,,2.72,2.72,1.62,90808000.0,2.7,,264473000.0,431882000.0,431882000.0,431882000.0,7411781000.0,10527272000.0,28463000.0,1097000.0,,2273077000.0,7440244000.0,3087028000.0,27885000.0,2363885000.0,723143000.0,-26788000.0,696355000.0,10527272000.0,157600000.0,158260000.0,158662000.0
Genuine Parts Co,GPC,,40987,2010.0,Q2,2010-04-01,2010-06-30,2011-08-04 10:21:49+00:00,0.79,0.79,0.41,23186000.0,0.78,,76326000.0,124467000.0,124467000.0,124467000.0,2024876000.0,2847186000.0,,,,598331000.0,2024876000.0,822310000.0,,621517000.0,200793000.0,,200793000.0,2847186000.0,157600000.0,158260000.0,158662000.0
Genuine Parts Co,GPC,,40987,2010.0,Q1TTM,2009-04-01,2010-03-31,,2.58,2.58,1.61,90033000.0,2.57,,250587000.0,411025000.0,411025000.0,411025000.0,7177095000.0,10215131000.0,28463000.0,1097000.0,,2231140000.0,7205558000.0,3009573000.0,27885000.0,2321173000.0,688400000.0,-26788000.0,661612000.0,10215131000.0,159700000.0,158771000.0,159179000.0
Genuine Parts Co,GPC,,40987,2010.0,Q1,2010-01-01,2010-03-31,2011-05-05 12:28:32+00:00,0.63,0.63,0.41,22143000.0,0.63,,61506000.0,100609000.0,100609000.0,100609000.0,1841640000.0,2602115000.0,,,,576217000.0,1841640000.0,760475000.0,,598360000.0,162115000.0,,162115000.0,2602115000.0,159700000.0,158771000.0,159179000.0
Genuine Parts Co,GPC,,40987,2011.0,Q4,2011-10-01,2011-12-31,,1.67,0.87,0.45,21998000.0,0.85,,75218000.0,134957000.0,134957000.0,134957000.0,2121535000.0,3014135000.0,13248000.0,8358000.0,,628501000.0,2134783000.0,879352000.0,27036000.0,650499000.0,228853000.0,-18678000.0,210175000.0,3014135000.0,156500000.0,156656000.0,157660000.0
Genuine Parts Co,GPC,,40987,2011.0,FY,2011-01-01,2011-12-31,2014-02-27 08:07:31+00:00,3.61,3.61,1.8,88936000.0,3.58,,325690000.0,565116000.0,565116000.0,565116000.0,8852837000.0,12458877000.0,13248000.0,8358000.0,,2594372000.0,8866085000.0,3592792000.0,27036000.0,2683308000.0,909484000.0,-18678000.0,890806000.0,12458877000.0,156500000.0,156656000.0,157660000.0
Genuine Parts Co,GPC,,40987,2011.0,Q3YTD,2011-01-01,2011-09-30,,1.94,2.74,1.35,66938000.0,2.73,,250472000.0,430159000.0,430159000.0,430159000.0,6731302000.0,9444742000.0,,,,1965871000.0,6731302000.0,2713440000.0,,2032809000.0,680631000.0,,680631000.0,9444742000.0,156500000.0,156206000.0,157148000.0
Genuine Parts Co,GPC,,40987,2011.0,Q3TTM,2010-10-01,2011-09-30,,3.53,3.49,1.76,88848000.0,3.49,,318208000.0,548809000.0,548809000.0,548809000.0,8721902000.0,12252470000.0,10597000.0,3496000.0,,2539541000.0,8732499000.0,3519971000.0,28061000.0,2628389000.0,891582000.0,-24565000.0,867017000.0,12252470000.0,156500000.0,156206000.0,157148000.0
Genuine Parts Co,GPC,,40987,2011.0,Q3,2011-07-01,2011-09-30,2012-11-08 14:12:03+00:00,0.97,0.97,0.45,21465000.0,0.97,,95268000.0,151832000.0,151832000.0,151832000.0,2337028000.0,3285560000.0,,,,679967000.0,2337028000.0,948532000.0,,701432000.0,247100000.0,,247100000.0,3285560000.0,156500000.0,156206000.0,157148000.0
Genuine Parts Co,GPC,,40987,2011.0,Q2YTD,2011-01-01,2011-06-30,,0.97,1.77,0.9,45473000.0,1.76,,155204000.0,278327000.0,278327000.0,278327000.0,4394274000.0,6159182000.0,,,,1285904000.0,4394274000.0,1764908000.0,,1331377000.0,433531000.0,,433531000.0,6159182000.0,156500000.0,157248000.0,158243000.0
Genuine Parts Co,GPC,,40987,2011.0,Q2TTM,2010-07-01,2011-06-30,,2.56,3.36,1.72,89476000.0,3.35,,303644000.0,528762000.0,528762000.0,528762000.0,8482403000.0,11917470000.0,10597000.0,3496000.0,,2478023000.0,8493000000.0,3424470000.0,28061000.0,2567499000.0,856971000.0,-24565000.0,832406000.0,11917470000.0,156500000.0,157248000.0,158243000.0
