company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,depreciationexpense,dilutedeps,impairmentexpense,incometaxexpense,netincome,netincomecontinuing,netincometocommon,operatingcostofrevenue,operatingrevenue,othercostofrevenue,otherincome,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Genuine Parts Co,GPC,,40987,2011.0,Q2,2011-04-01,2011-06-30,2012-08-03 09:53:00+00:00,0.97,0.97,0.45,22928000.0,0.96,,89739000.0,151812000.0,151812000.0,151812000.0,2268870000.0,3184984000.0,,,,651635000.0,2268870000.0,916114000.0,,674563000.0,241551000.0,,241551000.0,3184984000.0,156500000.0,157248000.0,158243000.0
Genuine Parts Co,GPC,,40987,2011.0,Q1TTM,2010-04-01,2011-03-31,,2.38,3.18,1.68,89734000.0,3.17,,290231000.0,501417000.0,501417000.0,501417000.0,8238409000.0,11579672000.0,10597000.0,3496000.0,,2424719000.0,8249006000.0,3330666000.0,28061000.0,2514453000.0,816213000.0,-24565000.0,791648000.0,11579672000.0,,157633000.0,158656000.0
Genuine Parts Co,GPC,,40987,2011.0,Q1,2011-01-01,2011-03-31,2012-05-07 09:34:40+00:00,,0.8,0.45,22545000.0,0.8,,65465000.0,126515000.0,126515000.0,126515000.0,2125404000.0,2974198000.0,,,,634269000.0,2125404000.0,848794000.0,,656814000.0,191980000.0,,191980000.0,2974198000.0,,157633000.0,158656000.0
Genuine Parts Co,GPC,,40987,2012.0,FY,2012-01-01,2012-12-31,2015-02-26 08:04:09+00:00,4.17,4.17,1.98,98383000.0,4.14,,370891000.0,648041000.0,648041000.0,648041000.0,9235777000.0,13013868000.0,8047000.0,24283000.0,,2656530000.0,9243824000.0,3770044000.0,20482000.0,2754913000.0,1015131000.0,3801000.0,1018932000.0,13013868000.0,155400000.0,155413000.0,156420000.0
Genuine Parts Co,GPC,,40987,2012.0,Q4,2012-10-01,2012-12-31,,1.04,1.04,0.49,25054000.0,1.02,,91701000.0,160225000.0,160225000.0,160225000.0,2208308000.0,3118966000.0,8047000.0,24283000.0,,629432000.0,2216355000.0,902611000.0,20482000.0,654486000.0,248125000.0,3801000.0,251926000.0,3118966000.0,155400000.0,155413000.0,156420000.0
Genuine Parts Co,GPC,,40987,2012.0,Q3YTD,2012-01-01,2012-09-30,,3.13,3.13,1.49,73329000.0,3.12,,279190000.0,487816000.0,487816000.0,487816000.0,7027469000.0,9894902000.0,,,,2027098000.0,7027469000.0,2867433000.0,,2100427000.0,767006000.0,,767006000.0,9894902000.0,155800000.0,155147000.0,156135000.0
Genuine Parts Co,GPC,,40987,2012.0,Q3TTM,2011-10-01,2012-09-30,,4.8,4.0,1.93,95327000.0,3.97,,354408000.0,622773000.0,622773000.0,622773000.0,9149004000.0,12909037000.0,13248000.0,8358000.0,,2655599000.0,9162252000.0,3746785000.0,27036000.0,2750926000.0,995859000.0,-18678000.0,977181000.0,12909037000.0,155800000.0,155147000.0,156135000.0
Genuine Parts Co,GPC,,40987,2012.0,Q3,2012-07-01,2012-09-30,2013-11-07 11:16:48+00:00,1.11,1.11,0.495,25609000.0,1.11,,98590000.0,172943000.0,172943000.0,172943000.0,2399742000.0,3375778000.0,,,,678894000.0,2399742000.0,976036000.0,,704503000.0,271533000.0,,271533000.0,3375778000.0,155800000.0,155147000.0,156135000.0
Genuine Parts Co,GPC,,40987,2012.0,Q2YTD,2012-01-01,2012-06-30,,2.02,2.02,0.99,47720000.0,2.01,,180600000.0,314873000.0,314873000.0,314873000.0,4627727000.0,6519124000.0,,,,1348204000.0,4627727000.0,1891397000.0,,1395924000.0,495473000.0,,495473000.0,6519124000.0,156100000.0,155753000.0,156772000.0
Genuine Parts Co,GPC,,40987,2012.0,Q2TTM,2011-07-01,2012-06-30,,4.66,3.86,1.89,91183000.0,3.83,,351086000.0,601662000.0,601662000.0,601662000.0,9086290000.0,12818819000.0,13248000.0,8358000.0,,2656672000.0,9099538000.0,3719281000.0,27036000.0,2747855000.0,971426000.0,-18678000.0,952748000.0,12818819000.0,156100000.0,155753000.0,156772000.0
Genuine Parts Co,GPC,,40987,2012.0,Q2,2012-04-01,2012-06-30,2013-08-06 10:03:51+00:00,1.08,1.08,0.495,24735000.0,1.08,,98687000.0,168618000.0,168618000.0,168618000.0,2365550000.0,3337836000.0,,,,680246000.0,2365550000.0,972286000.0,,704981000.0,267305000.0,,267305000.0,3337836000.0,156100000.0,155753000.0,156772000.0
Genuine Parts Co,GPC,,40987,2012.0,Q1TTM,2011-04-01,2012-03-31,,4.55,3.75,1.85,89376000.0,3.71,,342138000.0,584856000.0,584856000.0,584856000.0,8989610000.0,12665967000.0,13248000.0,8358000.0,,2628061000.0,9002858000.0,3663109000.0,27036000.0,2717437000.0,945672000.0,-18678000.0,926994000.0,12665967000.0,155600000.0,155810000.0,156949000.0
Genuine Parts Co,GPC,,40987,2012.0,Q1,2012-01-01,2012-03-31,2013-05-07 11:05:51+00:00,0.94,0.94,0.495,22985000.0,0.93,,81913000.0,146255000.0,146255000.0,146255000.0,2262177000.0,3181288000.0,,,,667958000.0,2262177000.0,919111000.0,,690943000.0,228168000.0,,228168000.0,3181288000.0,155600000.0,155810000.0,156949000.0
Genuine Parts Co,GPC,,40987,2013.0,FY,2013-01-01,2013-12-31,2016-02-26 09:15:23+00:00,4.43,4.43,2.15,133957000.0,4.4,,359345000.0,684959000.0,684959000.0,684959000.0,9857923000.0,14077843000.0,8691000.0,22031000.0,,3028028000.0,9866614000.0,4211229000.0,26971000.0,3161985000.0,1049244000.0,-4940000.0,1044304000.0,14077843000.0,154600000.0,154636000.0,155714000.0
Genuine Parts Co,GPC,,40987,2013.0,Q4,2013-10-01,2013-12-31,,0.98,0.98,0.54,35885000.0,0.96,,85226000.0,150467000.0,150467000.0,150467000.0,2425660000.0,3517801000.0,8691000.0,22031000.0,,806932000.0,2434351000.0,1083450000.0,26971000.0,842817000.0,240633000.0,-4940000.0,235693000.0,3517801000.0,154600000.0,154636000.0,155714000.0
Genuine Parts Co,GPC,,40987,2013.0,Q3YTD,2013-01-01,2013-09-30,,3.45,3.45,1.61,98072000.0,3.44,,274119000.0,534492000.0,534492000.0,534492000.0,7432263000.0,10560042000.0,,,,2221096000.0,7432263000.0,3127779000.0,,2319168000.0,808611000.0,,808611000.0,10560042000.0,155100000.0,154567000.0,155663000.0
Genuine Parts Co,GPC,,40987,2013.0,Q3TTM,2012-10-01,2013-09-30,,4.49,4.49,2.11,123126000.0,4.46,,365820000.0,694717000.0,694717000.0,694717000.0,9640571000.0,13679008000.0,8047000.0,24283000.0,,2850528000.0,9648618000.0,4030390000.0,20482000.0,2973654000.0,1056736000.0,3801000.0,1060537000.0,13679008000.0,155100000.0,154567000.0,155663000.0
Genuine Parts Co,GPC,,40987,2013.0,Q3,2013-07-01,2013-09-30,2014-11-06 13:24:16+00:00,1.12,1.12,0.5375,35220000.0,1.12,,98000000.0,173746000.0,173746000.0,173746000.0,2584320000.0,3685243000.0,,,,793957000.0,2584320000.0,1100923000.0,,829177000.0,271746000.0,,271746000.0,3685243000.0,155100000.0,154567000.0,155663000.0
Genuine Parts Co,GPC,,40987,2013.0,Q2YTD,2013-01-01,2013-06-30,,2.33,2.33,1.08,62852000.0,2.32,,176119000.0,360746000.0,360746000.0,360746000.0,4847943000.0,6874799000.0,,,,1427139000.0,4847943000.0,2026856000.0,,1489991000.0,536865000.0,,536865000.0,6874799000.0,154500000.0,155050000.0,156144000.0
Genuine Parts Co,GPC,,40987,2013.0,Q2TTM,2012-07-01,2013-06-30,,4.48,4.48,2.07,113515000.0,4.45,,366410000.0,693914000.0,693914000.0,693914000.0,9455993000.0,13369543000.0,8047000.0,24283000.0,,2735465000.0,9464040000.0,3905503000.0,20482000.0,2848980000.0,1056523000.0,3801000.0,1060324000.0,13369543000.0,154500000.0,155050000.0,156144000.0
Genuine Parts Co,GPC,,40987,2013.0,Q2,2013-04-01,2013-06-30,2014-08-06 09:41:16+00:00,1.4,1.4,0.5375,36853000.0,1.39,,98371000.0,216357000.0,216357000.0,216357000.0,2570889000.0,3675997000.0,,,,753527000.0,2570889000.0,1105108000.0,,790380000.0,314728000.0,,314728000.0,3675997000.0,154500000.0,155050000.0,156144000.0
Genuine Parts Co,GPC,,40987,2013.0,Q1TTM,2012-04-01,2013-03-31,,4.16,4.16,2.02,101397000.0,4.14,,366726000.0,646175000.0,646175000.0,646175000.0,9250654000.0,13031382000.0,8047000.0,24283000.0,,2662184000.0,9258701000.0,3772681000.0,20482000.0,2763581000.0,1009100000.0,3801000.0,1012901000.0,13031382000.0,155300000.0,154891000.0,155931000.0
Genuine Parts Co,GPC,,40987,2013.0,Q1,2013-01-01,2013-03-31,2014-05-07 09:02:50+00:00,0.93,0.93,0.5375,25999000.0,0.93,,77748000.0,144389000.0,144389000.0,144389000.0,2277054000.0,3198802000.0,,,,673612000.0,2277054000.0,921748000.0,,699611000.0,222137000.0,,222137000.0,3198802000.0,155300000.0,154891000.0,155931000.0
Genuine Parts Co,GPC,,40987,2014.0,FY,2014-01-01,2014-12-31,2017-02-27 15:02:36+00:00,4.64,4.64,2.3,148313000.0,4.61,,406453000.0,711286000.0,711286000.0,711286000.0,10747886000.0,15341647000.0,7192000.0,18601000.0,,3314030000.0,10755078000.0,4586569000.0,25088000.0,3462343000.0,1124226000.0,-6487000.0,1117739000.0,15341647000.0,153300000.0,153299000.0,154375000.0
Genuine Parts Co,GPC,,40987,2014.0,Q4,2014-10-01,2014-12-31,,2.1,1.08,0.58,39691000.0,1.07,,99745000.0,165559000.0,165559000.0,165559000.0,2675913000.0,3822454000.0,7192000.0,18601000.0,,827867000.0,2683105000.0,1139349000.0,25088000.0,867558000.0,271791000.0,-6487000.0,265304000.0,3822454000.0,153300000.0,153299000.0,154375000.0
Genuine Parts Co,GPC,,40987,2014.0,Q3,2014-07-01,2014-09-30,2015-11-06 09:26:52+00:00,1.25,1.25,0.575,34983000.0,1.24,,107767000.0,190516000.0,190516000.0,190516000.0,2802487000.0,3985909000.0,,,,850156000.0,2802487000.0,1183422000.0,,885139000.0,298283000.0,,298283000.0,3985909000.0,152400000.0,153018000.0,154098000.0
Genuine Parts Co,GPC,,40987,2014.0,Q3YTD,2014-01-01,2014-09-30,,2.54,3.56,1.73,108622000.0,3.54,,306708000.0,545727000.0,545727000.0,545727000.0,8071973000.0,11519193000.0,,,,2486163000.0,8071973000.0,3447220000.0,,2594785000.0,852435000.0,,852435000.0,11519193000.0,152400000.0,153018000.0,154098000.0
Genuine Parts Co,GPC,,40987,2014.0,Q3TTM,2013-10-01,2014-09-30,,3.52,4.54,2.26,144507000.0,4.5,,391934000.0,696194000.0,696194000.0,696194000.0,10497633000.0,15036994000.0,8691000.0,22031000.0,,3293095000.0,10506324000.0,4530670000.0,26971000.0,3437602000.0,1093068000.0,-4940000.0,1088128000.0,15036994000.0,152400000.0,153018000.0,154098000.0
Genuine Parts Co,GPC,,40987,2014.0,Q2,2014-04-01,2014-06-30,2015-08-07 09:06:22+00:00,1.29,1.29,0.575,36783000.0,1.28,,112453000.0,197727000.0,197727000.0,197727000.0,2729219000.0,3908387000.0,,,,832205000.0,2729219000.0,1179168000.0,,868988000.0,310180000.0,,310180000.0,3908387000.0,153300000.0,153463000.0,154532000.0
Genuine Parts Co,GPC,,40987,2014.0,Q2YTD,2014-01-01,2014-06-30,,1.29,2.31,1.15,73639000.0,2.3,,198941000.0,355211000.0,355211000.0,355211000.0,5269486000.0,7533284000.0,,,,1636007000.0,5269486000.0,2263798000.0,,1709646000.0,554152000.0,,554152000.0,7533284000.0,153300000.0,153463000.0,154532000.0
Genuine Parts Co,GPC,,40987,2014.0,Q2TTM,2013-07-01,2014-06-30,,3.39,4.41,2.22,144744000.0,4.38,,382167000.0,679424000.0,679424000.0,679424000.0,10279466000.0,14736328000.0,8691000.0,22031000.0,,3236896000.0,10288157000.0,4448171000.0,26971000.0,3381640000.0,1066531000.0,-4940000.0,1061591000.0,14736328000.0,153300000.0,153463000.0,154532000.0
Genuine Parts Co,GPC,,40987,2014.0,Q1,2014-01-01,2014-03-31,2015-05-07 08:54:51+00:00,,1.02,0.575,36856000.0,1.02,,86488000.0,157484000.0,157484000.0,157484000.0,2540267000.0,3624897000.0,,,,803802000.0,2540267000.0,1084630000.0,,840658000.0,243972000.0,,243972000.0,3624897000.0,,153729000.0,154796000.0
Genuine Parts Co,GPC,,40987,2014.0,Q1TTM,2013-04-01,2014-03-31,,3.5,4.52,2.19,144814000.0,4.49,,368085000.0,698054000.0,698054000.0,698054000.0,10121136000.0,14503938000.0,8691000.0,22031000.0,,3158218000.0,10129827000.0,4374111000.0,26971000.0,3303032000.0,1071079000.0,-4940000.0,1066139000.0,14503938000.0,,153729000.0,154796000.0
Genuine Parts Co,GPC,,40987,2015.0,FY,2015-01-01,2015-12-31,2018-02-27 07:02:11+00:00,4.65,4.65,2.46,141675000.0,4.63,,418009000.0,705672000.0,705672000.0,705672000.0,10724192000.0,15280044000.0,12373000.0,20929000.0,,3277390000.0,10736565000.0,4543479000.0,21662000.0,3419065000.0,1124414000.0,-733000.0,1123681000.0,15280044000.0,151800000.0,151667000.0,152496000.0
Genuine Parts Co,GPC,,40987,2015.0,Q4,2015-10-01,2015-12-31,,1.08,1.08,0.62,35910000.0,1.06,,100335000.0,161273000.0,161273000.0,161273000.0,2586312000.0,3681790000.0,12373000.0,20929000.0,,784854000.0,2598685000.0,1083105000.0,21662000.0,820764000.0,262341000.0,-733000.0,261608000.0,3681790000.0,151800000.0,151667000.0,152496000.0
Genuine Parts Co,GPC,,40987,2015.0,Q3,2015-07-01,2015-09-30,2016-10-28 08:30:53+00:00,1.24,1.24,0.615,34278000.0,1.24,,112559000.0,188016000.0,188016000.0,188016000.0,2752577000.0,3921802000.0,,,,834372000.0,2752577000.0,1169225000.0,,868650000.0,300575000.0,,300575000.0,3921802000.0,151600000.0,151354000.0,152143000.0
Genuine Parts Co,GPC,,40987,2015.0,Q3YTD,2015-01-01,2015-09-30,,3.57,3.57,1.85,105765000.0,3.57,,317674000.0,544399000.0,544399000.0,544399000.0,8137880000.0,11598254000.0,,,,2492536000.0,8137880000.0,3460374000.0,,2598301000.0,862073000.0,,862073000.0,11598254000.0,151600000.0,151354000.0,152143000.0
Genuine Parts Co,GPC,,40987,2015.0,Q3TTM,2014-10-01,2015-09-30,,5.67,4.65,2.42,145456000.0,4.64,,417419000.0,709958000.0,709958000.0,709958000.0,10813793000.0,15420708000.0,7192000.0,18601000.0,,3320403000.0,10820985000.0,4599723000.0,25088000.0,3465859000.0,1133864000.0,-6487000.0,1127377000.0,15420708000.0,151600000.0,151354000.0,152143000.0
Genuine Parts Co,GPC,,40987,2015.0,Q2,2015-04-01,2015-06-30,2016-07-29 08:46:39+00:00,1.28,1.28,0.615,35603000.0,1.28,,114744000.0,195373000.0,195373000.0,195373000.0,2762071000.0,3940401000.0,,,,832610000.0,2762071000.0,1178330000.0,,868213000.0,310117000.0,,310117000.0,3940401000.0,152600000.0,152134000.0,152989000.0
Genuine Parts Co,GPC,,40987,2015.0,Q2YTD,2015-01-01,2015-06-30,,2.33,2.33,1.23,71487000.0,2.33,,205115000.0,356383000.0,356383000.0,356383000.0,5385303000.0,7676452000.0,,,,1658164000.0,5385303000.0,2291149000.0,,1729651000.0,561498000.0,,561498000.0,7676452000.0,152600000.0,152134000.0,152989000.0
Genuine Parts Co,GPC,,40987,2015.0,Q2TTM,2014-07-01,2015-06-30,,5.68,4.66,2.38,146161000.0,4.64,,412627000.0,712458000.0,712458000.0,712458000.0,10863703000.0,15484815000.0,7192000.0,18601000.0,,3336187000.0,10870895000.0,4613920000.0,25088000.0,3482348000.0,1131572000.0,-6487000.0,1125085000.0,15484815000.0,152600000.0,152134000.0,152989000.0
Genuine Parts Co,GPC,,40987,2015.0,Q1,2015-01-01,2015-03-31,2016-04-29 10:31:25+00:00,1.05,1.05,0.615,35884000.0,1.05,,90371000.0,161010000.0,161010000.0,161010000.0,2623232000.0,3736051000.0,,,,825554000.0,2623232000.0,1112819000.0,,861438000.0,251381000.0,,251381000.0,3736051000.0,153300000.0,152656000.0,153574000.0
