company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredrevenue,currentdeferredtaxassets,currentdeferredtaxliabilities,currentemployeebenefitliabilities,goodwill,intangibleassets,longterminvestments,netinventory,netppe,noncurrentdeferredrevenue,noncurrentdeferredtaxassets,othercurrentassets,otherequity,othernoncurrentassets,othernoncurrentliabilities,prepaidexpenses,retainedearnings,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,treasurystock
Fortinet Inc,FTNT,549300O0QJWDBAS0QX03,1262039,2010.0,FY,,2010-12-31,2012-03-28 14:35:39+00:00,12761000.0,72336000.0,16303000.0,2181000.0,66859000.0,,251995000.0,169648000.0,8158000.0,,19670000.0,,,73950000.0,13517000.0,7056000.0,82983000.0,37443000.0,3788000.0,0.0,6815000.0,11603000.0,8849000.0,-18727000.0,246651000.0,545422000.0,232454000.0,420158000.0,218382000.0,232454000.0,232454000.0,312968000.0,545422000.0,118208000.0,94586000.0,-2995000.0
Fortinet Inc,FTNT,549300O0QJWDBAS0QX03,1262039,2011.0,FY,,2011-12-31,2013-02-27 16:51:54+00:00,19768000.0,95522000.0,15971000.0,402000.0,71990000.0,,317182000.0,206928000.0,7578000.0,,24197000.0,,,148414000.0,16249000.0,7966000.0,87905000.0,46523000.0,,0.0,8274000.0,21624000.0,13948000.0,43765000.0,318283000.0,734747000.0,358354000.0,523570000.0,266864000.0,358354000.0,358354000.0,376393000.0,734747000.0,203211000.0,109529000.0,-2995000.0
Fortinet Inc,FTNT,549300O0QJWDBAS0QX03,1262039,2011.0,Q3,,2011-09-30,2011-11-04 15:45:44+00:00,15342000.0,75835000.0,22286000.0,-4000.0,66630000.0,,292595000.0,192927000.0,14330000.0,,21112000.0,,,113801000.0,12968000.0,7485000.0,82199000.0,37443000.0,2369000.0,0.0,8332000.0,20254000.0,9258000.0,27271000.0,322536000.0,670987000.0,316867000.0,503926000.0,251667000.0,316867000.0,316867000.0,354120000.0,670987000.0,159576000.0,102453000.0,-2995000.0
Fortinet Inc,FTNT,549300O0QJWDBAS0QX03,1262039,2011.0,Q2,,2011-06-30,2011-08-04 16:07:03+00:00,13207000.0,72212000.0,19976000.0,3184000.0,78019000.0,,277977000.0,192450000.0,13704000.0,,20656000.0,,,126478000.0,13650000.0,7339000.0,80749000.0,37443000.0,2687000.0,0.0,9563000.0,20677000.0,10139000.0,9354000.0,264001000.0,635235000.0,287520000.0,454412000.0,246289000.0,287520000.0,287520000.0,347715000.0,635235000.0,173484000.0,101426000.0,-2995000.0
Fortinet Inc,FTNT,549300O0QJWDBAS0QX03,1262039,2012.0,FY,,2012-12-31,2014-02-28 20:09:17+00:00,20816000.0,107642000.0,18481000.0,3091000.0,122975000.0,,400237000.0,247268000.0,13663000.0,3782000.0,28957000.0,0.0,2117000.0,325892000.0,21060000.0,25638000.0,144695000.0,48525000.0,,0.0,4051000.0,564000.0,13215000.0,110601000.0,290719000.0,975497000.0,510934000.0,569274000.0,319304000.0,510934000.0,510934000.0,464563000.0,975497000.0,380585000.0,145259000.0,-2995000.0
Fortinet Inc,FTNT,549300O0QJWDBAS0QX03,1262039,2012.0,Q3,,2012-09-30,2012-10-30 17:12:32+00:00,23160000.0,89843000.0,19032000.0,3577000.0,75466000.0,,388793000.0,230562000.0,7088000.0,,25940000.0,,,315657000.0,26182000.0,26020000.0,109516000.0,50393000.0,,0.0,6546000.0,26589000.0,16893000.0,89094000.0,299180000.0,913268000.0,478469000.0,514652000.0,298694000.0,478469000.0,478469000.0,434799000.0,913268000.0,372596000.0,136105000.0,-2995000.0
Fortinet Inc,FTNT,549300O0QJWDBAS0QX03,1262039,2012.0,Q2,,2012-06-30,2012-08-07 21:49:41+00:00,24101000.0,95351000.0,17280000.0,1154000.0,81226000.0,,356597000.0,226510000.0,7063000.0,,27086000.0,,,242769000.0,20828000.0,10247000.0,104858000.0,46003000.0,,0.0,7715000.0,24766000.0,19640000.0,71888000.0,320403000.0,851245000.0,426644000.0,544511000.0,294977000.0,426644000.0,426644000.0,424601000.0,851245000.0,296487000.0,129624000.0,-2995000.0
Fortinet Inc,FTNT,549300O0QJWDBAS0QX03,1262039,2012.0,Q1,,2012-03-31,2012-05-07 14:40:43+00:00,13764000.0,84759000.0,16721000.0,2130000.0,74783000.0,,341254000.0,216558000.0,6963000.0,,23918000.0,,,172236000.0,17959000.0,9560000.0,98014000.0,46523000.0,,0.0,8625000.0,21142000.0,13749000.0,57938000.0,353287000.0,788444000.0,398327000.0,551500000.0,270961000.0,398327000.0,398327000.0,390117000.0,788444000.0,227384000.0,119156000.0,-2995000.0
Fortinet Inc,FTNT,549300O0QJWDBAS0QX03,1262039,2013.0,FY,,2013-12-31,2015-02-27 21:06:38+00:00,35599000.0,130471000.0,27380000.0,1092000.0,115873000.0,,462805000.0,293664000.0,50980000.0,21421000.0,34997000.0,2872000.0,6841000.0,351675000.0,48672000.0,36652000.0,169172000.0,30058000.0,,0.0,4820000.0,471000.0,14053000.0,121863000.0,375497000.0,1168464000.0,585760000.0,735546000.0,413061000.0,585760000.0,585760000.0,582704000.0,1168464000.0,396266000.0,169643000.0,
Fortinet Inc,FTNT,549300O0QJWDBAS0QX03,1262039,2013.0,Q3,,2013-09-30,2013-11-05 16:26:27+00:00,33257000.0,107802000.0,32317000.0,1653000.0,144546000.0,,455442000.0,271302000.0,,,30450000.0,10612000.0,,327987000.0,46876000.0,28380000.0,159439000.0,51996000.0,,0.0,3200000.0,1424000.0,38271000.0,142858000.0,368472000.0,1128142000.0,599953000.0,705967000.0,367326000.0,599953000.0,599953000.0,528189000.0,1128142000.0,393795000.0,160863000.0,0.0
