company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,dilutedeps,incometaxexpense,marketingexpense,netincome,netincomecontinuing,netincometocommon,operatingcostofrevenue,operatingrevenue,otherincome,otheroperatingexpenses,rdexpense,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Fortinet Inc,FTNT,549300O0QJWDBAS0QX03,1262039,2009.0,FY,2008-12-29,2009-12-31,2012-03-28 14:35:39+00:00,0.97,0.97,0.39,-32666000.0,96291000.0,60179000.0,60179000.0,60179000.0,69975000.0,252115000.0,198000.0,,42195000.0,,18320000.0,69975000.0,182140000.0,1981000.0,156806000.0,25334000.0,2179000.0,27513000.0,252115000.0,62000000.0,52668000.0,130438000.0
Fortinet Inc,FTNT,549300O0QJWDBAS0QX03,1262039,2010.0,FY,2010-01-01,2010-12-31,2013-02-27 16:51:54+00:00,0.29,0.29,0.26,15096000.0,111968000.0,41245000.0,41245000.0,41245000.0,85206000.0,324696000.0,-815000.0,,49801000.0,,22380000.0,85206000.0,239490000.0,1815000.0,184149000.0,55341000.0,1000000.0,56341000.0,324696000.0,142200000.0,140726000.0,156406000.0
Fortinet Inc,FTNT,549300O0QJWDBAS0QX03,1262039,2010.0,Q3,2010-07-01,2010-09-30,2011-11-04 15:45:44+00:00,,0.1,0.09,4254000.0,26987000.0,14017000.0,14017000.0,14017000.0,21443000.0,84971000.0,-402000.0,,12389000.0,,5993000.0,21443000.0,63528000.0,514000.0,45369000.0,18159000.0,112000.0,18271000.0,84971000.0,,143672000.0,155842000.0
Fortinet Inc,FTNT,549300O0QJWDBAS0QX03,1262039,2010.0,Q2,2010-04-01,2010-06-30,2011-08-04 16:07:03+00:00,0.05,0.05,0.05,3397000.0,27777000.0,6869000.0,6869000.0,6869000.0,20165000.0,76331000.0,87000.0,,12676000.0,,5933000.0,20165000.0,56166000.0,399000.0,46386000.0,9780000.0,486000.0,10266000.0,76331000.0,137400000.0,136990000.0,151274000.0
Fortinet Inc,FTNT,549300O0QJWDBAS0QX03,1262039,2011.0,Q4,2011-10-01,2011-12-31,,0.11,0.11,0.11,10877000.0,39984000.0,16494000.0,16494000.0,16494000.0,32485000.0,120861000.0,-112000.0,,16380000.0,,5492000.0,32485000.0,88376000.0,963000.0,61856000.0,26520000.0,851000.0,27371000.0,120861000.0,152400000.0,152581000.0,163781000.0
Fortinet Inc,FTNT,549300O0QJWDBAS0QX03,1262039,2011.0,FY,2011-01-01,2011-12-31,2014-02-28 20:09:17+00:00,0.41,0.41,0.38,29581000.0,145532000.0,62492000.0,62492000.0,62492000.0,113598000.0,433576000.0,-354000.0,,63577000.0,,21965000.0,113598000.0,319978000.0,3523000.0,231074000.0,88904000.0,3169000.0,92073000.0,433576000.0,152400000.0,152581000.0,163781000.0
Fortinet Inc,FTNT,549300O0QJWDBAS0QX03,1262039,2011.0,Q3,2011-07-01,2011-09-30,2011-11-04 15:45:44+00:00,,0.12,0.11,9207000.0,36934000.0,17917000.0,17917000.0,17917000.0,31139000.0,116426000.0,60000.0,,16834000.0,,5359000.0,31139000.0,85287000.0,904000.0,59127000.0,26160000.0,964000.0,27124000.0,116426000.0,,153265000.0,163869000.0
Fortinet Inc,FTNT,549300O0QJWDBAS0QX03,1262039,2011.0,Q3YTD,2011-01-01,2011-09-30,,0.3,0.3,0.3,18704000.0,105548000.0,45998000.0,45998000.0,45998000.0,81113000.0,312715000.0,-242000.0,,47197000.0,,16473000.0,81113000.0,231602000.0,2560000.0,169218000.0,62384000.0,2318000.0,64702000.0,312715000.0,,153265000.0,163869000.0
Fortinet Inc,FTNT,549300O0QJWDBAS0QX03,1262039,2011.0,Q2,2011-04-01,2011-06-30,2011-08-04 16:07:03+00:00,0.1,0.1,0.09,4941000.0,35896000.0,14494000.0,14494000.0,14494000.0,26558000.0,103023000.0,-207000.0,,15942000.0,,5848000.0,26558000.0,76465000.0,863000.0,57686000.0,18779000.0,656000.0,19435000.0,103023000.0,144900000.0,152267000.0,163887000.0
Fortinet Inc,FTNT,549300O0QJWDBAS0QX03,1262039,2011.0,Q2YTD,2011-01-01,2011-06-30,,0.18,0.18,0.18,9497000.0,68614000.0,28081000.0,28081000.0,28081000.0,49974000.0,196289000.0,-302000.0,,30363000.0,,11114000.0,49974000.0,146315000.0,1656000.0,110091000.0,36224000.0,1354000.0,37578000.0,196289000.0,144900000.0,152267000.0,163887000.0
Fortinet Inc,FTNT,549300O0QJWDBAS0QX03,1262039,2011.0,Q1,2011-01-01,2011-03-31,2012-05-07 14:40:43+00:00,0.09,0.09,0.08,4556000.0,32718000.0,13587000.0,13587000.0,13587000.0,23416000.0,93266000.0,-95000.0,,14421000.0,,5266000.0,23416000.0,69850000.0,793000.0,52405000.0,17445000.0,698000.0,18143000.0,93266000.0,151000000.0,150308000.0,162864000.0
Fortinet Inc,FTNT,549300O0QJWDBAS0QX03,1262039,2012.0,Q4,2012-10-01,2012-12-31,,0.14,0.14,0.14,14763000.0,48117000.0,21507000.0,21507000.0,21507000.0,41442000.0,151162000.0,-170000.0,,20525000.0,,6038000.0,41442000.0,109720000.0,1400000.0,74680000.0,35040000.0,1230000.0,36270000.0,151162000.0,159100000.0,158074000.0,166329000.0
Fortinet Inc,FTNT,549300O0QJWDBAS0QX03,1262039,2012.0,FY,2012-01-01,2012-12-31,2014-02-28 20:09:17+00:00,0.42,0.42,0.4,38160000.0,179155000.0,66836000.0,66836000.0,66836000.0,147420000.0,533639000.0,-485000.0,,81078000.0,,25511000.0,147420000.0,386219000.0,5006000.0,285744000.0,100475000.0,4521000.0,104996000.0,533639000.0,159100000.0,158074000.0,166329000.0
Fortinet Inc,FTNT,549300O0QJWDBAS0QX03,1262039,2012.0,Q3,2012-07-01,2012-09-30,2012-10-30 17:12:32+00:00,0.11,0.11,0.1,9565000.0,44743000.0,17206000.0,17206000.0,17206000.0,37808000.0,136268000.0,-317000.0,,20498000.0,,7449000.0,37808000.0,98460000.0,1318000.0,72690000.0,25770000.0,1001000.0,26771000.0,136268000.0,156400000.0,158751000.0,166791000.0
Fortinet Inc,FTNT,549300O0QJWDBAS0QX03,1262039,2012.0,Q3YTD,2012-01-01,2012-09-30,,0.29,0.29,0.29,23397000.0,131038000.0,45329000.0,45329000.0,45329000.0,105978000.0,382477000.0,-315000.0,,60553000.0,,19473000.0,105978000.0,276499000.0,3606000.0,211064000.0,65435000.0,3291000.0,68726000.0,382477000.0,156400000.0,158751000.0,166791000.0
Fortinet Inc,FTNT,549300O0QJWDBAS0QX03,1262039,2012.0,Q3TTM,2011-10-01,2012-09-30,,0.39,0.39,0.39,34274000.0,171022000.0,61823000.0,61823000.0,61823000.0,138463000.0,503338000.0,-427000.0,,76933000.0,,24965000.0,138463000.0,364875000.0,4569000.0,272920000.0,91955000.0,4142000.0,96097000.0,503338000.0,156400000.0,158751000.0,166791000.0
Fortinet Inc,FTNT,549300O0QJWDBAS0QX03,1262039,2012.0,Q2YTD,2012-01-01,2012-06-30,,0.18,0.18,0.18,13832000.0,86295000.0,28123000.0,28123000.0,28123000.0,68170000.0,246209000.0,2000.0,,40055000.0,,12024000.0,68170000.0,178039000.0,2288000.0,138374000.0,39665000.0,2290000.0,41955000.0,246209000.0,155000000.0,157474000.0,166061000.0
Fortinet Inc,FTNT,549300O0QJWDBAS0QX03,1262039,2012.0,Q2TTM,2011-07-01,2012-06-30,,0.4,0.4,0.4,33916000.0,163213000.0,62534000.0,62534000.0,62534000.0,131794000.0,483496000.0,-50000.0,,73269000.0,,22875000.0,131794000.0,351702000.0,4155000.0,259357000.0,92345000.0,4105000.0,96450000.0,483496000.0,155000000.0,157474000.0,166061000.0
Fortinet Inc,FTNT,549300O0QJWDBAS0QX03,1262039,2012.0,Q2,2012-04-01,2012-06-30,2013-08-07 16:52:04+00:00,0.09,0.09,0.08,8276000.0,44259000.0,13950000.0,13950000.0,13950000.0,37127000.0,128962000.0,73000.0,,20388000.0,,6238000.0,37127000.0,91835000.0,1203000.0,70885000.0,20950000.0,1276000.0,22226000.0,128962000.0,155000000.0,157474000.0,166061000.0
Fortinet Inc,FTNT,549300O0QJWDBAS0QX03,1262039,2012.0,Q1,2012-01-01,2012-03-31,2012-05-07 14:40:43+00:00,0.09,0.09,0.09,5556000.0,42036000.0,14173000.0,14173000.0,14173000.0,31043000.0,117247000.0,-71000.0,,19667000.0,,5786000.0,31043000.0,86204000.0,1085000.0,67489000.0,18715000.0,1014000.0,19729000.0,117247000.0,157500000.0,156010000.0,165751000.0
Fortinet Inc,FTNT,549300O0QJWDBAS0QX03,1262039,2012.0,Q1TTM,2011-04-01,2012-03-31,,0.4,0.4,0.4,30581000.0,154850000.0,63078000.0,63078000.0,63078000.0,121225000.0,457557000.0,-330000.0,,68823000.0,,22485000.0,121225000.0,336332000.0,3815000.0,246158000.0,90174000.0,3485000.0,93659000.0,457557000.0,157500000.0,156010000.0,165751000.0
Fortinet Inc,FTNT,549300O0QJWDBAS0QX03,1262039,2013.0,FY,2013-01-01,2013-12-31,2015-02-27 21:06:38+00:00,0.27,0.27,0.26,31668000.0,224991000.0,44273000.0,44273000.0,44273000.0,180643000.0,615297000.0,-1455000.0,,102660000.0,,34913000.0,180643000.0,434654000.0,5306000.0,362564000.0,72090000.0,3851000.0,75941000.0,615297000.0,164000000.0,162435000.0,168183000.0
Fortinet Inc,FTNT,549300O0QJWDBAS0QX03,1262039,2013.0,Q4,2013-10-01,2013-12-31,,0.06,0.06,0.07,13526000.0,62331000.0,12016000.0,12016000.0,12016000.0,53877000.0,177350000.0,-419000.0,,27747000.0,,8752000.0,53877000.0,123473000.0,1318000.0,98830000.0,24643000.0,899000.0,25542000.0,177350000.0,164000000.0,162435000.0,168183000.0
Fortinet Inc,FTNT,549300O0QJWDBAS0QX03,1262039,2013.0,Q3,2013-07-01,2013-09-30,2014-11-06 17:31:35+00:00,0.07,0.07,0.07,7381000.0,56687000.0,11029000.0,11029000.0,11029000.0,43930000.0,154699000.0,-1151000.0,,26421000.0,,9382000.0,43930000.0,110769000.0,1282000.0,92490000.0,18279000.0,131000.0,18410000.0,154699000.0,157600000.0,162906000.0,168666000.0
Fortinet Inc,FTNT,549300O0QJWDBAS0QX03,1262039,2013.0,Q3YTD,2013-01-01,2013-09-30,,0.2,0.2,0.2,18142000.0,162660000.0,32257000.0,32257000.0,32257000.0,126766000.0,437947000.0,-1036000.0,,74913000.0,,26161000.0,126766000.0,311181000.0,3988000.0,263734000.0,47447000.0,2952000.0,50399000.0,437947000.0,157600000.0,162906000.0,168666000.0
Fortinet Inc,FTNT,549300O0QJWDBAS0QX03,1262039,2013.0,Q3TTM,2012-10-01,2013-09-30,,0.33,0.33,0.33,32905000.0,210777000.0,53764000.0,53764000.0,53764000.0,168208000.0,589109000.0,-1206000.0,,95438000.0,,32199000.0,168208000.0,420901000.0,5388000.0,338414000.0,82487000.0,4182000.0,86669000.0,589109000.0,157600000.0,162906000.0,168666000.0
Fortinet Inc,FTNT,549300O0QJWDBAS0QX03,1262039,2013.0,Q2YTD,2013-01-01,2013-06-30,,0.13,0.13,0.13,10761000.0,105973000.0,21228000.0,21228000.0,21228000.0,82836000.0,283248000.0,115000.0,,48492000.0,,16779000.0,82836000.0,200412000.0,2706000.0,171244000.0,29168000.0,2821000.0,31989000.0,283248000.0,149700000.0,162247000.0,168042000.0
Fortinet Inc,FTNT,549300O0QJWDBAS0QX03,1262039,2013.0,Q2TTM,2012-07-01,2013-06-30,,0.37,0.37,0.37,35089000.0,198833000.0,59941000.0,59941000.0,59941000.0,162086000.0,570678000.0,-372000.0,,89515000.0,,30266000.0,162086000.0,408592000.0,5424000.0,318614000.0,89978000.0,5052000.0,95030000.0,570678000.0,149700000.0,162247000.0,168042000.0
