company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,amortizationexpense,cashincometaxespaid,depreciationexpense,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,repurchaseofpreferredequity,saleofinvestments
Fortinet Inc,FTNT,549300O0QJWDBAS0QX03,1262039,2012.0,Q3YTD,2012-01-01,2012-09-30,2012-10-30 17:12:32+00:00,-749000.0,10002000.0,10335000.0,8076000.0,-235000.0,54956000.0,,45617000.0,-175479000.0,133573000.0,45617000.0,-175479000.0,133573000.0,3476000.0,45329000.0,45329000.0,15210000.0,45617000.0,25768000.0,-523389000.0,-20283000.0,,,,343174000.0
Fortinet Inc,FTNT,549300O0QJWDBAS0QX03,1262039,2012.0,Q3TTM,2011-10-01,2012-09-30,,-749000.0,13009000.0,10719000.0,9951000.0,40000.0,60363000.0,19968000.0,62132000.0,-209468000.0,156132000.0,62132000.0,-209468000.0,156132000.0,8836000.0,61823000.0,61823000.0,10986000.0,42164000.0,25768000.0,-633185000.0,-21122000.0,,,,419820000.0
Fortinet Inc,FTNT,549300O0QJWDBAS0QX03,1262039,2012.0,Q3,2012-07-01,2012-09-30,,-199000.0,3474000.0,3955000.0,2999000.0,207000.0,11852000.0,-17650000.0,22809000.0,-69546000.0,40770000.0,22809000.0,-69546000.0,40770000.0,-5760000.0,17206000.0,17206000.0,5239000.0,40459000.0,25768000.0,-168364000.0,-16428000.0,,,,89677000.0
Fortinet Inc,FTNT,549300O0QJWDBAS0QX03,1262039,2012.0,Q2TTM,2011-07-01,2012-06-30,,-550000.0,12752000.0,7092000.0,8730000.0,-2217000.0,60655000.0,37618000.0,46895000.0,-192872000.0,151401000.0,46895000.0,-192872000.0,151401000.0,3207000.0,62534000.0,62534000.0,6730000.0,9277000.0,,-584272000.0,-6029000.0,,,,397979000.0
Fortinet Inc,FTNT,549300O0QJWDBAS0QX03,1262039,2012.0,Q2,2012-04-01,2012-06-30,,,3273000.0,5370000.0,2995000.0,-1145000.0,19041000.0,17650000.0,6937000.0,-43634000.0,44285000.0,6937000.0,-43634000.0,44285000.0,6443000.0,13950000.0,13950000.0,5026000.0,-10713000.0,-17416000.0,-162458000.0,-2231000.0,,,,138471000.0
Fortinet Inc,FTNT,549300O0QJWDBAS0QX03,1262039,2012.0,Q2YTD,2012-01-01,2012-06-30,2013-08-07 16:52:04+00:00,-550000.0,6528000.0,6380000.0,5077000.0,-442000.0,43104000.0,17650000.0,22808000.0,-105933000.0,92803000.0,22808000.0,-105933000.0,92803000.0,9236000.0,28123000.0,28123000.0,9971000.0,5158000.0,,-355025000.0,-3855000.0,,,,253497000.0
Fortinet Inc,FTNT,549300O0QJWDBAS0QX03,1262039,2012.0,Q1,2012-01-01,2012-03-31,2012-05-07 14:40:43+00:00,-550000.0,3255000.0,1010000.0,2082000.0,703000.0,24063000.0,,15871000.0,-62299000.0,48518000.0,15871000.0,-62299000.0,48518000.0,2793000.0,14173000.0,14173000.0,4945000.0,15871000.0,17416000.0,-192567000.0,-1624000.0,,,,115026000.0
Fortinet Inc,FTNT,549300O0QJWDBAS0QX03,1262039,2012.0,Q1TTM,2011-04-01,2012-03-31,,-3173000.0,12509000.0,1472000.0,7393000.0,-784000.0,56006000.0,19968000.0,47593000.0,-182191000.0,141184000.0,47593000.0,-182191000.0,141184000.0,5802000.0,63078000.0,63078000.0,2198000.0,27625000.0,17416000.0,-579778000.0,-4554000.0,,,,387898000.0
Fortinet Inc,FTNT,549300O0QJWDBAS0QX03,1262039,2013.0,Q4,2013-10-01,2013-12-31,,,2734000.0,5724000.0,4112000.0,-324000.0,15710000.0,1114000.0,-32431000.0,-42586000.0,46668000.0,-32431000.0,-42586000.0,46668000.0,-28673000.0,12016000.0,12016000.0,12096000.0,-16000.0,,-133654000.0,-7148000.0,,-33529000.0,,98216000.0
Fortinet Inc,FTNT,549300O0QJWDBAS0QX03,1262039,2013.0,FY,2013-01-01,2013-12-31,2015-02-27 21:06:38+00:00,-7635000.0,11634000.0,25445000.0,15623000.0,-1329000.0,33958000.0,25584000.0,-6423000.0,-146734000.0,147384000.0,-6423000.0,-146734000.0,147384000.0,-7102000.0,44273000.0,44273000.0,41896000.0,1522000.0,,-552778000.0,-13877000.0,,-33529000.0,,427556000.0
Fortinet Inc,FTNT,549300O0QJWDBAS0QX03,1262039,2013.0,Q3YTD,2013-01-01,2013-09-30,2013-11-05 16:26:27+00:00,-7635000.0,8900000.0,19721000.0,11511000.0,-1005000.0,18248000.0,24470000.0,26008000.0,-104148000.0,100716000.0,26008000.0,-104148000.0,100716000.0,21571000.0,32257000.0,32257000.0,29800000.0,1538000.0,,-419124000.0,-6729000.0,,,,329340000.0
Fortinet Inc,FTNT,549300O0QJWDBAS0QX03,1262039,2013.0,Q3TTM,2012-10-01,2013-09-30,,-8135000.0,11860000.0,26474000.0,14999000.0,-1096000.0,36294000.0,62557000.0,30547000.0,-111380000.0,151009000.0,30547000.0,-111380000.0,151009000.0,69080000.0,53764000.0,53764000.0,34092000.0,-32010000.0,-25768000.0,-496822000.0,-8529000.0,,,,427874000.0
Fortinet Inc,FTNT,549300O0QJWDBAS0QX03,1262039,2013.0,Q3,2013-07-01,2013-09-30,,-1650000.0,3011000.0,8081000.0,4189000.0,-196000.0,-5458000.0,8880000.0,8524000.0,-12634000.0,25384000.0,8524000.0,-12634000.0,25384000.0,21078000.0,11029000.0,11029000.0,12613000.0,-356000.0,,-144095000.0,-3160000.0,,,,136271000.0
Fortinet Inc,FTNT,549300O0QJWDBAS0QX03,1262039,2013.0,Q2TTM,2012-07-01,2013-06-30,,-6684000.0,12323000.0,22348000.0,13809000.0,-693000.0,53604000.0,36027000.0,44832000.0,-168292000.0,166395000.0,44832000.0,-168292000.0,166395000.0,42242000.0,59941000.0,59941000.0,26718000.0,8805000.0,,-521091000.0,-21797000.0,,,,381280000.0
Fortinet Inc,FTNT,549300O0QJWDBAS0QX03,1262039,2013.0,Q2,2013-04-01,2013-06-30,,-6000.0,2838000.0,3061000.0,3786000.0,-368000.0,11737000.0,1126000.0,1567000.0,-12336000.0,37221000.0,1567000.0,-12336000.0,37221000.0,26084000.0,8979000.0,8979000.0,9881000.0,441000.0,,-103523000.0,-2035000.0,,,,93228000.0
Fortinet Inc,FTNT,549300O0QJWDBAS0QX03,1262039,2013.0,Q2YTD,2013-01-01,2013-06-30,2014-08-05 08:23:10+00:00,-5985000.0,5889000.0,11640000.0,7322000.0,-809000.0,23706000.0,15590000.0,17484000.0,-91514000.0,75332000.0,17484000.0,-91514000.0,75332000.0,493000.0,21228000.0,21228000.0,17187000.0,1894000.0,,-275029000.0,-3569000.0,,0.0,,193069000.0
Fortinet Inc,FTNT,549300O0QJWDBAS0QX03,1262039,2013.0,Q1,2013-01-01,2013-03-31,2013-05-08 16:32:14+00:00,-5979000.0,3051000.0,8579000.0,3536000.0,-441000.0,11969000.0,14464000.0,15917000.0,-79178000.0,38111000.0,15917000.0,-79178000.0,38111000.0,-25591000.0,12249000.0,12249000.0,7306000.0,1453000.0,,-171506000.0,-1534000.0,,,,99841000.0
Fortinet Inc,FTNT,549300O0QJWDBAS0QX03,1262039,2013.0,Q1TTM,2012-04-01,2013-03-31,,-6678000.0,12758000.0,24657000.0,13018000.0,-1470000.0,60908000.0,52551000.0,50202000.0,-199590000.0,173459000.0,50202000.0,-199590000.0,173459000.0,22601000.0,64912000.0,64912000.0,21863000.0,-2349000.0,-17416000.0,-580026000.0,-21993000.0,,,,426523000.0
Fortinet Inc,FTNT,549300O0QJWDBAS0QX03,1262039,2014.0,FY,2014-01-01,2014-12-31,2017-03-01 14:20:23+00:00,-17000.0,8703000.0,40551000.0,22028000.0,-600000.0,77374000.0,55324000.0,749000.0,-29350000.0,196582000.0,749000.0,-29350000.0,196582000.0,167381000.0,25343000.0,25343000.0,63134000.0,-10598000.0,,-497084000.0,-32197000.0,0.0,-43977000.0,,499948000.0
Fortinet Inc,FTNT,549300O0QJWDBAS0QX03,1262039,2014.0,Q4,2014-10-01,2014-12-31,,,2023000.0,1796000.0,5509000.0,,-326000.0,14795000.0,2636000.0,-12842000.0,35364000.0,2636000.0,-12842000.0,35364000.0,25158000.0,6813000.0,6813000.0,21345000.0,-6417000.0,,-108276000.0,-5395000.0,,-5742000.0,,100829000.0
Fortinet Inc,FTNT,549300O0QJWDBAS0QX03,1262039,2014.0,Q3YTD,2014-01-01,2014-09-30,2015-11-06 20:57:10+00:00,-17000.0,6680000.0,38755000.0,16519000.0,-600000.0,77700000.0,40529000.0,-1887000.0,-16508000.0,161218000.0,-1887000.0,-16508000.0,161218000.0,142223000.0,18530000.0,18530000.0,41789000.0,-4181000.0,,-388808000.0,-26802000.0,,-38235000.0,,399119000.0
Fortinet Inc,FTNT,549300O0QJWDBAS0QX03,1262039,2014.0,Q3TTM,2013-10-01,2014-09-30,,-17000.0,9414000.0,44479000.0,20631000.0,-924000.0,93410000.0,41643000.0,-34318000.0,-59094000.0,207886000.0,-34318000.0,-59094000.0,207886000.0,113550000.0,30546000.0,30546000.0,53885000.0,-4197000.0,,-522462000.0,-33950000.0,,-71764000.0,,497335000.0
Fortinet Inc,FTNT,549300O0QJWDBAS0QX03,1262039,2014.0,Q3,2014-07-01,2014-09-30,,-17000.0,1928000.0,7342000.0,5605000.0,,31892000.0,18011000.0,5840000.0,-8209000.0,56518000.0,5840000.0,-8209000.0,56518000.0,54149000.0,4056000.0,4056000.0,13037000.0,-1103000.0,17000.0,-105470000.0,-5780000.0,,-11068000.0,,103041000.0
Fortinet Inc,FTNT,549300O0QJWDBAS0QX03,1262039,2014.0,Q2TTM,2013-07-01,2014-06-30,,-1650000.0,10497000.0,45218000.0,19215000.0,-1120000.0,56060000.0,32512000.0,-31634000.0,-63519000.0,176752000.0,-31634000.0,-63519000.0,176752000.0,80479000.0,37519000.0,37519000.0,53461000.0,-3450000.0,-17000.0,-561087000.0,-31330000.0,,-60696000.0,,530565000.0
Fortinet Inc,FTNT,549300O0QJWDBAS0QX03,1262039,2014.0,Q2,2014-04-01,2014-06-30,,17000.0,2239000.0,9277000.0,6492000.0,-45000.0,12518000.0,8047000.0,-6839000.0,-5935000.0,43798000.0,-6839000.0,-5935000.0,43798000.0,30979000.0,6081000.0,6081000.0,16468000.0,-24000.0,-17000.0,-162748000.0,-9704000.0,,-14862000.0,,166517000.0
Fortinet Inc,FTNT,549300O0QJWDBAS0QX03,1262039,2014.0,Q2YTD,2014-01-01,2014-06-30,2015-08-04 17:29:59+00:00,,4752000.0,31413000.0,10914000.0,-600000.0,45808000.0,22518000.0,-7727000.0,-8299000.0,104700000.0,-7727000.0,-8299000.0,104700000.0,88074000.0,14474000.0,14474000.0,28752000.0,-3078000.0,-17000.0,-283338000.0,-21022000.0,,-27167000.0,,296078000.0
Fortinet Inc,FTNT,549300O0QJWDBAS0QX03,1262039,2014.0,Q1,2014-01-01,2014-03-31,2014-05-06 20:19:58+00:00,-17000.0,2513000.0,22136000.0,4422000.0,-555000.0,33290000.0,14471000.0,-888000.0,-2364000.0,60902000.0,-888000.0,-2364000.0,60902000.0,57095000.0,8393000.0,8393000.0,12284000.0,-3054000.0,,-120590000.0,-11318000.0,,-12305000.0,,129561000.0
Fortinet Inc,FTNT,549300O0QJWDBAS0QX03,1262039,2014.0,Q1TTM,2013-04-01,2014-03-31,,-1673000.0,11096000.0,39002000.0,16509000.0,-1443000.0,55279000.0,25591000.0,-23228000.0,-69920000.0,170175000.0,-23228000.0,-69920000.0,170175000.0,75584000.0,40417000.0,40417000.0,46874000.0,-2985000.0,,-501862000.0,-23661000.0,,-45834000.0,,457276000.0
Fortinet Inc,FTNT,549300O0QJWDBAS0QX03,1262039,2015.0,FY,2015-01-01,2015-12-31,2018-02-26 17:20:10+00:00,-38025000.0,7457000.0,18893000.0,31589000.0,,137035000.0,67314000.0,-21557000.0,-967000.0,282547000.0,-21557000.0,-967000.0,282547000.0,260023000.0,7987000.0,7987000.0,98479000.0,-28871000.0,,-459903000.0,-37358000.0,0.0,-60000000.0,,534319000.0
Fortinet Inc,FTNT,549300O0QJWDBAS0QX03,1262039,2015.0,Q4,2015-10-01,2015-12-31,,,1687000.0,3621000.0,9383000.0,,31225000.0,3771000.0,-62111000.0,-3882000.0,68558000.0,-62111000.0,-3882000.0,68558000.0,2565000.0,-2534000.0,-2534000.0,28797000.0,-5882000.0,,-130216000.0,-8345000.0,,-60000000.0,,134679000.0
Fortinet Inc,FTNT,549300O0QJWDBAS0QX03,1262039,2015.0,Q3YTD,2015-01-01,2015-09-30,2016-11-08 17:16:42+00:00,-38025000.0,5770000.0,15272000.0,22206000.0,,105810000.0,63543000.0,40554000.0,2915000.0,213989000.0,40554000.0,2915000.0,213989000.0,257458000.0,10521000.0,10521000.0,69682000.0,-22989000.0,,-329687000.0,-29013000.0,0.0,0.0,,399640000.0
Fortinet Inc,FTNT,549300O0QJWDBAS0QX03,1262039,2015.0,Q3TTM,2014-10-01,2015-09-30,,-38025000.0,7793000.0,17068000.0,27715000.0,,105484000.0,78338000.0,43190000.0,-9927000.0,249353000.0,43190000.0,-9927000.0,249353000.0,282616000.0,17334000.0,17334000.0,91027000.0,-29406000.0,,-437963000.0,-34408000.0,,-5742000.0,,500469000.0
Fortinet Inc,FTNT,549300O0QJWDBAS0QX03,1262039,2015.0,Q3,2015-07-01,2015-09-30,,-38025000.0,1889000.0,5195000.0,8824000.0,,18917000.0,20896000.0,9269000.0,-15015000.0,65065000.0,9269000.0,-15015000.0,65065000.0,59319000.0,8169000.0,8169000.0,27266000.0,-11627000.0,,-100208000.0,-13325000.0,,,,136543000.0
Fortinet Inc,FTNT,549300O0QJWDBAS0QX03,1262039,2015.0,Q2YTD,2015-01-01,2015-06-30,2016-08-05 17:19:25+00:00,0.0,3881000.0,10077000.0,13382000.0,,86893000.0,42647000.0,31285000.0,17930000.0,148924000.0,31285000.0,17930000.0,148924000.0,198139000.0,2352000.0,2352000.0,42416000.0,-11362000.0,,-229479000.0,-15688000.0,0.0,0.0,,263097000.0
Fortinet Inc,FTNT,549300O0QJWDBAS0QX03,1262039,2015.0,Q2TTM,2014-07-01,2015-06-30,,-17000.0,7832000.0,19215000.0,24496000.0,,118459000.0,75453000.0,39761000.0,-3121000.0,240806000.0,39761000.0,-3121000.0,240806000.0,277446000.0,13221000.0,13221000.0,76798000.0,-18882000.0,17000.0,-443225000.0,-26863000.0,,-16810000.0,,466967000.0
Fortinet Inc,FTNT,549300O0QJWDBAS0QX03,1262039,2015.0,Q2,2015-04-01,2015-06-30,,,1943000.0,3579000.0,7029000.0,,51164000.0,13692000.0,8930000.0,1806000.0,84305000.0,8930000.0,1806000.0,84305000.0,95041000.0,792000.0,792000.0,23377000.0,-4762000.0,,-108488000.0,-10761000.0,,,,121055000.0
Fortinet Inc,FTNT,549300O0QJWDBAS0QX03,1262039,2015.0,Q1,2015-01-01,2015-03-31,2016-05-06 17:29:33+00:00,,1938000.0,6498000.0,6353000.0,,35729000.0,28955000.0,22355000.0,16124000.0,64619000.0,22355000.0,16124000.0,64619000.0,103098000.0,1560000.0,1560000.0,19039000.0,-6600000.0,,-120991000.0,-4927000.0,,0.0,,142042000.0
Fortinet Inc,FTNT,549300O0QJWDBAS0QX03,1262039,2015.0,Q1TTM,2014-04-01,2015-03-31,,,8128000.0,24913000.0,23959000.0,-45000.0,79813000.0,69808000.0,23992000.0,-10862000.0,200299000.0,23992000.0,-10862000.0,200299000.0,213384000.0,18510000.0,18510000.0,69889000.0,-14144000.0,,-497485000.0,-25806000.0,,-31672000.0,,512429000.0
Fortinet Inc,FTNT,549300O0QJWDBAS0QX03,1262039,2016.0,FY,2016-01-01,2016-12-31,2019-02-26 19:50:32+00:00,-22100000.0,4800000.0,26600000.0,48500000.0,,135200000.0,44800000.0,-105900000.0,-74100000.0,345700000.0,-105900000.0,-74100000.0,345700000.0,165700000.0,32200000.0,32200000.0,125000000.0,-38300000.0,,-473600000.0,-67200000.0,-1600000.0,-110800000.0,,488800000.0
Fortinet Inc,FTNT,549300O0QJWDBAS0QX03,1262039,2016.0,Q4,2016-10-01,2016-12-31,,-13000.0,972000.0,26600000.0,13604000.0,,31462000.0,2508000.0,-41680000.0,2115000.0,101029000.0,-41680000.0,2115000.0,101029000.0,61464000.0,25179000.0,25179000.0,29812000.0,-8414000.0,,-103027000.0,-16881000.0,26000.0,-35800000.0,,122036000.0
Fortinet Inc,FTNT,549300O0QJWDBAS0QX03,1262039,2016.0,Q3YTD,2016-01-01,2016-09-30,2017-11-01 21:24:33+00:00,-22087000.0,3828000.0,,34896000.0,,103738000.0,42292000.0,-64220000.0,-76215000.0,244671000.0,-64220000.0,-76215000.0,244671000.0,104236000.0,7021000.0,7021000.0,95188000.0,-29886000.0,,-370573000.0,-50319000.0,-1626000.0,-75000000.0,,366764000.0
Fortinet Inc,FTNT,549300O0QJWDBAS0QX03,1262039,2016.0,Q3TTM,2015-10-01,2016-09-30,,-22087000.0,5515000.0,3621000.0,44279000.0,,134963000.0,46063000.0,-126331000.0,-80097000.0,313229000.0,-126331000.0,-80097000.0,313229000.0,106801000.0,4487000.0,4487000.0,123985000.0,-35768000.0,,-500789000.0,-58664000.0,-1626000.0,-135000000.0,,501443000.0
Fortinet Inc,FTNT,549300O0QJWDBAS0QX03,1262039,2016.0,Q3,2016-07-01,2016-09-30,,-1427000.0,1034000.0,,13055000.0,,21012000.0,19320000.0,-18208000.0,-6798000.0,76139000.0,-18208000.0,-6798000.0,76139000.0,51133000.0,6291000.0,6291000.0,34747000.0,-12528000.0,,-139718000.0,-5920000.0,,-25000000.0,,140267000.0
Fortinet Inc,FTNT,549300O0QJWDBAS0QX03,1262039,2016.0,Q2YTD,2016-01-01,2016-06-30,2017-08-01 18:07:59+00:00,-20660000.0,2794000.0,,21841000.0,,82726000.0,22972000.0,-46012000.0,-69417000.0,168532000.0,-46012000.0,-69417000.0,168532000.0,53103000.0,730000.0,730000.0,60441000.0,-17358000.0,,-230855000.0,-44399000.0,-1626000.0,-50000000.0,,226497000.0
Fortinet Inc,FTNT,549300O0QJWDBAS0QX03,1262039,2016.0,Q2TTM,2015-07-01,2016-06-30,,-58685000.0,6370000.0,8816000.0,40048000.0,,132868000.0,47639000.0,-98854000.0,-88314000.0,302155000.0,-98854000.0,-88314000.0,302155000.0,114987000.0,6365000.0,6365000.0,116504000.0,-34867000.0,,-461279000.0,-66069000.0,-1626000.0,-110000000.0,,497719000.0
Fortinet Inc,FTNT,549300O0QJWDBAS0QX03,1262039,2016.0,Q2,2016-04-01,2016-06-30,,-20660000.0,1297000.0,,11291000.0,,24830000.0,5187000.0,-4356000.0,-35213000.0,67941000.0,-4356000.0,-35213000.0,67941000.0,28372000.0,-1388000.0,-1388000.0,31911000.0,-7917000.0,,-115183000.0,-14443000.0,-1626000.0,,,115073000.0
Fortinet Inc,FTNT,549300O0QJWDBAS0QX03,1262039,2016.0,Q1,2016-01-01,2016-03-31,2017-05-02 18:12:47+00:00,,1497000.0,,10550000.0,,57896000.0,17785000.0,-41656000.0,-34204000.0,100591000.0,-41656000.0,-34204000.0,100591000.0,24731000.0,2118000.0,2118000.0,28530000.0,-9441000.0,,-115672000.0,-29956000.0,,-50000000.0,,111424000.0
Fortinet Inc,FTNT,549300O0QJWDBAS0QX03,1262039,2016.0,Q1TTM,2015-04-01,2016-03-31,,-38025000.0,7016000.0,12395000.0,35786000.0,,159202000.0,56144000.0,-85568000.0,-51295000.0,318519000.0,-85568000.0,-51295000.0,318519000.0,181656000.0,8545000.0,8545000.0,107970000.0,-31712000.0,,-454584000.0,-62387000.0,,-110000000.0,,503701000.0
Fortinet Inc,FTNT,549300O0QJWDBAS0QX03,1262039,2017.0,FY,2017-01-01,2017-12-31,2020-02-25 20:52:45+00:00,0.0,2500000.0,32200000.0,55500000.0,,364000000.0,75800000.0,-415600000.0,-76800000.0,594400000.0,-415600000.0,-76800000.0,594400000.0,102000000.0,31400000.0,31400000.0,141000000.0,-45100000.0,,-669200000.0,-135300000.0,0.0,-446300000.0,,727700000.0
