company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,depreciationexpense,dilutedeps,impairmentexpense,incometaxexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
GameStop Corp,GME,,1326380,2007.0,FY,2007-02-04,2008-02-02,2010-03-30 17:30:21+00:00,1.82,1.82,,130270000.0,1.75,,152765000.0,288291000.0,288291000.0,,288291000.0,,5280255000.0,7093962000.0,,1182016000.0,5280255000.0,1813707000.0,74144000.0,13779000.0,1312286000.0,501421000.0,-60365000.0,441056000.0,7093962000.0,158400000.0,158226000.0,164844000.0
GameStop Corp,GME,,1326380,2008.0,FY,2008-02-03,2009-01-31,2011-03-30 16:12:17+00:00,2.44,2.44,,145000000.0,2.38,,235700000.0,398300000.0,398300000.0,,398300000.0,,6535800000.0,8805900000.0,4600000.0,1445400000.0,6535800000.0,2270100000.0,52700000.0,11600000.0,1595000000.0,675100000.0,-41100000.0,634000000.0,8805900000.0,163200000.0,163200000.0,167700000.0
GameStop Corp,GME,,1326380,2008.0,Q3,2008-08-03,2008-11-01,2009-12-09 16:12:14+00:00,0.29,0.29,,35767000.0,0.28,,29859000.0,46669000.0,46669000.0,,46669000.0,,1222317000.0,1695746000.0,16605000.0,335722000.0,1222317000.0,473429000.0,12479000.0,3672000.0,388094000.0,85335000.0,-8807000.0,76528000.0,1695746000.0,160900000.0,163736000.0,167995000.0
GameStop Corp,GME,,1326380,2008.0,Q2,2008-05-04,2008-08-02,2009-09-09 16:29:18+00:00,0.35,0.35,,36309000.0,0.34,,33695000.0,57163000.0,57163000.0,,57163000.0,,1320297000.0,1804420000.0,,347745000.0,1320297000.0,484123000.0,10839000.0,1628000.0,384054000.0,100069000.0,-9211000.0,90858000.0,1804420000.0,163300000.0,163390000.0,168067000.0
GameStop Corp,GME,,1326380,2009.0,Q4,2009-11-01,2010-01-30,,1.31,1.31,,43491000.0,1.29,,123209000.0,214357000.0,214357000.0,,215957000.0,-1600000.0,2649919000.0,3524016000.0,1800000.0,481485000.0,2649919000.0,874097000.0,10496000.0,741000.0,526776000.0,347321000.0,-9755000.0,337566000.0,3524016000.0,164800000.0,164500000.0,167900000.0
GameStop Corp,GME,,1326380,2009.0,FY,2009-02-01,2010-01-30,2012-03-27 17:09:09+00:00,2.29,2.29,,162600000.0,2.25,,212800000.0,375700000.0,375700000.0,,377300000.0,-1600000.0,6643300000.0,9078000000.0,1800000.0,1633300000.0,6643300000.0,2434700000.0,50700000.0,2200000.0,1797700000.0,637000000.0,-48500000.0,588500000.0,9078000000.0,164800000.0,164500000.0,167900000.0
GameStop Corp,GME,,1326380,2009.0,Q3YTD,2009-02-01,2009-10-31,,0.98,0.98,,119109000.0,0.98,,89591000.0,161343000.0,161343000.0,,161343000.0,,3993381000.0,5553984000.0,,1151815000.0,3993381000.0,1560603000.0,40204000.0,1459000.0,1270924000.0,289679000.0,-38745000.0,250934000.0,5553984000.0,163200000.0,164702000.0,168113000.0
GameStop Corp,GME,,1326380,2009.0,Q3,2009-08-02,2009-10-31,2010-12-08 16:52:04+00:00,0.32,0.32,,41605000.0,0.31,,25117000.0,52225000.0,52225000.0,,52225000.0,,1311643000.0,1834727000.0,,391210000.0,1311643000.0,523084000.0,13407000.0,480000.0,432815000.0,90269000.0,-12927000.0,77342000.0,1834727000.0,163200000.0,164702000.0,168113000.0
GameStop Corp,GME,,1326380,2009.0,Q2YTD,2009-02-01,2009-08-01,,0.66,0.66,,77504000.0,0.66,,64474000.0,109118000.0,109118000.0,,109118000.0,,2681738000.0,3719257000.0,,760605000.0,2681738000.0,1037519000.0,26797000.0,979000.0,838109000.0,199410000.0,-25818000.0,173592000.0,3719257000.0,168200000.0,164636000.0,167857000.0
GameStop Corp,GME,,1326380,2009.0,Q2,2009-05-03,2009-08-01,2010-09-08 17:10:27+00:00,0.23,0.23,,39677000.0,0.23,,20996000.0,38685000.0,38685000.0,,38685000.0,,1243098000.0,1738504000.0,,384773000.0,1243098000.0,495406000.0,11737000.0,462000.0,424450000.0,70956000.0,-11275000.0,59681000.0,1738504000.0,168200000.0,164636000.0,167857000.0
GameStop Corp,GME,,1326380,2009.0,Q1,2009-02-01,2009-05-02,2010-06-09 16:08:43+00:00,0.43,0.43,,37827000.0,0.42,,43478000.0,70433000.0,70433000.0,,70433000.0,,1438640000.0,1980753000.0,,375832000.0,1438640000.0,542113000.0,15060000.0,517000.0,413659000.0,128454000.0,-14543000.0,113911000.0,1980753000.0,163800000.0,164474000.0,167972000.0
