company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,accumulateddepreciation,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredtaxassets,currentdeferredtaxliabilities,goodwill,grossppe,intangibleassets,longtermdebt,netinventory,netppe,noncontrollinginterests,noncurrentdeferredtaxassets,noncurrentdeferredtaxliabilities,othercurrentassets,othercurrentliabilities,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,othernoncurrentassets,othernoncurrentliabilities,prepaidexpenses,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity
GameStop Corp,GME,,1326380,2008.0,FY,,2009-01-31,2010-03-30 17:30:21+00:00,1047963000.0,65981000.0,498253000.0,535639000.0,-57522000.0,578141000.0,,1307617000.0,23615000.0,16495000.0,1833011000.0,1084893000.0,247790000.0,545712000.0,1075792000.0,549254000.0,0.0,,7523000.0,15411000.0,,,,35398000.0,96963000.0,59101000.0,1020490000.0,,4483494000.0,2270585000.0,1818041000.0,1562711000.0,2270585000.0,2270585000.0,2212909000.0,4483494000.0,2116199000.0,650198000.0,0.0
GameStop Corp,GME,,1326380,2008.0,Q3,,2008-11-01,2009-12-09 16:12:14+00:00,1102639000.0,50730000.0,366147000.0,502348000.0,-23870000.0,478056000.0,,1299885000.0,97422000.0,0.0,1443782000.0,1005454000.0,13388000.0,545462000.0,1424249000.0,503106000.0,,28681000.0,,45690000.0,,,,21838000.0,85273000.0,56759000.0,788165000.0,,4163701000.0,2064180000.0,2152906000.0,1468786000.0,2064180000.0,2064180000.0,2099521000.0,4163701000.0,1507689000.0,630735000.0,0.0
GameStop Corp,GME,,1326380,2008.0,Q2,,2008-08-02,2009-09-09 16:29:18+00:00,692098000.0,60966000.0,389009000.0,485665000.0,33384000.0,539898000.0,,1288891000.0,85582000.0,0.0,1447572000.0,1010663000.0,15405000.0,545220000.0,970057000.0,524998000.0,,31863000.0,,4422000.0,,,,27586000.0,82299000.0,64048000.0,741496000.0,,3772397000.0,2063771000.0,1724973000.0,1081107000.0,2063771000.0,2063771000.0,1708626000.0,3772397000.0,1522426000.0,627519000.0,0.0
GameStop Corp,GME,,1326380,2009.0,FY,,2010-01-30,2011-03-30 16:12:17+00:00,961700000.0,64000000.0,632100000.0,661800000.0,114700000.0,905400000.0,,1210700000.0,21200000.0,61900000.0,1946500000.0,1246000000.0,259900000.0,447300000.0,1053600000.0,584200000.0,-200000.0,,25500000.0,23700000.0,,,,37400000.0,103800000.0,59400000.0,1397800000.0,,4955300000.0,2723200000.0,2127300000.0,1655700000.0,2723200000.0,2723000000.0,2232300000.0,4955300000.0,2243800000.0,576600000.0,0.0
GameStop Corp,GME,,1326380,2009.0,Q3,,2009-10-31,2010-12-08 16:52:04+00:00,1328041000.0,52543000.0,510296000.0,629276000.0,170259000.0,292027000.0,,1334646000.0,37576000.0,0.0,1978987000.0,1220971000.0,279567000.0,447121000.0,1733962000.0,591695000.0,0.0,,6792000.0,16472000.0,,,,38980000.0,104335000.0,61514000.0,1181833000.0,,5083323000.0,2686738000.0,2194094000.0,1838337000.0,2686738000.0,2686738000.0,2396585000.0,5083323000.0,2297534000.0,558248000.0,0.0
GameStop Corp,GME,,1326380,2009.0,Q2,,2009-08-01,2010-09-08 17:10:27+00:00,615364000.0,40119000.0,480287000.0,612197000.0,121920000.0,197856000.0,,1325657000.0,29277000.0,0.0,1948178000.0,1191353000.0,273269000.0,495807000.0,1099325000.0,579156000.0,0.0,,7312000.0,13308000.0,,,,37198000.0,106181000.0,64450000.0,1129608000.0,,4282136000.0,2577185000.0,1444335000.0,1095651000.0,2577185000.0,2577185000.0,1704951000.0,4282136000.0,2258645000.0,609300000.0,0.0
GameStop Corp,GME,,1326380,2009.0,Q1,,2009-05-02,2010-06-09 16:08:43+00:00,775554000.0,47265000.0,411099000.0,570062000.0,9268000.0,230255000.0,,1317265000.0,19000000.0,43261000.0,1873503000.0,1129506000.0,254133000.0,495571000.0,1160769000.0,559444000.0,0.0,,6308000.0,9453000.0,,,,36992000.0,101904000.0,60339000.0,1090923000.0,,4251153000.0,2417456000.0,1527081000.0,1229914000.0,2417456000.0,2417456000.0,1833697000.0,4251153000.0,2164628000.0,603783000.0,0.0
GameStop Corp,GME,,1326380,2010.0,FY,,2011-01-29,2012-03-27 17:09:09+00:00,1028100000.0,65500000.0,657000000.0,805200000.0,162500000.0,710800000.0,0.0,929000000.0,28800000.0,62700000.0,1996300000.0,1419000000.0,254600000.0,249000000.0,1257500000.0,613800000.0,-1400000.0,,74900000.0,16500000.0,,,,44300000.0,96200000.0,75700000.0,1805800000.0,,5063800000.0,2897300000.0,2154800000.0,1747800000.0,2897300000.0,2895900000.0,2167900000.0,5063800000.0,2295200000.0,420100000.0,0.0
GameStop Corp,GME,,1326380,2010.0,Q3,,2010-10-30,2011-12-07 17:03:54+00:00,1514600000.0,58800000.0,564300000.0,768900000.0,167600000.0,181100000.0,0.0,1035000000.0,33300000.0,,2004600000.0,1375000000.0,263200000.0,248900000.0,1942400000.0,606100000.0,-1400000.0,,18000000.0,13800000.0,,,,41100000.0,100100000.0,70700000.0,1568000000.0,,5215100000.0,2770600000.0,2300100000.0,2078900000.0,2770600000.0,2769200000.0,2445900000.0,5215100000.0,2308900000.0,367000000.0,0.0
GameStop Corp,GME,,1326380,2010.0,Q2,,2010-07-31,2011-10-04 15:32:54+00:00,625000000.0,44300000.0,529400000.0,721100000.0,82800000.0,289300000.0,0.0,1046900000.0,28800000.0,,1924200000.0,1296400000.0,239600000.0,447800000.0,1129500000.0,575300000.0,-1000000.0,,16800000.0,19800000.0,,,,38100000.0,102000000.0,74100000.0,1513300000.0,,4363000000.0,2643000000.0,1585800000.0,1154400000.0,2643000000.0,2642000000.0,1721000000.0,4363000000.0,2201900000.0,566600000.0,0.0
