company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,amortizationexpense,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,impairmentexpense,incometaxexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,operatingcostofrevenue,operatingrevenue,otheradjustmentstonetincometocommon,otherincome,otherrevenue,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Anthem Inc,ANTM,8MYN82XMYQH89CTMTH67,1156039,2007.0,FY,2007-01-01,2007-12-31,2010-02-18 15:30:26+00:00,290700000.0,5.64,5.64,,5.56,0.0,1912500000.0,3345400000.0,3345400000.0,,3345400000.0,46469900000.0,61156700000.0,,,11200000.0,8701500000.0,46469900000.0,14698000000.0,447900000.0,8992200000.0,5705800000.0,-447900000.0,5257900000.0,61167900000.0,593200000.0,593200000.0,601700000.0
Anthem Inc,ANTM,8MYN82XMYQH89CTMTH67,1156039,2008.0,FY,2008-01-01,2008-12-31,2010-02-18 15:30:26+00:00,286100000.0,4.79,4.79,,4.76,141400000.0,631700000.0,2490700000.0,2490700000.0,,2490700000.0,48210900000.0,62430300000.0,,,-1179200000.0,9020500000.0,48210900000.0,13040200000.0,469800000.0,9448000000.0,3592200000.0,-469800000.0,3122400000.0,61251100000.0,520000000.0,520000000.0,523300000.0
Anthem Inc,ANTM,8MYN82XMYQH89CTMTH67,1156039,2008.0,Q3,2008-07-01,2008-09-30,2009-10-28 16:14:27+00:00,71900000.0,1.61,1.61,,1.6,141400000.0,-271300000.0,820700000.0,820700000.0,,820700000.0,11859700000.0,15523600000.0,,,-562600000.0,2220200000.0,11859700000.0,3101300000.0,118400000.0,2433500000.0,667800000.0,-118400000.0,549400000.0,14961000000.0,509800000.0,509800000.0,512900000.0
Anthem Inc,ANTM,8MYN82XMYQH89CTMTH67,1156039,2008.0,Q2,2008-04-01,2008-06-30,2009-07-29 16:42:31+00:00,71600000.0,,1.44,,1.44,,435500000.0,750500000.0,750500000.0,,750500000.0,12074100000.0,15694600000.0,,,-27800000.0,2218600000.0,12074100000.0,3592700000.0,116500000.0,2290200000.0,1302500000.0,-116500000.0,1186000000.0,15666800000.0,,521200000.0,521200000.0
Anthem Inc,ANTM,8MYN82XMYQH89CTMTH67,1156039,2009.0,Q4,2009-10-01,2009-12-31,,65500000.0,7.24,5.8,,5.76,57000000.0,1597900000.0,2741800000.0,2741800000.0,,2741800000.0,12342000000.0,18962400000.0,,,-4500000.0,2050000000.0,12342000000.0,6615900000.0,103700000.0,2172500000.0,4443400000.0,-103700000.0,4339700000.0,18957900000.0,476300000.0,476300000.0,476300000.0
Anthem Inc,ANTM,8MYN82XMYQH89CTMTH67,1156039,2009.0,FY,2009-01-01,2009-12-31,2012-02-22 16:09:42+00:00,266000000.0,9.96,9.96,,9.88,262500000.0,2657100000.0,4745900000.0,4745900000.0,,4745900000.0,47541300000.0,65333300000.0,,,-393800000.0,9019300000.0,47541300000.0,17398200000.0,447400000.0,9547800000.0,7850400000.0,-447400000.0,7403000000.0,64939500000.0,476300000.0,476300000.0,476300000.0
Anthem Inc,ANTM,8MYN82XMYQH89CTMTH67,1156039,2009.0,Q3YTD,2009-01-01,2009-09-30,,200500000.0,2.72,4.16,,4.12,205500000.0,1059200000.0,2004100000.0,2004100000.0,,2004100000.0,35199300000.0,46370900000.0,,,-389300000.0,6969300000.0,35199300000.0,10782300000.0,343700000.0,7375300000.0,3407000000.0,-343700000.0,3063300000.0,45981600000.0,471100000.0,471100000.0,477300000.0
Anthem Inc,ANTM,8MYN82XMYQH89CTMTH67,1156039,2009.0,Q3,2009-07-01,2009-09-30,2009-10-28 16:14:27+00:00,66000000.0,1.55,1.55,,1.53,205500000.0,387000000.0,730200000.0,730200000.0,,730200000.0,11528900000.0,15403600000.0,,,21500000.0,2396900000.0,11528900000.0,3896200000.0,110600000.0,2668400000.0,1227800000.0,-110600000.0,1117200000.0,15425100000.0,471100000.0,471100000.0,477300000.0
Anthem Inc,ANTM,8MYN82XMYQH89CTMTH67,1156039,2009.0,Q2YTD,2009-01-01,2009-06-30,,134500000.0,1.17,2.61,,2.59,,672200000.0,1273900000.0,1273900000.0,,1273900000.0,23670400000.0,30967300000.0,,,-410800000.0,4572400000.0,23670400000.0,6886100000.0,233100000.0,4706900000.0,2179200000.0,-233100000.0,1946100000.0,30556500000.0,,481600000.0,485000000.0
Anthem Inc,ANTM,8MYN82XMYQH89CTMTH67,1156039,2009.0,Q2,2009-04-01,2009-06-30,2009-07-29 16:42:31+00:00,66600000.0,,1.44,,1.43,,359000000.0,693500000.0,693500000.0,,693500000.0,11833600000.0,15471500000.0,,,-58300000.0,2343500000.0,11833600000.0,3579600000.0,117000000.0,2410100000.0,1169500000.0,-117000000.0,1052500000.0,15413200000.0,,481600000.0,485000000.0
Anthem Inc,ANTM,8MYN82XMYQH89CTMTH67,1156039,2009.0,Q1,2009-01-01,2009-03-31,2010-04-28 12:15:47+00:00,67900000.0,1.17,1.17,,1.16,,313200000.0,580400000.0,580400000.0,,580400000.0,11836800000.0,15495800000.0,,,-352500000.0,2228900000.0,11836800000.0,3306500000.0,116100000.0,2296800000.0,1009700000.0,-116100000.0,893600000.0,15143300000.0,496100000.0,496100000.0,500300000.0
Anthem Inc,ANTM,8MYN82XMYQH89CTMTH67,1156039,2010.0,Q4,2010-10-01,2010-12-31,,59700000.0,1.45,1.45,,1.43,,203300000.0,548800000.0,548800000.0,,548800000.0,11359300000.0,14507400000.0,,,37200000.0,2260500000.0,11359300000.0,3185300000.0,113000000.0,2320200000.0,865100000.0,-113000000.0,752100000.0,14544600000.0,410900000.0,410900000.0,410900000.0
Anthem Inc,ANTM,8MYN82XMYQH89CTMTH67,1156039,2010.0,FY,2010-01-01,2010-12-31,2013-02-22 13:56:49+00:00,241700000.0,7.03,7.03,0.0,6.94,21100000.0,1466700000.0,2887100000.0,2887100000.0,,2887100000.0,44930400000.0,58543800000.0,,,154700000.0,8732600000.0,44930400000.0,13768100000.0,418900000.0,8995400000.0,4772700000.0,-418900000.0,4353800000.0,58698500000.0,410900000.0,410900000.0,410900000.0
Anthem Inc,ANTM,8MYN82XMYQH89CTMTH67,1156039,2010.0,Q3YTD,2010-01-01,2010-09-30,,182000000.0,5.58,5.58,,5.51,21100000.0,1263400000.0,2338300000.0,2338300000.0,,2338300000.0,33571100000.0,44036400000.0,,,117500000.0,6472100000.0,33571100000.0,10582800000.0,305900000.0,6675200000.0,3907600000.0,-305900000.0,3601700000.0,44153900000.0,397400000.0,397400000.0,401700000.0
Anthem Inc,ANTM,8MYN82XMYQH89CTMTH67,1156039,2010.0,Q3TTM,2009-10-01,2010-09-30,,247500000.0,12.82,11.38,,11.27,78100000.0,2861300000.0,5080100000.0,5080100000.0,,5080100000.0,45913100000.0,62998800000.0,,,113000000.0,8522100000.0,45913100000.0,17198700000.0,409600000.0,8847700000.0,8351000000.0,-409600000.0,7941400000.0,63111800000.0,397400000.0,397400000.0,401700000.0
Anthem Inc,ANTM,8MYN82XMYQH89CTMTH67,1156039,2010.0,Q3,2010-07-01,2010-09-30,2010-11-03 13:55:24+00:00,60400000.0,1.86,1.86,,1.84,0.0,397700000.0,739100000.0,739100000.0,,739100000.0,11204700000.0,14539800000.0,,,58400000.0,2090000000.0,11204700000.0,3393500000.0,106300000.0,2150400000.0,1243100000.0,-106300000.0,1136800000.0,14598200000.0,397400000.0,397400000.0,401700000.0
Anthem Inc,ANTM,8MYN82XMYQH89CTMTH67,1156039,2010.0,Q2YTD,2010-01-01,2010-06-30,,121600000.0,3.72,3.72,,3.67,21100000.0,865700000.0,1599200000.0,1599200000.0,,1599200000.0,22366400000.0,29496600000.0,,,59100000.0,4382100000.0,22366400000.0,7189300000.0,199600000.0,4524800000.0,2664500000.0,-199600000.0,2464900000.0,29555700000.0,417300000.0,417300000.0,417300000.0
Anthem Inc,ANTM,8MYN82XMYQH89CTMTH67,1156039,2010.0,Q2TTM,2009-07-01,2010-06-30,,253100000.0,12.51,11.07,,10.96,283600000.0,2850600000.0,5071200000.0,5071200000.0,,5071200000.0,46237300000.0,63862600000.0,,,76100000.0,8829000000.0,46237300000.0,17701400000.0,413900000.0,9365700000.0,8335700000.0,-413900000.0,7921800000.0,63938700000.0,417300000.0,417300000.0,417300000.0
Anthem Inc,ANTM,8MYN82XMYQH89CTMTH67,1156039,2010.0,Q2,2010-04-01,2010-06-30,2010-08-03 15:38:09+00:00,60900000.0,1.73,1.73,,1.71,,407200000.0,722400000.0,722400000.0,,722400000.0,10985000000.0,14426800000.0,,,30400000.0,2181500000.0,10985000000.0,3472200000.0,100200000.0,2242400000.0,1229800000.0,-100200000.0,1129600000.0,14457200000.0,417300000.0,417300000.0,417300000.0
Anthem Inc,ANTM,8MYN82XMYQH89CTMTH67,1156039,2010.0,Q1TTM,2009-04-01,2010-03-31,,258800000.0,10.78,10.78,,10.68,283600000.0,2802400000.0,5042300000.0,5042300000.0,,5042300000.0,47085900000.0,64907300000.0,,,-12600000.0,8991000000.0,47085900000.0,17808800000.0,430700000.0,9533400000.0,8275400000.0,-430700000.0,7844700000.0,64894700000.0,440600000.0,440600000.0,447300000.0
Anthem Inc,ANTM,8MYN82XMYQH89CTMTH67,1156039,2010.0,Q1,2010-01-01,2010-03-31,2010-04-28 12:15:47+00:00,60700000.0,1.99,1.99,,1.96,21100000.0,458500000.0,876800000.0,876800000.0,,876800000.0,11381400000.0,15069800000.0,,,28700000.0,2200600000.0,11381400000.0,3717100000.0,99400000.0,2282400000.0,1434700000.0,-99400000.0,1335300000.0,15098500000.0,440600000.0,440600000.0,447300000.0
Anthem Inc,ANTM,8MYN82XMYQH89CTMTH67,1156039,2011.0,Q4,2011-10-01,2011-12-31,,63900000.0,1.03,1.03,0.25,1.02,,142900000.0,335300000.0,335300000.0,,335300000.0,12434600000.0,15335700000.0,,,-18000000.0,2228400000.0,12434600000.0,2883100000.0,112600000.0,2292300000.0,590800000.0,-112600000.0,478200000.0,15317700000.0,360200000.0,360200000.0,360200000.0
Anthem Inc,ANTM,8MYN82XMYQH89CTMTH67,1156039,2011.0,FY,2011-01-01,2011-12-31,2014-02-20 14:47:43+00:00,239400000.0,7.35,7.35,1.0,7.25,,1311200000.0,2646700000.0,2646700000.0,0.0,2646700000.0,47647500000.0,60568900000.0,,,141800000.0,8435600000.0,47647500000.0,13063200000.0,430300000.0,8675000000.0,4388200000.0,-430300000.0,3957900000.0,60710700000.0,360200000.0,360200000.0,360200000.0
