company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,amortizationexpense,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,impairmentexpense,incometaxexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,operatingcostofrevenue,operatingrevenue,otheradjustmentstonetincometocommon,otherincome,otherrevenue,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Anthem Inc,ANTM,8MYN82XMYQH89CTMTH67,1156039,2011.0,Q3YTD,2011-01-01,2011-09-30,,175500000.0,6.32,6.32,0.75,6.23,,1168300000.0,2311400000.0,2311400000.0,,2311400000.0,35212900000.0,45233200000.0,,,159800000.0,6207200000.0,35212900000.0,10180100000.0,317700000.0,6382700000.0,3797400000.0,-317700000.0,3479700000.0,45393000000.0,356000000.0,356000000.0,356000000.0
Anthem Inc,ANTM,8MYN82XMYQH89CTMTH67,1156039,2011.0,Q3TTM,2010-10-01,2011-09-30,,235200000.0,7.77,7.77,0.75,7.66,,1371600000.0,2860200000.0,2860200000.0,,2860200000.0,46572200000.0,59740600000.0,,,197000000.0,8467700000.0,46572200000.0,13365400000.0,430700000.0,8702900000.0,4662500000.0,-430700000.0,4231800000.0,59937600000.0,356000000.0,356000000.0,356000000.0
Anthem Inc,ANTM,8MYN82XMYQH89CTMTH67,1156039,2011.0,Q3,2011-07-01,2011-09-30,2011-10-26 13:12:32+00:00,62100000.0,1.92,1.92,0.25,1.9,,362000000.0,683200000.0,683200000.0,,683200000.0,12062900000.0,15326000000.0,,,72000000.0,2119600000.0,12062900000.0,3335100000.0,108200000.0,2181700000.0,1153400000.0,-108200000.0,1045200000.0,15398000000.0,356000000.0,356000000.0,356000000.0
Anthem Inc,ANTM,8MYN82XMYQH89CTMTH67,1156039,2011.0,Q2YTD,2011-01-01,2011-06-30,,113400000.0,4.4,4.4,0.5,4.33,,806300000.0,1628200000.0,1628200000.0,,1628200000.0,23150000000.0,29907200000.0,,,87800000.0,4087600000.0,23150000000.0,6845000000.0,209500000.0,4201000000.0,2644000000.0,-209500000.0,2434500000.0,29995000000.0,366100000.0,366100000.0,366100000.0
Anthem Inc,ANTM,8MYN82XMYQH89CTMTH67,1156039,2011.0,Q2TTM,2010-07-01,2011-06-30,,233500000.0,7.71,7.71,0.5,7.6,,1407300000.0,2916100000.0,2916100000.0,,2916100000.0,45714000000.0,58954400000.0,,,183400000.0,8438100000.0,45714000000.0,13423800000.0,428800000.0,8671600000.0,4752200000.0,-428800000.0,4323400000.0,59137800000.0,366100000.0,366100000.0,366100000.0
Anthem Inc,ANTM,8MYN82XMYQH89CTMTH67,1156039,2011.0,Q2,2011-04-01,2011-06-30,2011-07-27 11:07:03+00:00,56600000.0,1.92,1.92,0.25,1.89,,305800000.0,701600000.0,701600000.0,,701600000.0,11922000000.0,15067600000.0,,,33100000.0,2011100000.0,11922000000.0,3178700000.0,103600000.0,2067700000.0,1111000000.0,-103600000.0,1007400000.0,15100700000.0,366100000.0,366100000.0,366100000.0
Anthem Inc,ANTM,8MYN82XMYQH89CTMTH67,1156039,2011.0,Q1TTM,2010-04-01,2011-03-31,,237800000.0,7.52,7.52,0.25,7.42,,1508700000.0,2936900000.0,2936900000.0,,2936900000.0,44777000000.0,58313600000.0,,,180700000.0,8608500000.0,44777000000.0,13717300000.0,425400000.0,8846300000.0,4871000000.0,-425400000.0,4445600000.0,58494300000.0,374000000.0,374000000.0,374000000.0
Anthem Inc,ANTM,8MYN82XMYQH89CTMTH67,1156039,2011.0,Q1,2011-01-01,2011-03-31,2011-04-27 11:39:51+00:00,56800000.0,2.48,2.48,0.25,2.44,,500500000.0,926600000.0,926600000.0,,926600000.0,11228000000.0,14839600000.0,,,54700000.0,2076500000.0,11228000000.0,3666300000.0,105900000.0,2133300000.0,1533000000.0,-105900000.0,1427100000.0,14894300000.0,374000000.0,374000000.0,374000000.0
Anthem Inc,ANTM,8MYN82XMYQH89CTMTH67,1156039,2012.0,Q4,2012-10-01,2012-12-31,,233000000.0,8.26,8.26,1.15,8.18,,1207300000.0,2655500000.0,2651000000.0,4500000.0,2655500000.0,48213600000.0,61200100000.0,,,297100000.0,8680500000.0,48213600000.0,13283600000.0,511800000.0,8913500000.0,4370100000.0,-511800000.0,3858300000.0,61497200000.0,321500000.0,321500000.0,321500000.0
Anthem Inc,ANTM,8MYN82XMYQH89CTMTH67,1156039,2012.0,FY,2012-01-01,2012-12-31,2015-02-24 13:20:29+00:00,233000000.0,8.26,8.26,1.15,8.18,,1207300000.0,2655500000.0,2651000000.0,4500000.0,2655500000.0,48213600000.0,61200100000.0,,,297100000.0,8680500000.0,48213600000.0,13283600000.0,511800000.0,8913500000.0,4370100000.0,-511800000.0,3858300000.0,61497200000.0,321500000.0,321500000.0,321500000.0
Anthem Inc,ANTM,8MYN82XMYQH89CTMTH67,1156039,2012.0,Q3YTD,2012-01-01,2012-09-30,,182100000.0,4.13,6.69,0.86,6.62,,1192800000.0,2191300000.0,2191300000.0,,2191300000.0,35923000000.0,45964200000.0,,,211400000.0,6326100000.0,35923000000.0,10252600000.0,360300000.0,6508200000.0,3744400000.0,-360300000.0,3384100000.0,46175600000.0,318900000.0,318900000.0,318900000.0
Anthem Inc,ANTM,8MYN82XMYQH89CTMTH67,1156039,2012.0,Q3TTM,2011-10-01,2012-09-30,,246000000.0,11.48,7.72,1.11,7.64,,1335700000.0,2526600000.0,2526600000.0,,2526600000.0,48357600000.0,61299900000.0,,,193400000.0,8554500000.0,48357600000.0,13135700000.0,472900000.0,8800500000.0,4335200000.0,-472900000.0,3862300000.0,61493300000.0,318900000.0,318900000.0,318900000.0
Anthem Inc,ANTM,8MYN82XMYQH89CTMTH67,1156039,2012.0,Q2YTD,2012-01-01,2012-06-30,,118200000.0,1.96,4.52,0.58,4.47,,858300000.0,1500100000.0,1500100000.0,,1500100000.0,23871700000.0,30661900000.0,,,160600000.0,4247500000.0,23871700000.0,6950800000.0,226700000.0,4365700000.0,2585100000.0,-226700000.0,2358400000.0,30822500000.0,327700000.0,327700000.0,327700000.0
Anthem Inc,ANTM,8MYN82XMYQH89CTMTH67,1156039,2012.0,Q2TTM,2011-07-01,2012-06-30,,244200000.0,9.31,7.47,1.08,7.39,,1363200000.0,2518600000.0,2518600000.0,,2518600000.0,48369200000.0,61323600000.0,,,214600000.0,8595500000.0,48369200000.0,13169000000.0,447500000.0,8839700000.0,4329300000.0,-447500000.0,3881800000.0,61538200000.0,327700000.0,327700000.0,327700000.0
Anthem Inc,ANTM,8MYN82XMYQH89CTMTH67,1156039,2012.0,Q1TTM,2011-04-01,2012-03-31,,241300000.0,7.35,7.43,1.04,7.34,,1264000000.0,2576600000.0,2576600000.0,,2576600000.0,48191400000.0,61048500000.0,,,183100000.0,8524800000.0,48191400000.0,13040200000.0,433500000.0,8766100000.0,4274100000.0,-433500000.0,3840600000.0,61231600000.0,,334600000.0,338500000.0
Anthem Inc,ANTM,8MYN82XMYQH89CTMTH67,1156039,2013.0,Q4,2013-10-01,2013-12-31,,43100000.0,3.46,0.54,0.38,0.51,,167000000.0,148200000.0,292800000.0,-144600000.0,148200000.0,14384800000.0,17491200000.0,,,79700000.0,2537400000.0,14384800000.0,3186100000.0,145800000.0,2580500000.0,605600000.0,-145800000.0,459800000.0,17570900000.0,298500000.0,298500000.0,298500000.0
Anthem Inc,ANTM,8MYN82XMYQH89CTMTH67,1156039,2013.0,FY,2013-01-01,2013-12-31,2015-02-24 13:20:29+00:00,245300000.0,8.34,8.34,1.5,8.2,,1205900000.0,2489700000.0,2634300000.0,-144600000.0,2489700000.0,56237100000.0,70850500000.0,,,173000000.0,9952900000.0,56237100000.0,14786400000.0,748000000.0,10198200000.0,4588200000.0,-748000000.0,3840200000.0,71023500000.0,298500000.0,298500000.0,298500000.0
Anthem Inc,ANTM,8MYN82XMYQH89CTMTH67,1156039,2013.0,Q3YTD,2013-01-01,2013-09-30,,202200000.0,4.88,7.8,1.13,7.69,,1038900000.0,2341500000.0,2341500000.0,,2341500000.0,41852300000.0,53359300000.0,,,93300000.0,7415500000.0,41852300000.0,11600300000.0,602200000.0,7617700000.0,3982600000.0,-602200000.0,3380400000.0,53452600000.0,297400000.0,297400000.0,297400000.0
Anthem Inc,ANTM,8MYN82XMYQH89CTMTH67,1156039,2013.0,Q3TTM,2012-10-01,2013-09-30,,435200000.0,13.14,16.06,2.28,15.87,,2246200000.0,4997000000.0,4992500000.0,4500000.0,4997000000.0,90065900000.0,114559400000.0,,,390400000.0,16096000000.0,90065900000.0,24883900000.0,1114000000.0,16531200000.0,8352700000.0,-1114000000.0,7238700000.0,114949800000.0,297400000.0,297400000.0,297400000.0
Anthem Inc,ANTM,8MYN82XMYQH89CTMTH67,1156039,2013.0,Q3,2013-07-01,2013-09-30,2013-10-23 14:12:58+00:00,66600000.0,2.21,2.21,0.375,2.16,,226600000.0,656200000.0,656200000.0,,656200000.0,14143600000.0,17900600000.0,,,69200000.0,2580000000.0,14143600000.0,3826200000.0,296800000.0,2646600000.0,1179600000.0,-296800000.0,882800000.0,17969800000.0,297400000.0,297400000.0,297400000.0
Anthem Inc,ANTM,8MYN82XMYQH89CTMTH67,1156039,2013.0,Q2YTD,2013-01-01,2013-06-30,,135600000.0,2.67,5.59,0.75,5.53,,812300000.0,1685300000.0,1685300000.0,,1685300000.0,27708700000.0,35458700000.0,,,24100000.0,4835500000.0,27708700000.0,7774100000.0,305400000.0,4971100000.0,2803000000.0,-305400000.0,2497600000.0,35482800000.0,299500000.0,299500000.0,299500000.0
Anthem Inc,ANTM,8MYN82XMYQH89CTMTH67,1156039,2013.0,Q2TTM,2012-07-01,2013-06-30,,368600000.0,10.93,13.85,1.9,13.71,,2019600000.0,4340800000.0,4336300000.0,4500000.0,4340800000.0,75922300000.0,96658800000.0,,,321200000.0,13516000000.0,75922300000.0,21057700000.0,817200000.0,13884600000.0,7173100000.0,-817200000.0,6355900000.0,96980000000.0,299500000.0,299500000.0,299500000.0
Anthem Inc,ANTM,8MYN82XMYQH89CTMTH67,1156039,2013.0,Q2,2013-04-01,2013-06-30,2013-07-24 14:07:15+00:00,67700000.0,2.67,2.67,0.375,2.64,,410400000.0,800100000.0,800100000.0,,800100000.0,13895000000.0,17750400000.0,,,45200000.0,2470500000.0,13895000000.0,3900600000.0,151900000.0,2538200000.0,1362400000.0,-151900000.0,1210500000.0,17795600000.0,299500000.0,299500000.0,299500000.0
Anthem Inc,ANTM,8MYN82XMYQH89CTMTH67,1156039,2013.0,Q1TTM,2012-04-01,2013-03-31,,300900000.0,8.26,11.18,1.53,11.07,,1609200000.0,3540700000.0,3536200000.0,4500000.0,3540700000.0,62027300000.0,78908400000.0,,,276000000.0,11045500000.0,62027300000.0,17157100000.0,665300000.0,11346400000.0,5810700000.0,-665300000.0,5145400000.0,79184400000.0,,303200000.0,306300000.0
Anthem Inc,ANTM,8MYN82XMYQH89CTMTH67,1156039,2013.0,Q1,2013-01-01,2013-03-31,2013-04-24 15:23:22+00:00,67900000.0,,2.92,0.375,2.89,,401900000.0,885200000.0,885200000.0,,885200000.0,13813700000.0,17708300000.0,,,-21100000.0,2365000000.0,13813700000.0,3873500000.0,153500000.0,2432900000.0,1440600000.0,-153500000.0,1287100000.0,17687200000.0,,303200000.0,306300000.0
Anthem Inc,ANTM,8MYN82XMYQH89CTMTH67,1156039,2014.0,FY,2014-01-01,2014-12-31,2017-02-22 13:09:22+00:00,220900000.0,9.31,9.31,1.75,8.99,,1808000000.0,2569700000.0,2560100000.0,9600000.0,2569700000.0,56854900000.0,73746100000.0,,,128000000.0,11748400000.0,56854900000.0,17019200000.0,681800000.0,11969300000.0,5049900000.0,-681800000.0,4368100000.0,73874100000.0,275900000.0,275900000.0,275900000.0
Anthem Inc,ANTM,8MYN82XMYQH89CTMTH67,1156039,2014.0,Q4,2014-10-01,2014-12-31,,106600000.0,4.54,1.9,0.88,1.81,,380400000.0,506700000.0,506700000.0,,1237800000.0,28979200000.0,37438300000.0,-731100000.0,-1263700000.0,19400000.0,3032800000.0,28979200000.0,8478500000.0,302500000.0,6025200000.0,2453300000.0,-302500000.0,887100000.0,37457700000.0,275900000.0,275900000.0,275900000.0
Anthem Inc,ANTM,8MYN82XMYQH89CTMTH67,1156039,2014.0,Q3YTD,2014-01-01,2014-09-30,,114300000.0,4.77,7.41,0.88,7.18,,1427600000.0,2063000000.0,2053400000.0,9600000.0,1331900000.0,27875700000.0,36307800000.0,731100000.0,1263700000.0,108600000.0,8715600000.0,27875700000.0,8540700000.0,379300000.0,5944100000.0,2596600000.0,-379300000.0,3481000000.0,36416400000.0,273000000.0,273000000.0,273000000.0
Anthem Inc,ANTM,8MYN82XMYQH89CTMTH67,1156039,2014.0,Q3TTM,2013-10-01,2014-09-30,,157400000.0,8.23,7.95,1.25,7.69,,1594600000.0,2211200000.0,2346200000.0,-135000000.0,1480100000.0,42260500000.0,54053300000.0,731100000.0,1263700000.0,188300000.0,11253000000.0,42260500000.0,11726800000.0,525100000.0,8524600000.0,3202200000.0,-525100000.0,3940800000.0,53987300000.0,273000000.0,273000000.0,273000000.0
Anthem Inc,ANTM,8MYN82XMYQH89CTMTH67,1156039,2014.0,Q3,2014-07-01,2014-09-30,2015-10-28 11:23:33+00:00,60300000.0,2.31,2.31,0.4375,2.22,,456300000.0,630900000.0,630900000.0,0.0,630900000.0,14211100000.0,18545100000.0,,,11900000.0,2968300000.0,14211100000.0,4345900000.0,230100000.0,3028600000.0,1317300000.0,-230100000.0,1087200000.0,18557000000.0,273000000.0,273000000.0,273000000.0
Anthem Inc,ANTM,8MYN82XMYQH89CTMTH67,1156039,2014.0,Q2YTD,2014-01-01,2014-06-30,,108000000.0,5.1,5.1,0.88,4.96,,971300000.0,1432100000.0,1422500000.0,9600000.0,1432100000.0,27785900000.0,36247000000.0,,,85800000.0,5747300000.0,27785900000.0,8546900000.0,297800000.0,5855300000.0,2691600000.0,-297800000.0,2393800000.0,36332800000.0,276800000.0,276800000.0,276800000.0
Anthem Inc,ANTM,8MYN82XMYQH89CTMTH67,1156039,2014.0,Q2TTM,2013-07-01,2014-06-30,,229000000.0,7.85,7.85,1.63,7.63,,1358200000.0,2236500000.0,2385200000.0,-148700000.0,2236500000.0,56441700000.0,71855300000.0,,,234700000.0,10935500000.0,56441700000.0,15648300000.0,740400000.0,11164500000.0,4483800000.0,-740400000.0,3743400000.0,72090000000.0,276800000.0,276800000.0,276800000.0
Anthem Inc,ANTM,8MYN82XMYQH89CTMTH67,1156039,2014.0,Q1TTM,2013-04-01,2014-03-31,,231400000.0,10.8,7.88,1.56,7.71,,1242700000.0,2305500000.0,2440500000.0,-135000000.0,2305500000.0,56088000000.0,70970700000.0,,,225000000.0,10449400000.0,56088000000.0,15107700000.0,743700000.0,10680800000.0,4426900000.0,-743700000.0,3683200000.0,71195700000.0,284900000.0,284900000.0,284900000.0
Anthem Inc,ANTM,8MYN82XMYQH89CTMTH67,1156039,2014.0,Q1,2014-01-01,2014-03-31,2015-04-29 10:38:37+00:00,54000000.0,2.46,2.46,0.4375,2.4,,438700000.0,701000000.0,691400000.0,9600000.0,701000000.0,13664600000.0,17828500000.0,,,30900000.0,2861500000.0,13664600000.0,4194800000.0,149200000.0,2915500000.0,1279300000.0,-149200000.0,1130100000.0,17859400000.0,284900000.0,284900000.0,284900000.0
Anthem Inc,ANTM,8MYN82XMYQH89CTMTH67,1156039,2015.0,FY,2015-01-01,2015-12-31,2018-02-21 14:02:53+00:00,230100000.0,9.73,9.73,2.5,9.38,,2071000000.0,2560000000.0,2560000000.0,,2560000000.0,61116900000.0,79082400000.0,,,74100000.0,12534800000.0,61116900000.0,18039600000.0,643700000.0,12764900000.0,5274700000.0,-643700000.0,4631000000.0,79156500000.0,263000000.0,263000000.0,263000000.0
Anthem Inc,ANTM,8MYN82XMYQH89CTMTH67,1156039,2015.0,Q4,2015-10-01,2015-12-31,,57500000.0,0.7,0.7,0.63,0.73,,193400000.0,180900000.0,180900000.0,,180900000.0,16315500000.0,20185800000.0,,,2100000.0,3268400000.0,16315500000.0,3872400000.0,172200000.0,3325900000.0,546500000.0,-172200000.0,374300000.0,20187900000.0,263000000.0,263000000.0,263000000.0
Anthem Inc,ANTM,8MYN82XMYQH89CTMTH67,1156039,2015.0,Q3,2015-07-01,2015-09-30,2016-11-02 10:46:45+00:00,60000000.0,2.51,2.51,0.625,2.43,,474800000.0,654800000.0,654800000.0,,654800000.0,15469100000.0,19932600000.0,,,-31000000.0,3080400000.0,15469100000.0,4432500000.0,162500000.0,3140400000.0,1292100000.0,-162500000.0,1129600000.0,19901600000.0,261300000.0,261300000.0,261300000.0
