company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,incometaxexpense,netincome,netincomecontinuing,netincometocommon,operatingcostofrevenue,operatingrevenue,otherincome,otheroperatingexpenses,rdexpense,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
AbbVie Inc,ABBV,FR5LCKFTG8054YNNRU85,1551152,2011.0,FY,2011-01-01,2011-12-31,2014-02-21 15:03:44+00:00,2.18,2.18,,2.18,235000000.0,3433000000.0,3433000000.0,3433000000.0,4639000000.0,17444000000.0,28000000.0,,3291000000.0,5894000000.0,4639000000.0,12805000000.0,20000000.0,9185000000.0,3620000000.0,48000000.0,3668000000.0,17444000000.0,1574800000.0,1577000000.0,1577000000.0
AbbVie Inc,ABBV,FR5LCKFTG8054YNNRU85,1551152,2012.0,Q4,2012-10-01,2012-12-31,,0.98,0.98,,0.98,173000000.0,1540000000.0,1540000000.0,1540000000.0,1265000000.0,5206000000.0,-20000000.0,,709000000.0,1411000000.0,1265000000.0,3941000000.0,-88000000.0,2120000000.0,1821000000.0,-108000000.0,1713000000.0,5206000000.0,1574600000.0,1577000000.0,1577000000.0
AbbVie Inc,ABBV,FR5LCKFTG8054YNNRU85,1551152,2012.0,FY,2012-01-01,2012-12-31,2015-02-20 15:18:31+00:00,3.35,3.35,,3.35,450000000.0,5275000000.0,5275000000.0,5275000000.0,4508000000.0,18380000000.0,-8000000.0,,3066000000.0,4989000000.0,4508000000.0,13872000000.0,-84000000.0,8055000000.0,5817000000.0,-92000000.0,5725000000.0,18380000000.0,1574600000.0,1577000000.0,1577000000.0
AbbVie Inc,ABBV,FR5LCKFTG8054YNNRU85,1551152,2012.0,Q3YTD,2012-01-01,2012-09-30,,2.37,2.37,,2.37,277000000.0,3735000000.0,3735000000.0,3735000000.0,3243000000.0,13174000000.0,12000000.0,,2357000000.0,3578000000.0,3243000000.0,9931000000.0,4000000.0,5935000000.0,3996000000.0,16000000.0,4012000000.0,13174000000.0,1569300000.0,1577000000.0,1577000000.0
AbbVie Inc,ABBV,FR5LCKFTG8054YNNRU85,1551152,2012.0,Q3,2012-07-01,2012-09-30,2013-11-12 16:57:14+00:00,1.01,1.01,,1.01,19000000.0,1585000000.0,1585000000.0,1585000000.0,1014000000.0,4508000000.0,7000000.0,,813000000.0,1085000000.0,1014000000.0,3494000000.0,1000000.0,1898000000.0,1596000000.0,8000000.0,1604000000.0,4508000000.0,1569300000.0,1577000000.0,1577000000.0
AbbVie Inc,ABBV,FR5LCKFTG8054YNNRU85,1551152,2012.0,Q2YTD,2012-01-01,2012-06-30,,1.36,1.36,,1.36,258000000.0,2150000000.0,2150000000.0,2150000000.0,2229000000.0,8666000000.0,5000000.0,,1544000000.0,2493000000.0,2229000000.0,6437000000.0,3000000.0,4037000000.0,2400000000.0,8000000.0,2408000000.0,8666000000.0,1583800000.0,1577000000.0,1577000000.0
AbbVie Inc,ABBV,FR5LCKFTG8054YNNRU85,1551152,2012.0,Q2,2012-04-01,2012-06-30,2013-08-09 14:48:29+00:00,0.8,0.8,,0.8,135000000.0,1267000000.0,1267000000.0,1267000000.0,1073000000.0,4493000000.0,-22000000.0,,752000000.0,1246000000.0,1073000000.0,3420000000.0,2000000.0,1998000000.0,1422000000.0,-20000000.0,1402000000.0,4493000000.0,1583800000.0,1577000000.0,1577000000.0
AbbVie Inc,ABBV,FR5LCKFTG8054YNNRU85,1551152,2012.0,Q1,2012-01-01,2012-03-31,2013-05-08 16:53:00+00:00,0.56,0.56,,0.56,123000000.0,883000000.0,883000000.0,883000000.0,1156000000.0,4173000000.0,27000000.0,,792000000.0,1247000000.0,1156000000.0,3017000000.0,1000000.0,2039000000.0,978000000.0,28000000.0,1006000000.0,4173000000.0,1576800000.0,1577000000.0,1577000000.0
AbbVie Inc,ABBV,FR5LCKFTG8054YNNRU85,1551152,2013.0,FY,2013-01-01,2013-12-31,2016-02-19 12:32:59+00:00,2.58,2.58,2.0,2.56,1204000000.0,4128000000.0,4128000000.0,4128000000.0,4581000000.0,18790000000.0,-54000000.0,,3193000000.0,5352000000.0,4581000000.0,14209000000.0,-278000000.0,8545000000.0,5664000000.0,-332000000.0,5332000000.0,18790000000.0,1600000000.0,1589000000.0,1604000000.0
AbbVie Inc,ABBV,FR5LCKFTG8054YNNRU85,1551152,2013.0,Q4,2013-10-01,2013-12-31,,0.7,0.7,0.4,0.7,311000000.0,1128000000.0,1128000000.0,1128000000.0,1282000000.0,5111000000.0,-28000000.0,,846000000.0,1448000000.0,1282000000.0,3829000000.0,-68000000.0,2294000000.0,1535000000.0,-96000000.0,1439000000.0,5111000000.0,1600000000.0,1589000000.0,1604000000.0
