company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredtaxassets,goodwill,intangibleassets,longtermdebt,longterminvestments,netinventory,netppe,noncontrollinginterests,noncurrentdeferredtaxliabilities,othernoncurrentassets,othernoncurrentliabilities,prepaidexpenses,restrictedcash,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,treasurystock
AbbVie Inc,ABBV,FR5LCKFTG8054YNNRU85,1551152,2012.0,FY,,2012-12-31,2014-02-21 15:03:44+00:00,5734000000.0,4298000000.0,-350000000.0,5901000000.0,0.0,,669000000.0,6130000000.0,2323000000.0,16869000000.0,119000000.0,1091000000.0,2247000000.0,3713000000.0,,835000000.0,,1320000000.0,,,1042000000.0,2075000000.0,27008000000.0,-350000000.0,15354000000.0,6776000000.0,-350000000.0,3363000000.0,23645000000.0,27008000000.0,9407000000.0,16869000000.0,
AbbVie Inc,ABBV,FR5LCKFTG8054YNNRU85,1551152,2013.0,FY,,2013-12-31,2015-02-20 15:18:31+00:00,6448000000.0,3854000000.0,-442000000.0,9595000000.0,0.0,3687000000.0,1715000000.0,6277000000.0,1890000000.0,17827000000.0,118000000.0,1150000000.0,2298000000.0,,,767000000.0,,1234000000.0,,1567000000.0,431000000.0,300000000.0,29198000000.0,4492000000.0,17848000000.0,6879000000.0,4492000000.0,4492000000.0,24706000000.0,29198000000.0,9052000000.0,17827000000.0,-320000000.0
AbbVie Inc,ABBV,FR5LCKFTG8054YNNRU85,1551152,2013.0,Q3,,2013-09-30,2013-11-12 16:57:14+00:00,6441000000.0,3798000000.0,-981000000.0,8975000000.0,0.0,3596000000.0,1419000000.0,6199000000.0,1993000000.0,17800000000.0,123000000.0,1172000000.0,2244000000.0,,,1150000000.0,,558000000.0,,1081000000.0,434000000.0,621000000.0,28252000000.0,3577000000.0,16543000000.0,6875000000.0,3577000000.0,3577000000.0,24675000000.0,28252000000.0,9465000000.0,17800000000.0,-119000000.0
AbbVie Inc,ABBV,FR5LCKFTG8054YNNRU85,1551152,2013.0,Q2,,2013-06-30,2013-08-09 14:48:29+00:00,6373000000.0,3755000000.0,-1169000000.0,8743000000.0,0.0,4090000000.0,1442000000.0,6120000000.0,2101000000.0,17547000000.0,121000000.0,1085000000.0,2213000000.0,,,1693000000.0,,626000000.0,,758000000.0,432000000.0,11000000.0,27910000000.0,3558000000.0,15662000000.0,6805000000.0,3558000000.0,3558000000.0,24352000000.0,27910000000.0,10035000000.0,17547000000.0,-121000000.0
AbbVie Inc,ABBV,FR5LCKFTG8054YNNRU85,1551152,2013.0,Q1,,2013-03-31,2013-05-08 16:53:00+00:00,6330000000.0,4299000000.0,-1237000000.0,6979000000.0,0.0,3961000000.0,1397000000.0,6060000000.0,2153000000.0,17446000000.0,118000000.0,1037000000.0,2200000000.0,,,1715000000.0,,711000000.0,,330000000.0,436000000.0,500000000.0,27169000000.0,2957000000.0,14923000000.0,6766000000.0,2957000000.0,2957000000.0,24212000000.0,27169000000.0,10046000000.0,17446000000.0,-97000000.0
AbbVie Inc,ABBV,FR5LCKFTG8054YNNRU85,1551152,2014.0,FY,,2014-12-31,2016-02-19 12:32:59+00:00,6954000000.0,3735000000.0,-2031000000.0,8348000000.0,0.0,4210000000.0,896000000.0,5862000000.0,1513000000.0,14219000000.0,92000000.0,1124000000.0,2485000000.0,,159000000.0,1480000000.0,,1952000000.0,,535000000.0,4439000000.0,26000000.0,27513000000.0,1742000000.0,16081000000.0,11393000000.0,1742000000.0,1742000000.0,25771000000.0,27513000000.0,8947000000.0,14378000000.0,-972000000.0
AbbVie Inc,ABBV,FR5LCKFTG8054YNNRU85,1551152,2014.0,Q3,,2014-09-30,2014-11-07 16:09:36+00:00,6312000000.0,3592000000.0,-913000000.0,7719000000.0,0.0,4099000000.0,927000000.0,6002000000.0,1540000000.0,17174000000.0,124000000.0,1008000000.0,2432000000.0,,,801000000.0,,1705000000.0,2595000000.0,2131000000.0,323000000.0,9000000.0,28454000000.0,4645000000.0,17555000000.0,6635000000.0,4645000000.0,4645000000.0,23809000000.0,28454000000.0,8467000000.0,17174000000.0,-672000000.0
AbbVie Inc,ABBV,FR5LCKFTG8054YNNRU85,1551152,2014.0,Q2,,2014-06-30,2014-08-07 17:03:44+00:00,6046000000.0,3684000000.0,-420000000.0,9086000000.0,0.0,4012000000.0,1231000000.0,6244000000.0,1695000000.0,17510000000.0,130000000.0,1048000000.0,2387000000.0,,,795000000.0,,1585000000.0,,2299000000.0,271000000.0,1160000000.0,29045000000.0,5218000000.0,17794000000.0,6317000000.0,5218000000.0,5218000000.0,23827000000.0,29045000000.0,8864000000.0,17510000000.0,-673000000.0
AbbVie Inc,ABBV,FR5LCKFTG8054YNNRU85,1551152,2014.0,Q1,,2014-03-31,2014-05-09 14:11:57+00:00,6196000000.0,3650000000.0,-426000000.0,8140000000.0,0.0,3921000000.0,2015000000.0,6271000000.0,1802000000.0,17744000000.0,119000000.0,1104000000.0,2333000000.0,,,803000000.0,,1460000000.0,,1874000000.0,20000000.0,960000000.0,28657000000.0,4697000000.0,17329000000.0,6216000000.0,4697000000.0,4697000000.0,23960000000.0,28657000000.0,8995000000.0,17744000000.0,-672000000.0
AbbVie Inc,ABBV,FR5LCKFTG8054YNNRU85,1551152,2015.0,FY,,2015-12-31,2017-02-17 12:19:05+00:00,8463000000.0,4730000000.0,-2561000000.0,8399000000.0,0.0,13097000000.0,,13168000000.0,19709000000.0,32935000000.0,145000000.0,1719000000.0,2565000000.0,,5276000000.0,1149000000.0,,1458000000.0,,2248000000.0,2431000000.0,8000000.0,53050000000.0,3945000000.0,16314000000.0,10894000000.0,3945000000.0,3945000000.0,49105000000.0,53050000000.0,34171000000.0,38211000000.0,-8839000000.0
AbbVie Inc,ABBV,FR5LCKFTG8054YNNRU85,1551152,2015.0,Q3,,2015-09-30,2015-11-06 13:40:18+00:00,8045000000.0,4574000000.0,-2499000000.0,9223000000.0,0.0,13022000000.0,1100000000.0,13243000000.0,19822000000.0,35160000000.0,74000000.0,1841000000.0,2546000000.0,,5996000000.0,1235000000.0,,1148000000.0,,1654000000.0,768000000.0,26000000.0,54832000000.0,4863000000.0,17912000000.0,8813000000.0,4863000000.0,4863000000.0,49969000000.0,54832000000.0,34374000000.0,41156000000.0,-7314000000.0
AbbVie Inc,ABBV,FR5LCKFTG8054YNNRU85,1551152,2015.0,Q2,,2015-06-30,2015-08-07 13:58:41+00:00,7251000000.0,4367000000.0,-2374000000.0,7400000000.0,0.0,12438000000.0,1227000000.0,13209000000.0,19937000000.0,31034000000.0,134000000.0,1623000000.0,2517000000.0,,6059000000.0,1181000000.0,,1381000000.0,,1256000000.0,4007000000.0,879000000.0,53855000000.0,5504000000.0,16877000000.0,11258000000.0,5504000000.0,5504000000.0,48351000000.0,53855000000.0,34461000000.0,37093000000.0,-5816000000.0
AbbVie Inc,ABBV,FR5LCKFTG8054YNNRU85,1551152,2015.0,Q1,,2015-03-31,2015-05-08 16:15:17+00:00,6460000000.0,4214000000.0,-2467000000.0,7906000000.0,0.0,4419000000.0,1198000000.0,5534000000.0,1478000000.0,14272000000.0,93000000.0,1022000000.0,2431000000.0,,,1755000000.0,,1050000000.0,,739000000.0,4590000000.0,18000000.0,26699000000.0,1377000000.0,15408000000.0,11050000000.0,1377000000.0,1377000000.0,25322000000.0,26699000000.0,8860000000.0,14272000000.0,-1314000000.0
AbbVie Inc,ABBV,FR5LCKFTG8054YNNRU85,1551152,2016.0,FY,,2016-12-31,2018-02-16 12:40:01+00:00,9379000000.0,4758000000.0,-2586000000.0,5100000000.0,0.0,13696000000.0,,15416000000.0,28897000000.0,44792000000.0,1783000000.0,1444000000.0,2604000000.0,,6890000000.0,1212000000.0,,3562000000.0,,4378000000.0,402000000.0,1323000000.0,66099000000.0,4636000000.0,16187000000.0,9781000000.0,4636000000.0,4636000000.0,61463000000.0,66099000000.0,47308000000.0,51682000000.0,-10852000000.0
