company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,amortizationexpense,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,incometaxexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,otherincome,rdexpense,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Analog Devices Inc,ADI,GYVOE5EZ4GDAVTU4CQ61,6281,2010.0,Q3YTD,2009-11-01,2010-07-31,,,1.64,1.64,0.62,1.6,127377000.0,487090000.0,486231000.0,859000.0,487090000.0,,708320000.0,1991513000.0,-417000.0,364165000.0,16483000.0,288211000.0,708320000.0,1283193000.0,7720000.0,7411000.0,668859000.0,614334000.0,-726000.0,613608000.0,1991513000.0,297700000.0,298027000.0,306168000.0
Analog Devices Inc,ADI,GYVOE5EZ4GDAVTU4CQ61,6281,2010.0,Q3TTM,2009-08-02,2010-07-31,,,2.0,2.0,0.82,1.96,148994000.0,592699000.0,591840000.0,859000.0,592699000.0,,958066000.0,2563113000.0,-577000.0,474291000.0,16483000.0,371567000.0,958066000.0,1605047000.0,10446000.0,9151000.0,862341000.0,742706000.0,-1872000.0,740834000.0,2563113000.0,297700000.0,298027000.0,306168000.0
Analog Devices Inc,ADI,GYVOE5EZ4GDAVTU4CQ61,6281,2010.0,Q2,2010-01-31,2010-05-01,2011-05-17 16:32:02+00:00,,0.56,0.56,0.2,0.55,46880000.0,167140000.0,167140000.0,,167140000.0,,233725000.0,668240000.0,488000.0,122780000.0,,97660000.0,233725000.0,434515000.0,2568000.0,2025000.0,220440000.0,214075000.0,-55000.0,214020000.0,668240000.0,298500000.0,297825000.0,305836000.0
Analog Devices Inc,ADI,GYVOE5EZ4GDAVTU4CQ61,6281,2010.0,Q2YTD,2009-11-01,2010-05-01,,,0.97,0.97,0.4,0.95,75547000.0,287599000.0,286740000.0,859000.0,287599000.0,,468232000.0,1271223000.0,-1000.0,237178000.0,16483000.0,186141000.0,468232000.0,802991000.0,5106000.0,4205000.0,439802000.0,363189000.0,-902000.0,362287000.0,1271223000.0,298500000.0,297825000.0,305836000.0
Analog Devices Inc,ADI,GYVOE5EZ4GDAVTU4CQ61,6281,2010.0,Q2TTM,2009-05-03,2010-05-01,,,1.55,1.55,0.8,1.53,111731000.0,458668000.0,457809000.0,859000.0,458668000.0,,943740000.0,2334814000.0,-269000.0,454882000.0,16483000.0,349203000.0,943740000.0,1391074000.0,9200000.0,8503000.0,820568000.0,570506000.0,-966000.0,569540000.0,2334814000.0,298500000.0,297825000.0,305836000.0
Analog Devices Inc,ADI,GYVOE5EZ4GDAVTU4CQ61,6281,2010.0,Q1TTM,2009-02-01,2010-01-30,,,1.17,1.17,0.8,1.16,75330000.0,343282000.0,342423000.0,859000.0,343282000.0,,923211000.0,2141322000.0,40000.0,441550000.0,28402000.0,333819000.0,923211000.0,1218111000.0,6632000.0,10005000.0,803771000.0,414340000.0,3413000.0,417753000.0,2141322000.0,293800000.0,295469000.0,304730000.0
Analog Devices Inc,ADI,GYVOE5EZ4GDAVTU4CQ61,6281,2010.0,Q1,2009-11-01,2010-01-30,2011-02-15 16:27:05+00:00,,0.41,0.41,0.2,0.4,28667000.0,120459000.0,119600000.0,859000.0,120459000.0,,234507000.0,602983000.0,-489000.0,114398000.0,16483000.0,88481000.0,234507000.0,368476000.0,2538000.0,2180000.0,219362000.0,149114000.0,-847000.0,148267000.0,602983000.0,293800000.0,295469000.0,304730000.0
Analog Devices Inc,ADI,GYVOE5EZ4GDAVTU4CQ61,6281,2011.0,Q4,2011-07-31,2011-10-29,,,0.62,0.62,0.25,0.6,47473000.0,183527000.0,183527000.0,,183527000.0,,255620000.0,716134000.0,-396000.0,123889000.0,2239000.0,99094000.0,255620000.0,460514000.0,6079000.0,2183000.0,225222000.0,235292000.0,-4292000.0,231000000.0,716134000.0,299100000.0,299417000.0,308236000.0
Analog Devices Inc,ADI,GYVOE5EZ4GDAVTU4CQ61,6281,2011.0,FY,2010-10-31,2011-10-29,2013-11-26 16:22:18+00:00,,2.9,2.9,0.94,2.81,200553000.0,867394000.0,860894000.0,6500000.0,867394000.0,,1006779000.0,2993320000.0,-492000.0,505570000.0,2239000.0,406707000.0,1006779000.0,1986541000.0,19146000.0,9060000.0,914516000.0,1072025000.0,-10578000.0,1061447000.0,2993320000.0,299100000.0,299417000.0,308236000.0
Analog Devices Inc,ADI,GYVOE5EZ4GDAVTU4CQ61,6281,2011.0,Q3YTD,2010-10-31,2011-07-30,,,2.28,2.28,0.69,2.21,153080000.0,683867000.0,677367000.0,6500000.0,683867000.0,,751159000.0,2277186000.0,-96000.0,381681000.0,,307613000.0,751159000.0,1526027000.0,13067000.0,6877000.0,689294000.0,836733000.0,-6286000.0,830447000.0,2277186000.0,301300000.0,299616000.0,308744000.0
Analog Devices Inc,ADI,GYVOE5EZ4GDAVTU4CQ61,6281,2011.0,Q3TTM,2010-08-01,2011-07-30,,,3.03,3.03,0.91,2.94,216143000.0,908861000.0,902361000.0,6500000.0,908861000.0,,1004920000.0,3047176000.0,2504000.0,509821000.0,,409962000.0,1004920000.0,2042256000.0,15776000.0,9303000.0,919783000.0,1122473000.0,-3969000.0,1118504000.0,3047176000.0,301300000.0,299616000.0,308744000.0
Analog Devices Inc,ADI,GYVOE5EZ4GDAVTU4CQ61,6281,2011.0,Q3,2011-05-01,2011-07-30,2012-08-21 16:15:13+00:00,,0.73,0.73,0.25,0.71,54936000.0,219935000.0,219935000.0,,219935000.0,,248262000.0,757902000.0,-206000.0,128476000.0,0.0,102323000.0,248262000.0,509640000.0,6159000.0,2395000.0,230799000.0,278841000.0,-3970000.0,274871000.0,757902000.0,301300000.0,299616000.0,308744000.0
Analog Devices Inc,ADI,GYVOE5EZ4GDAVTU4CQ61,6281,2011.0,Q2YTD,2010-10-31,2011-04-30,,,1.55,1.55,0.44,1.5,98144000.0,463932000.0,457432000.0,6500000.0,463932000.0,,502897000.0,1519284000.0,110000.0,253205000.0,,205290000.0,502897000.0,1016387000.0,6908000.0,4482000.0,458495000.0,557892000.0,-2316000.0,555576000.0,1519284000.0,298600000.0,299923000.0,309619000.0
Analog Devices Inc,ADI,GYVOE5EZ4GDAVTU4CQ61,6281,2011.0,Q2TTM,2010-05-02,2011-04-30,,,2.97,2.97,0.88,2.88,213037000.0,888417000.0,881917000.0,6500000.0,888417000.0,,996746000.0,3009564000.0,2294000.0,508332000.0,,409709000.0,996746000.0,2012818000.0,12231000.0,10114000.0,918041000.0,1094777000.0,177000.0,1094954000.0,3009564000.0,298600000.0,299923000.0,309619000.0
Analog Devices Inc,ADI,GYVOE5EZ4GDAVTU4CQ61,6281,2011.0,Q2,2011-01-30,2011-04-30,2012-05-22 16:11:24+00:00,,0.81,0.81,0.22,0.78,54930000.0,241826000.0,241826000.0,,241826000.0,,256566000.0,790780000.0,151000.0,130460000.0,,105268000.0,256566000.0,534214000.0,4078000.0,2197000.0,235728000.0,298486000.0,-1730000.0,296756000.0,790780000.0,298600000.0,299923000.0,309619000.0
Analog Devices Inc,ADI,GYVOE5EZ4GDAVTU4CQ61,6281,2011.0,Q1,2010-10-31,2011-01-29,2012-02-22 16:08:06+00:00,,0.74,0.74,0.22,0.72,43214000.0,222106000.0,215606000.0,6500000.0,222106000.0,,246331000.0,728504000.0,-41000.0,122745000.0,,100022000.0,246331000.0,482173000.0,2830000.0,2285000.0,222767000.0,259406000.0,-586000.0,258820000.0,728504000.0,300100000.0,299218000.0,308848000.0
Analog Devices Inc,ADI,GYVOE5EZ4GDAVTU4CQ61,6281,2011.0,Q1TTM,2010-01-31,2011-01-29,,,2.72,2.72,0.86,2.65,204987000.0,813731000.0,807231000.0,6500000.0,813731000.0,,973905000.0,2887024000.0,2631000.0,500652000.0,,402101000.0,973905000.0,1913119000.0,10721000.0,9942000.0,902753000.0,1010366000.0,1852000.0,1012218000.0,2887024000.0,300100000.0,299218000.0,308848000.0
Analog Devices Inc,ADI,GYVOE5EZ4GDAVTU4CQ61,6281,2012.0,Q4,2012-08-05,2012-11-03,,168000.0,-1.59,-1.59,0.3,-1.55,33337000.0,179187000.0,179187000.0,,179187000.0,,251682000.0,694964000.0,9000.0,130226000.0,,97609000.0,251682000.0,443282000.0,6391000.0,3627000.0,228003000.0,215279000.0,-2755000.0,212524000.0,694964000.0,,298761000.0,306191000.0
Analog Devices Inc,ADI,GYVOE5EZ4GDAVTU4CQ61,6281,2012.0,FY,2011-10-30,2012-11-03,2014-12-10 16:45:07+00:00,168000.0,,,1.15,,162297000.0,651236000.0,651236000.0,,651236000.0,,960141000.0,2701142000.0,1459000.0,511835000.0,8431000.0,396519000.0,960141000.0,1741001000.0,26422000.0,14448000.0,916953000.0,824048000.0,-10515000.0,813533000.0,2701142000.0,,298761000.0,306191000.0
Analog Devices Inc,ADI,GYVOE5EZ4GDAVTU4CQ61,6281,2012.0,Q3YTD,2011-10-30,2012-08-04,,,1.59,1.59,0.85,1.55,128960000.0,472049000.0,472049000.0,,472049000.0,,708459000.0,2006178000.0,1450000.0,381609000.0,8431000.0,298910000.0,708459000.0,1297719000.0,20031000.0,10821000.0,688950000.0,608769000.0,-7760000.0,601009000.0,2006178000.0,297800000.0,298445000.0,305359000.0
Analog Devices Inc,ADI,GYVOE5EZ4GDAVTU4CQ61,6281,2012.0,Q3TTM,2011-07-31,2012-08-04,,,2.21,2.21,1.1,2.15,176433000.0,655576000.0,655576000.0,,655576000.0,,964079000.0,2722312000.0,1054000.0,505498000.0,10670000.0,398004000.0,964079000.0,1758233000.0,26110000.0,13004000.0,914172000.0,844061000.0,-12052000.0,832009000.0,2722312000.0,297800000.0,298445000.0,305359000.0
Analog Devices Inc,ADI,GYVOE5EZ4GDAVTU4CQ61,6281,2012.0,Q3,2012-05-06,2012-08-04,2013-08-20 16:27:44+00:00,,0.57,0.57,0.3,0.56,39701000.0,169768000.0,169768000.0,,169768000.0,,235152000.0,683026000.0,-49000.0,129694000.0,5836000.0,99873000.0,235152000.0,447874000.0,6459000.0,3506000.0,235403000.0,212471000.0,-3002000.0,209469000.0,683026000.0,297800000.0,298445000.0,305359000.0
Analog Devices Inc,ADI,GYVOE5EZ4GDAVTU4CQ61,6281,2012.0,Q2YTD,2011-10-30,2012-05-05,,,1.02,1.02,0.55,0.99,89259000.0,302281000.0,302281000.0,,302281000.0,,473307000.0,1323152000.0,1499000.0,251915000.0,2595000.0,199037000.0,473307000.0,849845000.0,13572000.0,7315000.0,453547000.0,396298000.0,-4758000.0,391540000.0,1323152000.0,296200000.0,298130000.0,305921000.0
Analog Devices Inc,ADI,GYVOE5EZ4GDAVTU4CQ61,6281,2012.0,Q2TTM,2011-05-01,2012-05-05,,,2.37,2.37,1.05,2.3,191668000.0,705743000.0,705743000.0,,705743000.0,,977189000.0,2797188000.0,897000.0,504280000.0,4834000.0,400454000.0,977189000.0,1819999000.0,25810000.0,11893000.0,909568000.0,910431000.0,-13020000.0,897411000.0,2797188000.0,296200000.0,298130000.0,305921000.0
Analog Devices Inc,ADI,GYVOE5EZ4GDAVTU4CQ61,6281,2012.0,Q2,2012-02-05,2012-05-05,2013-05-21 16:24:00+00:00,,0.55,0.55,0.3,0.53,48555000.0,162899000.0,162899000.0,,162899000.0,,234639000.0,675094000.0,1451000.0,127537000.0,0.0,99992000.0,234639000.0,440455000.0,6890000.0,3967000.0,227529000.0,212926000.0,-1472000.0,211454000.0,675094000.0,296200000.0,298130000.0,305921000.0
Analog Devices Inc,ADI,GYVOE5EZ4GDAVTU4CQ61,6281,2012.0,Q1,2011-10-30,2012-02-04,2013-02-19 16:11:40+00:00,,0.47,0.47,0.25,0.46,40704000.0,139382000.0,139382000.0,,139382000.0,,238668000.0,648058000.0,48000.0,124378000.0,2595000.0,99045000.0,238668000.0,409390000.0,6682000.0,3348000.0,226018000.0,183372000.0,-3286000.0,180086000.0,648058000.0,296600000.0,297788000.0,305531000.0
Analog Devices Inc,ADI,GYVOE5EZ4GDAVTU4CQ61,6281,2012.0,Q1TTM,2011-01-30,2012-02-04,,,2.63,2.63,0.97,2.55,198043000.0,784670000.0,784670000.0,,784670000.0,,999116000.0,2912874000.0,-403000.0,507203000.0,4834000.0,405730000.0,999116000.0,1913758000.0,22998000.0,10123000.0,917767000.0,995991000.0,-13278000.0,982713000.0,2912874000.0,296600000.0,297788000.0,305531000.0
Analog Devices Inc,ADI,GYVOE5EZ4GDAVTU4CQ61,6281,2013.0,FY,2012-11-04,2013-11-02,2015-11-24 08:12:56+00:00,220000.0,,,1.32,,141836000.0,673487000.0,673487000.0,,673487000.0,,941278000.0,2633689000.0,76597000.0,513035000.0,29848000.0,396233000.0,941278000.0,1692411000.0,27102000.0,12753000.0,939336000.0,753075000.0,62248000.0,815323000.0,2633689000.0,,307763000.0,314041000.0
Analog Devices Inc,ADI,GYVOE5EZ4GDAVTU4CQ61,6281,2013.0,Q4,2013-08-04,2013-11-02,,165000.0,-1.53,-1.53,0.34,-1.5,80958000.0,201554000.0,201554000.0,,201554000.0,,233263000.0,678133000.0,85958000.0,130869000.0,15777000.0,98197000.0,233263000.0,444870000.0,6659000.0,3351000.0,245008000.0,199862000.0,82650000.0,282512000.0,678133000.0,,307763000.0,314041000.0
Analog Devices Inc,ADI,GYVOE5EZ4GDAVTU4CQ61,6281,2013.0,Q3YTD,2012-11-04,2013-08-03,,55000.0,1.53,1.53,0.98,1.5,60878000.0,471933000.0,471933000.0,,471933000.0,,708015000.0,1955556000.0,-9361000.0,382166000.0,14071000.0,298036000.0,708015000.0,1247541000.0,20443000.0,9402000.0,694328000.0,553213000.0,-20402000.0,532811000.0,1955556000.0,309200000.0,309117000.0,315307000.0
Analog Devices Inc,ADI,GYVOE5EZ4GDAVTU4CQ61,6281,2013.0,Q3TTM,2012-08-05,2013-08-03,,223000.0,-0.06,-0.06,1.28,-0.05,94215000.0,651120000.0,651120000.0,,651120000.0,,959697000.0,2650520000.0,-9352000.0,512392000.0,14071000.0,395645000.0,959697000.0,1690823000.0,26834000.0,13029000.0,922331000.0,768492000.0,-23157000.0,745335000.0,2650520000.0,309200000.0,309117000.0,315307000.0
Analog Devices Inc,ADI,GYVOE5EZ4GDAVTU4CQ61,6281,2013.0,Q3,2013-05-05,2013-08-03,2014-08-26 16:22:48+00:00,55000.0,0.57,0.57,0.34,0.56,18802000.0,176239000.0,176239000.0,,176239000.0,,239110000.0,674172000.0,-8754000.0,128892000.0,0.0,97773000.0,239110000.0,435062000.0,7672000.0,3125000.0,226720000.0,208342000.0,-13301000.0,195041000.0,674172000.0,309200000.0,309117000.0,315307000.0
Analog Devices Inc,ADI,GYVOE5EZ4GDAVTU4CQ61,6281,2013.0,Q2YTD,2012-11-04,2013-05-04,,,0.96,0.96,0.64,0.94,42076000.0,295694000.0,295694000.0,,295694000.0,,468905000.0,1281384000.0,-607000.0,253274000.0,14071000.0,200263000.0,468905000.0,812479000.0,12771000.0,6277000.0,467608000.0,344871000.0,-7101000.0,337770000.0,1281384000.0,310300000.0,307444000.0,313368000.0
Analog Devices Inc,ADI,GYVOE5EZ4GDAVTU4CQ61,6281,2013.0,Q2TTM,2012-05-06,2013-05-04,,168000.0,-0.06,-0.06,1.24,-0.05,115114000.0,644649000.0,644649000.0,,644649000.0,,955739000.0,2659374000.0,-647000.0,513194000.0,19907000.0,397745000.0,955739000.0,1703635000.0,25621000.0,13410000.0,931014000.0,772621000.0,-12858000.0,759763000.0,2659374000.0,310300000.0,307444000.0,313368000.0
Analog Devices Inc,ADI,GYVOE5EZ4GDAVTU4CQ61,6281,2013.0,Q2,2013-02-03,2013-05-04,2014-05-20 16:32:36+00:00,,0.53,0.53,0.34,0.52,23189000.0,164472000.0,164472000.0,,164472000.0,,237055000.0,659250000.0,-408000.0,128110000.0,0.0,102703000.0,237055000.0,422195000.0,6357000.0,3044000.0,230813000.0,191382000.0,-3721000.0,187661000.0,659250000.0,310300000.0,307444000.0,313368000.0
Analog Devices Inc,ADI,GYVOE5EZ4GDAVTU4CQ61,6281,2013.0,Q1TTM,2012-02-05,2013-02-02,,168000.0,-0.04,-0.04,1.2,-0.04,140480000.0,643076000.0,643076000.0,,643076000.0,,953323000.0,2675218000.0,1212000.0,512621000.0,19907000.0,395034000.0,953323000.0,1721895000.0,26154000.0,14333000.0,927730000.0,794165000.0,-10609000.0,783556000.0,2675218000.0,305200000.0,303484000.0,310275000.0
Analog Devices Inc,ADI,GYVOE5EZ4GDAVTU4CQ61,6281,2013.0,Q1,2012-11-04,2013-02-02,2014-02-18 16:31:40+00:00,,0.43,0.43,0.3,0.42,18887000.0,131222000.0,131222000.0,,131222000.0,,231850000.0,622134000.0,-199000.0,125164000.0,14071000.0,97560000.0,231850000.0,390284000.0,6414000.0,3233000.0,236795000.0,153489000.0,-3380000.0,150109000.0,622134000.0,305200000.0,303484000.0,310275000.0
Analog Devices Inc,ADI,GYVOE5EZ4GDAVTU4CQ61,6281,2014.0,FY,2013-11-03,2014-11-01,2016-11-22 08:18:52+00:00,26020000.0,,,1.45,,100025000.0,629320000.0,629320000.0,,629320000.0,,1034585000.0,2864773000.0,-528000.0,559686000.0,37322000.0,454676000.0,1034585000.0,1830188000.0,34784000.0,12173000.0,1077704000.0,752484000.0,-23139000.0,729345000.0,2864773000.0,,313195000.0,318027000.0
Analog Devices Inc,ADI,GYVOE5EZ4GDAVTU4CQ61,6281,2014.0,Q4,2014-08-03,2014-11-01,,25250000.0,-1.66,-1.66,0.37,-1.64,30003000.0,108695000.0,108695000.0,,108695000.0,,328210000.0,814247000.0,-116000.0,154797000.0,34637000.0,121424000.0,328210000.0,486037000.0,13161000.0,2046000.0,336108000.0,149929000.0,-11231000.0,138698000.0,814247000.0,,313195000.0,318027000.0
Analog Devices Inc,ADI,GYVOE5EZ4GDAVTU4CQ61,6281,2014.0,Q3YTD,2013-11-03,2014-08-02,,770000.0,1.66,1.66,1.08,1.64,70022000.0,520625000.0,520625000.0,,520625000.0,,706375000.0,2050526000.0,-412000.0,404889000.0,2685000.0,333252000.0,706375000.0,1344151000.0,21623000.0,10127000.0,741596000.0,602555000.0,-11908000.0,590647000.0,2050526000.0,316900000.0,314190000.0,318876000.0
Analog Devices Inc,ADI,GYVOE5EZ4GDAVTU4CQ61,6281,2014.0,Q3TTM,2013-08-04,2014-08-02,,935000.0,0.13,0.13,1.42,0.14,150980000.0,722179000.0,722179000.0,,722179000.0,,939638000.0,2728659000.0,85546000.0,535758000.0,18462000.0,431449000.0,939638000.0,1789021000.0,28282000.0,13478000.0,986604000.0,802417000.0,70742000.0,873159000.0,2728659000.0,316900000.0,314190000.0,318876000.0
Analog Devices Inc,ADI,GYVOE5EZ4GDAVTU4CQ61,6281,2014.0,Q3,2014-05-04,2014-08-02,2015-08-18 16:16:01+00:00,660000.0,0.57,0.57,0.37,0.57,16782000.0,180606000.0,180606000.0,,180606000.0,,251462000.0,727752000.0,-422000.0,140095000.0,0.0,132989000.0,251462000.0,476290000.0,8178000.0,3442000.0,273744000.0,202546000.0,-5158000.0,197388000.0,727752000.0,316900000.0,314190000.0,318876000.0
Analog Devices Inc,ADI,GYVOE5EZ4GDAVTU4CQ61,6281,2014.0,Q2YTD,2013-11-03,2014-05-03,,110000.0,1.09,1.09,0.71,1.07,53240000.0,340019000.0,340019000.0,,340019000.0,,454913000.0,1322774000.0,10000.0,264794000.0,2685000.0,200263000.0,454913000.0,867861000.0,13445000.0,6685000.0,467852000.0,400009000.0,-6750000.0,393259000.0,1322774000.0,312400000.0,313488000.0,318347000.0
Analog Devices Inc,ADI,GYVOE5EZ4GDAVTU4CQ61,6281,2014.0,Q2TTM,2013-05-05,2014-05-03,,330000.0,0.13,0.13,1.39,0.13,153000000.0,717812000.0,717812000.0,,717812000.0,,927286000.0,2675079000.0,77214000.0,524555000.0,18462000.0,396233000.0,927286000.0,1747793000.0,27776000.0,13161000.0,939580000.0,808213000.0,62599000.0,870812000.0,2675079000.0,312400000.0,313488000.0,318347000.0
Analog Devices Inc,ADI,GYVOE5EZ4GDAVTU4CQ61,6281,2014.0,Q2,2014-02-02,2014-05-03,2015-05-19 16:16:13+00:00,55000.0,0.6,0.6,0.37,0.59,29935000.0,187433000.0,187433000.0,,187433000.0,,235793000.0,694536000.0,441000.0,136203000.0,0.0,102085000.0,235793000.0,458743000.0,6874000.0,3401000.0,238343000.0,220400000.0,-3032000.0,217368000.0,694536000.0,312400000.0,313488000.0,318347000.0
Analog Devices Inc,ADI,GYVOE5EZ4GDAVTU4CQ61,6281,2014.0,Q1TTM,2013-02-03,2014-02-01,,275000.0,0.06,0.06,1.36,0.06,146254000.0,694851000.0,694851000.0,,694851000.0,,928548000.0,2639793000.0,76365000.0,516462000.0,18462000.0,396851000.0,928548000.0,1711245000.0,27259000.0,12804000.0,932050000.0,779195000.0,61910000.0,841105000.0,2639793000.0,311400000.0,312286000.0,318017000.0
