company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,aoci,capitalleaseobligations,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredrevenue,currentdeferredtaxassets,goodwill,intangibleassets,longterminvestments,netinventory,netppe,noncurrentdeferredrevenue,noncurrentdeferredtaxassets,noncurrentdeferredtaxliabilities,notereceivable,othercurrentliabilities,othercurrentnonoperatingliabilities,otherequity,othernoncurrentassets,othernoncurrentliabilities,othernoncurrentnonoperatingassets,prepaidexpenses,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity
Arista Networks Inc,ANET,,1596532,2016.0,Q2,,2016-06-30,2016-08-04 20:18:15+00:00,60097000.0,146659000.0,55110000.0,-705000.0,40438000.0,531058000.0,0.0,592472000.0,138885000.0,,,,39136000.0,118130000.0,79681000.0,107525000.0,55305000.0,,,9347000.0,,,18812000.0,6754000.0,,53447000.0,325065000.0,,292760000.0,1334988000.0,916832000.0,1142054000.0,263439000.0,916832000.0,916832000.0,418156000.0,1334988000.0,113253000.0,154717000.0,0.0
Arista Networks Inc,ANET,,1596532,2016.0,Q1,,2016-03-31,2016-05-05 17:19:50+00:00,24808000.0,135119000.0,46113000.0,-653000.0,40827000.0,710663000.0,0.0,564349000.0,135524000.0,,,,36636000.0,84030000.0,79944000.0,98614000.0,50026000.0,,,7819000.0,,,20208000.0,6385000.0,,41732000.0,286161000.0,,51589000.0,1209947000.0,849857000.0,1023133000.0,214264000.0,849857000.0,849857000.0,360090000.0,1209947000.0,106870000.0,145826000.0,0.0
Arista Networks Inc,ANET,,1596532,2017.0,FY,,2017-12-31,2019-02-15 17:26:01+00:00,52200000.0,247346000.0,133827000.0,-1938000.0,37673000.0,859192000.0,0.0,804738000.0,327706000.0,,0.0,0.0,36136000.0,306198000.0,74279000.0,221623000.0,65125000.0,,,16172000.0,,,18891000.0,9745000.0,,177330000.0,859114000.0,,676363000.0,2460860000.0,1661914000.0,2266429000.0,529905000.0,1661914000.0,1661914000.0,798946000.0,2460860000.0,120152000.0,269041000.0,0.0
Arista Networks Inc,ANET,,1596532,2017.0,Q3,,2017-09-30,2017-11-02 19:27:15+00:00,32893000.0,212611000.0,94459000.0,-1075000.0,38200000.0,854479000.0,0.0,770346000.0,423705000.0,,,,36136000.0,333157000.0,73061000.0,163601000.0,95697000.0,,,16490000.0,,,21277000.0,7811000.0,,186657000.0,755281000.0,,488635000.0,2301710000.0,1524552000.0,2075539000.0,567547000.0,1524552000.0,1524552000.0,777158000.0,2301710000.0,153110000.0,209612000.0,0.0
Arista Networks Inc,ANET,,1596532,2017.0,Q2,,2017-06-30,2017-08-04 16:18:08+00:00,80418000.0,269624000.0,84413000.0,-1253000.0,38700000.0,823475000.0,0.0,737443000.0,426750000.0,,,,36136000.0,363803000.0,75840000.0,147730000.0,81469000.0,,,19216000.0,,,20306000.0,7992000.0,,190923000.0,621559000.0,,301364000.0,2162940000.0,1357749000.0,1949189000.0,610797000.0,1357749000.0,1357749000.0,805191000.0,2162940000.0,137911000.0,194422000.0,0.0
Arista Networks Inc,ANET,,1596532,2017.0,Q1,,2017-03-31,2017-05-05 21:16:04+00:00,60984000.0,209062000.0,75291000.0,-1630000.0,39100000.0,746567000.0,0.0,711130000.0,383245000.0,,,,36136000.0,286786000.0,76319000.0,131506000.0,70433000.0,,,12993000.0,,,19885000.0,8069000.0,,197735000.0,518874000.0,,296675000.0,1939598000.0,1228374000.0,1736825000.0,532513000.0,1228374000.0,1228374000.0,711224000.0,1939598000.0,126454000.0,178675000.0,0.0
Arista Networks Inc,ANET,,1596532,2018.0,FY,,2018-12-31,2020-02-13 19:39:57+00:00,93757000.0,331777000.0,123254000.0,-3994000.0,35431000.0,649950000.0,0.0,956580000.0,358586000.0,,53684000.0,58610000.0,30336000.0,264557000.0,75355000.0,264808000.0,126492000.0,3753000.0,,30907000.0,,,22704000.0,28098000.0,,162321000.0,1190803000.0,,1306197000.0,3081983000.0,2143389000.0,2714802000.0,606504000.0,2143389000.0,2143389000.0,938594000.0,3081983000.0,291826000.0,332090000.0,0.0
Arista Networks Inc,ANET,,1596532,2018.0,Q3,,2018-09-30,2018-11-05 06:52:34+00:00,85097000.0,322053000.0,103108000.0,-4442000.0,36040000.0,524687000.0,0.0,929837000.0,318850000.0,,55168000.0,62110000.0,35036000.0,216313000.0,75397000.0,253475000.0,114282000.0,,,32727000.0,,,20199000.0,23065000.0,,235881000.0,1020481000.0,,1137112000.0,2798238000.0,1945876000.0,2436046000.0,539782000.0,1945876000.0,1945876000.0,852362000.0,2798238000.0,286795000.0,312580000.0,0.0
Arista Networks Inc,ANET,,1596532,2018.0,Q2,,2018-06-30,2018-08-07 21:40:03+00:00,53182000.0,260917000.0,86693000.0,-4551000.0,36594000.0,711157000.0,0.0,872567000.0,262345000.0,,,,35036000.0,245439000.0,73736000.0,226668000.0,82761000.0,,,424543000.0,,,20019000.0,22116000.0,,253802000.0,851957000.0,,1149247000.0,2832114000.0,1719973000.0,2620562000.0,826763000.0,1719973000.0,1719973000.0,1112141000.0,2832114000.0,137816000.0,285378000.0,0.0
Arista Networks Inc,ANET,,1596532,2018.0,Q1,,2018-03-31,2018-05-04 17:22:41+00:00,70431000.0,207339000.0,85728000.0,-3626000.0,37138000.0,886160000.0,0.0,841439000.0,274677000.0,,,,36136000.0,268131000.0,73825000.0,218735000.0,68020000.0,,,26943000.0,,,22879000.0,21343000.0,,165664000.0,1007226000.0,,851880000.0,2580034000.0,1845039000.0,2379174000.0,457779000.0,1845039000.0,1845039000.0,734995000.0,2580034000.0,127035000.0,277216000.0,0.0
Arista Networks Inc,ANET,,1596532,2019.0,FY,,2019-12-31,2020-05-05 19:21:42+00:00,92105000.0,391987000.0,140249000.0,143000.0,,1111286000.0,0.0,1106313000.0,312668000.0,,54855000.0,45235000.0,4150000.0,243825000.0,39273000.0,318105000.0,452025000.0,254710000.0,,52052000.0,,,118116000.0,120715000.0,,111456000.0,1788230000.0,,1613082000.0,4185290000.0,2894686000.0,3471636000.0,597074000.0,2894686000.0,2894686000.0,1290604000.0,4185290000.0,674381000.0,693530000.0,0.0
Arista Networks Inc,ANET,,1596532,2019.0,Q3,,2019-09-30,2019-10-31 19:15:23+00:00,78600000.0,447252000.0,128930000.0,201000.0,0.0,1095265000.0,0.0,1076740000.0,291384000.0,,54855000.0,48319000.0,4150000.0,239802000.0,40188000.0,297906000.0,110630000.0,,,49275000.0,,,121263000.0,117726000.0,,106326000.0,1579063000.0,,1351775000.0,3619825000.0,2656004000.0,3240420000.0,548189000.0,2656004000.0,2656004000.0,963821000.0,3619825000.0,339217000.0,415632000.0,0.0
Arista Networks Inc,ANET,,1596532,2019.0,Q2,,2019-06-30,2019-08-02 16:39:41+00:00,86134000.0,343080000.0,113898000.0,2035000.0,0.0,944414000.0,0.0,1038748000.0,272366000.0,,53684000.0,51612000.0,31486000.0,314177000.0,41023000.0,275656000.0,113660000.0,,,52622000.0,,,121309000.0,115056000.0,,113458000.0,1484777000.0,,1313389000.0,3441292000.0,2525560000.0,3028518000.0,525020000.0,2525560000.0,2525560000.0,915732000.0,3441292000.0,371751000.0,390712000.0,0.0
Arista Networks Inc,ANET,,1596532,2019.0,Q1,,2019-03-31,2019-05-03 19:21:42+00:00,89823000.0,271246000.0,104228000.0,-580000.0,0.0,809491000.0,0.0,1005413000.0,304729000.0,,53684000.0,55111000.0,31486000.0,347153000.0,41529000.0,269667000.0,126045000.0,,,44413000.0,,,123615000.0,119217000.0,,131657000.0,1395534000.0,,1341427000.0,3332444000.0,2400367000.0,2900974000.0,543193000.0,2400367000.0,2400367000.0,932077000.0,3332444000.0,389941000.0,388884000.0,0.0
Arista Networks Inc,ANET,,1596532,2020.0,Q1,,2020-03-31,2020-05-05 19:21:42+00:00,84815000.0,352159000.0,100443000.0,828000.0,,761333000.0,0.0,1149232000.0,332175000.0,,84781000.0,89373000.0,4150000.0,261798000.0,37806000.0,323107000.0,448432000.0,250304000.0,,55574000.0,,,110404000.0,116601000.0,,85949000.0,1698766000.0,,1875660000.0,4111845000.0,2848826000.0,3336899000.0,573007000.0,2848826000.0,2848826000.0,1263019000.0,4111845000.0,737140000.0,690012000.0,0.0
