company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,aoci,capitalleaseobligations,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredrevenue,currentdeferredtaxassets,goodwill,intangibleassets,longterminvestments,netinventory,netppe,noncurrentdeferredrevenue,noncurrentdeferredtaxassets,noncurrentdeferredtaxliabilities,notereceivable,othercurrentliabilities,othercurrentnonoperatingliabilities,otherequity,othernoncurrentassets,othernoncurrentliabilities,othernoncurrentnonoperatingassets,prepaidexpenses,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity
Arista Networks Inc,ANET,,1596532,2013.0,FY,,2013-12-31,2015-05-14 19:03:04+00:00,20111000.0,77999000.0,21539000.0,36000.0,43152000.0,113664000.0,0.0,28740000.0,41306000.0,12356000.0,,,0.0,67094000.0,67204000.0,32314000.0,4541000.0,,,14628000.0,12967000.0,5992000.0,10009000.0,1978000.0,,7653000.0,42964000.0,98793000.0,4000000.0,364520000.0,77732000.0,282766000.0,209344000.0,77732000.0,77732000.0,286788000.0,364520000.0,14550000.0,77444000.0,0.0
Arista Networks Inc,ANET,,1596532,2014.0,FY,,2014-12-31,2016-02-25 17:08:19+00:00,32428000.0,96982000.0,40369000.0,-334000.0,42547000.0,240031000.0,0.0,426178000.0,60327000.0,12252000.0,,,36636000.0,78006000.0,71558000.0,63464000.0,11510000.0,,,11249000.0,,,11840000.0,4981000.0,,42782000.0,129814000.0,,209426000.0,811023000.0,555658000.0,679479000.0,144373000.0,555658000.0,555658000.0,255365000.0,811023000.0,59986000.0,110992000.0,0.0
Arista Networks Inc,ANET,,1596532,2014.0,Q3,,2014-09-30,2014-11-06 19:16:18+00:00,19845000.0,84063000.0,32246000.0,-48000.0,42831000.0,408596000.0,0.0,394193000.0,40277000.0,8696000.0,,,,62587000.0,66991000.0,15022000.0,8982000.0,,8000000.0,9428000.0,0.0,,27559000.0,39312000.0,,16409000.0,98777000.0,0.0,,691883000.0,492922000.0,588351000.0,101796000.0,492922000.0,492922000.0,198961000.0,691883000.0,36541000.0,97165000.0,0.0
Arista Networks Inc,ANET,,1596532,2014.0,Q2,,2014-06-30,2014-08-07 20:40:07+00:00,20000000.0,67946000.0,28016000.0,15000.0,43108000.0,397198000.0,0.0,384260000.0,37888000.0,8696000.0,,,,71068000.0,68799000.0,15072000.0,7497000.0,,8000000.0,11790000.0,0.0,,3806000.0,25718000.0,0.0,9768000.0,76911000.0,0.0,,642778000.0,461186000.0,562676000.0,97694000.0,461186000.0,461186000.0,181592000.0,642778000.0,11303000.0,83898000.0,0.0
Arista Networks Inc,ANET,,1596532,2015.0,FY,,2015-12-31,2017-02-17 17:17:51+00:00,43966000.0,144263000.0,60971000.0,-675000.0,41210000.0,687326000.0,0.0,537911000.0,122049000.0,,,,36636000.0,92129000.0,79706000.0,88819000.0,48429000.0,,,8025000.0,,,20791000.0,6698000.0,,50610000.0,250916000.0,,0.0,1159890000.0,788152000.0,974328000.0,235011000.0,788152000.0,788152000.0,371738000.0,1159890000.0,105856000.0,136727000.0,0.0
Arista Networks Inc,ANET,,1596532,2015.0,Q3,,2015-09-30,2015-11-05 18:24:38+00:00,31487000.0,160230000.0,58979000.0,-431000.0,41587000.0,418500000.0,0.0,516614000.0,124740000.0,20197000.0,,,36636000.0,109921000.0,75248000.0,77154000.0,19047000.0,,,9760000.0,,,20861000.0,6011000.0,,62135000.0,206991000.0,,150117000.0,1072892000.0,723174000.0,921100000.0,224966000.0,723174000.0,723174000.0,349718000.0,1072892000.0,76544000.0,124752000.0,0.0
Arista Networks Inc,ANET,,1596532,2015.0,Q2,,2015-06-30,2015-08-06 18:37:02+00:00,43831000.0,122342000.0,43347000.0,-143000.0,41912000.0,342958000.0,0.0,487383000.0,107245000.0,12268000.0,,,36636000.0,100304000.0,73178000.0,75048000.0,13760000.0,,,8075000.0,,,17053000.0,5839000.0,,63535000.0,178302000.0,,208805000.0,990839000.0,665542000.0,850212000.0,202498000.0,665542000.0,665542000.0,325297000.0,990839000.0,67449000.0,122799000.0,0.0
Arista Networks Inc,ANET,,1596532,2015.0,Q1,,2015-03-31,2015-05-14 19:24:37+00:00,29123000.0,113057000.0,28920000.0,-351000.0,42232000.0,275186000.0,0.0,456516000.0,81826000.0,9801000.0,,,36636000.0,91225000.0,72787000.0,68500000.0,12291000.0,,,8462000.0,,,17334000.0,5558000.0,,37622000.0,154306000.0,,209153000.0,875092000.0,610471000.0,736044000.0,148331000.0,610471000.0,610471000.0,264621000.0,875092000.0,66261000.0,116290000.0,0.0
Arista Networks Inc,ANET,,1596532,2016.0,FY,,2016-12-31,2018-02-16 18:08:29+00:00,79457000.0,253119000.0,90951000.0,-1475000.0,39593000.0,567923000.0,0.0,674190000.0,273350000.0,,,,36136000.0,236490000.0,76961000.0,114083000.0,70960000.0,,,15795000.0,,,18824000.0,7958000.0,,168684000.0,435105000.0,,299910000.0,1729007000.0,1107820000.0,1526126000.0,459553000.0,1107820000.0,1107820000.0,621187000.0,1729007000.0,125920000.0,161634000.0,0.0
Arista Networks Inc,ANET,,1596532,2016.0,Q3,,2016-09-30,2016-11-03 17:30:19+00:00,77048000.0,210243000.0,77163000.0,-983000.0,40041000.0,500481000.0,0.0,636081000.0,191094000.0,,,,36136000.0,162128000.0,78147000.0,105637000.0,62221000.0,,,9777000.0,,,18398000.0,6900000.0,,151659000.0,376322000.0,,299667000.0,1519080000.0,1011420000.0,1324178000.0,355082000.0,1011420000.0,1011420000.0,507660000.0,1519080000.0,116755000.0,152578000.0,0.0
