company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,amortizationexpense,cashincometaxespaid,cashinterestpaid,depreciationexpense,divestitures,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments
Arista Networks Inc,ANET,,1596532,2012.0,FY,2012-01-01,2012-12-31,2015-05-14 19:03:04+00:00,,1040000.0,15114000.0,,1779000.0,,-1000.0,-4300000.0,3882000.0,0.0,3977000.0,-12352000.0,26306000.0,3977000.0,-12352000.0,26306000.0,17930000.0,21349000.0,21349000.0,6438000.0,95000.0,-9040000.0,0.0,-3312000.0,0.0,,0.0
Arista Networks Inc,ANET,,1596532,2013.0,FY,2013-01-01,2013-12-31,2016-02-25 17:08:19+00:00,,1118000.0,16806000.0,,5044000.0,,-34000.0,-24751000.0,0.0,0.0,9886000.0,-19491000.0,34648000.0,9886000.0,-19491000.0,34648000.0,25009000.0,42460000.0,42460000.0,10777000.0,9886000.0,-175000.0,0.0,-20316000.0,0.0,,1000000.0
Arista Networks Inc,ANET,,1596532,2013.0,Q4,2013-10-01,2013-12-31,,,286000.0,3306000.0,,2539000.0,,-26000.0,-25984000.0,-5914000.0,,3632000.0,-3995000.0,-5967000.0,3632000.0,-3995000.0,-5967000.0,-6356000.0,13742000.0,13742000.0,3450000.0,9546000.0,-175000.0,,-4820000.0,,,1000000.0
Arista Networks Inc,ANET,,1596532,2013.0,Q3,2013-07-01,2013-09-30,,,279000.0,7604000.0,,1021000.0,,46000.0,16043000.0,632000.0,,759000.0,-3284000.0,31867000.0,759000.0,-3284000.0,31867000.0,29388000.0,11856000.0,11856000.0,2668000.0,127000.0,,,-3284000.0,,,
Arista Networks Inc,ANET,,1596532,2013.0,Q3YTD,2013-01-01,2013-09-30,2014-11-06 19:16:18+00:00,,832000.0,13500000.0,0.0,2505000.0,,-8000.0,1233000.0,5914000.0,0.0,6254000.0,-15496000.0,40615000.0,6254000.0,-15496000.0,40615000.0,31365000.0,28718000.0,28718000.0,7327000.0,340000.0,0.0,,-15496000.0,0.0,,
Arista Networks Inc,ANET,,1596532,2013.0,Q2YTD,2013-01-01,2013-06-30,2014-08-07 20:40:07+00:00,,553000.0,5896000.0,0.0,1484000.0,,-54000.0,-14810000.0,5282000.0,0.0,5495000.0,-12212000.0,8748000.0,5495000.0,-12212000.0,8748000.0,1977000.0,16862000.0,16862000.0,4659000.0,213000.0,0.0,,-12212000.0,0.0,,
Arista Networks Inc,ANET,,1596532,2014.0,FY,2014-01-01,2014-12-31,2017-02-17 17:17:51+00:00,,875000.0,44770000.0,,10021000.0,,-124000.0,27266000.0,0.0,239315000.0,243978000.0,-249362000.0,131875000.0,243978000.0,-249362000.0,131875000.0,126367000.0,86850000.0,86850000.0,6863000.0,25456000.0,-34209000.0,-210019000.0,-13134000.0,-20793000.0,,8000000.0
Arista Networks Inc,ANET,,1596532,2014.0,Q4,2014-10-01,2014-12-31,,4451000.0,348000.0,17174000.0,-2048000.0,2655000.0,,-44000.0,8939000.0,,-328000.0,21470000.0,-223162000.0,33171000.0,21470000.0,-223162000.0,33171000.0,-168565000.0,31037000.0,31037000.0,-9808000.0,22037000.0,-38249000.0,-195019000.0,-2345000.0,-239000.0,,8000000.0
Arista Networks Inc,ANET,,1596532,2014.0,Q3TTM,2013-10-01,2014-09-30,,-4451000.0,813000.0,30902000.0,2048000.0,9905000.0,,-106000.0,-7657000.0,-5914000.0,239643000.0,226140000.0,-30195000.0,92737000.0,226140000.0,-30195000.0,92737000.0,288576000.0,69555000.0,69555000.0,20121000.0,12965000.0,3865000.0,-15000000.0,-15609000.0,-20554000.0,,1000000.0
Arista Networks Inc,ANET,,1596532,2014.0,Q3,2014-07-01,2014-09-30,,-4451000.0,,9163000.0,-2874000.0,2653000.0,,-143000.0,2320000.0,,-2219000.0,-1556000.0,-21661000.0,34758000.0,-1556000.0,-21661000.0,34758000.0,11398000.0,21866000.0,21866000.0,7919000.0,882000.0,,-15000000.0,-2210000.0,-219000.0,,
