company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,depreciationexpense,dilutedeps,incometaxexpense,netincome,netincomecontinuing,netincometocommon,netincometononcontrollinginterest,operatingrevenue,otherincome,otheroperatingexpenses,sgaexpense,totalgrossprofit,totalinterestexpense,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Charter Communications Inc,CHTR,0J0XRGZE3PBRFEZ7MV65,1091667,2011.0,Q2TTM,2010-07-01,2011-06-30,,-3.53,-3.53,1551000000.0,-3.53,353000000.0,-397000000.0,-397000000.0,-397000000.0,,7114000000.0,-4000000.0,25000000.0,4480000000.0,7114000000.0,1098000000.0,6056000000.0,1058000000.0,-1102000000.0,-44000000.0,7114000000.0,109265876.0,109200000.0,109200000.0
Charter Communications Inc,CHTR,0J0XRGZE3PBRFEZ7MV65,1091667,2011.0,Q1,2011-01-01,2011-03-31,2012-05-08 08:09:35+00:00,-0.97,-0.97,383000000.0,-0.97,79000000.0,-110000000.0,-110000000.0,-110000000.0,,1770000000.0,0.0,,1118000000.0,1770000000.0,300000000.0,1501000000.0,269000000.0,-300000000.0,-31000000.0,1770000000.0,113224303.0,113400000.0,113400000.0
Charter Communications Inc,CHTR,0J0XRGZE3PBRFEZ7MV65,1091667,2011.0,Q1TTM,2010-04-01,2011-03-31,,-3.27,-3.27,1538000000.0,-3.27,355000000.0,-371000000.0,-371000000.0,-371000000.0,,7094000000.0,-1000000.0,25000000.0,4489000000.0,7094000000.0,1057000000.0,6052000000.0,1042000000.0,-1058000000.0,-16000000.0,7094000000.0,113224303.0,113400000.0,113400000.0
Charter Communications Inc,CHTR,0J0XRGZE3PBRFEZ7MV65,1091667,2012.0,Q4,2012-10-01,2012-12-31,,-3.05,-3.05,1713000000.0,-3.05,257000000.0,-304000000.0,-304000000.0,-304000000.0,,7504000000.0,,16000000.0,4860000000.0,7504000000.0,962000000.0,6589000000.0,915000000.0,-962000000.0,-47000000.0,7504000000.0,99657989.0,99700000.0,99700000.0
Charter Communications Inc,CHTR,0J0XRGZE3PBRFEZ7MV65,1091667,2012.0,FY,2012-01-01,2012-12-31,2015-02-23 19:13:45+00:00,-3.05,-3.05,1713000000.0,-3.05,257000000.0,-304000000.0,-304000000.0,-304000000.0,,7504000000.0,0.0,16000000.0,4860000000.0,7504000000.0,962000000.0,6589000000.0,915000000.0,-962000000.0,-47000000.0,7504000000.0,99657989.0,99700000.0,99700000.0
Charter Communications Inc,CHTR,0J0XRGZE3PBRFEZ7MV65,1091667,2012.0,Q3YTD,2012-01-01,2012-09-30,,-2.66,-2.66,1247000000.0,-2.66,208000000.0,-264000000.0,-264000000.0,-264000000.0,,5591000000.0,-1000000.0,2000000.0,3632000000.0,5591000000.0,765000000.0,4881000000.0,710000000.0,-766000000.0,-56000000.0,5591000000.0,99694672.0,100000000.0,100000000.0
Charter Communications Inc,CHTR,0J0XRGZE3PBRFEZ7MV65,1091667,2012.0,Q3TTM,2011-10-01,2012-09-30,,-3.31,-3.31,1658000000.0,-3.31,275000000.0,-331000000.0,-331000000.0,-331000000.0,,7425000000.0,-2000000.0,8000000.0,4784000000.0,7425000000.0,1029000000.0,6450000000.0,975000000.0,-1031000000.0,-56000000.0,7425000000.0,99694672.0,100000000.0,100000000.0
Charter Communications Inc,CHTR,0J0XRGZE3PBRFEZ7MV65,1091667,2012.0,Q2YTD,2012-01-01,2012-06-30,,-1.79,-1.79,823000000.0,-1.79,139000000.0,-177000000.0,-177000000.0,-177000000.0,,3711000000.0,-1000000.0,-1000000.0,2390000000.0,3711000000.0,536000000.0,3212000000.0,499000000.0,-537000000.0,-38000000.0,3711000000.0,99496755.0,98800000.0,98800000.0
Charter Communications Inc,CHTR,0J0XRGZE3PBRFEZ7MV65,1091667,2012.0,Q2TTM,2011-07-01,2012-06-30,,-3.23,-3.23,1639000000.0,-3.23,278000000.0,-329000000.0,-329000000.0,-329000000.0,,7354000000.0,-4000000.0,6000000.0,4708000000.0,7354000000.0,1048000000.0,6353000000.0,1001000000.0,-1052000000.0,-51000000.0,7354000000.0,99496755.0,98800000.0,98800000.0
Charter Communications Inc,CHTR,0J0XRGZE3PBRFEZ7MV65,1091667,2012.0,Q1,2012-01-01,2012-03-31,2013-05-07 08:11:26+00:00,-0.95,-0.95,408000000.0,-0.95,71000000.0,-94000000.0,-94000000.0,-94000000.0,,1827000000.0,-1000000.0,3000000.0,1186000000.0,1827000000.0,252000000.0,1597000000.0,230000000.0,-253000000.0,-23000000.0,1827000000.0,99432960.0,98900000.0,98900000.0
Charter Communications Inc,CHTR,0J0XRGZE3PBRFEZ7MV65,1091667,2012.0,Q1TTM,2011-04-01,2012-03-31,,-3.37,-3.37,1617000000.0,-3.37,291000000.0,-353000000.0,-353000000.0,-353000000.0,,7261000000.0,-6000000.0,10000000.0,4632000000.0,7261000000.0,1058000000.0,6259000000.0,1002000000.0,-1064000000.0,-62000000.0,7261000000.0,99432960.0,98900000.0,98900000.0
Charter Communications Inc,CHTR,0J0XRGZE3PBRFEZ7MV65,1091667,2013.0,Q4,2013-10-01,2013-12-31,,0.41,0.41,500000000.0,0.41,-4000000.0,39000000.0,39000000.0,39000000.0,,2148000000.0,5000000.0,12000000.0,1395000000.0,2148000000.0,211000000.0,1907000000.0,241000000.0,-206000000.0,35000000.0,2148000000.0,101934630.0,102400000.0,102400000.0
Charter Communications Inc,CHTR,0J0XRGZE3PBRFEZ7MV65,1091667,2013.0,FY,2013-01-01,2013-12-31,2015-02-23 19:13:45+00:00,-1.65,-1.65,1854000000.0,-1.65,120000000.0,-169000000.0,-169000000.0,-169000000.0,,8155000000.0,11000000.0,47000000.0,5345000000.0,8155000000.0,969000000.0,7246000000.0,909000000.0,-958000000.0,-49000000.0,8155000000.0,101934630.0,102400000.0,102400000.0
Charter Communications Inc,CHTR,0J0XRGZE3PBRFEZ7MV65,1091667,2013.0,Q3YTD,2013-01-01,2013-09-30,,-2.06,-2.06,1354000000.0,-2.06,124000000.0,-208000000.0,-208000000.0,-208000000.0,,6007000000.0,6000000.0,35000000.0,3950000000.0,6007000000.0,758000000.0,5339000000.0,668000000.0,-752000000.0,-84000000.0,6007000000.0,102924443.0,102900000.0,102900000.0
Charter Communications Inc,CHTR,0J0XRGZE3PBRFEZ7MV65,1091667,2013.0,Q3TTM,2012-10-01,2013-09-30,,-2.45,-2.45,1820000000.0,-2.45,173000000.0,-248000000.0,-248000000.0,-248000000.0,,7920000000.0,7000000.0,49000000.0,5178000000.0,7920000000.0,955000000.0,7047000000.0,873000000.0,-948000000.0,-75000000.0,7920000000.0,102924443.0,102900000.0,102900000.0
Charter Communications Inc,CHTR,0J0XRGZE3PBRFEZ7MV65,1091667,2013.0,Q3,2013-07-01,2013-09-30,2014-10-31 09:59:40+00:00,-0.68,-0.68,493000000.0,-0.68,57000000.0,-70000000.0,-70000000.0,-70000000.0,,2118000000.0,-8000000.0,19000000.0,1397000000.0,2118000000.0,214000000.0,1909000000.0,209000000.0,-222000000.0,-13000000.0,2118000000.0,102924443.0,102900000.0,102900000.0
Charter Communications Inc,CHTR,0J0XRGZE3PBRFEZ7MV65,1091667,2013.0,Q2YTD,2013-01-01,2013-06-30,,-1.38,-1.38,861000000.0,-1.38,67000000.0,-138000000.0,-138000000.0,-138000000.0,,3889000000.0,14000000.0,16000000.0,2553000000.0,3889000000.0,544000000.0,3430000000.0,459000000.0,-530000000.0,-71000000.0,3889000000.0,100600678.0,100000000.0,100000000.0
Charter Communications Inc,CHTR,0J0XRGZE3PBRFEZ7MV65,1091667,2013.0,Q2TTM,2012-07-01,2013-06-30,,-2.64,-2.64,1751000000.0,-2.64,185000000.0,-265000000.0,-265000000.0,-265000000.0,,7682000000.0,15000000.0,33000000.0,5023000000.0,7682000000.0,970000000.0,6807000000.0,875000000.0,-955000000.0,-80000000.0,7682000000.0,100600678.0,100000000.0,100000000.0
Charter Communications Inc,CHTR,0J0XRGZE3PBRFEZ7MV65,1091667,2013.0,Q2,2013-04-01,2013-06-30,2014-07-31 08:06:50+00:00,-0.96,-0.96,436000000.0,-0.96,58000000.0,-96000000.0,-96000000.0,-96000000.0,,1972000000.0,18000000.0,5000000.0,1295000000.0,1972000000.0,292000000.0,1736000000.0,236000000.0,-274000000.0,-38000000.0,1972000000.0,100600678.0,100000000.0,100000000.0
Charter Communications Inc,CHTR,0J0XRGZE3PBRFEZ7MV65,1091667,2013.0,Q1TTM,2012-04-01,2013-03-31,,-2.52,-2.52,1730000000.0,-2.52,195000000.0,-252000000.0,-252000000.0,-252000000.0,,7594000000.0,-3000000.0,24000000.0,4932000000.0,7594000000.0,962000000.0,6686000000.0,908000000.0,-965000000.0,-57000000.0,7594000000.0,100327418.0,100000000.0,100000000.0
Charter Communications Inc,CHTR,0J0XRGZE3PBRFEZ7MV65,1091667,2013.0,Q1,2013-01-01,2013-03-31,2014-04-30 17:00:04+00:00,-0.42,-0.42,425000000.0,-0.42,9000000.0,-42000000.0,-42000000.0,-42000000.0,,1917000000.0,-4000000.0,11000000.0,1258000000.0,1917000000.0,252000000.0,1694000000.0,223000000.0,-256000000.0,-33000000.0,1917000000.0,100327418.0,100000000.0,100000000.0
Charter Communications Inc,CHTR,0J0XRGZE3PBRFEZ7MV65,1091667,2014.0,FY,2014-01-01,2014-12-31,2017-02-16 07:10:06+00:00,-1.88,-1.88,2102000000.0,-1.88,236000000.0,-183000000.0,-183000000.0,-183000000.0,0.0,9108000000.0,-7000000.0,62000000.0,5973000000.0,9108000000.0,911000000.0,8137000000.0,971000000.0,-918000000.0,53000000.0,9108000000.0,97300000.0,97991915.0,97991915.0
Charter Communications Inc,CHTR,0J0XRGZE3PBRFEZ7MV65,1091667,2014.0,Q4,2014-10-01,2014-12-31,,-0.62,-0.62,534000000.0,-0.62,48000000.0,-48000000.0,-48000000.0,-48000000.0,,2360000000.0,-4000000.0,20000000.0,1529000000.0,2360000000.0,273000000.0,2083000000.0,277000000.0,-277000000.0,,2360000000.0,97300000.0,97991915.0,97991915.0
Charter Communications Inc,CHTR,0J0XRGZE3PBRFEZ7MV65,1091667,2014.0,Q3,2014-07-01,2014-09-30,2015-10-29 08:05:46+00:00,-0.49,-0.49,535000000.0,-0.49,59000000.0,-53000000.0,-53000000.0,-53000000.0,,2287000000.0,5000000.0,16000000.0,1518000000.0,2287000000.0,217000000.0,2069000000.0,218000000.0,-212000000.0,6000000.0,2287000000.0,108792605.0,108200000.0,108200000.0
Charter Communications Inc,CHTR,0J0XRGZE3PBRFEZ7MV65,1091667,2014.0,Q3YTD,2014-01-01,2014-09-30,,-1.26,-1.26,1568000000.0,-1.26,188000000.0,-135000000.0,-135000000.0,-135000000.0,,6748000000.0,-3000000.0,42000000.0,4444000000.0,6748000000.0,638000000.0,6054000000.0,694000000.0,-641000000.0,53000000.0,6748000000.0,108792605.0,108200000.0,108200000.0
Charter Communications Inc,CHTR,0J0XRGZE3PBRFEZ7MV65,1091667,2014.0,Q3TTM,2013-10-01,2014-09-30,,-0.85,-0.85,2068000000.0,-0.85,184000000.0,-96000000.0,-96000000.0,-96000000.0,,8896000000.0,2000000.0,54000000.0,5839000000.0,8896000000.0,849000000.0,7961000000.0,935000000.0,-847000000.0,88000000.0,8896000000.0,108792605.0,108200000.0,108200000.0
Charter Communications Inc,CHTR,0J0XRGZE3PBRFEZ7MV65,1091667,2014.0,Q2YTD,2014-01-01,2014-06-30,,-0.77,-0.77,1033000000.0,-0.77,129000000.0,-82000000.0,-82000000.0,-82000000.0,,4461000000.0,-8000000.0,26000000.0,2926000000.0,4461000000.0,421000000.0,3985000000.0,476000000.0,-429000000.0,47000000.0,4461000000.0,107975937.0,107100000.0,107100000.0
Charter Communications Inc,CHTR,0J0XRGZE3PBRFEZ7MV65,1091667,2014.0,Q2TTM,2013-07-01,2014-06-30,,-1.04,-1.04,2026000000.0,-1.04,182000000.0,-113000000.0,-113000000.0,-113000000.0,,8727000000.0,-11000000.0,57000000.0,5718000000.0,8727000000.0,846000000.0,7801000000.0,926000000.0,-857000000.0,69000000.0,8727000000.0,107975937.0,107100000.0,107100000.0
Charter Communications Inc,CHTR,0J0XRGZE3PBRFEZ7MV65,1091667,2014.0,Q2,2014-04-01,2014-06-30,2015-08-04 08:07:39+00:00,-0.42,-0.42,528000000.0,-0.42,65000000.0,-45000000.0,-45000000.0,-45000000.0,,2259000000.0,-6000000.0,16000000.0,1479000000.0,2259000000.0,210000000.0,2023000000.0,236000000.0,-216000000.0,20000000.0,2259000000.0,107975937.0,107100000.0,107100000.0
Charter Communications Inc,CHTR,0J0XRGZE3PBRFEZ7MV65,1091667,2014.0,Q1,2014-01-01,2014-03-31,2015-05-01 08:07:56+00:00,-0.35,-0.35,505000000.0,-0.35,64000000.0,-37000000.0,-37000000.0,-37000000.0,,2202000000.0,-2000000.0,10000000.0,1447000000.0,2202000000.0,211000000.0,1962000000.0,240000000.0,-213000000.0,27000000.0,2202000000.0,106439198.0,105700000.0,105700000.0
Charter Communications Inc,CHTR,0J0XRGZE3PBRFEZ7MV65,1091667,2014.0,Q1TTM,2013-04-01,2014-03-31,,-1.58,-1.58,1934000000.0,-1.58,175000000.0,-164000000.0,-164000000.0,-164000000.0,,8440000000.0,13000000.0,46000000.0,5534000000.0,8440000000.0,928000000.0,7514000000.0,926000000.0,-915000000.0,11000000.0,8440000000.0,106439198.0,105700000.0,105700000.0
Charter Communications Inc,CHTR,0J0XRGZE3PBRFEZ7MV65,1091667,2015.0,FY,2015-01-01,2015-12-31,2018-02-02 08:07:24+00:00,-2.68,-2.68,2125000000.0,-2.68,-60000000.0,-271000000.0,-271000000.0,-271000000.0,0.0,9754000000.0,-11000000.0,89000000.0,6426000000.0,9754000000.0,1434000000.0,8640000000.0,1114000000.0,-1445000000.0,-331000000.0,9754000000.0,101100000.0,101152647.0,101152647.0
Charter Communications Inc,CHTR,0J0XRGZE3PBRFEZ7MV65,1091667,2015.0,Q4,2015-10-01,2015-12-31,,-1.28,-1.28,545000000.0,-1.27,12000000.0,-122000000.0,-122000000.0,-122000000.0,,2512000000.0,2000000.0,20000000.0,1624000000.0,2512000000.0,435000000.0,2189000000.0,323000000.0,-433000000.0,-110000000.0,2512000000.0,101100000.0,101152647.0,101152647.0
Charter Communications Inc,CHTR,0J0XRGZE3PBRFEZ7MV65,1091667,2015.0,Q3,2015-07-01,2015-09-30,2016-11-03 08:06:21+00:00,0.54,0.54,538000000.0,0.53,-142000000.0,54000000.0,54000000.0,54000000.0,0.0,2450000000.0,-8000000.0,19000000.0,1620000000.0,2450000000.0,353000000.0,2177000000.0,273000000.0,-361000000.0,-88000000.0,2450000000.0,100000000.0,101205400.0,102481924.0
Charter Communications Inc,CHTR,0J0XRGZE3PBRFEZ7MV65,1091667,2015.0,Q3YTD,2015-01-01,2015-09-30,,-1.4,-1.4,1580000000.0,-1.41,-72000000.0,-149000000.0,-149000000.0,-149000000.0,,7242000000.0,-13000000.0,69000000.0,4802000000.0,7242000000.0,999000000.0,6451000000.0,791000000.0,-1012000000.0,-221000000.0,7242000000.0,100000000.0,101205400.0,102481924.0
Charter Communications Inc,CHTR,0J0XRGZE3PBRFEZ7MV65,1091667,2015.0,Q3TTM,2014-10-01,2015-09-30,,-2.02,-2.02,2114000000.0,-2.03,-24000000.0,-197000000.0,-197000000.0,-197000000.0,,9602000000.0,-17000000.0,89000000.0,6331000000.0,9602000000.0,1272000000.0,8534000000.0,1068000000.0,-1289000000.0,-221000000.0,9602000000.0,100000000.0,101205400.0,102481924.0
Charter Communications Inc,CHTR,0J0XRGZE3PBRFEZ7MV65,1091667,2015.0,Q2,2015-04-01,2015-06-30,2016-08-09 07:09:59+00:00,-1.21,-1.21,528000000.0,-1.21,35000000.0,-122000000.0,-122000000.0,-122000000.0,0.0,2430000000.0,1000000.0,32000000.0,1601000000.0,2430000000.0,357000000.0,2161000000.0,269000000.0,-356000000.0,-87000000.0,2430000000.0,100800000.0,101074644.0,101074644.0
Charter Communications Inc,CHTR,0J0XRGZE3PBRFEZ7MV65,1091667,2015.0,Q2YTD,2015-01-01,2015-06-30,,-1.94,-1.94,1042000000.0,-1.94,70000000.0,-203000000.0,-203000000.0,-203000000.0,,4792000000.0,-5000000.0,50000000.0,3182000000.0,4792000000.0,646000000.0,4274000000.0,518000000.0,-651000000.0,-133000000.0,4792000000.0,100800000.0,101074644.0,101074644.0
Charter Communications Inc,CHTR,0J0XRGZE3PBRFEZ7MV65,1091667,2015.0,Q2TTM,2014-07-01,2015-06-30,,-3.05,-3.05,2111000000.0,-3.05,177000000.0,-304000000.0,-304000000.0,-304000000.0,,9439000000.0,-4000000.0,86000000.0,6229000000.0,9439000000.0,1136000000.0,8426000000.0,1013000000.0,-1140000000.0,-127000000.0,9439000000.0,100800000.0,101074644.0,101074644.0
Charter Communications Inc,CHTR,0J0XRGZE3PBRFEZ7MV65,1091667,2015.0,Q1,2015-01-01,2015-03-31,2016-04-28 08:06:17+00:00,-0.73,-0.73,514000000.0,-0.73,35000000.0,-81000000.0,-81000000.0,-81000000.0,,2362000000.0,-6000000.0,18000000.0,1581000000.0,2362000000.0,289000000.0,2113000000.0,249000000.0,-295000000.0,-46000000.0,2362000000.0,111655617.0,111000000.0,111000000.0
Charter Communications Inc,CHTR,0J0XRGZE3PBRFEZ7MV65,1091667,2015.0,Q1TTM,2014-04-01,2015-03-31,,-2.26,-2.26,2111000000.0,-2.26,207000000.0,-227000000.0,-227000000.0,-227000000.0,,9268000000.0,-11000000.0,70000000.0,6107000000.0,9268000000.0,989000000.0,8288000000.0,980000000.0,-1000000000.0,-20000000.0,9268000000.0,111655617.0,111000000.0,111000000.0
Charter Communications Inc,CHTR,0J0XRGZE3PBRFEZ7MV65,1091667,2016.0,FY,2016-01-01,2016-12-31,2019-01-31 07:13:55+00:00,17.05,17.05,6907000000.0,15.94,-2925000000.0,3745000000.0,3745000000.0,3522000000.0,223000000.0,29003000000.0,974000000.0,985000000.0,18655000000.0,29003000000.0,2610000000.0,26547000000.0,2456000000.0,-1636000000.0,820000000.0,29003000000.0,206600000.0,206539100.0,234791439.0
Charter Communications Inc,CHTR,0J0XRGZE3PBRFEZ7MV65,1091667,2016.0,Q4,2016-10-01,2016-12-31,,1.48,1.48,2495000000.0,1.94,210000000.0,569000000.0,569000000.0,454000000.0,115000000.0,10275000000.0,435000000.0,209000000.0,6498000000.0,10275000000.0,729000000.0,9202000000.0,1073000000.0,-294000000.0,779000000.0,10275000000.0,206600000.0,206539100.0,234791439.0
Charter Communications Inc,CHTR,0J0XRGZE3PBRFEZ7MV65,1091667,2016.0,Q3,2016-07-01,2016-09-30,2017-10-26 07:35:45+00:00,0.7,0.7,2437000000.0,0.69,16000000.0,250000000.0,250000000.0,189000000.0,61000000.0,10037000000.0,79000000.0,207000000.0,6482000000.0,10037000000.0,724000000.0,9126000000.0,911000000.0,-645000000.0,266000000.0,10037000000.0,270000000.0,271263259.0,275373202.0
Charter Communications Inc,CHTR,0J0XRGZE3PBRFEZ7MV65,1091667,2016.0,Q3YTD,2016-01-01,2016-09-30,,15.57,15.57,4412000000.0,14.0,-3135000000.0,3176000000.0,3176000000.0,3068000000.0,108000000.0,18728000000.0,539000000.0,776000000.0,12157000000.0,18728000000.0,1881000000.0,17345000000.0,1383000000.0,-1342000000.0,41000000.0,18728000000.0,270000000.0,271263259.0,275373202.0
Charter Communications Inc,CHTR,0J0XRGZE3PBRFEZ7MV65,1091667,2016.0,Q3TTM,2015-10-01,2016-09-30,,14.29,14.29,4957000000.0,12.73,-3123000000.0,3054000000.0,3054000000.0,2946000000.0,108000000.0,21240000000.0,541000000.0,796000000.0,13781000000.0,21240000000.0,2316000000.0,19534000000.0,1706000000.0,-1775000000.0,-69000000.0,21240000000.0,270000000.0,271263259.0,275373202.0
Charter Communications Inc,CHTR,0J0XRGZE3PBRFEZ7MV65,1091667,2016.0,Q2,2016-04-01,2016-06-30,2017-07-27 08:35:09+00:00,16.73,16.73,1436000000.0,15.17,-3179000000.0,3114000000.0,3114000000.0,3067000000.0,47000000.0,6161000000.0,468000000.0,551000000.0,4004000000.0,6161000000.0,703000000.0,5991000000.0,170000000.0,-235000000.0,-65000000.0,6161000000.0,183300000.0,183362776.0,205214266.0
Charter Communications Inc,CHTR,0J0XRGZE3PBRFEZ7MV65,1091667,2016.0,Q2YTD,2016-01-01,2016-06-30,,14.87,14.87,1975000000.0,13.31,-3151000000.0,2926000000.0,2926000000.0,2879000000.0,47000000.0,8691000000.0,460000000.0,569000000.0,5675000000.0,8691000000.0,1157000000.0,8219000000.0,472000000.0,-697000000.0,-225000000.0,8691000000.0,183300000.0,183362776.0,205214266.0
Charter Communications Inc,CHTR,0J0XRGZE3PBRFEZ7MV65,1091667,2016.0,Q2TTM,2015-07-01,2016-06-30,,14.13,14.13,3058000000.0,12.57,-3281000000.0,2858000000.0,2858000000.0,2811000000.0,47000000.0,13653000000.0,454000000.0,608000000.0,8919000000.0,13653000000.0,1945000000.0,12585000000.0,1068000000.0,-1491000000.0,-423000000.0,13653000000.0,183300000.0,183362776.0,205214266.0
Charter Communications Inc,CHTR,0J0XRGZE3PBRFEZ7MV65,1091667,2016.0,Q1,2016-01-01,2016-03-31,2017-05-02 07:06:02+00:00,-1.86,-1.86,539000000.0,-1.86,28000000.0,-188000000.0,-188000000.0,-188000000.0,0.0,2530000000.0,-8000000.0,18000000.0,1671000000.0,2530000000.0,454000000.0,2228000000.0,302000000.0,-462000000.0,-160000000.0,2530000000.0,101100000.0,101552093.0,101552093.0
Charter Communications Inc,CHTR,0J0XRGZE3PBRFEZ7MV65,1091667,2016.0,Q1TTM,2015-04-01,2016-03-31,,-3.81,-3.81,2150000000.0,-3.81,-67000000.0,-378000000.0,-378000000.0,-378000000.0,,9922000000.0,-13000000.0,89000000.0,6516000000.0,9922000000.0,1599000000.0,8755000000.0,1167000000.0,-1612000000.0,-445000000.0,9922000000.0,101100000.0,101552093.0,101552093.0
Charter Communications Inc,CHTR,0J0XRGZE3PBRFEZ7MV65,1091667,2017.0,FY,2017-01-01,2017-12-31,2020-01-31 07:08:17+00:00,38.55,38.55,10588000000.0,34.09,-9087000000.0,10115000000.0,10115000000.0,9895000000.0,220000000.0,41581000000.0,52000000.0,346000000.0,26541000000.0,41581000000.0,3130000000.0,37475000000.0,4106000000.0,-3078000000.0,1028000000.0,41581000000.0,256700000.0,256720715.0,296703956.0
Charter Communications Inc,CHTR,0J0XRGZE3PBRFEZ7MV65,1091667,2017.0,Q4,2017-10-01,2017-12-31,,37.25,37.25,2742000000.0,32.81,-9186000000.0,9617000000.0,9617000000.0,9553000000.0,64000000.0,10602000000.0,72000000.0,-28000000.0,6684000000.0,10602000000.0,845000000.0,9398000000.0,1204000000.0,-773000000.0,431000000.0,10602000000.0,256700000.0,256720715.0,296703956.0
