company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,aoci,cashandequivalents,commonequity,goodwill,intangibleassets,longtermdebt,netppe,noncontrollinginterests,noncurrentdeferredtaxliabilities,othercurrentliabilities,othernoncurrentassets,othernoncurrentliabilities,othernoncurrentnonoperatingassets,prepaidexpenses,restrictedcash,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity,treasurystock
Charter Communications Inc,CHTR,0J0XRGZE3PBRFEZ7MV65,1091667,2010.0,FY,,2010-12-31,2012-02-27 08:14:46+00:00,1049000000.0,247000000.0,-57000000.0,4000000.0,1776000000.0,951000000.0,7257000000.0,12306000000.0,6819000000.0,,568000000.0,,354000000.0,336000000.0,,77000000.0,28000000.0,-235000000.0,,15737000000.0,1478000000.0,356000000.0,1049000000.0,1478000000.0,1478000000.0,14259000000.0,15737000000.0,8562000000.0,13210000000.0,0.0,-6000000.0
Charter Communications Inc,CHTR,0J0XRGZE3PBRFEZ7MV65,1091667,2010.0,Q2,,2010-06-30,2011-08-02 08:57:18+00:00,1087000000.0,243000000.0,-66000000.0,166000000.0,1795000000.0,951000000.0,7103000000.0,12620000000.0,6879000000.0,,,,386000000.0,1038000000.0,,53000000.0,28000000.0,-452000000.0,,15809000000.0,1064000000.0,490000000.0,1087000000.0,1064000000.0,1064000000.0,14745000000.0,15809000000.0,8440000000.0,13658000000.0,0.0,-213000000.0
Charter Communications Inc,CHTR,0J0XRGZE3PBRFEZ7MV65,1091667,2011.0,FY,,2011-12-31,2013-02-22 08:08:15+00:00,1157000000.0,268000000.0,-65000000.0,2000000.0,1556000000.0,954000000.0,6992000000.0,12856000000.0,6897000000.0,,847000000.0,,401000000.0,332000000.0,,60000000.0,27000000.0,-1082000000.0,,15601000000.0,409000000.0,357000000.0,1157000000.0,409000000.0,409000000.0,15192000000.0,15601000000.0,8347000000.0,14035000000.0,0.0,
Charter Communications Inc,CHTR,0J0XRGZE3PBRFEZ7MV65,1091667,2011.0,Q2,,2011-06-30,2011-08-02 16:13:29+00:00,1087000000.0,243000000.0,-66000000.0,166000000.0,1795000000.0,951000000.0,7103000000.0,12620000000.0,6879000000.0,,,,386000000.0,1038000000.0,,53000000.0,28000000.0,-452000000.0,,15809000000.0,1064000000.0,490000000.0,1087000000.0,1064000000.0,1064000000.0,14745000000.0,15809000000.0,8440000000.0,13658000000.0,0.0,-213000000.0
Charter Communications Inc,CHTR,0J0XRGZE3PBRFEZ7MV65,1091667,2011.0,Q1,,2011-03-31,2011-05-03 08:09:01+00:00,1028000000.0,223000000.0,-46000000.0,26000000.0,1786000000.0,951000000.0,7180000000.0,12554000000.0,6870000000.0,,,,371000000.0,941000000.0,,56000000.0,28000000.0,-345000000.0,,15705000000.0,1182000000.0,333000000.0,1028000000.0,1182000000.0,1182000000.0,14523000000.0,15705000000.0,8502000000.0,13495000000.0,0.0,-213000000.0
Charter Communications Inc,CHTR,0J0XRGZE3PBRFEZ7MV65,1091667,2012.0,FY,,2012-12-31,2014-02-21 08:04:50+00:00,1224000000.0,234000000.0,-75000000.0,7000000.0,1616000000.0,953000000.0,6711000000.0,12808000000.0,7206000000.0,,1321000000.0,,396000000.0,94000000.0,,62000000.0,27000000.0,-1392000000.0,,15596000000.0,149000000.0,330000000.0,1224000000.0,149000000.0,149000000.0,15447000000.0,15596000000.0,8060000000.0,14223000000.0,0.0,
Charter Communications Inc,CHTR,0J0XRGZE3PBRFEZ7MV65,1091667,2012.0,Q1,,2012-03-31,2012-05-08 08:09:35+00:00,1140000000.0,231000000.0,-64000000.0,4000000.0,1568000000.0,954000000.0,6925000000.0,12802000000.0,6906000000.0,,917000000.0,,396000000.0,334000000.0,,76000000.0,27000000.0,-1178000000.0,,15519000000.0,326000000.0,338000000.0,1140000000.0,326000000.0,326000000.0,15193000000.0,15519000000.0,8275000000.0,14053000000.0,0.0,0.0
Charter Communications Inc,CHTR,0J0XRGZE3PBRFEZ7MV65,1091667,2013.0,FY,,2013-12-31,2015-02-23 19:13:45+00:00,1467000000.0,234000000.0,-41000000.0,21000000.0,1760000000.0,1177000000.0,7398000000.0,14181000000.0,7981000000.0,,1431000000.0,,417000000.0,65000000.0,0.0,67000000.0,,-1568000000.0,,17295000000.0,151000000.0,322000000.0,1467000000.0,151000000.0,151000000.0,17144000000.0,17295000000.0,8992000000.0,15677000000.0,0.0,
Charter Communications Inc,CHTR,0J0XRGZE3PBRFEZ7MV65,1091667,2013.0,Q3,,2013-09-30,2013-11-05 08:07:29+00:00,1382000000.0,235000000.0,-48000000.0,41000000.0,1720000000.0,1159000000.0,7474000000.0,14306000000.0,7838000000.0,,1432000000.0,,422000000.0,69000000.0,,81000000.0,0.0,-1600000000.0,,17250000000.0,61000000.0,357000000.0,1382000000.0,61000000.0,61000000.0,17189000000.0,17250000000.0,9055000000.0,15807000000.0,0.0,-11000000.0
Charter Communications Inc,CHTR,0J0XRGZE3PBRFEZ7MV65,1091667,2013.0,Q2,,2013-06-30,2013-08-06 08:07:55+00:00,1280000000.0,223000000.0,-56000000.0,44000000.0,1657000000.0,953000000.0,6581000000.0,12812000000.0,7313000000.0,,1374000000.0,,409000000.0,62000000.0,,66000000.0,0.0,-1530000000.0,,15589000000.0,61000000.0,333000000.0,1280000000.0,61000000.0,61000000.0,15528000000.0,15589000000.0,7943000000.0,14248000000.0,0.0,-10000000.0
