company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,aoci,cashandequivalents,commonequity,goodwill,grossppe,intangibleassets,longtermdebt,netinventory,netppe,noncurrentdeferredtaxassets,othercurrentassets,othercurrentliabilities,othernoncurrentassets,othernoncurrentliabilities,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,treasurystock
Foot Locker Inc,FL,549300X383CBNP6MTV94,850209,2009.0,FY,,2010-01-30,2011-03-28 16:34:07+00:00,215000000.0,,582000000.0,1948000000.0,145000000.0,,99000000.0,138000000.0,1037000000.0,387000000.0,362000000.0,146000000.0,218000000.0,51000000.0,297000000.0,,,7000000.0,2816000000.0,1948000000.0,1772000000.0,433000000.0,1948000000.0,1948000000.0,868000000.0,2816000000.0,657000000.0,435000000.0,
Foot Locker Inc,FL,549300X383CBNP6MTV94,850209,2009.0,Q3,,2009-10-31,2010-12-08 17:11:24+00:00,276000000.0,-157000000.0,425000000.0,706000000.0,146000000.0,,,138000000.0,1228000000.0,400000000.0,376000000.0,216000000.0,202000000.0,159000000.0,365000000.0,1536000000.0,,13000000.0,2963000000.0,1982000000.0,1882000000.0,478000000.0,1982000000.0,1982000000.0,981000000.0,2963000000.0,681000000.0,503000000.0,-103000000.0
Foot Locker Inc,FL,549300X383CBNP6MTV94,850209,2009.0,Q2,,2009-08-01,2010-09-08 17:29:31+00:00,322000000.0,-187000000.0,402000000.0,702000000.0,145000000.0,,,138000000.0,1284000000.0,433000000.0,366000000.0,211000000.0,191000000.0,161000000.0,387000000.0,1565000000.0,,13000000.0,3015000000.0,1977000000.0,1910000000.0,513000000.0,1977000000.0,1977000000.0,1038000000.0,3015000000.0,672000000.0,525000000.0,-103000000.0
Foot Locker Inc,FL,549300X383CBNP6MTV94,850209,2010.0,FY,,2011-01-29,2012-03-26 16:52:52+00:00,223000000.0,,696000000.0,2025000000.0,145000000.0,,72000000.0,137000000.0,1059000000.0,386000000.0,296000000.0,179000000.0,266000000.0,63000000.0,245000000.0,,,,2896000000.0,2025000000.0,1934000000.0,489000000.0,2025000000.0,2025000000.0,871000000.0,2896000000.0,576000000.0,382000000.0,
Foot Locker Inc,FL,549300X383CBNP6MTV94,850209,2010.0,Q3,,2010-10-30,2011-12-07 16:41:28+00:00,286000000.0,-187000000.0,534000000.0,726000000.0,145000000.0,,,137000000.0,1202000000.0,387000000.0,324000000.0,162000000.0,263000000.0,151000000.0,248000000.0,1577000000.0,,7000000.0,2912000000.0,1978000000.0,1905000000.0,549000000.0,1978000000.0,1978000000.0,934000000.0,2912000000.0,620000000.0,385000000.0,-138000000.0
Foot Locker Inc,FL,549300X383CBNP6MTV94,850209,2010.0,Q2,,2010-07-31,2011-09-07 16:49:30+00:00,345000000.0,-228000000.0,512000000.0,718000000.0,144000000.0,,,137000000.0,1219000000.0,376000000.0,351000000.0,161000000.0,236000000.0,143000000.0,279000000.0,1548000000.0,,7000000.0,2913000000.0,1916000000.0,1899000000.0,581000000.0,1916000000.0,1916000000.0,997000000.0,2913000000.0,638000000.0,416000000.0,-122000000.0
Foot Locker Inc,FL,549300X383CBNP6MTV94,850209,2010.0,Q1,,2010-05-01,2011-06-08 16:33:01+00:00,359000000.0,-216000000.0,609000000.0,716000000.0,144000000.0,,,137000000.0,1146000000.0,378000000.0,358000000.0,169000000.0,213000000.0,149000000.0,301000000.0,1565000000.0,,7000000.0,2960000000.0,1950000000.0,1931000000.0,572000000.0,1950000000.0,1950000000.0,1010000000.0,2960000000.0,651000000.0,438000000.0,-115000000.0
Foot Locker Inc,FL,549300X383CBNP6MTV94,850209,2011.0,FY,,2012-01-28,2013-04-01 16:54:03+00:00,240000000.0,,851000000.0,2110000000.0,144000000.0,,54000000.0,135000000.0,1069000000.0,427000000.0,284000000.0,159000000.0,308000000.0,62000000.0,257000000.0,,,,3050000000.0,2110000000.0,2079000000.0,548000000.0,2110000000.0,2110000000.0,940000000.0,3050000000.0,544000000.0,392000000.0,
Foot Locker Inc,FL,549300X383CBNP6MTV94,850209,2011.0,Q3,,2011-10-29,2012-12-05 16:33:50+00:00,284000000.0,-154000000.0,698000000.0,761000000.0,145000000.0,,,136000000.0,1204000000.0,421000000.0,295000000.0,157000000.0,284000000.0,125000000.0,248000000.0,1732000000.0,,,3045000000.0,2093000000.0,2059000000.0,568000000.0,2093000000.0,2093000000.0,952000000.0,3045000000.0,565000000.0,384000000.0,-246000000.0
Foot Locker Inc,FL,549300X383CBNP6MTV94,850209,2011.0,Q2,,2011-07-30,2012-09-05 16:52:23+00:00,365000000.0,-125000000.0,681000000.0,756000000.0,146000000.0,,,136000000.0,1269000000.0,408000000.0,298000000.0,189000000.0,255000000.0,128000000.0,248000000.0,1691000000.0,,,3119000000.0,2115000000.0,2139000000.0,620000000.0,2115000000.0,2115000000.0,1004000000.0,3119000000.0,572000000.0,384000000.0,-207000000.0
