company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,goodwill,intangibleassets,longtermdebt,netpremisesandequipment,noncontrollinginterests,otherassets,otherequity,otherlongtermliabilities,othershorttermpayables,redeemablenoncontrollinginterest,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,tradingaccountsecurities,treasurystock
Federated Investors Inc,FII,R05X5UQ874RGFF7HHD84,1056288,2009.0,FY,,2009-12-31,2011-02-22 16:49:47+00:00,1514000.0,90452000.0,,216820000.0,581673000.0,43523000.0,118556000.0,40027000.0,608000.0,156758000.0,,54151000.0,175998000.0,13913000.0,1105073000.0,21000000.0,912433000.0,528018000.0,528207000.0,528815000.0,369705000.0,912433000.0,,-795389000.0
Federated Investors Inc,FII,R05X5UQ874RGFF7HHD84,1056288,2010.0,FY,,2010-12-31,2012-02-24 13:46:01+00:00,-3695000.0,198756000.0,0.0,237532000.0,635313000.0,21012000.0,361250000.0,38516000.0,373000.0,125022000.0,,84187000.0,171852000.0,1543000.0,1036571000.0,42500000.0,1153504000.0,491799000.0,491799000.0,492172000.0,659789000.0,1153504000.0,134885000.0,-778609000.0
Federated Investors Inc,FII,R05X5UQ874RGFF7HHD84,1056288,2010.0,Q3,,2010-09-30,2010-11-01 11:54:57+00:00,-9846000.0,222684000.0,,232874000.0,609753000.0,91501000.0,378514000.0,38315000.0,492000.0,156889000.0,,73013000.0,151752000.0,19611000.0,1025967000.0,42500000.0,1119142000.0,453260000.0,453260000.0,453752000.0,645779000.0,1119142000.0,,-795735000.0
Federated Investors Inc,FII,R05X5UQ874RGFF7HHD84,1056288,2010.0,Q2,,2010-06-30,2010-07-28 11:43:44+00:00,-9669000.0,205942000.0,,228528000.0,588874000.0,68197000.0,391366000.0,38811000.0,389000.0,164808000.0,,47539000.0,136130000.0,15273000.0,1007606000.0,42500000.0,1066632000.0,433435000.0,433435000.0,433824000.0,617535000.0,1066632000.0,,-793030000.0
Federated Investors Inc,FII,R05X5UQ874RGFF7HHD84,1056288,2011.0,FY,,2011-12-31,2013-02-22 17:23:53+00:00,-8612000.0,49273000.0,0.0,253139000.0,642329000.0,13997000.0,318750000.0,38228000.0,718000.0,133985000.0,,110437000.0,135986000.0,506000.0,1069913000.0,42500000.0,1150856000.0,541959000.0,541959000.0,542677000.0,607673000.0,1150856000.0,273044000.0,-772481000.0
Federated Investors Inc,FII,R05X5UQ874RGFF7HHD84,1056288,2011.0,Q3,,2011-09-30,2011-10-31 16:45:26+00:00,-12460000.0,132796000.0,0.0,248576000.0,636182000.0,15240000.0,329375000.0,39139000.0,1253000.0,321824000.0,,98956000.0,143727000.0,519000.0,1064552000.0,42500000.0,1145181000.0,528851000.0,528851000.0,530104000.0,614558000.0,1145181000.0,,-771817000.0
Federated Investors Inc,FII,R05X5UQ874RGFF7HHD84,1056288,2011.0,Q2,,2011-06-30,2011-08-03 15:54:03+00:00,-3865000.0,155248000.0,0.0,244039000.0,635944000.0,16503000.0,341441000.0,39800000.0,1088000.0,272678000.0,,93530000.0,112705000.0,530000.0,1051234000.0,42500000.0,1120173000.0,528379000.0,528379000.0,529467000.0,590176000.0,1120173000.0,,-763029000.0
Federated Investors Inc,FII,R05X5UQ874RGFF7HHD84,1056288,2011.0,Q1,,2011-03-31,2011-05-02 16:31:54+00:00,-1528000.0,176825000.0,,243073000.0,635640000.0,18131000.0,353044000.0,38420000.0,652000.0,257925000.0,,83638000.0,123954000.0,4208000.0,1033513000.0,42500000.0,1126941000.0,518945000.0,518945000.0,519597000.0,603136000.0,1126941000.0,,-756113000.0
Federated Investors Inc,FII,R05X5UQ874RGFF7HHD84,1056288,2012.0,FY,,2012-12-31,2014-02-21 16:06:54+00:00,-2937000.0,67585000.0,0.0,273886000.0,648820000.0,10582000.0,276250000.0,38912000.0,1244000.0,184192000.0,,128733000.0,138634000.0,7268000.0,984505000.0,42500000.0,1090061000.0,495432000.0,495432000.0,496676000.0,586117000.0,1090061000.0,139970000.0,-760022000.0
Federated Investors Inc,FII,R05X5UQ874RGFF7HHD84,1056288,2012.0,Q3,,2012-09-30,2012-10-26 16:52:01+00:00,-3695000.0,183484000.0,0.0,267751000.0,645459000.0,11354000.0,286875000.0,39077000.0,1112000.0,141319000.0,,128362000.0,123770000.0,2553000.0,1125886000.0,42500000.0,1204986000.0,619814000.0,619814000.0,620926000.0,581507000.0,1204986000.0,184293000.0,-770128000.0
