company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,amortizationexpense,cashincometaxespaid,cashinterestpaid,depreciationexpense,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments,saleofplantpropertyandequipment
Federated Investors Inc,FII,R05X5UQ874RGFF7HHD84,1056288,2008.0,FY,2008-01-01,2008-12-31,2011-02-22 16:49:47+00:00,31376000.0,-117448000.0,-1232000.0,24509000.0,,18824000.0,19592000.0,262400000.0,-257517000.0,-128350000.0,310955000.0,-257517000.0,-128350000.0,310955000.0,-74912000.0,231433000.0,231433000.0,4813000.0,877000.0,-375651000.0,-133879000.0,-10307000.0,-122589000.0,-42146000.0,11036000.0,4800000.0
Federated Investors Inc,FII,R05X5UQ874RGFF7HHD84,1056288,2009.0,Q4,2009-10-01,2009-12-31,,3526000.0,-126837000.0,-4351000.0,5804000.0,,-3159000.0,1712000.0,-861000.0,-28164000.0,-16242000.0,73857000.0,-28164000.0,-16242000.0,73857000.0,29451000.0,54702000.0,54702000.0,12984000.0,3966000.0,-24587000.0,-358000.0,-16246000.0,-7098000.0,-1296000.0,362000.0,
Federated Investors Inc,FII,R05X5UQ874RGFF7HHD84,1056288,2009.0,FY,2009-01-01,2009-12-31,2012-02-24 13:46:01+00:00,18462000.0,-126837000.0,-4351000.0,23751000.0,,-223000.0,6409000.0,54800000.0,-178008000.0,-51567000.0,274589000.0,-178008000.0,-51567000.0,274589000.0,45014000.0,208540000.0,208540000.0,24059000.0,4453000.0,-98499000.0,-25720000.0,-26210000.0,-125069000.0,-20102000.0,363000.0,0.0
Federated Investors Inc,FII,R05X5UQ874RGFF7HHD84,1056288,2009.0,Q3,2009-07-01,2009-09-30,,5104000.0,,,5730000.0,,25358000.0,459000.0,299000.0,-64746000.0,-5453000.0,88076000.0,-64746000.0,-5453000.0,88076000.0,17877000.0,60286000.0,60286000.0,-8402000.0,2178000.0,-24679000.0,-3158000.0,-2296000.0,-30539000.0,-12464000.0,1000.0,
Federated Investors Inc,FII,R05X5UQ874RGFF7HHD84,1056288,2009.0,Q3YTD,2009-01-01,2009-09-30,2010-11-01 11:54:57+00:00,14936000.0,,,17947000.0,,2936000.0,4697000.0,55661000.0,-149844000.0,-35325000.0,200732000.0,-149844000.0,-35325000.0,200732000.0,15563000.0,153838000.0,153838000.0,11075000.0,487000.0,-73912000.0,-25362000.0,-9964000.0,-117971000.0,-18806000.0,1000.0,0.0
Federated Investors Inc,FII,R05X5UQ874RGFF7HHD84,1056288,2009.0,Q2YTD,2009-01-01,2009-06-30,2010-07-28 11:43:44+00:00,9832000.0,,,12217000.0,,-22422000.0,4238000.0,55362000.0,-85098000.0,-29872000.0,112656000.0,-85098000.0,-29872000.0,112656000.0,-2314000.0,93552000.0,93552000.0,19477000.0,-1691000.0,-49233000.0,-22204000.0,-7668000.0,-87432000.0,-6342000.0,0.0,0.0
Federated Investors Inc,FII,R05X5UQ874RGFF7HHD84,1056288,2010.0,Q4,2010-10-01,2010-12-31,,2923000.0,-77072000.0,-12941000.0,5001000.0,,-2636000.0,10907000.0,-271000.0,-29552000.0,-39332000.0,44956000.0,-29552000.0,-39332000.0,44956000.0,-23928000.0,48630000.0,48630000.0,-8962000.0,-8073000.0,-24700000.0,-47351000.0,-2744000.0,-3242000.0,-4173000.0,10763000.0,
Federated Investors Inc,FII,R05X5UQ874RGFF7HHD84,1056288,2010.0,FY,2010-01-01,2010-12-31,2013-02-22 17:23:53+00:00,12197000.0,-77072000.0,-12941000.0,21075000.0,,-21039000.0,11590000.0,407000000.0,36787000.0,-144430000.0,215947000.0,36787000.0,-144430000.0,215947000.0,108304000.0,189163000.0,189163000.0,14551000.0,-10440000.0,-228651000.0,-196023000.0,-7870000.0,-129250000.0,-13462000.0,56165000.0,3298000.0
Federated Investors Inc,FII,R05X5UQ874RGFF7HHD84,1056288,2010.0,Q3YTD,2010-01-01,2010-09-30,2011-10-31 16:45:26+00:00,9274000.0,,,16074000.0,,-18403000.0,683000.0,407271000.0,66339000.0,-105098000.0,170991000.0,66339000.0,-105098000.0,170991000.0,132232000.0,140533000.0,140533000.0,23513000.0,-2367000.0,-203951000.0,-148672000.0,-5126000.0,-126008000.0,-9289000.0,45402000.0,3298000.0
Federated Investors Inc,FII,R05X5UQ874RGFF7HHD84,1056288,2010.0,Q3TTM,2009-10-01,2010-09-30,,12800000.0,-126837000.0,-4351000.0,21878000.0,,-21562000.0,2395000.0,406410000.0,38175000.0,-121340000.0,244848000.0,38175000.0,-121340000.0,244848000.0,161683000.0,195235000.0,195235000.0,36497000.0,1599000.0,-228538000.0,-149030000.0,-21372000.0,-133106000.0,-10585000.0,45764000.0,3298000.0
Federated Investors Inc,FII,R05X5UQ874RGFF7HHD84,1056288,2010.0,Q3,2010-07-01,2010-09-30,,2988000.0,,,5126000.0,,12225000.0,196000.0,,-40959000.0,-13558000.0,71259000.0,-40959000.0,-13558000.0,71259000.0,16742000.0,48063000.0,48063000.0,2857000.0,-385000.0,-24727000.0,-57063000.0,-1560000.0,-12874000.0,-3169000.0,45065000.0,
Federated Investors Inc,FII,R05X5UQ874RGFF7HHD84,1056288,2010.0,Q2TTM,2009-07-01,2010-06-30,,14916000.0,-126837000.0,-4351000.0,22482000.0,,-8429000.0,2658000.0,406709000.0,14388000.0,-113235000.0,261665000.0,14388000.0,-113235000.0,261665000.0,162818000.0,207458000.0,207458000.0,25238000.0,4162000.0,-228490000.0,-95125000.0,-22108000.0,-150771000.0,-19880000.0,700000.0,3298000.0
Federated Investors Inc,FII,R05X5UQ874RGFF7HHD84,1056288,2010.0,Q2,2010-04-01,2010-06-30,,3114000.0,,,5478000.0,,-9078000.0,,309510000.0,186291000.0,-88235000.0,66313000.0,186291000.0,-88235000.0,66313000.0,164369000.0,48275000.0,48275000.0,18524000.0,-5052000.0,-24770000.0,-86030000.0,-2437000.0,-87835000.0,-5562000.0,232000.0,
Federated Investors Inc,FII,R05X5UQ874RGFF7HHD84,1056288,2010.0,Q2YTD,2010-01-01,2010-06-30,2011-08-03 15:54:03+00:00,6286000.0,,,10948000.0,,-30628000.0,487000.0,407271000.0,107298000.0,-91540000.0,99732000.0,107298000.0,-91540000.0,99732000.0,115490000.0,92470000.0,92470000.0,20656000.0,-1982000.0,-179224000.0,-91609000.0,-3566000.0,-113134000.0,-6120000.0,337000.0,3298000.0
Federated Investors Inc,FII,R05X5UQ874RGFF7HHD84,1056288,2010.0,Q1,2010-01-01,2010-03-31,2011-05-02 16:31:54+00:00,3172000.0,,,5470000.0,,-21550000.0,487000.0,97761000.0,-78993000.0,-3305000.0,33419000.0,-78993000.0,-3305000.0,33419000.0,-48879000.0,44195000.0,44195000.0,2132000.0,3070000.0,-154454000.0,-5579000.0,-1129000.0,-25299000.0,-558000.0,105000.0,3298000.0
Federated Investors Inc,FII,R05X5UQ874RGFF7HHD84,1056288,2011.0,FY,2011-01-01,2011-12-31,2014-02-21 16:06:54+00:00,7378000.0,72149000.0,15893000.0,14400000.0,,15943000.0,16795000.0,,-155519000.0,-107454000.0,113490000.0,-155519000.0,-107454000.0,113490000.0,-149483000.0,155083000.0,155083000.0,-79314000.0,-1309000.0,-99960000.0,-126699000.0,-8247000.0,-42500000.0,-28545000.0,27492000.0,
Federated Investors Inc,FII,R05X5UQ874RGFF7HHD84,1056288,2011.0,Q4,2011-10-01,2011-12-31,,1379000.0,72149000.0,15893000.0,3099000.0,,15214000.0,1642000.0,,-44695000.0,-7346000.0,-31482000.0,-44695000.0,-7346000.0,-31482000.0,-83523000.0,38624000.0,38624000.0,-89798000.0,-2135000.0,-24899000.0,-6616000.0,-1427000.0,-10625000.0,-8678000.0,697000.0,
Federated Investors Inc,FII,R05X5UQ874RGFF7HHD84,1056288,2011.0,Q3YTD,2011-01-01,2011-09-30,2012-10-26 16:52:01+00:00,5999000.0,,,11301000.0,,729000.0,15153000.0,,-110824000.0,-100108000.0,144972000.0,-110824000.0,-100108000.0,144972000.0,-65960000.0,116459000.0,116459000.0,10484000.0,826000.0,-75061000.0,-120083000.0,-6820000.0,-31875000.0,-19867000.0,26795000.0,
Federated Investors Inc,FII,R05X5UQ874RGFF7HHD84,1056288,2011.0,Q3TTM,2010-10-01,2011-09-30,,8922000.0,-77072000.0,-12941000.0,16302000.0,,-1907000.0,26060000.0,-271000.0,-140376000.0,-139440000.0,189928000.0,-140376000.0,-139440000.0,189928000.0,-89888000.0,165089000.0,165089000.0,1522000.0,-7247000.0,-99761000.0,-167434000.0,-9564000.0,-35117000.0,-24040000.0,37558000.0,
Federated Investors Inc,FII,R05X5UQ874RGFF7HHD84,1056288,2011.0,Q3,2011-07-01,2011-09-30,,1337000.0,,,3212000.0,,22039000.0,,,-44301000.0,-48961000.0,70810000.0,-44301000.0,-48961000.0,70810000.0,-22452000.0,38521000.0,38521000.0,5701000.0,107000.0,-25019000.0,-63412000.0,-1433000.0,-10625000.0,-8764000.0,15884000.0,
Federated Investors Inc,FII,R05X5UQ874RGFF7HHD84,1056288,2011.0,Q2YTD,2011-01-01,2011-06-30,2012-07-27 17:21:13+00:00,4662000.0,,,8089000.0,,-21310000.0,15153000.0,,-66523000.0,-51147000.0,74162000.0,-66523000.0,-51147000.0,74162000.0,-43508000.0,77938000.0,77938000.0,4783000.0,719000.0,-50042000.0,-56671000.0,-5387000.0,-21250000.0,-11103000.0,10911000.0,
Federated Investors Inc,FII,R05X5UQ874RGFF7HHD84,1056288,2011.0,Q2TTM,2010-07-01,2011-06-30,,10573000.0,-77072000.0,-12941000.0,18216000.0,,-11721000.0,26256000.0,-271000.0,-137034000.0,-104037000.0,190377000.0,-137034000.0,-104037000.0,190377000.0,-50694000.0,174631000.0,174631000.0,-1322000.0,-7739000.0,-99469000.0,-161085000.0,-9691000.0,-37366000.0,-18445000.0,66739000.0,
Federated Investors Inc,FII,R05X5UQ874RGFF7HHD84,1056288,2011.0,Q2,2011-04-01,2011-06-30,,1880000.0,,,3486000.0,,-26840000.0,1236000.0,,-44466000.0,-4773000.0,27662000.0,-44466000.0,-4773000.0,27662000.0,-21577000.0,42884000.0,42884000.0,6252000.0,-4614000.0,-25092000.0,-1242000.0,-3530000.0,-8570000.0,-7426000.0,-1000.0,
Federated Investors Inc,FII,R05X5UQ874RGFF7HHD84,1056288,2011.0,Q1,2011-01-01,2011-03-31,2012-04-27 17:08:36+00:00,2782000.0,,,4603000.0,,5530000.0,13917000.0,,-22057000.0,-46374000.0,46500000.0,-22057000.0,-46374000.0,46500000.0,-21931000.0,35054000.0,35054000.0,-1469000.0,5333000.0,-24950000.0,-55429000.0,-1857000.0,-12680000.0,-3677000.0,10912000.0,
Federated Investors Inc,FII,R05X5UQ874RGFF7HHD84,1056288,2011.0,Q1TTM,2010-04-01,2011-03-31,,11807000.0,-77072000.0,-12941000.0,20208000.0,,6041000.0,25020000.0,309239000.0,93723000.0,-187499000.0,229028000.0,93723000.0,-187499000.0,229028000.0,135252000.0,180022000.0,180022000.0,10950000.0,-8177000.0,-99147000.0,-245873000.0,-8598000.0,-116631000.0,-16581000.0,66972000.0,
Federated Investors Inc,FII,R05X5UQ874RGFF7HHD84,1056288,2012.0,FY,2012-01-01,2012-12-31,2015-02-20 16:06:09+00:00,7465000.0,79817000.0,13091000.0,10445000.0,,3283000.0,1604000.0,,-309406000.0,11375000.0,316343000.0,-309406000.0,11375000.0,316343000.0,18312000.0,197628000.0,197628000.0,97522000.0,-5127000.0,-256750000.0,-72348000.0,-8675000.0,-42500000.0,-6633000.0,92398000.0,
Federated Investors Inc,FII,R05X5UQ874RGFF7HHD84,1056288,2012.0,Q4,2012-10-01,2012-12-31,,2089000.0,79817000.0,13091000.0,2565000.0,,20585000.0,1595000.0,,-192518000.0,169000.0,76450000.0,-192518000.0,169000.0,76450000.0,-115899000.0,51955000.0,51955000.0,-744000.0,-175000.0,-181857000.0,-14081000.0,-2200000.0,-10625000.0,-1456000.0,16450000.0,
Federated Investors Inc,FII,R05X5UQ874RGFF7HHD84,1056288,2012.0,Q3TTM,2011-10-01,2012-09-30,,6755000.0,72149000.0,15893000.0,10979000.0,,-2088000.0,1651000.0,,-161583000.0,3860000.0,208411000.0,-161583000.0,3860000.0,208411000.0,50688000.0,184297000.0,184297000.0,8468000.0,-7087000.0,-99792000.0,-64883000.0,-7902000.0,-42500000.0,-13855000.0,76645000.0,
Federated Investors Inc,FII,R05X5UQ874RGFF7HHD84,1056288,2012.0,Q3,2012-07-01,2012-09-30,,1961000.0,,,2570000.0,,8026000.0,,,-39914000.0,-18452000.0,156603000.0,-39914000.0,-18452000.0,156603000.0,98237000.0,58193000.0,58193000.0,85853000.0,-1681000.0,-24989000.0,-22066000.0,-2791000.0,-10625000.0,-2619000.0,6405000.0,
Federated Investors Inc,FII,R05X5UQ874RGFF7HHD84,1056288,2012.0,Q3YTD,2012-01-01,2012-09-30,2013-10-25 17:26:34+00:00,5376000.0,,,7880000.0,,-17302000.0,9000.0,,-116888000.0,11206000.0,239893000.0,-116888000.0,11206000.0,239893000.0,134211000.0,145673000.0,145673000.0,98266000.0,-4952000.0,-74893000.0,-58267000.0,-6475000.0,-31875000.0,-5177000.0,75948000.0,
Federated Investors Inc,FII,R05X5UQ874RGFF7HHD84,1056288,2012.0,Q2TTM,2011-07-01,2012-06-30,,6131000.0,72149000.0,15893000.0,11621000.0,,11925000.0,1651000.0,,-165970000.0,-26649000.0,122618000.0,-165970000.0,-26649000.0,122618000.0,-70001000.0,164625000.0,164625000.0,-71684000.0,-5299000.0,-99822000.0,-106229000.0,-6544000.0,-42500000.0,-20000000.0,86124000.0,
Federated Investors Inc,FII,R05X5UQ874RGFF7HHD84,1056288,2012.0,Q2,2012-04-01,2012-06-30,,1790000.0,,,2543000.0,,3458000.0,9000.0,,-39311000.0,19999000.0,53034000.0,-39311000.0,19999000.0,53034000.0,33722000.0,43073000.0,43073000.0,2170000.0,-2266000.0,-25004000.0,-29567000.0,-2028000.0,-10625000.0,-1425000.0,51594000.0,
Federated Investors Inc,FII,R05X5UQ874RGFF7HHD84,1056288,2012.0,Q2YTD,2012-01-01,2012-06-30,2013-07-26 17:03:33+00:00,3415000.0,,,5310000.0,,-25328000.0,9000.0,,-76974000.0,29658000.0,83290000.0,-76974000.0,29658000.0,83290000.0,35974000.0,87480000.0,87480000.0,12413000.0,-3271000.0,-49904000.0,-36201000.0,-3684000.0,-21250000.0,-2558000.0,69543000.0,
Federated Investors Inc,FII,R05X5UQ874RGFF7HHD84,1056288,2012.0,Q1TTM,2011-04-01,2012-03-31,,6221000.0,72149000.0,15893000.0,12564000.0,,-18373000.0,2878000.0,,-171125000.0,-51421000.0,97246000.0,-171125000.0,-51421000.0,97246000.0,-125300000.0,164436000.0,164436000.0,-67602000.0,-7647000.0,-99910000.0,-77904000.0,-8046000.0,-40445000.0,-26001000.0,34529000.0,
Federated Investors Inc,FII,R05X5UQ874RGFF7HHD84,1056288,2012.0,Q1,2012-01-01,2012-03-31,2013-04-26 17:30:43+00:00,1625000.0,,,2767000.0,,-28786000.0,,,-37663000.0,9659000.0,30256000.0,-37663000.0,9659000.0,30256000.0,2252000.0,44407000.0,44407000.0,10243000.0,-1005000.0,-24900000.0,-6634000.0,-1656000.0,-10625000.0,-1133000.0,17949000.0,
Federated Investors Inc,FII,R05X5UQ874RGFF7HHD84,1056288,2013.0,FY,2013-01-01,2013-12-31,2016-02-19 18:29:44+00:00,9153000.0,72196000.0,11288000.0,10435000.0,,-9898000.0,1545000.0,,-222003000.0,-2111000.0,260972000.0,-222003000.0,-2111000.0,260972000.0,36858000.0,166355000.0,166355000.0,84927000.0,-65538000.0,-102515000.0,-100390000.0,-10316000.0,-42500000.0,-12995000.0,108595000.0,
Federated Investors Inc,FII,R05X5UQ874RGFF7HHD84,1056288,2013.0,Q4,2013-10-01,2013-12-31,,2436000.0,72196000.0,11288000.0,2739000.0,,11110000.0,1500000.0,,-121863000.0,9279000.0,138765000.0,-121863000.0,9279000.0,138765000.0,26181000.0,42176000.0,42176000.0,80304000.0,-80491000.0,-26149000.0,-9410000.0,-1537000.0,-10625000.0,-6098000.0,20226000.0,
Federated Investors Inc,FII,R05X5UQ874RGFF7HHD84,1056288,2013.0,Q3TTM,2012-10-01,2013-09-30,,8806000.0,79817000.0,13091000.0,10261000.0,,-423000.0,1640000.0,,-292658000.0,-11221000.0,198657000.0,-292658000.0,-11221000.0,198657000.0,-105222000.0,176134000.0,176134000.0,3879000.0,14778000.0,-258223000.0,-105061000.0,-10979000.0,-42500000.0,-8353000.0,104819000.0,
Federated Investors Inc,FII,R05X5UQ874RGFF7HHD84,1056288,2013.0,Q3,2013-07-01,2013-09-30,,2330000.0,,,2701000.0,,14732000.0,45000.0,,-27767000.0,-36093000.0,54728000.0,-27767000.0,-36093000.0,54728000.0,-9132000.0,37630000.0,37630000.0,-2665000.0,11201000.0,-26158000.0,-65859000.0,-2793000.0,-10625000.0,-2230000.0,32559000.0,
Federated Investors Inc,FII,R05X5UQ874RGFF7HHD84,1056288,2013.0,Q3YTD,2013-01-01,2013-09-30,2014-10-24 16:30:40+00:00,6717000.0,,,7696000.0,,-21008000.0,45000.0,,-100140000.0,-11390000.0,122207000.0,-100140000.0,-11390000.0,122207000.0,10677000.0,124179000.0,124179000.0,4623000.0,14953000.0,-76366000.0,-90980000.0,-8779000.0,-31875000.0,-6897000.0,88369000.0,
Federated Investors Inc,FII,R05X5UQ874RGFF7HHD84,1056288,2013.0,Q2TTM,2012-07-01,2013-06-30,,8437000.0,79817000.0,13091000.0,10130000.0,,-7129000.0,1595000.0,,-304805000.0,6420000.0,300532000.0,-304805000.0,6420000.0,300532000.0,2147000.0,196697000.0,196697000.0,92397000.0,1896000.0,-257054000.0,-61268000.0,-10977000.0,-42500000.0,-8742000.0,78665000.0,
Federated Investors Inc,FII,R05X5UQ874RGFF7HHD84,1056288,2013.0,Q2,2013-04-01,2013-06-30,,2274000.0,,,2503000.0,,2058000.0,,,-36991000.0,20252000.0,47706000.0,-36991000.0,20252000.0,47706000.0,30967000.0,41861000.0,41861000.0,-990000.0,973000.0,-25145000.0,-20897000.0,-2903000.0,-10625000.0,-2194000.0,44052000.0,
Federated Investors Inc,FII,R05X5UQ874RGFF7HHD84,1056288,2013.0,Q2YTD,2013-01-01,2013-06-30,2014-07-25 16:02:32+00:00,4387000.0,,,4995000.0,,-35740000.0,0.0,,-72373000.0,24703000.0,67479000.0,-72373000.0,24703000.0,67479000.0,19809000.0,86549000.0,86549000.0,7288000.0,3752000.0,-50208000.0,-25121000.0,-5986000.0,-21250000.0,-4667000.0,55810000.0,
Federated Investors Inc,FII,R05X5UQ874RGFF7HHD84,1056288,2013.0,Q1TTM,2012-04-01,2013-03-31,,7953000.0,79817000.0,13091000.0,10170000.0,,-5729000.0,1604000.0,,-307125000.0,6167000.0,305860000.0,-307125000.0,6167000.0,305860000.0,4902000.0,197909000.0,197909000.0,95557000.0,-1343000.0,-256913000.0,-69938000.0,-10102000.0,-42500000.0,-7973000.0,86207000.0,
Federated Investors Inc,FII,R05X5UQ874RGFF7HHD84,1056288,2013.0,Q1,2013-01-01,2013-03-31,2014-04-25 16:02:20+00:00,2113000.0,,,2492000.0,,-37798000.0,0.0,,-35382000.0,4451000.0,19773000.0,-35382000.0,4451000.0,19773000.0,-11158000.0,44688000.0,44688000.0,8278000.0,2779000.0,-25063000.0,-4224000.0,-3083000.0,-10625000.0,-2473000.0,11758000.0,
Federated Investors Inc,FII,R05X5UQ874RGFF7HHD84,1056288,2014.0,FY,2014-01-01,2014-12-31,2017-02-24 16:18:40+00:00,12699000.0,66733000.0,8758000.0,10704000.0,,10708000.0,2046000.0,,-165240000.0,-16418000.0,192482000.0,-165240000.0,-16418000.0,192482000.0,10824000.0,149822000.0,149822000.0,8549000.0,-1207000.0,-104840000.0,-94685000.0,-8850000.0,-34000000.0,-27239000.0,87117000.0,
