company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,amortizationexpense,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,incometaxexpense,investmentbankingincome,longtermdebtinterestexpense,marketingexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,netinterestincome,netoccupancyequipmentexpense,nonoperatingincome,othernoninterestincome,otheroperatingexpenses,otherservicechargeincome,salariesandemployeebenefitsexpense,servicechargesondepositsincome,totalinterestexpense,totalnoninterestexpense,totalnoninterestincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Federated Investors Inc,FII,R05X5UQ874RGFF7HHD84,1056288,2011.0,Q2YTD,2011-01-01,2011-06-30,,,0.73,0.73,0.48,0.73,46312000.0,308716000.0,,11694000.0,77939000.0,77939000.0,,75644000.0,2295000.0,,23539000.0,-4332000.0,,173954000.0,155943000.0,126889000.0,,,336076000.0,464659000.0,124251000.0,464659000.0,100907000.0,100907000.0,100907000.0
Federated Investors Inc,FII,R05X5UQ874RGFF7HHD84,1056288,2011.0,Q2TTM,2010-07-01,2011-06-30,,-6286000.0,1.62,1.62,0.96,1.62,102134000.0,637673000.0,,23196000.0,174632000.0,174632000.0,,165101000.0,9531000.0,,46541000.0,-5937000.0,,361334000.0,314475000.0,244660000.0,,,669445000.0,952148000.0,276766000.0,952148000.0,100907000.0,100907000.0,100907000.0
Federated Investors Inc,FII,R05X5UQ874RGFF7HHD84,1056288,2011.0,Q2,2011-04-01,2011-06-30,2012-07-27 17:21:13+00:00,,0.41,0.41,0.24,0.41,25714000.0,149127000.0,,6094000.0,42885000.0,42885000.0,,42413000.0,472000.0,,11759000.0,-3484000.0,,73348000.0,76650000.0,62493000.0,,,153694000.0,225777000.0,68599000.0,225777000.0,100907000.0,100907000.0,100907000.0
Federated Investors Inc,FII,R05X5UQ874RGFF7HHD84,1056288,2011.0,Q1TTM,2010-04-01,2011-03-31,,-3172000.0,1.67,1.67,0.96,1.67,105713000.0,644500000.0,,22586000.0,180022000.0,180022000.0,,170338000.0,9684000.0,,45512000.0,-8746000.0,,355595000.0,313355000.0,242853000.0,,,663374000.0,957855000.0,285735000.0,957855000.0,100586000.0,100586000.0,100586000.0
Federated Investors Inc,FII,R05X5UQ874RGFF7HHD84,1056288,2011.0,Q1,2011-01-01,2011-03-31,2012-04-27 17:08:36+00:00,,0.32,0.32,0.24,0.32,20598000.0,159589000.0,,5600000.0,35054000.0,35054000.0,,33231000.0,1823000.0,,11780000.0,-848000.0,,100606000.0,79293000.0,64396000.0,,,182382000.0,238882000.0,55652000.0,238882000.0,100586000.0,100586000.0,100586000.0
Federated Investors Inc,FII,R05X5UQ874RGFF7HHD84,1056288,2012.0,Q4,2012-10-01,2012-12-31,,,0.45,0.45,1.75,0.45,28961000.0,166813000.0,,7448000.0,51955000.0,51955000.0,,49580000.0,2375000.0,,12449000.0,-2277000.0,,78524000.0,-36652000.0,63211000.0,114664000.0,,161632000.0,244825000.0,80916000.0,244825000.0,100313000.0,100313000.0,100313000.0
Federated Investors Inc,FII,R05X5UQ874RGFF7HHD84,1056288,2012.0,FY,2012-01-01,2012-12-31,2015-02-20 16:06:09+00:00,,1.79,1.79,2.47,1.79,110883000.0,630834000.0,,26251000.0,197628000.0,197628000.0,,188088000.0,9540000.0,,50544000.0,-4082000.0,,298696000.0,89343000.0,257622000.0,225529000.0,,633113000.0,945706000.0,308511000.0,945706000.0,100313000.0,100313000.0,100313000.0
Federated Investors Inc,FII,R05X5UQ874RGFF7HHD84,1056288,2012.0,Q3YTD,2012-01-01,2012-09-30,,,1.34,1.34,0.72,1.34,81922000.0,464021000.0,,18803000.0,145673000.0,145673000.0,,138508000.0,7165000.0,,38095000.0,-1805000.0,,220172000.0,125995000.0,194411000.0,110865000.0,,471481000.0,700881000.0,227595000.0,700881000.0,100417000.0,100417000.0,100417000.0
Federated Investors Inc,FII,R05X5UQ874RGFF7HHD84,1056288,2012.0,Q3TTM,2011-10-01,2012-09-30,,,1.69,1.69,0.96,1.69,103733000.0,602246000.0,,26000000.0,184297000.0,184297000.0,,175450000.0,8847000.0,,50189000.0,-3231000.0,,294807000.0,-16179000.0,255031000.0,331221000.0,,626027000.0,917288000.0,288030000.0,917288000.0,100417000.0,100417000.0,100417000.0
Federated Investors Inc,FII,R05X5UQ874RGFF7HHD84,1056288,2012.0,Q3,2012-07-01,2012-09-30,2013-10-25 17:26:34+00:00,,0.54,0.54,0.24,0.54,31983000.0,160306000.0,,6472000.0,58193000.0,58193000.0,,55773000.0,2420000.0,,12640000.0,143000.0,,64192000.0,22283000.0,65131000.0,55879000.0,,148435000.0,238468000.0,90176000.0,238468000.0,100417000.0,100417000.0,100417000.0
Federated Investors Inc,FII,R05X5UQ874RGFF7HHD84,1056288,2012.0,Q2YTD,2012-01-01,2012-06-30,,,0.8,0.8,0.48,0.8,49939000.0,303715000.0,,12331000.0,87480000.0,87480000.0,,82735000.0,4745000.0,,25455000.0,-1948000.0,,155980000.0,103712000.0,129280000.0,54986000.0,,323046000.0,462413000.0,137419000.0,462413000.0,100347000.0,100347000.0,100347000.0
Federated Investors Inc,FII,R05X5UQ874RGFF7HHD84,1056288,2012.0,Q2TTM,2011-07-01,2012-06-30,,,1.52,1.52,0.96,1.52,94915000.0,581339000.0,,26224000.0,164624000.0,164624000.0,,157997000.0,6627000.0,,49576000.0,-8700000.0,,300999000.0,36187000.0,247830000.0,275342000.0,,624629000.0,892868000.0,259539000.0,892868000.0,100347000.0,100347000.0,100347000.0
Federated Investors Inc,FII,R05X5UQ874RGFF7HHD84,1056288,2012.0,Q2,2012-04-01,2012-06-30,2013-07-26 17:03:33+00:00,,0.39,0.39,0.24,0.39,24401000.0,154367000.0,,6652000.0,43073000.0,43073000.0,,40410000.0,2663000.0,,12892000.0,-1546000.0,,78353000.0,22779000.0,65215000.0,54986000.0,,163112000.0,232132000.0,67474000.0,232132000.0,100347000.0,100347000.0,100347000.0
Federated Investors Inc,FII,R05X5UQ874RGFF7HHD84,1056288,2012.0,Q1TTM,2011-04-01,2012-03-31,,,1.54,1.54,0.96,1.54,96228000.0,576099000.0,,25666000.0,164436000.0,164436000.0,,160000000.0,4436000.0,,48443000.0,-10638000.0,,295994000.0,90058000.0,245108000.0,220356000.0,,615211000.0,886513000.0,260664000.0,886513000.0,100112000.0,103200000.0,100112000.0
Federated Investors Inc,FII,R05X5UQ874RGFF7HHD84,1056288,2012.0,Q1,2012-01-01,2012-03-31,2013-04-26 17:30:43+00:00,,0.41,0.41,0.24,0.41,25538000.0,149348000.0,,5679000.0,44407000.0,44407000.0,,42325000.0,2082000.0,,12563000.0,-402000.0,,77627000.0,80933000.0,64065000.0,,,159934000.0,230281000.0,69945000.0,230281000.0,100112000.0,103200000.0,100112000.0
Federated Investors Inc,FII,R05X5UQ874RGFF7HHD84,1056288,2013.0,FY,2013-01-01,2013-12-31,2016-02-19 18:29:44+00:00,,1.55,1.55,0.98,1.55,92660000.0,570952000.0,,28765000.0,166355000.0,166355000.0,,162177000.0,4178000.0,,52102000.0,7272000.0,,276617000.0,84926000.0,269138000.0,222487000.0,,626622000.0,878365000.0,259015000.0,878365000.0,100668000.0,100668000.0,100668000.0
Federated Investors Inc,FII,R05X5UQ874RGFF7HHD84,1056288,2013.0,Q4,2013-10-01,2013-12-31,,,0.39,0.39,0.25,0.39,22038000.0,138051000.0,,7869000.0,42177000.0,42177000.0,,41071000.0,1106000.0,,13465000.0,4457000.0,,64903000.0,21316000.0,68726000.0,55354000.0,,154963000.0,214721000.0,64215000.0,214721000.0,100668000.0,100668000.0,100668000.0
Federated Investors Inc,FII,R05X5UQ874RGFF7HHD84,1056288,2013.0,Q3YTD,2013-01-01,2013-09-30,,,1.16,1.16,0.73,1.16,70622000.0,432901000.0,,20896000.0,124178000.0,124178000.0,,121106000.0,3072000.0,,38637000.0,2815000.0,,211714000.0,63610000.0,200412000.0,167133000.0,,471659000.0,663644000.0,194800000.0,663644000.0,100677000.0,100677000.0,100677000.0
Federated Investors Inc,FII,R05X5UQ874RGFF7HHD84,1056288,2013.0,Q3TTM,2012-10-01,2013-09-30,,,1.61,1.61,2.48,1.61,99583000.0,599714000.0,,28344000.0,176133000.0,176133000.0,,170686000.0,5447000.0,,51086000.0,538000.0,,290238000.0,26958000.0,263623000.0,281797000.0,,633291000.0,908469000.0,275716000.0,908469000.0,100677000.0,100677000.0,100677000.0
Federated Investors Inc,FII,R05X5UQ874RGFF7HHD84,1056288,2013.0,Q3,2013-07-01,2013-09-30,2014-10-24 16:30:40+00:00,,0.36,0.36,0.25,0.36,20917000.0,134623000.0,,7319000.0,37629000.0,37629000.0,,37704000.0,-75000.0,,12952000.0,788000.0,,68217000.0,22191000.0,65620000.0,55052000.0,,154108000.0,211866000.0,58546000.0,211866000.0,100677000.0,100677000.0,100677000.0
Federated Investors Inc,FII,R05X5UQ874RGFF7HHD84,1056288,2013.0,Q2YTD,2013-01-01,2013-06-30,,,0.8,0.8,0.48,0.8,49705000.0,298278000.0,,13577000.0,86549000.0,86549000.0,,83402000.0,3147000.0,,25685000.0,2027000.0,,143497000.0,41419000.0,134792000.0,112081000.0,,317551000.0,451778000.0,136254000.0,451778000.0,100716000.0,100716000.0,100716000.0
Federated Investors Inc,FII,R05X5UQ874RGFF7HHD84,1056288,2013.0,Q2TTM,2012-07-01,2013-06-30,,,1.79,1.79,2.47,1.79,110649000.0,625397000.0,,27497000.0,196697000.0,196697000.0,,188755000.0,7942000.0,,50774000.0,-107000.0,,286213000.0,27050000.0,263134000.0,282624000.0,,627618000.0,935071000.0,307346000.0,935071000.0,100716000.0,100716000.0,100716000.0
Federated Investors Inc,FII,R05X5UQ874RGFF7HHD84,1056288,2013.0,Q2,2013-04-01,2013-06-30,2014-07-25 16:02:32+00:00,,0.39,0.39,0.24,0.39,25059000.0,147515000.0,,7469000.0,41861000.0,41861000.0,,40408000.0,1453000.0,,12630000.0,892000.0,,69824000.0,21038000.0,67855000.0,55253000.0,,157778000.0,223806000.0,66920000.0,223806000.0,100716000.0,100716000.0,100716000.0
Federated Investors Inc,FII,R05X5UQ874RGFF7HHD84,1056288,2013.0,Q1TTM,2012-04-01,2013-03-31,,,1.79,1.79,2.47,1.79,109991000.0,632249000.0,,26680000.0,197909000.0,197909000.0,,188757000.0,9152000.0,,51036000.0,-2545000.0,,294742000.0,28791000.0,260494000.0,282357000.0,,632952000.0,943397000.0,307900000.0,943397000.0,100518000.0,100518000.0,100518000.0
Federated Investors Inc,FII,R05X5UQ874RGFF7HHD84,1056288,2013.0,Q1,2013-01-01,2013-03-31,2014-04-25 16:02:20+00:00,,0.41,0.41,0.24,0.41,24646000.0,150763000.0,,6108000.0,44688000.0,44688000.0,,42994000.0,1694000.0,,13055000.0,1135000.0,,73673000.0,20381000.0,66937000.0,56828000.0,,159773000.0,227972000.0,69334000.0,227972000.0,100518000.0,100518000.0,100518000.0
Federated Investors Inc,FII,R05X5UQ874RGFF7HHD84,1056288,2014.0,FY,2014-01-01,2014-12-31,2017-02-24 16:18:40+00:00,,1.42,1.42,1.0,1.42,89530000.0,557318000.0,,26549000.0,149822000.0,149822000.0,,149236000.0,586000.0,,55762000.0,1403000.0,,253653000.0,88796000.0,285337000.0,213136000.0,,621301000.0,859250000.0,239352000.0,859250000.0,100721000.0,100721000.0,100721000.0
Federated Investors Inc,FII,R05X5UQ874RGFF7HHD84,1056288,2014.0,Q4,2014-10-01,2014-12-31,,,0.37,0.37,0.25,0.37,22552000.0,143586000.0,,7453000.0,39604000.0,39604000.0,,39613000.0,-9000.0,,14299000.0,522000.0,,62311000.0,20845000.0,72161000.0,53427000.0,,156224000.0,217858000.0,62156000.0,217858000.0,100721000.0,100721000.0,100721000.0
Federated Investors Inc,FII,R05X5UQ874RGFF7HHD84,1056288,2014.0,Q3YTD,2014-01-01,2014-09-30,,,1.05,1.05,0.75,1.05,66978000.0,413732000.0,,19096000.0,110218000.0,110218000.0,,109623000.0,595000.0,,41463000.0,881000.0,,191342000.0,67951000.0,213176000.0,159709000.0,,465077000.0,641392000.0,177196000.0,641392000.0,100729000.0,100729000.0,100729000.0
Federated Investors Inc,FII,R05X5UQ874RGFF7HHD84,1056288,2014.0,Q3TTM,2013-10-01,2014-09-30,,,1.44,1.44,1.0,1.44,89016000.0,551783000.0,,26965000.0,152395000.0,152395000.0,,150694000.0,1701000.0,,54928000.0,5338000.0,,256245000.0,89267000.0,281902000.0,215063000.0,,620040000.0,856113000.0,241411000.0,856113000.0,100729000.0,100729000.0,100729000.0
Federated Investors Inc,FII,R05X5UQ874RGFF7HHD84,1056288,2014.0,Q3,2014-07-01,2014-09-30,2015-10-23 16:02:35+00:00,,0.36,0.36,0.25,0.36,22197000.0,141086000.0,,6299000.0,37259000.0,37259000.0,,37560000.0,-301000.0,,14633000.0,-1372000.0,,64431000.0,23585000.0,70724000.0,52244000.0,,156087000.0,216915000.0,59456000.0,216915000.0,100729000.0,100729000.0,100729000.0
Federated Investors Inc,FII,R05X5UQ874RGFF7HHD84,1056288,2014.0,Q2YTD,2014-01-01,2014-06-30,,,0.69,0.69,0.5,0.69,44781000.0,272646000.0,,12797000.0,72959000.0,72959000.0,,72063000.0,896000.0,,26830000.0,2253000.0,,126911000.0,44366000.0,142452000.0,107465000.0,,308990000.0,424477000.0,117740000.0,424477000.0,100789000.0,100789000.0,100789000.0
Federated Investors Inc,FII,R05X5UQ874RGFF7HHD84,1056288,2014.0,Q2TTM,2013-07-01,2014-06-30,,,1.44,1.44,1.0,1.44,87736000.0,545320000.0,,27985000.0,152765000.0,152765000.0,,150838000.0,1927000.0,,53247000.0,7498000.0,,260031000.0,87873000.0,276798000.0,217871000.0,,618061000.0,851064000.0,240501000.0,851064000.0,100789000.0,100789000.0,100789000.0
Federated Investors Inc,FII,R05X5UQ874RGFF7HHD84,1056288,2014.0,Q2,2014-04-01,2014-06-30,2015-07-24 16:01:52+00:00,,0.35,0.35,0.25,0.35,22985000.0,137553000.0,,6497000.0,37314000.0,37314000.0,,36869000.0,445000.0,,13511000.0,1457000.0,,63438000.0,22690000.0,70693000.0,52738000.0,,154139000.0,212981000.0,60299000.0,212981000.0,100789000.0,100789000.0,100789000.0
Federated Investors Inc,FII,R05X5UQ874RGFF7HHD84,1056288,2014.0,Q1TTM,2013-04-01,2014-03-31,,,1.48,1.48,0.99,1.48,89810000.0,555282000.0,,28957000.0,157312000.0,157312000.0,,154377000.0,2935000.0,,52366000.0,6933000.0,,266417000.0,86221000.0,273960000.0,220386000.0,,621700000.0,861889000.0,247122000.0,861889000.0,100725000.0,100725000.0,100725000.0
Federated Investors Inc,FII,R05X5UQ874RGFF7HHD84,1056288,2014.0,Q1,2014-01-01,2014-03-31,2015-04-24 16:01:39+00:00,,0.34,0.34,0.25,0.34,21796000.0,135093000.0,,6300000.0,35645000.0,35645000.0,,35194000.0,451000.0,,13319000.0,796000.0,,63473000.0,21676000.0,71759000.0,54727000.0,,154851000.0,211496000.0,57441000.0,211496000.0,100725000.0,100725000.0,100725000.0
Federated Investors Inc,FII,R05X5UQ874RGFF7HHD84,1056288,2015.0,FY,2015-01-01,2015-12-31,2018-02-23 16:21:06+00:00,,1.62,1.62,1.0,1.62,102920000.0,626325000.0,,27339000.0,171986000.0,171986000.0,,169807000.0,2179000.0,,54335000.0,-4540000.0,,278557000.0,88826000.0,286932000.0,211458000.0,,647163000.0,926609000.0,274906000.0,926609000.0,100475000.0,100475000.0,100475000.0
Federated Investors Inc,FII,R05X5UQ874RGFF7HHD84,1056288,2015.0,Q4,2015-10-01,2015-12-31,,,0.45,0.45,0.25,0.45,28287000.0,166439000.0,,7579000.0,49169000.0,49169000.0,,47610000.0,1559000.0,,13687000.0,571000.0,,76618000.0,23639000.0,68870000.0,53561000.0,,166754000.0,243639000.0,77456000.0,243639000.0,100475000.0,100475000.0,100475000.0
Federated Investors Inc,FII,R05X5UQ874RGFF7HHD84,1056288,2015.0,Q3,2015-07-01,2015-09-30,2016-10-28 16:33:15+00:00,,0.42,0.42,0.25,0.42,26072000.0,158898000.0,,6493000.0,44136000.0,44136000.0,,44131000.0,5000.0,,13236000.0,-4036000.0,,69724000.0,22148000.0,70624000.0,53275000.0,,160077000.0,234321000.0,70208000.0,234321000.0,100449000.0,100449000.0,100449000.0
Federated Investors Inc,FII,R05X5UQ874RGFF7HHD84,1056288,2015.0,Q3YTD,2015-01-01,2015-09-30,,,1.17,1.17,0.75,1.17,74633000.0,459886000.0,,19760000.0,122817000.0,122817000.0,,122197000.0,620000.0,,40648000.0,-5111000.0,,201939000.0,65187000.0,218062000.0,157897000.0,,480409000.0,682970000.0,197450000.0,682970000.0,100449000.0,100449000.0,100449000.0
Federated Investors Inc,FII,R05X5UQ874RGFF7HHD84,1056288,2015.0,Q3TTM,2014-10-01,2015-09-30,,,1.54,1.54,1.0,1.54,97185000.0,603472000.0,,27213000.0,162421000.0,162421000.0,,161810000.0,611000.0,,54947000.0,-4589000.0,,264250000.0,86032000.0,290223000.0,211324000.0,,636633000.0,900828000.0,259606000.0,900828000.0,100449000.0,100449000.0,100449000.0
Federated Investors Inc,FII,R05X5UQ874RGFF7HHD84,1056288,2015.0,Q2,2015-04-01,2015-06-30,2016-07-29 16:05:34+00:00,,0.4,0.4,0.25,0.4,26437000.0,154429000.0,,7037000.0,42263000.0,42263000.0,,41759000.0,504000.0,,13689000.0,-579000.0,,67182000.0,22093000.0,70940000.0,51605000.0,,158848000.0,228127000.0,68700000.0,228127000.0,100732000.0,100732000.0,100732000.0
Federated Investors Inc,FII,R05X5UQ874RGFF7HHD84,1056288,2015.0,Q2YTD,2015-01-01,2015-06-30,,,0.75,0.75,0.5,0.75,48561000.0,300988000.0,,13267000.0,78681000.0,78681000.0,,78066000.0,615000.0,,27412000.0,-1075000.0,,132215000.0,43039000.0,147438000.0,104622000.0,,320332000.0,448649000.0,127242000.0,448649000.0,100732000.0,100732000.0,100732000.0
Federated Investors Inc,FII,R05X5UQ874RGFF7HHD84,1056288,2015.0,Q2TTM,2014-07-01,2015-06-30,,,1.48,1.48,1.0,1.48,93310000.0,585660000.0,,27019000.0,155544000.0,155544000.0,,155239000.0,305000.0,,56344000.0,-1925000.0,,258957000.0,87469000.0,290323000.0,210293000.0,,632643000.0,883422000.0,248854000.0,883422000.0,100732000.0,100732000.0,100732000.0
Federated Investors Inc,FII,R05X5UQ874RGFF7HHD84,1056288,2015.0,Q1,2015-01-01,2015-03-31,2016-04-29 16:33:13+00:00,,0.35,0.35,0.25,0.35,22124000.0,146559000.0,,6230000.0,36418000.0,36418000.0,,36307000.0,111000.0,,13723000.0,-496000.0,,65033000.0,20946000.0,76498000.0,53017000.0,,161484000.0,220522000.0,58542000.0,220522000.0,100641000.0,100641000.0,100641000.0
Federated Investors Inc,FII,R05X5UQ874RGFF7HHD84,1056288,2015.0,Q1TTM,2014-04-01,2015-03-31,,,1.43,1.43,1.0,1.43,89858000.0,568784000.0,,26479000.0,150595000.0,150595000.0,,150349000.0,246000.0,,56166000.0,111000.0,,255213000.0,88066000.0,290076000.0,211426000.0,,627934000.0,868276000.0,240453000.0,868276000.0,100641000.0,100641000.0,100641000.0
Federated Investors Inc,FII,R05X5UQ874RGFF7HHD84,1056288,2016.0,FY,2016-01-01,2016-12-31,2019-02-22 16:44:02+00:00,,2.03,2.03,2.0,2.03,119420000.0,,,27750000.0,221514000.0,221514000.0,,208919000.0,12595000.0,,58650000.0,5251000.0,1143371000.0,424822000.0,,296466000.0,,,807688000.0,1143371000.0,340934000.0,1143371000.0,99116000.0,99116000.0,99116000.0
Federated Investors Inc,FII,R05X5UQ874RGFF7HHD84,1056288,2016.0,Q4,2016-10-01,2016-12-31,,,0.54,0.54,1.25,0.54,28292000.0,-571763000.0,,7272000.0,57229000.0,57229000.0,,55842000.0,1387000.0,,15032000.0,699000.0,1143371000.0,114038000.0,-121523000.0,68740000.0,-160181000.0,,205082000.0,289904000.0,85521000.0,289904000.0,99116000.0,99116000.0,99116000.0
