company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,amortizationexpense,cashincometaxespaid,cashinterestpaid,depreciationexpense,divestitures,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,othernetchangesincash,paymentofdividends,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments,saleofplantpropertyandequipment
CenturyLink Inc,CTL,8M3THTGWLTYZVE6BBY25,18926,2008.0,FY,2008-01-01,2008-12-31,2011-03-30 09:17:49+00:00,0.0,,,,523786000.0,,,-50690000.0,14599000.0,563115000.0,-255380000.0,-388995000.0,853300000.0,-255380000.0,-388995000.0,853300000.0,208925000.0,367030000.0,367030000.0,13174000.0,21868000.0,-152932000.0,,-220266000.0,-286817000.0,-287432000.0,-347264000.0,34945000.0,15809000.0
CenturyLink Inc,CTL,8M3THTGWLTYZVE6BBY25,18926,2009.0,FY,2009-01-01,2009-12-31,2012-02-28 06:08:12+00:00,,11000000.0,-257000000.0,392000000.0,975000000.0,77000000.0,,20000000.0,57000000.0,647000000.0,-976000000.0,-679000000.0,1574000000.0,-976000000.0,-679000000.0,1574000000.0,-81000000.0,647000000.0,647000000.0,-79000000.0,,-1000000.0,,-560000000.0,-755000000.0,-1104000000.0,-16000000.0,,
CenturyLink Inc,CTL,8M3THTGWLTYZVE6BBY25,18926,2009.0,Q4,2009-10-01,2009-12-31,,,11000000.0,-383706000.0,233036000.0,356674000.0,94000.0,,6561000.0,44328000.0,2577000.0,-639297000.0,-341804000.0,612239000.0,-639297000.0,-341804000.0,612239000.0,-368862000.0,229032000.0,229032000.0,8972000.0,-1105000.0,-4025000.0,,-209041000.0,-337873000.0,-468830000.0,-7226000.0,,
CenturyLink Inc,CTL,8M3THTGWLTYZVE6BBY25,18926,2009.0,Q3,2009-07-01,2009-09-30,,,,102538000.0,60058000.0,362202000.0,76906000.0,,-59196000.0,5377000.0,644423000.0,199094000.0,-206605000.0,479556000.0,199094000.0,-206605000.0,479556000.0,472045000.0,281260000.0,281260000.0,-104710000.0,352000.0,2815000.0,,-209854000.0,-286326000.0,-237216000.0,-3988000.0,,
CenturyLink Inc,CTL,8M3THTGWLTYZVE6BBY25,18926,2009.0,Q3YTD,2009-01-01,2009-09-30,2010-11-05 18:23:15+00:00,,,126706000.0,158964000.0,618326000.0,76906000.0,,13439000.0,12672000.0,644423000.0,-336703000.0,-337196000.0,961761000.0,-336703000.0,-337196000.0,961761000.0,287862000.0,417968000.0,417968000.0,-87972000.0,1105000.0,3025000.0,,-350959000.0,-417127000.0,-635170000.0,-8774000.0,,
CenturyLink Inc,CTL,8M3THTGWLTYZVE6BBY25,18926,2009.0,Q2YTD,2009-01-01,2009-06-30,2010-08-06 16:38:43+00:00,,,24168000.0,98906000.0,256124000.0,,,72635000.0,7295000.0,,-535797000.0,-130591000.0,482205000.0,-535797000.0,-130591000.0,482205000.0,-184183000.0,136708000.0,136708000.0,16738000.0,753000.0,210000.0,,-141105000.0,-130801000.0,-397954000.0,-4786000.0,,
CenturyLink Inc,CTL,8M3THTGWLTYZVE6BBY25,18926,2010.0,FY,2010-01-01,2010-12-31,2012-02-28 06:08:12+00:00,,1000000.0,-424000000.0,548000000.0,1434000000.0,,,-429000000.0,130000000.0,91000000.0,-1175000000.0,-859000000.0,2045000000.0,-1175000000.0,-859000000.0,2045000000.0,11000000.0,948000000.0,948000000.0,91000000.0,,5000000.0,,-879000000.0,-864000000.0,-500000000.0,-17000000.0,,
CenturyLink Inc,CTL,8M3THTGWLTYZVE6BBY25,18926,2010.0,Q4,2010-10-01,2010-12-31,,,1000000.0,-26000000.0,203000000.0,365000000.0,,,-51000000.0,76000000.0,80000000.0,-373000000.0,-261000000.0,564000000.0,-373000000.0,-261000000.0,564000000.0,-70000000.0,225000000.0,225000000.0,24000000.0,,3000000.0,,-221000000.0,-264000000.0,-305000000.0,-3000000.0,,
CenturyLink Inc,CTL,8M3THTGWLTYZVE6BBY25,18926,2010.0,Q3YTD,2010-01-01,2010-09-30,2011-11-07 17:11:24+00:00,,,-398000000.0,345000000.0,1069000000.0,,,-378000000.0,54000000.0,11000000.0,-802000000.0,-598000000.0,1481000000.0,-802000000.0,-598000000.0,1481000000.0,81000000.0,723000000.0,723000000.0,67000000.0,,2000000.0,,-658000000.0,-600000000.0,-195000000.0,-14000000.0,,
CenturyLink Inc,CTL,8M3THTGWLTYZVE6BBY25,18926,2010.0,Q3TTM,2009-10-01,2010-09-30,,,11000000.0,-781706000.0,578036000.0,1425674000.0,94000.0,,-371439000.0,98328000.0,13577000.0,-1441297000.0,-939804000.0,2093239000.0,-1441297000.0,-939804000.0,2093239000.0,-287862000.0,952032000.0,952032000.0,75972000.0,-1105000.0,-2025000.0,,-867041000.0,-937873000.0,-663830000.0,-21226000.0,,
CenturyLink Inc,CTL,8M3THTGWLTYZVE6BBY25,18926,2010.0,Q3,2010-07-01,2010-09-30,,,,-645866000.0,79152000.0,357887000.0,,,-42136000.0,27568000.0,8901000.0,-305344000.0,-238037000.0,599831000.0,-305344000.0,-238037000.0,599831000.0,56450000.0,230917000.0,230917000.0,53163000.0,-3636000.0,-263000.0,,-221084000.0,-237774000.0,-116487000.0,-606000.0,,
CenturyLink Inc,CTL,8M3THTGWLTYZVE6BBY25,18926,2010.0,Q2TTM,2009-07-01,2010-06-30,,,11000000.0,-33302000.0,558942000.0,1429989000.0,77000000.0,,-388499000.0,76137000.0,649099000.0,-936859000.0,-908372000.0,1972964000.0,-936859000.0,-908372000.0,1972964000.0,127733000.0,1002375000.0,1002375000.0,-81901000.0,2883000.0,1053000.0,,-855811000.0,-986425000.0,-784559000.0,-24608000.0,,
CenturyLink Inc,CTL,8M3THTGWLTYZVE6BBY25,18926,2010.0,Q2YTD,2010-01-01,2010-06-30,2010-08-06 16:38:43+00:00,,,247866000.0,265848000.0,711113000.0,,,-335864000.0,26432000.0,2099000.0,-496656000.0,-359963000.0,881169000.0,-496656000.0,-359963000.0,881169000.0,24550000.0,492083000.0,492083000.0,13837000.0,3636000.0,2263000.0,,-436916000.0,-362226000.0,-78513000.0,-13394000.0,,
CenturyLink Inc,CTL,8M3THTGWLTYZVE6BBY25,18926,2010.0,Q2,2010-04-01,2010-06-30,,,,245027000.0,200121000.0,357951000.0,,,-188779000.0,17463000.0,2099000.0,-248362000.0,-191477000.0,419706000.0,-248362000.0,-191477000.0,419706000.0,-20133000.0,239126000.0,239126000.0,11408000.0,1446000.0,3569000.0,,-220522000.0,-195046000.0,-45884000.0,-2964000.0,,
CenturyLink Inc,CTL,8M3THTGWLTYZVE6BBY25,18926,2010.0,Q1,2010-01-01,2010-03-31,2011-05-06 13:25:42+00:00,,,2839000.0,65727000.0,353162000.0,,,-147085000.0,8969000.0,,-248294000.0,-168486000.0,461463000.0,-248294000.0,-168486000.0,461463000.0,44683000.0,252957000.0,252957000.0,2429000.0,2190000.0,-1306000.0,,-216394000.0,-167180000.0,-32629000.0,-10430000.0,,
