company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accumulateddepreciation,aoci,capitalleaseobligations,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredrevenue,currentdeferredtaxassets,currentdeferredtaxliabilities,currentemployeebenefitliabilities,dividendspayable,goodwill,grossppe,intangibleassets,longtermdebt,longterminvestments,netinventory,netppe,noncontrollinginterests,noncurrentdeferredrevenue,noncurrentdeferredtaxliabilities,noncurrentemployeebenefitliabilities,othercurrentassets,othercurrentliabilities,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,othernoncurrentassets,othernoncurrentliabilities,othertaxespayable,restrictedcash,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity,treasurystock
CenturyLink Inc,CTL,8M3THTGWLTYZVE6BBY25,18926,2009.0,FY,,2009-12-31,2011-03-30 09:17:49+00:00,394687000.0,685589000.0,,-85306000.0,,161807000.0,,6313240000.0,182374000.0,199003000.0,,255103000.0,108020000.0,10251758000.0,,1446418000.0,7253653000.0,,35755000.0,9097139000.0,5860000.0,392860000.0,2256579000.0,1485643000.0,41437000.0,168203000.0,,,643823000.0,,98743000.0,,3232769000.0,500065000.0,22562729000.0,9460703000.0,1123591000.0,1707195000.0,9460939000.0,9466799000.0,13095930000.0,22562729000.0,12341999000.0,11388735000.0,236000.0,
CenturyLink Inc,CTL,8M3THTGWLTYZVE6BBY25,18926,2010.0,FY,,2010-12-31,2012-02-28 06:08:12+00:00,300000000.0,713000000.0,7575000000.0,-141000000.0,,173000000.0,0.0,6486000000.0,190000000.0,183000000.0,,159000000.0,104000000.0,10261000000.0,16329000000.0,1880000000.0,7316000000.0,,,8754000000.0,,389000000.0,2369000000.0,1306000000.0,74000000.0,122000000.0,,,,,124000000.0,,3302000000.0,12000000.0,22038000000.0,9647000000.0,1143000000.0,1011000000.0,9647000000.0,9647000000.0,12391000000.0,22038000000.0,12141000000.0,11380000000.0,0.0,
CenturyLink Inc,CTL,8M3THTGWLTYZVE6BBY25,18926,2010.0,Q3,,2010-09-30,2010-11-05 18:23:15+00:00,292675000.0,749653000.0,7299542000.0,-89544000.0,,243061000.0,,6389821000.0,177915000.0,164903000.0,,197898000.0,178348000.0,10260640000.0,16101285000.0,,7061744000.0,,35135000.0,8801743000.0,6698000.0,400465000.0,2260097000.0,1242322000.0,34355000.0,139107000.0,,,1930720000.0,,167233000.0,,3298643000.0,496552000.0,22220210000.0,9598920000.0,1227107000.0,1649728000.0,9599156000.0,9605854000.0,12614356000.0,22220210000.0,12191360000.0,10964628000.0,236000.0,
CenturyLink Inc,CTL,8M3THTGWLTYZVE6BBY25,18926,2010.0,Q2,,2010-06-30,2010-08-06 16:38:43+00:00,299066000.0,702030000.0,7010016000.0,-92074000.0,,186357000.0,,6349434000.0,181053000.0,116151000.0,0.0,243401000.0,120163000.0,10260640000.0,15876487000.0,,,,35599000.0,8866471000.0,6275000.0,394419000.0,2216831000.0,1229006000.0,43513000.0,141169000.0,,,1988823000.0,7178646000.0,148175000.0,,3287225000.0,496559000.0,22199584000.0,9544585000.0,1083650000.0,1629586000.0,9544821000.0,9551096000.0,12648488000.0,22199584000.0,12249463000.0,11018902000.0,236000.0,
CenturyLink Inc,CTL,8M3THTGWLTYZVE6BBY25,18926,2011.0,FY,,2011-12-31,2013-03-01 12:43:17+00:00,1400000000.0,1950000000.0,10141000000.0,-1012000000.0,,128000000.0,0.0,19520000000.0,573000000.0,1046000000.0,,633000000.0,293000000.0,21732000000.0,29585000000.0,10482000000.0,21356000000.0,,,19444000000.0,,1189000000.0,3800000000.0,4855000000.0,393000000.0,255000000.0,,,869000000.0,,383000000.0,,2319000000.0,480000000.0,56044000000.0,20827000000.0,3517000000.0,4017000000.0,20827000000.0,20827000000.0,35217000000.0,56044000000.0,33083000000.0,31200000000.0,0.0,
CenturyLink Inc,CTL,8M3THTGWLTYZVE6BBY25,18926,2011.0,Q3,,2011-09-30,2011-11-07 17:11:24+00:00,1360000000.0,1998000000.0,9316000000.0,-158000000.0,,1123000000.0,0.0,19471000000.0,551000000.0,309000000.0,,697000000.0,390000000.0,21702000000.0,28606000000.0,11935000000.0,21142000000.0,,,19290000000.0,,1381000000.0,3516000000.0,3983000000.0,378000000.0,252000000.0,,,,,453000000.0,,2663000000.0,1034000000.0,56735000000.0,21976000000.0,3808000000.0,4737000000.0,21976000000.0,21976000000.0,34759000000.0,56735000000.0,33637000000.0,30022000000.0,0.0,
CenturyLink Inc,CTL,8M3THTGWLTYZVE6BBY25,18926,2011.0,Q2,,2011-06-30,2011-08-09 16:17:51+00:00,1256000000.0,1830000000.0,8571000000.0,-141000000.0,,2546000000.0,0.0,18838000000.0,543000000.0,283000000.0,,719000000.0,315000000.0,20266000000.0,26595000000.0,11545000000.0,19734000000.0,,,18024000000.0,,1289000000.0,3106000000.0,4008000000.0,348000000.0,234000000.0,,,,,387000000.0,,2958000000.0,1610000000.0,54842000000.0,21669000000.0,5007000000.0,5064000000.0,21669000000.0,21641000000.0,33201000000.0,54842000000.0,31811000000.0,28137000000.0,0.0,14000000.0
CenturyLink Inc,CTL,8M3THTGWLTYZVE6BBY25,18926,2011.0,Q1,,2011-03-31,2011-05-06 13:25:42+00:00,298687000.0,667842000.0,7868405000.0,-138957000.0,,269659000.0,,6499873000.0,178341000.0,110650000.0,,176078000.0,162816000.0,10260640000.0,16516985000.0,1851502000.0,7168251000.0,,35448000.0,8648580000.0,5671000.0,397157000.0,2408054000.0,1196382000.0,57137000.0,109706000.0,,,,,135840000.0,,3291784000.0,11539000.0,21901458000.0,9652700000.0,1140736000.0,1073007000.0,9652936000.0,9658607000.0,12242851000.0,21901458000.0,12112142000.0,11169844000.0,236000.0,
CenturyLink Inc,CTL,8M3THTGWLTYZVE6BBY25,18926,2012.0,FY,,2012-12-31,2014-02-27 14:30:52+00:00,1207000000.0,1917000000.0,13024000000.0,-1701000000.0,,211000000.0,0.0,19705000000.0,642000000.0,958000000.0,,683000000.0,268000000.0,21627000000.0,31933000000.0,8970000000.0,19400000000.0,,,18909000000.0,,,3564000000.0,5844000000.0,552000000.0,234000000.0,,,796000000.0,1248000000.0,356000000.0,,1285000000.0,1205000000.0,53940000000.0,19289000000.0,3638000000.0,4595000000.0,19289000000.0,19289000000.0,34651000000.0,53940000000.0,31393000000.0,30056000000.0,0.0,
CenturyLink Inc,CTL,8M3THTGWLTYZVE6BBY25,18926,2012.0,Q3,,2012-09-30,2012-11-08 16:53:17+00:00,1320000000.0,1971000000.0,12275000000.0,-984000000.0,,194000000.0,0.0,19675000000.0,616000000.0,1019000000.0,,778000000.0,347000000.0,21732000000.0,31288000000.0,9200000000.0,19508000000.0,,,19013000000.0,,1241000000.0,4083000000.0,4672000000.0,649000000.0,254000000.0,,,854000000.0,,418000000.0,,1506000000.0,1198000000.0,54632000000.0,20197000000.0,3833000000.0,4931000000.0,20197000000.0,20197000000.0,34435000000.0,54632000000.0,31786000000.0,29504000000.0,0.0,
