company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accumulateddepreciation,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredrevenue,currentdeferredtaxassets,currentemployeebenefitliabilities,customerdeposits,grossppe,longtermdebt,netinventory,netppe,noncontrollinginterests,noncurrentdeferredtaxliabilities,othercurrentassets,othercurrentliabilities,othernoncurrentassets,othernoncurrentliabilities,othernoncurrentnonoperatingliabilities,othertaxespayable,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity
Costco Wholesale Corp,COST,29DX7H14B9S6O3FD6V18,909832,2009.0,FY,,2009-08-30,2010-10-15 18:40:36+00:00,5450000000.0,834000000.0,4423000000.0,110000000.0,3157000000.0,,3813000000.0,824000000.0,371000000.0,1418000000.0,,15323000000.0,2130000000.0,5405000000.0,10900000000.0,80000000.0,464000000.0,,1191000000.0,742000000.0,,,302000000.0,6101000000.0,96000000.0,570000000.0,21979000000.0,10024000000.0,10337000000.0,9281000000.0,10024000000.0,10104000000.0,11875000000.0,21979000000.0,742000000.0,2594000000.0,0.0
Costco Wholesale Corp,COST,29DX7H14B9S6O3FD6V18,909832,2010.0,FY,,2010-08-29,2011-10-14 17:04:24+00:00,5947000000.0,884000000.0,5046000000.0,122000000.0,3214000000.0,0.0,4117000000.0,869000000.0,437000000.0,1571000000.0,,16360000000.0,2141000000.0,5638000000.0,11314000000.0,101000000.0,681000000.0,,1328000000.0,793000000.0,,,322000000.0,6590000000.0,26000000.0,1535000000.0,23815000000.0,10829000000.0,11708000000.0,10063000000.0,10829000000.0,10930000000.0,12885000000.0,23815000000.0,793000000.0,2822000000.0,0.0
Costco Wholesale Corp,COST,29DX7H14B9S6O3FD6V18,909832,2010.0,Q3,,2010-05-09,2010-06-10 14:48:48+00:00,5975000000.0,818000000.0,4912000000.0,151000000.0,4413000000.0,,4109000000.0,921000000.0,426000000.0,1437000000.0,,15970000000.0,2132000000.0,5546000000.0,11058000000.0,98000000.0,606000000.0,,1477000000.0,784000000.0,,,349000000.0,6614000000.0,30000000.0,854000000.0,23899000000.0,10874000000.0,12057000000.0,10189000000.0,10874000000.0,10972000000.0,12927000000.0,23899000000.0,784000000.0,2738000000.0,0.0
Costco Wholesale Corp,COST,29DX7H14B9S6O3FD6V18,909832,2010.0,Q2,,2010-02-14,2010-03-17 13:53:28+00:00,5598000000.0,951000000.0,4752000000.0,145000000.0,4134000000.0,,4011000000.0,912000000.0,466000000.0,1569000000.0,,15857000000.0,2134000000.0,5365000000.0,11105000000.0,92000000.0,624000000.0,,1350000000.0,760000000.0,,,345000000.0,6495000000.0,91000000.0,585000000.0,23366000000.0,10651000000.0,11501000000.0,9865000000.0,10651000000.0,10743000000.0,12623000000.0,23366000000.0,760000000.0,2758000000.0,0.0
Costco Wholesale Corp,COST,29DX7H14B9S6O3FD6V18,909832,2010.0,Q1,,2009-11-22,2009-12-18 12:50:27+00:00,6317000000.0,849000000.0,4593000000.0,150000000.0,3617000000.0,,3907000000.0,883000000.0,366000000.0,1450000000.0,,15708000000.0,2135000000.0,6223000000.0,11115000000.0,86000000.0,627000000.0,,1229000000.0,736000000.0,,,326000000.0,6288000000.0,80000000.0,572000000.0,23478000000.0,10345000000.0,11627000000.0,10285000000.0,10345000000.0,10431000000.0,13047000000.0,23478000000.0,736000000.0,2762000000.0,0.0
Costco Wholesale Corp,COST,29DX7H14B9S6O3FD6V18,909832,2011.0,FY,,2011-08-28,2012-10-19 17:26:26+00:00,6544000000.0,965000000.0,5936000000.0,373000000.0,4009000000.0,0.0,4518000000.0,973000000.0,490000000.0,1758000000.0,602000000.0,18368000000.0,1253000000.0,6638000000.0,12432000000.0,571000000.0,885000000.0,,938000000.0,623000000.0,,,335000000.0,7111000000.0,900000000.0,1604000000.0,26761000000.0,12002000000.0,13706000000.0,12050000000.0,12002000000.0,12573000000.0,14188000000.0,26761000000.0,623000000.0,2138000000.0,0.0
Costco Wholesale Corp,COST,29DX7H14B9S6O3FD6V18,909832,2011.0,Q3,,2011-05-08,2011-06-08 19:40:52+00:00,6800000000.0,948000000.0,5847000000.0,484000000.0,4082000000.0,,4485000000.0,1004000000.0,510000000.0,1605000000.0,,18147000000.0,1247000000.0,6396000000.0,12300000000.0,578000000.0,692000000.0,,1808000000.0,605000000.0,,,376000000.0,6994000000.0,901000000.0,2133000000.0,26974000000.0,11963000000.0,14069000000.0,12494000000.0,11963000000.0,12541000000.0,14433000000.0,26974000000.0,605000000.0,1939000000.0,0.0
Costco Wholesale Corp,COST,29DX7H14B9S6O3FD6V18,909832,2011.0,Q2,,2011-02-13,2011-03-17 12:13:54+00:00,5970000000.0,1116000000.0,5620000000.0,340000000.0,3355000000.0,,4380000000.0,978000000.0,516000000.0,1746000000.0,,17722000000.0,2144000000.0,6127000000.0,12102000000.0,541000000.0,702000000.0,,1688000000.0,476000000.0,,,363000000.0,6863000000.0,1000000.0,2024000000.0,25716000000.0,11583000000.0,13138000000.0,10746000000.0,11583000000.0,12124000000.0,13592000000.0,25716000000.0,476000000.0,2846000000.0,0.0
Costco Wholesale Corp,COST,29DX7H14B9S6O3FD6V18,909832,2011.0,Q1,,2010-11-21,2010-12-17 16:49:25+00:00,7205000000.0,985000000.0,5430000000.0,270000000.0,3739000000.0,,4244000000.0,945000000.0,437000000.0,1575000000.0,,17449000000.0,2143000000.0,6852000000.0,12019000000.0,508000000.0,691000000.0,,1410000000.0,466000000.0,,,343000000.0,6685000000.0,24000000.0,1545000000.0,26043000000.0,11199000000.0,13558000000.0,11502000000.0,11199000000.0,11707000000.0,14336000000.0,26043000000.0,466000000.0,2834000000.0,0.0
Costco Wholesale Corp,COST,29DX7H14B9S6O3FD6V18,909832,2012.0,FY,,2012-09-02,2013-10-16 15:39:54+00:00,7303000000.0,1026000000.0,6585000000.0,156000000.0,3528000000.0,0.0,4371000000.0,1101000000.0,550000000.0,1832000000.0,661000000.0,19546000000.0,1381000000.0,7096000000.0,12961000000.0,157000000.0,981000000.0,,966000000.0,653000000.0,,,397000000.0,7834000000.0,,1326000000.0,27140000000.0,12361000000.0,13526000000.0,12260000000.0,12361000000.0,12518000000.0,14622000000.0,27140000000.0,653000000.0,2362000000.0,0.0
Costco Wholesale Corp,COST,29DX7H14B9S6O3FD6V18,909832,2012.0,Q3,,2012-05-06,2012-06-06 16:30:23+00:00,7302000000.0,1018000000.0,6443000000.0,319000000.0,4791000000.0,0.0,4655000000.0,1122000000.0,553000000.0,1765000000.0,,19039000000.0,1373000000.0,7044000000.0,12596000000.0,598000000.0,914000000.0,,1799000000.0,649000000.0,,,378000000.0,7611000000.0,0.0,1185000000.0,27836000000.0,12585000000.0,14591000000.0,12366000000.0,12585000000.0,13183000000.0,14653000000.0,27836000000.0,649000000.0,2287000000.0,0.0
Costco Wholesale Corp,COST,29DX7H14B9S6O3FD6V18,909832,2012.0,Q2,,2012-02-12,2012-03-14 18:00:30+00:00,6334000000.0,1092000000.0,6268000000.0,306000000.0,4389000000.0,0.0,4587000000.0,1087000000.0,549000000.0,1891000000.0,,18787000000.0,1380000000.0,6934000000.0,12519000000.0,587000000.0,903000000.0,,1824000000.0,632000000.0,,,373000000.0,7339000000.0,900000000.0,1396000000.0,27511000000.0,12232000000.0,14360000000.0,12409000000.0,12232000000.0,12819000000.0,14692000000.0,27511000000.0,632000000.0,2283000000.0,0.0
Costco Wholesale Corp,COST,29DX7H14B9S6O3FD6V18,909832,2012.0,Q1,,2011-11-20,2011-12-16 16:26:37+00:00,7576000000.0,982000000.0,6058000000.0,205000000.0,4319000000.0,0.0,4529000000.0,1033000000.0,478000000.0,1749000000.0,,18439000000.0,1330000000.0,7618000000.0,12381000000.0,538000000.0,916000000.0,,1666000000.0,630000000.0,,,353000000.0,7175000000.0,934000000.0,1596000000.0,28004000000.0,11909000000.0,14993000000.0,13311000000.0,11909000000.0,12447000000.0,15557000000.0,28004000000.0,630000000.0,2246000000.0,0.0
Costco Wholesale Corp,COST,29DX7H14B9S6O3FD6V18,909832,2013.0,FY,,2013-09-01,2014-10-15 17:30:17+00:00,7872000000.0,1201000000.0,7141000000.0,-122000000.0,4644000000.0,0.0,4672000000.0,1167000000.0,621000000.0,2037000000.0,710000000.0,21022000000.0,4998000000.0,7894000000.0,13881000000.0,179000000.0,1016000000.0,,1089000000.0,562000000.0,,,382000000.0,6283000000.0,,1480000000.0,30283000000.0,10833000000.0,15840000000.0,13257000000.0,10833000000.0,11012000000.0,19271000000.0,30283000000.0,562000000.0,6014000000.0,0.0
Costco Wholesale Corp,COST,29DX7H14B9S6O3FD6V18,909832,2013.0,Q3,,2013-05-12,2013-06-11 17:22:05+00:00,7788000000.0,1134000000.0,7091000000.0,81000000.0,5448000000.0,0.0,4589000000.0,1212000000.0,584000000.0,1911000000.0,714000000.0,20637000000.0,4887000000.0,7635000000.0,13546000000.0,175000000.0,963000000.0,,1452000000.0,597000000.0,,,432000000.0,5802000000.0,,1062000000.0,30006000000.0,10472000000.0,15863000000.0,13509000000.0,10472000000.0,10647000000.0,19359000000.0,30006000000.0,597000000.0,5850000000.0,0.0
Costco Wholesale Corp,COST,29DX7H14B9S6O3FD6V18,909832,2013.0,Q2,,2013-02-17,2013-03-20 15:22:38+00:00,7441000000.0,1300000000.0,6933000000.0,111000000.0,4413000000.0,0.0,4523000000.0,1199000000.0,577000000.0,2077000000.0,694000000.0,20319000000.0,4806000000.0,7582000000.0,13386000000.0,171000000.0,955000000.0,,1155000000.0,593000000.0,,,415000000.0,5478000000.0,64000000.0,1238000000.0,29089000000.0,10112000000.0,15110000000.0,13045000000.0,10112000000.0,10283000000.0,18806000000.0,29089000000.0,593000000.0,5761000000.0,0.0
Costco Wholesale Corp,COST,29DX7H14B9S6O3FD6V18,909832,2013.0,Q1,,2012-11-25,2012-12-21 16:05:04+00:00,8825000000.0,1175000000.0,6772000000.0,173000000.0,3897000000.0,0.0,4393000000.0,1169000000.0,502000000.0,1945000000.0,660000000.0,20023000000.0,1366000000.0,8152000000.0,13251000000.0,167000000.0,990000000.0,,1150000000.0,667000000.0,,,374000000.0,8099000000.0,12000000.0,1679000000.0,29323000000.0,12665000000.0,15405000000.0,14135000000.0,12665000000.0,12832000000.0,16491000000.0,29323000000.0,667000000.0,2356000000.0,0.0
Costco Wholesale Corp,COST,29DX7H14B9S6O3FD6V18,909832,2014.0,FY,,2014-08-31,2015-10-13 18:50:16+00:00,8491000000.0,1148000000.0,7845000000.0,-76000000.0,5738000000.0,0.0,4921000000.0,1254000000.0,669000000.0,2231000000.0,773000000.0,22675000000.0,5093000000.0,8456000000.0,14830000000.0,212000000.0,1004000000.0,,1663000000.0,606000000.0,,,,7458000000.0,0.0,1577000000.0,33024000000.0,12303000000.0,17588000000.0,14412000000.0,12303000000.0,12515000000.0,20509000000.0,33024000000.0,606000000.0,6097000000.0,0.0
Costco Wholesale Corp,COST,29DX7H14B9S6O3FD6V18,909832,2014.0,Q3,,2014-05-11,2014-06-04 17:39:28+00:00,8361000000.0,1115000000.0,7684000000.0,-69000000.0,5736000000.0,0.0,4837000000.0,1297000000.0,660000000.0,2056000000.0,764000000.0,22267000000.0,4985000000.0,8483000000.0,14583000000.0,202000000.0,1008000000.0,,1735000000.0,585000000.0,,,474000000.0,7051000000.0,,1539000000.0,32701000000.0,11819000000.0,17533000000.0,14687000000.0,11819000000.0,12021000000.0,20680000000.0,32701000000.0,585000000.0,5993000000.0,0.0
Costco Wholesale Corp,COST,29DX7H14B9S6O3FD6V18,909832,2014.0,Q2,,2014-02-16,2014-03-14 15:58:45+00:00,7707000000.0,1244000000.0,7486000000.0,-157000000.0,5130000000.0,0.0,4773000000.0,1270000000.0,641000000.0,2260000000.0,745000000.0,21834000000.0,4985000000.0,8267000000.0,14348000000.0,194000000.0,988000000.0,,1470000000.0,584000000.0,,,432000000.0,6899000000.0,,1352000000.0,31566000000.0,11515000000.0,16634000000.0,13884000000.0,11515000000.0,11709000000.0,19857000000.0,31566000000.0,584000000.0,5973000000.0,0.0
Costco Wholesale Corp,COST,29DX7H14B9S6O3FD6V18,909832,2014.0,Q1,,2013-11-24,2013-12-20 15:21:41+00:00,9199000000.0,1145000000.0,7333000000.0,-41000000.0,4699000000.0,0.0,4691000000.0,1240000000.0,552000000.0,2070000000.0,713000000.0,21587000000.0,4987000000.0,9337000000.0,14254000000.0,188000000.0,990000000.0,,1316000000.0,592000000.0,,,395000000.0,6571000000.0,,1740000000.0,32319000000.0,11221000000.0,17473000000.0,14933000000.0,11221000000.0,11409000000.0,20910000000.0,32319000000.0,592000000.0,5977000000.0,0.0
Costco Wholesale Corp,COST,29DX7H14B9S6O3FD6V18,909832,2015.0,FY,,2015-08-30,2016-10-11 19:26:22+00:00,9011000000.0,1224000000.0,8263000000.0,-1121000000.0,4801000000.0,0.0,5220000000.0,1269000000.0,,2468000000.0,813000000.0,23664000000.0,4852000000.0,8908000000.0,15401000000.0,226000000.0,,228000000.0,1695000000.0,837000000.0,,783000000.0,,6518000000.0,1283000000.0,1618000000.0,33017000000.0,10617000000.0,16779000000.0,16539000000.0,10617000000.0,10843000000.0,22174000000.0,33017000000.0,837000000.0,5635000000.0,0.0
Costco Wholesale Corp,COST,29DX7H14B9S6O3FD6V18,909832,2015.0,Q3,,2015-05-10,2015-06-04 17:18:09+00:00,8895000000.0,1195000000.0,8232000000.0,-726000000.0,5063000000.0,0.0,5149000000.0,1336000000.0,765000000.0,2160000000.0,819000000.0,23315000000.0,4826000000.0,8869000000.0,15083000000.0,227000000.0,1115000000.0,,1860000000.0,774000000.0,,,466000000.0,6164000000.0,1200000000.0,1742000000.0,33491000000.0,10587000000.0,17634000000.0,16736000000.0,10587000000.0,10814000000.0,22677000000.0,33491000000.0,774000000.0,5941000000.0,0.0
Costco Wholesale Corp,COST,29DX7H14B9S6O3FD6V18,909832,2015.0,Q2,,2015-02-15,2015-03-11 17:23:47+00:00,8302000000.0,1287000000.0,8012000000.0,-797000000.0,5866000000.0,0.0,5066000000.0,1318000000.0,760000000.0,2391000000.0,800000000.0,22884000000.0,3830000000.0,8558000000.0,14872000000.0,219000000.0,1096000000.0,,3805000000.0,670000000.0,,,433000000.0,5937000000.0,1200000000.0,1587000000.0,33600000000.0,10206000000.0,18058000000.0,18249000000.0,10206000000.0,10425000000.0,23175000000.0,33600000000.0,670000000.0,4926000000.0,0.0
